变量名,serverOpenDays,fightPointLimit,vipLimit
1371,1371,1000000,11
1372,1372,1000000,11
1373,1373,1000000,11
1374,1374,1000000,11
1375,1375,1000000,11
1376,1376,1000000,11
1377,1377,1000000,11
1378,1378,1000000,11
1379,1379,1000000,11
1380,1380,1000000,11
1381,1381,1000000,11
1382,1382,1000000,11
1383,1383,1000000,11
1384,1384,1000000,11
1385,1385,1000000,11
1386,1386,1000000,11
1387,1387,1000000,11
1388,1388,1000000,11
1389,1389,1000000,11
1390,1390,1000000,11
1391,1391,1000000,11
1392,1392,1000000,11
1393,1393,1000000,11
1394,1394,1000000,11
1395,1395,1000000,11
1396,1396,1000000,11
1397,1397,1000000,11
1398,1398,1000000,11
1399,1399,1000000,11
1400,1400,1000000,11
1401,1401,1000000,11
1402,1402,1000000,11
1403,1403,1000000,11
1404,1404,1000000,11
1405,1405,1000000,11
1406,1406,1000000,11
1407,1407,1000000,11
1408,1408,1000000,11
1409,1409,1000000,11
1410,1410,1000000,11
1411,1411,1000000,11
1412,1412,1000000,11
1413,1413,1000000,11
1414,1414,1000000,11
1415,1415,1000000,11
1416,1416,1000000,11
1417,1417,1000000,11
1418,1418,1000000,11
1419,1419,1000000,11
1420,1420,1000000,11
1421,1421,1000000,11
1422,1422,1000000,11
1423,1423,1000000,11
1424,1424,1000000,11
1425,1425,1000000,11
1426,1426,1000000,11
1427,1427,1000000,11
1428,1428,1000000,11
1429,1429,1000000,11
1430,1430,1000000,11
1431,1431,1000000,11
1432,1432,1000000,11
1433,1433,1000000,11
1434,1434,1000000,11
1435,1435,1000000,11
1436,1436,1000000,11
1437,1437,1000000,11
1438,1438,1000000,11
1439,1439,1000000,11
1440,1440,1000000,11
1441,1441,1000000,11
1442,1442,1000000,11
1443,1443,1000000,11
1444,1444,1000000,11
1445,1445,1000000,11
1446,1446,1000000,11
1447,1447,1000000,11
1448,1448,1000000,11
1449,1449,1000000,11
1450,1450,1000000,11
1451,1451,1000000,11
1452,1452,1000000,11
1453,1453,1000000,11
1454,1454,1000000,11
1455,1455,1000000,11
1456,1456,1000000,11
1457,1457,1000000,11
1458,1458,1000000,11
1459,1459,1000000,11
1460,1460,1000000,11
1461,1461,1000000,11
1462,1462,1000000,11
1463,1463,1000000,11
1464,1464,1000000,11
1465,1465,1000000,11
1466,1466,1000000,11
1467,1467,1000000,11
1468,1468,1000000,11
1469,1469,1000000,11
1470,1470,1000000,11
1471,1471,1000000,11
1472,1472,1000000,11
1473,1473,1000000,11
1474,1474,1000000,11
1475,1475,1000000,11
1476,1476,1000000,11
1477,1477,1000000,11
1478,1478,1000000,11
1479,1479,1000000,11
1480,1480,1000000,11
1481,1481,1000000,11
1482,1482,1000000,11
1483,1483,1000000,11
1484,1484,1000000,11
1485,1485,1000000,11
1486,1486,1000000,11
1487,1487,1000000,11
1488,1488,1000000,11
1489,1489,1000000,11
1490,1490,1000000,11
1491,1491,1000000,11
1492,1492,1000000,11
1493,1493,1000000,11
1494,1494,1000000,11
1495,1495,1000000,11
1496,1496,1000000,11
1497,1497,1000000,11
1498,1498,1000000,11
1499,1499,1000000,11
1500,1500,1000000,11
1501,9999,1000000,11
