变量名,huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
2268,10211,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2269,10211,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2270,10211,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2271,10211,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2281,10212,{6071=20},{2152=1},4,{},紫携带万能*1,,
2282,10212,{6071=60},{945=1},2,{},紫携带任选*1,,
2283,10212,{6071=120},{2153=1},3,{},橙携带万能*1,,
2284,10212,{6071=240},{30403=1},1,{},橙携带*1,,
2285,10212,{6071=240},{30408=1},1,{},橙携带*1,,
2290,10213,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2291,10213,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2292,10213,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2293,10213,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2294,10213,{6302=6},{20491=5},50,{},紫色购物券*6   兑换   独角犀牛*5,,
2295,10213,{6302=6},{21221=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2296,10213,{6302=3;6301=3},{22991=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2297,10213,{6302=3;6301=3},{23141=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2298,10213,{6301=5},{20011=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2299,10213,{6301=5},{23291=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2300,10213,{6301=5},{21441=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2301,10213,{6301=5},{20551=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2302,10213,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2303,10213,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2304,10213,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2305,10213,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2306,10213,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2307,10213,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2308,10213,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2309,10213,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2310,10213,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2311,10213,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2331,10215,{6349=10},{2014=1},1,{},六一头像框*1,,
2332,10215,{6349=20},{6351=1},1,{},六一礼盒*1,,
2333,10215,{6349=20},{2404=1},1,{},六一称号*1,,
2334,10215,{6349=8},{2314=1},1,{},六一头像*1,,
2335,10215,{6349=3},{2304=1},1,{},六一搞怪头像*1,,
2336,10215,{6349=3},{2307=1},1,{},六一搞怪头像*1,,
2337,10215,{6349=3},{2309=1},1,{},六一搞怪头像*1,,
2338,10215,{6349=2},{850=20},20,{},蓝色潜能石*20,,
2339,10215,{6349=2},{5000=5},20,{},晶石盒子*5,,
2340,10215,{6349=2},{930=5},20,{},能量药剂*5,,
2341,10215,{6349=2},{gold=50000},20,{},金币*5W,,
2351,10216,{6071=20},{2152=1},4,{},紫携带万能*1,,
2352,10216,{6071=60},{945=1},2,{},紫携带任选*1,,
2353,10216,{6071=120},{2153=1},3,{},橙携带万能*1,,
2354,10216,{6071=240},{30404=1},1,{},橙携带*1,,
2355,10216,{6071=240},{30406=1},1,{},橙携带*1,,
2360,10217,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2361,10217,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2362,10217,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2363,10217,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2364,10217,{6302=6},{21931=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2365,10217,{6302=6},{20331=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2366,10217,{6302=3;6301=3},{21291=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2367,10217,{6302=3;6301=3},{20591=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2368,10217,{6301=5},{22071=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2369,10217,{6301=5},{22271=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2370,10217,{6301=5},{22681=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2371,10217,{6301=5},{20691=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2372,10217,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2373,10217,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2374,10217,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2375,10217,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2376,10217,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2377,10217,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2378,10217,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2379,10217,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2380,10217,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2381,10217,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2391,10218,{6071=20},{2152=1},4,{},紫携带万能*1,,
2392,10218,{6071=60},{945=1},2,{},紫携带任选*1,,
2393,10218,{6071=120},{2153=1},3,{},橙携带万能*1,,
2394,10218,{6071=240},{6231=1},1,{},橙携带*1,,
2395,10218,{6071=240},{6232=1},1,{},橙携带*1,,
2400,10219,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2401,10219,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2402,10219,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2403,10219,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2404,10219,{6302=6},{21911=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2405,10219,{6302=6},{20711=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2406,10219,{6302=3;6301=3},{23541=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2407,10219,{6302=3;6301=3},{20881=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2408,10219,{6301=5},{23341=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2409,10219,{6301=5},{20151=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2410,10219,{6301=5},{21861=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2411,10219,{6301=5},{22891=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2412,10219,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2413,10219,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2414,10219,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2415,10219,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2416,10219,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2417,10219,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2418,10219,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2419,10219,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2420,10219,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2421,10219,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2430,10220,{6071=20},{2152=1},4,{},紫携带万能*1,,
2431,10220,{6071=60},{945=1},2,{},紫携带任选*1,,
2432,10220,{6071=120},{2153=1},3,{},橙携带万能*1,,
2433,10220,{6071=240},{6233=1},1,{},橙携带*1,,
2434,10220,{6071=240},{6234=1},1,{},橙携带*1,,
2440,10221,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2441,10221,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2442,10221,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2443,10221,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2444,10221,{6302=6},{23661=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2445,10221,{6302=6},{20631=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2446,10221,{6302=3;6301=3},{20241=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2447,10221,{6302=3;6301=3},{21171=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2448,10221,{6301=5},{20091=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2449,10221,{6301=5},{20001=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2450,10221,{6301=5},{20011=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2451,10221,{6301=5},{20021=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2452,10221,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2453,10221,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2454,10221,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2455,10221,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2456,10221,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2457,10221,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2458,10221,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2459,10221,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2460,10221,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2461,10221,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2470,10222,{6071=20},{2152=1},4,{},紫携带万能*1,,
2471,10222,{6071=60},{945=1},2,{},紫携带任选*1,,
2472,10222,{6071=120},{2153=1},3,{},橙携带万能*1,,
2473,10222,{6071=240},{6235=1},1,{},橙携带*1,,
2474,10222,{6071=240},{6236=1},1,{},橙携带*1,,
2480,10223,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2481,10223,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2482,10223,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2483,10223,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2484,10223,{6302=6},{23591=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2485,10223,{6302=6},{21921=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2486,10223,{6302=3;6301=3},{21081=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2487,10223,{6302=3;6301=3},{21291=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2488,10223,{6301=5},{21801=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2489,10223,{6301=5},{20221=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2490,10223,{6301=5},{20341=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2491,10223,{6301=5},{20791=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2492,10223,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2493,10223,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2494,10223,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2495,10223,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2496,10223,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2497,10223,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2498,10223,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2499,10223,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2500,10223,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2501,10223,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2511,10224,{6368=2;6369=2},{2018=1},1,{},国庆头像框,,
2512,10224,{6368=2;6371=2;6370=2;6369=2},{2407=1},1,{},国庆称号,,
2513,10224,{6368=1;6370=1},{2317=1},1,{},国庆头像,,
2514,10224,{6370=2;6371=2},{2017=1},1,{},中秋头像框,,
2515,10224,{6368=2;6371=2;6370=2;6369=2},{2406=1},1,{},中秋称号,,
2516,10224,{6369=1;6371=1},{2316=1},1,{},中秋头像,,
2517,10224,{6368=6;6371=6;6370=6;6369=6},{2204=1},1,{},布尔美丽的信物,,
2518,10224,{6368=8;6371=8;6370=8;6369=8},{925=1},1,{},S精灵选择宝箱,,
2519,10224,{6368=10;6371=10;6370=10;6369=10},{6059=1},1,{},饰品觉醒选择箱子,,
2520,10224,{6368=6;6371=6;6370=6;6369=6},{2152=1},1,{},紫色万能石,,
2521,10224,{6368=3;6371=3;6370=3;6369=3},{rmb=888},1,{},钻石,,
2522,10224,{6368=4;6369=4},{973=1},2,{},随机橙色符石宝箱,,
2523,10224,{6370=3;6371=3},{501=1},3,{},饰品升星道具,,
2524,10224,{6368=2;6370=2},{962=1},3,{},紫色探险器宝箱,,
2525,10224,{6369=2;6371=2},{talent_point=2},3,{},天赋点,,
2526,10224,{6368=1},{gold=100000},40,{},金币,,
2527,10224,{6369=1},{930=6},40,{},突破材料箱子,,
2528,10224,{6370=1},{5000=6},40,{},强化药剂,,
2529,10224,{6371=1},{2103=1},40,{},携带紫强化,,
2531,10225,{6071=20},{2152=1},4,{},紫携带万能*1,,
2532,10225,{6071=60},{945=1},2,{},紫携带任选*1,,
2533,10225,{6071=120},{2153=1},3,{},橙携带万能*1,,
2534,10225,{6071=240},{6237=1},1,{},橙携带*1,,
2535,10225,{6071=240},{6238=1},1,{},橙携带*1,,
2540,10226,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2541,10226,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2542,10226,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2543,10226,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2544,10226,{6302=6},{21241=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2545,10226,{6302=6},{22991=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2546,10226,{6302=6},{22401=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2547,10226,{6302=3;6301=3},{20711=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2548,10226,{6302=3;6301=3},{23351=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2549,10226,{6302=3;6301=3},{22031=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2550,10226,{6301=5},{23501=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2551,10226,{6301=5},{22841=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2552,10226,{6301=5},{21851=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2553,10226,{6301=5},{23511=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2554,10226,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2555,10226,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2556,10226,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2557,10226,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2558,10226,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2559,10226,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2560,10226,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2561,10226,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2562,10226,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2563,10226,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2570,10227,{6071=20},{2152=1},4,{},紫携带万能*1,,
2571,10227,{6071=60},{945=1},2,{},紫携带任选*1,,
2572,10227,{6071=120},{2153=1},3,{},橙携带万能*1,,
2573,10227,{6071=240},{6239=1},1,{},橙携带*1,,
2574,10227,{6071=240},{6240=1},1,{},橙携带*1,,
2580,10228,{6381=6},{2318=1},1,{},万圣头像*1,,
2581,10228,{6381=12},{2019=1},1,{},万圣头像框*1,,
2582,10228,{6381=15},{2408=1},1,{},万圣称号*1,,
2584,10228,{6381=5},{6383=1},1,{},万圣节金币礼包*1,,
2585,10228,{6381=5},{6384=1},1,{},万圣节钻石礼盒*1,,
2586,10228,{6381=2},{521=1},3,{},神兽万能碎片*1,,
2587,10228,{6381=3},{501=1},1,{},饰品升星道具,,
2588,10228,{6381=1},{602=1},10,{},银项链*1,,
2589,10228,{6381=1},{2103=1},10,{},紫强化*1,,
2590,10228,{6381=1},{851=10},10,{},紫色潜能石*10,,
2591,10228,{6381=1},{850=20},10,{},蓝色潜能石*20,,
2592,10228,{6381=1},{5000=5},10,{},晶石盒子*5,,
2593,10228,{6381=1},{930=5},10,{},能量药剂*5,,
2594,10228,{6381=1},{gold=50000},10,{},金币*5W,,
2600,10229,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2601,10229,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2602,10229,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2603,10229,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2604,10229,{6302=6},{20161=5},50,{},紫色购物券*6   兑换   雷吉斯奇鲁*5,,
2605,10229,{6302=6},{21931=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2606,10229,{6302=6},{22471=5},50,{},紫色购物券*6   兑换   雷公碎片*5,,
2607,10229,{6302=3;6301=3},{20401=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3,,
2608,10229,{6302=3;6301=3},{21841=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2609,10229,{6302=3;6301=3},{23001=3},50,{},蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3,,
2610,10229,{6301=5},{22921=3},50,{},蓝色购物券*5   兑换   小火龙碎片*3,,
2611,10229,{6301=5},{22922=3},50,{},蓝色购物券*5   兑换   火狐狸碎片*3,,
2612,10229,{6301=5},{20281=3},50,{},蓝色购物券*5   兑换   咕妞妞碎片*3,,
2613,10229,{6301=5},{21611=3},50,{},蓝色购物券*5   兑换   海星星碎片*3,,
2614,10229,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2615,10229,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2616,10229,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2617,10229,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2618,10229,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2619,10229,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2620,10229,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2621,10229,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2622,10229,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2623,10229,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2630,10230,{6071=20},{2152=1},4,{},紫携带万能*1,,
2631,10230,{6071=60},{945=1},2,{},紫携带任选*1,,
2632,10230,{6071=120},{2153=1},3,{},橙携带万能*1,,
2633,10230,{6071=240},{6241=1},1,{},橙携带*1,,
2634,10230,{6071=240},{6242=1},1,{},橙携带*1,,
2640,10231,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2641,10231,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2642,10231,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2643,10231,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2644,10231,{6302=6},{22821=5},50,{},紫色购物券*6,,
2645,10231,{6302=6},{20731=5},50,{},紫色购物券*6,,
2646,10231,{6302=6},{23151=5},50,{},紫色购物券*6,,
2647,10231,{6302=3;6301=3},{20261=3},50,{},蓝色购物券*3 紫色购物券*3,,
2648,10231,{6302=3;6301=3},{23411=3},50,{},蓝色购物券*3 紫色购物券*3,,
2649,10231,{6302=3;6301=3},{21311=3},50,{},蓝色购物券*3 紫色购物券*3,,
2650,10231,{6301=5},{20131=3},50,{},蓝色购物券*5,,
2651,10231,{6301=5},{20301=3},50,{},蓝色购物券*5,,
2652,10231,{6301=5},{22481=3},50,{},蓝色购物券*5,,
2653,10231,{6301=5},{23471=3},50,{},蓝色购物券*5,,
2654,10231,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2655,10231,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2656,10231,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2657,10231,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2658,10231,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2659,10231,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2660,10231,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2661,10231,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2662,10231,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2663,10231,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2670,10232,{6071=20},{2152=1},4,{},紫携带万能*1,,
2671,10232,{6071=60},{945=1},2,{},紫携带任选*1,,
2672,10232,{6071=120},{2153=1},3,{},橙携带万能*1,,
2673,10232,{6071=240},{6243=1},1,{},橙携带*1,,
2674,10232,{6071=240},{6244=1},1,{},橙携带*1,,
2680,10233,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2681,10233,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2682,10233,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2683,10233,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2684,10233,{6302=6},{20741=5},50,{},紫色购物券*6,,
2685,10233,{6302=6},{21911=5},50,{},紫色购物券*6,,
2686,10233,{6302=6},{20641=5},50,{},紫色购物券*6,,
2687,10233,{6302=3;6301=3},{21391=3},50,{},蓝色购物券*3 紫色购物券*3,,
2688,10233,{6302=3;6301=3},{20241=3},50,{},蓝色购物券*3 紫色购物券*3,,
2689,10233,{6302=3;6301=3},{21421=3},50,{},蓝色购物券*3 紫色购物券*3,,
2690,10233,{6301=5},{20271=3},50,{},蓝色购物券*5,,
2691,10233,{6301=5},{20371=3},50,{},蓝色购物券*5,,
2692,10233,{6301=5},{22071=3},50,{},蓝色购物券*5,,
2693,10233,{6301=5},{23281=3},50,{},蓝色购物券*5,,
2694,10233,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2695,10233,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2696,10233,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2697,10233,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2698,10233,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2699,10233,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2700,10233,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2701,10233,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2702,10233,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2703,10233,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2710,10234,{6071=20},{2152=1},4,{},紫携带万能*1,,
2711,10234,{6071=60},{945=1},2,{},紫携带任选*1,,
2712,10234,{6071=120},{2153=1},3,{},橙携带万能*1,,
2713,10234,{6071=240},{6245=1},1,{},橙携带*1,,
2714,10234,{6071=240},{6246=1},1,{},橙携带*1,,
2720,10235,{6071=20},{2152=1},4,{},紫携带万能*1,,
