变量名,huodongID,_beizhu,name,name_tw,name_en,name_kr,item,rmbCost,rechargeID,duration,sort,group,sumRechargeRMB,targetType1,targetArg1_1,targetArg1_2,targetType2,targetArg2_1,targetArg2_2,bgPath,countPath
11001,20200,,40级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,102,<>,1,40,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11002,20200,,50级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,103,<>,1,50,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11003,20200,,55级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,104,<>,1,55,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11004,20200,,60级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,105,<>,1,60,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11005,20200,,65级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,106,<>,1,65,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11006,20200,,70级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,107,<>,1,70,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11007,20200,,75级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,108,<>,1,75,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11008,20200,,80级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,109,<>,1,80,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11009,20200,,85级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,110,<>,1,85,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11010,20200,,90级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,111,<>,1,90,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11011,20200,,95级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,112,<>,1,95,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11012,20200,,100级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,113,<>,1,100,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11013,20200,,105级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,114,<>,1,105,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11014,20200,,110级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,115,<>,1,110,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11015,20200,,115级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,116,<>,1,115,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11016,20200,,120级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,117,<>,1,120,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11017,20200,,125级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,118,<>,1,125,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11018,20200,,130级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,119,<>,1,130,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11019,20200,,135级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,120,<>,1,135,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11020,20200,,140级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,121,<>,1,140,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11021,20200,,145级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,122,<>,1,145,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11022,20200,,150级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,123,<>,1,150,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11023,20200,,155级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,124,<>,1,155,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11024,20200,,160级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,125,<>,1,160,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11025,20200,,165级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,126,<>,1,165,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11026,20200,,170级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,127,<>,1,170,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11027,20200,,175级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,128,<>,1,175,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
11028,20200,,180级礼包-60元,,,,{502=888;gold=20000000;521=588;rmb=300000;500=300},1000,107,4320,0,129,<>,1,180,0,0,0,0,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
