变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
4014045,4014,45,2,{151=500},{452=500;152=100},1,<1;2;3>
4014046,4014,46,2,{151=500},{151=1000;9016=10},0,<>
4014047,4014,47,2,{151=500},{151=1000;9016=10},0,<>
4014048,4014,48,2,{151=500},{151=1000;9016=10},0,<>
4014049,4014,49,2,{151=500},{151=1000;9016=10},0,<>
4014050,4014,50,2,{151=500},{talent_point=200;152=100},1,<1;2;3>
4014051,4014,51,2,{151=500},{151=1000;9016=10},0,<>
4014052,4014,52,2,{151=500},{151=1000;9016=10},0,<>
4014053,4014,53,2,{151=500},{151=1000;9016=10},0,<>
4014054,4014,54,2,{151=500},{151=1000;9016=10},0,<>
4014055,4014,55,2,{151=500},{453=500;152=100},1,<1;2;3>
4014056,4014,56,2,{151=500},{151=1000;9016=10},0,<>
4014057,4014,57,2,{151=500},{151=1000;9016=10},0,<>
4014058,4014,58,2,{151=500},{151=1000;9016=10},0,<>
4014059,4014,59,2,{151=500},{151=1000;9016=10},0,<>
4014060,4014,60,2,{151=500},{452=500;152=100},1,<1;2;3>
4014061,4014,61,2,{151=500},{151=1000;9016=10},0,<>
4014062,4014,62,2,{151=500},{151=1000;9016=10},0,<>
4014063,4014,63,2,{151=500},{151=1000;9016=10},0,<>
4014064,4014,64,2,{151=500},{151=1000;9016=10},0,<>
4014065,4014,65,2,{151=500},{talent_point=200;152=100},1,<1;2;3>
4014066,4014,66,2,{151=500},{151=1000;9016=10},0,<>
4014067,4014,67,2,{151=500},{151=1000;9016=10},0,<>
4014068,4014,68,2,{151=500},{151=1000;9016=10},0,<>
4014069,4014,69,5,{151=500},{151=1000;9016=10},0,<>
4014070,4014,70,5,{151=500},{9100=20;9016=50},1,<1;2;3>
4015001,4015,1,2,{gold=100000000},{4000=1000;rmb=500000},0,<>
4015002,4015,2,2,{4000=500},{4000=1000;9016=10},0,<>
4015003,4015,3,2,{4000=500},{4000=1000;9016=10},0,<>
4015004,4015,4,2,{4000=500},{4000=1000;9016=10},0,<>
4015005,4015,5,2,{4000=500},{4000=1000;9016=10},0,<>
4015006,4015,6,2,{4000=500},{4000=1000;9016=10},0,<>
4015007,4015,7,2,{4000=500},{4000=1000;9016=10},0,<>
4015008,4015,8,2,{4000=500},{4000=1000;9016=10},0,<>
4015009,4015,9,2,{4000=500},{4000=1000;9016=10},0,<>
4015010,4015,10,2,{4000=500},{4000=1000;453=500},1,<1;2;3>
4015011,4015,11,2,{4000=500},{4000=1000;9016=10},0,<>
4015012,4015,12,2,{4000=500},{4000=1000;9016=10},0,<>
4015013,4015,13,2,{4000=500},{4000=1000;9016=10},0,<>
4015014,4015,14,2,{4000=500},{4000=1000;9016=10},0,<>
4015015,4015,15,2,{4000=500},{4000=1000;9016=10},0,<>
4015016,4015,16,2,{4000=500},{4000=1000;9016=10},0,<>
4015017,4015,17,2,{4000=500},{4000=1000;9016=10},0,<>
4015018,4015,18,2,{4000=500},{4000=1000;9016=10},0,<>
4015019,4015,19,2,{4000=500},{4000=1000;9016=10},0,<>
4015020,4015,20,2,{4000=500},{4000=1000;talent_point=200},1,<1;2;3>
4015021,4015,21,2,{4000=500},{4000=1000;9016=10},0,<>
4015022,4015,22,2,{4000=500},{4000=1000;9016=10},0,<>
4015023,4015,23,2,{4000=500},{4000=1000;9016=10},0,<>
4015024,4015,24,2,{4000=500},{4000=1000;9016=10},0,<>
4015025,4015,25,2,{4000=500},{4000=1000;9016=10},0,<>
4015026,4015,26,2,{4000=500},{4000=1000;9016=10},0,<>
4015027,4015,27,2,{4000=500},{4000=1000;9016=10},0,<>
4015028,4015,28,2,{4000=500},{4000=1000;9016=10},0,<>
4015029,4015,29,2,{4000=500},{4000=1000;9016=10},0,<>
4015030,4015,30,2,{4000=500},{4000=1000;452=500},1,<1;2;3>
4015031,4015,31,2,{4000=500},{4000=1000;9016=10},0,<>
4015032,4015,32,2,{4000=500},{4000=1000;9016=10},0,<>
4015033,4015,33,2,{4000=500},{4000=1000;9016=10},0,<>
4015034,4015,34,2,{4000=500},{4000=1000;9016=10},0,<>
4015035,4015,35,2,{4000=500},{4000=1000;9016=10},0,<>
4015036,4015,36,2,{4000=500},{4000=1000;9016=10},0,<>
4015037,4015,37,2,{4000=500},{4000=1000;9016=10},0,<>
4015038,4015,38,3,{4000=500},{4000=1000;9016=10},0,<>
4015039,4015,39,3,{4000=500},{4000=1000;9016=10},0,<>
4015040,4015,40,3,{4000=500},{4000=1000;453=500},1,<1;2;3>
4015041,4015,41,3,{4000=500},{4000=1000;9016=10},0,<>
4015042,4015,42,3,{4000=500},{4000=1000;9016=10},0,<>
4015043,4015,43,3,{4000=500},{4000=1000;9016=10},0,<>
4015044,4015,44,3,{4000=500},{4000=1000;9016=10},0,<>
4015045,4015,45,3,{4000=500},{4000=1000;9016=10},0,<>
4015046,4015,46,3,{4000=500},{4000=1000;9016=10},0,<>
4015047,4015,47,3,{4000=500},{4000=1000;9016=10},0,<>
4015048,4015,48,3,{4000=500},{4000=1000;9016=10},0,<>
4015049,4015,49,3,{4000=500},{4000=1000;9016=10},0,<>
4015050,4015,50,3,{4000=500},{4000=1000;talent_point=200},1,<1;2;3>
4015051,4015,51,3,{4000=500},{4000=1000;9016=10},0,<>
4015052,4015,52,3,{4000=500},{4000=1000;9016=10},0,<>
4015053,4015,53,3,{4000=500},{4000=1000;9016=10},0,<>
4015054,4015,54,3,{4000=500},{4000=1000;9016=10},0,<>
4015055,4015,55,3,{4000=500},{4000=1000;9016=10},0,<>
4015056,4015,56,3,{4000=500},{4000=1000;9016=10},0,<>
4015057,4015,57,3,{4000=500},{4000=1000;9016=10},0,<>
4015058,4015,58,3,{4000=500},{4000=1000;9016=10},0,<>
4015059,4015,59,3,{4000=500},{4000=1000;9016=10},0,<>
4015060,4015,60,3,{4000=500},{4000=1000;452=500},1,<1;2;3>
4015061,4015,61,3,{4000=500},{4000=1000;9016=10},0,<>
4015062,4015,62,3,{4000=500},{4000=1000;9016=10},0,<>
4015063,4015,63,3,{4000=500},{4000=1000;9016=10},0,<>
4015064,4015,64,3,{4000=500},{4000=1000;9016=10},0,<>
4015065,4015,65,3,{4000=500},{4000=1000;9016=10},0,<>
4015066,4015,66,3,{4000=500},{4000=1000;9016=10},0,<>
4015067,4015,67,3,{4000=500},{4000=1000;9016=10},0,<>
4015068,4015,68,3,{4000=500},{4000=1000;9016=10},0,<>
4015069,4015,69,3,{4000=500},{4000=1000;9016=10},0,<>
4015070,4015,70,3,{4000=500},{9100=20;9016=50},1,<1;2;3>
4016001,4016,1,100,{gold=100000000},{rmb=500000;521=60},0,<>
4016002,4016,2,50,{521=20},{521=60;539=10},0,<>
4016003,4016,3,50,{521=20},{521=60;539=10},0,<>
4016004,4016,4,50,{521=20},{521=60;539=10},0,<>
4016005,4016,5,50,{521=20},{521=60;539=10},0,<>
4016006,4016,6,50,{521=20},{521=60;539=10},0,<>
4016007,4016,7,50,{521=20},{521=60;539=10},0,<>
4016008,4016,8,50,{521=20},{521=60;539=10},0,<>
4016009,4016,9,50,{521=20},{521=60;539=10},0,<>
4016010,4016,10,50,{521=20},{rmb=100000;521=60},1,<1;2;3>
4016011,4016,11,50,{521=20},{521=60;539=10},0,<>
4016012,4016,12,50,{521=20},{521=60;539=10},0,<>
4016013,4016,13,50,{521=20},{521=60;539=10},0,<>
4016014,4016,14,50,{521=20},{521=60;539=10},0,<>
4016015,4016,15,50,{521=20},{521=60;539=10},0,<>
4016016,4016,16,50,{521=20},{521=60;539=10},0,<>
4016017,4016,17,50,{521=20},{521=60;539=10},0,<>
4016018,4016,18,50,{521=20},{521=60;539=10},0,<>
4016019,4016,19,50,{521=20},{521=60;539=10},0,<>
4016020,4016,20,50,{521=20},{rmb=100000;521=60},1,<1;2;3>
4016021,4016,21,50,{521=20},{521=60;539=10},0,<>
4016022,4016,22,50,{521=20},{521=60;539=10},0,<>
4016023,4016,23,50,{521=20},{521=60;539=10},0,<>
4016024,4016,24,50,{521=20},{521=60;539=10},0,<>
4016025,4016,25,50,{521=20},{521=60;539=10},0,<>
4016026,4016,26,50,{521=20},{521=60;539=10},0,<>
4016027,4016,27,50,{521=20},{521=60;539=10},0,<>
4016028,4016,28,50,{521=20},{521=60;539=10},0,<>
4016029,4016,29,50,{521=20},{521=60;539=10},0,<>
4016030,4016,30,100,{521=20},{rmb=100000;521=60},1,<1;2;3>
4016031,4016,31,100,{521=20},{521=60;539=10},0,<>
4016032,4016,32,100,{521=20},{521=60;539=10},0,<>
4016033,4016,33,100,{521=20},{521=60;539=10},0,<>
4016034,4016,34,100,{521=20},{521=60;539=10},0,<>
4016035,4016,35,100,{521=20},{521=60;539=10},0,<>
4016036,4016,36,100,{521=20},{521=60;539=10},0,<>
4016037,4016,37,100,{521=20},{521=60;539=10},0,<>
4016038,4016,38,100,{521=20},{521=60;539=10},0,<>
4016039,4016,39,100,{521=20},{521=60;539=10},0,<>
4016040,4016,40,100,{521=20},{521=60;6199=1},1,<1;2;3>
