变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
455,132182,1000,0,0,0,0,33459,33459,3764,3764,0,0,5019,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,132974,1000,0,0,0,0,33659,33659,3787,3787,0,0,5049,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,133782,1000,0,0,0,0,33864,33864,3810,3810,0,0,5080,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,134590,1000,0,0,0,0,34068,34068,3833,3833,0,0,5110,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,135398,1000,0,0,0,0,34273,34273,3856,3856,0,0,5141,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,136206,1000,0,0,0,0,34477,34477,3879,3879,0,0,5171,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,137014,1000,0,0,0,0,34682,34682,3902,3902,0,0,5202,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,137838,1000,0,0,0,0,34891,34891,3925,3925,0,0,5233,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,138662,1000,0,0,0,0,35100,35100,3949,3949,0,0,5265,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464,139487,1000,0,0,0,0,35308,35308,3972,3972,0,0,5296,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,140311,1000,0,0,0,0,35517,35517,3996,3996,0,0,5328,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,141135,1000,0,0,0,0,35726,35726,4019,4019,0,0,5359,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,141976,1000,0,0,0,0,35939,35939,4043,4043,0,0,5391,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
468,142817,1000,0,0,0,0,36152,36152,4067,4067,0,0,5423,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,143657,1000,0,0,0,0,36365,36365,4091,4091,0,0,5455,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,144498,1000,0,0,0,0,36578,36578,4115,4115,0,0,5487,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,145339,1000,0,0,0,0,36791,36791,4139,4139,0,0,5519,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472,146196,1000,0,0,0,0,37008,37008,4163,4163,0,0,5552,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,147053,1000,0,0,0,0,37226,37226,4188,4188,0,0,5584,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474,147911,1000,0,0,0,0,37443,37443,4212,4212,0,0,5617,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,148768,1000,0,0,0,0,37661,37661,4237,4237,0,0,5649,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,149625,1000,0,0,0,0,37878,37878,4261,4261,0,0,5682,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,150499,1000,0,0,0,0,38100,38100,4286,4286,0,0,5715,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,151373,1000,0,0,0,0,38321,38321,4311,4311,0,0,5748,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479,152247,1000,0,0,0,0,38543,38543,4336,4336,0,0,5782,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,153121,1000,0,0,0,0,38764,38764,4361,4361,0,0,5815,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481,153995,1000,0,0,0,0,38986,38986,4386,4386,0,0,5848,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482,154886,1000,0,0,0,0,39212,39212,4411,4411,0,0,5882,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,155777,1000,0,0,0,0,39438,39438,4437,4437,0,0,5916,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484,156667,1000,0,0,0,0,39665,39665,4462,4462,0,0,5950,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,157558,1000,0,0,0,0,39891,39891,4488,4488,0,0,5984,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486,158449,1000,0,0,0,0,40117,40117,4513,4513,0,0,6018,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,159357,1000,0,0,0,0,40348,40348,4539,4539,0,0,6052,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,160265,1000,0,0,0,0,40578,40578,4565,4565,0,0,6087,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,161172,1000,0,0,0,0,40809,40809,4591,4591,0,0,6121,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
490,162080,1000,0,0,0,0,41039,41039,4617,4617,0,0,6156,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
491,162988,1000,0,0,0,0,41270,41270,4643,4643,0,0,6190,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,163913,1000,0,0,0,0,41505,41505,4669,4669,0,0,6225,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,164838,1000,0,0,0,0,41740,41740,4696,4696,0,0,6261,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,165764,1000,0,0,0,0,41976,41976,4722,4722,0,0,6296,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
495,166689,1000,0,0,0,0,42211,42211,4749,4749,0,0,6332,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,167614,1000,0,0,0,0,42446,42446,4775,4775,0,0,6367,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,168556,1000,0,0,0,0,42685,42685,4802,4802,0,0,6403,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
498,169499,1000,0,0,0,0,42925,42925,4829,4829,0,0,6439,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499,170441,1000,0,0,0,0,43164,43164,4856,4856,0,0,6474,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,171384,1000,0,0,0,0,43404,43404,4883,4883,0,0,6510,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
501,172326,1000,0,0,0,0,43643,43643,4910,4910,0,0,6546,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
502,173286,1000,0,0,0,0,43887,43887,4937,4937,0,0,6583,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
503,174246,1000,0,0,0,0,44131,44131,4965,4965,0,0,6620,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
504,175206,1000,0,0,0,0,44376,44376,4992,4992,0,0,6656,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
505,176166,1000,0,0,0,0,44620,44620,5020,5020,0,0,6693,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,177126,1000,0,0,0,0,44864,44864,5047,5047,0,0,6730,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,178104,1000,0,0,0,0,45113,45113,5075,5075,0,0,6767,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,179082,1000,0,0,0,0,45362,45362,5103,5103,0,0,6804,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,180059,1000,0,0,0,0,45610,45610,5131,5131,0,0,6842,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
510,181037,1000,0,0,0,0,45859,45859,5159,5159,0,0,6879,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,182015,1000,0,0,0,0,46108,46108,5187,5187,0,0,6916,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,183010,1000,0,0,0,0,46362,46362,5216,5216,0,0,6954,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,184006,1000,0,0,0,0,46615,46615,5244,5244,0,0,6992,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,185001,1000,0,0,0,0,46869,46869,5273,5273,0,0,7030,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
515,185997,1000,0,0,0,0,47122,47122,5301,5301,0,0,7068,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
516,186992,1000,0,0,0,0,47376,47376,5330,5330,0,0,7106,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,188006,1000,0,0,0,0,47634,47634,5359,5359,0,0,7145,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,189019,1000,0,0,0,0,47892,47892,5388,5388,0,0,7184,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,190033,1000,0,0,0,0,48151,48151,5417,5417,0,0,7222,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,191046,1000,0,0,0,0,48409,48409,5446,5446,0,0,7261,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
521,192060,1000,0,0,0,0,48667,48667,5475,5475,0,0,7300,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,193092,1000,0,0,0,0,48930,48930,5505,5505,0,0,7339,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
523,194124,1000,0,0,0,0,49193,49193,5534,5534,0,0,7379,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
524,195155,1000,0,0,0,0,49456,49456,5564,5564,0,0,7418,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
525,196187,1000,0,0,0,0,49719,49719,5593,5593,0,0,7458,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
526,197219,1000,0,0,0,0,49982,49982,5623,5623,0,0,7497,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,198269,1000,0,0,0,0,50250,50250,5653,5653,0,0,7537,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
528,199319,1000,0,0,0,0,50518,50518,5683,5683,0,0,7577,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,200369,1000,0,0,0,0,50785,50785,5714,5714,0,0,7618,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,201419,1000,0,0,0,0,51053,51053,5744,5744,0,0,7658,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
531,202469,1000,0,0,0,0,51321,51321,5774,5774,0,0,7698,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
532,203538,1000,0,0,0,0,51594,51594,5805,5805,0,0,7739,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
533,204606,1000,0,0,0,0,51866,51866,5835,5835,0,0,7780,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
534,205675,1000,0,0,0,0,52139,52139,5866,5866,0,0,7821,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
535,206743,1000,0,0,0,0,52411,52411,5896,5896,0,0,7862,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
536,207812,1000,0,0,0,0,52684,52684,5927,5927,0,0,7903,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
537,208899,1000,0,0,0,0,52961,52961,5958,5958,0,0,7945,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,209986,1000,0,0,0,0,53239,53239,5989,5989,0,0,7986,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,211074,1000,0,0,0,0,53516,53516,6021,6021,0,0,8028,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
540,212161,1000,0,0,0,0,53794,53794,6052,6052,0,0,8069,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,213248,1000,0,0,0,0,54071,54071,6083,6083,0,0,8111,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542,214354,1000,0,0,0,0,54354,54354,6115,6115,0,0,8153,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
543,215460,1000,0,0,0,0,54636,54636,6147,6147,0,0,8196,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
544,216567,1000,0,0,0,0,54919,54919,6178,6178,0,0,8238,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,217673,1000,0,0,0,0,55201,55201,6210,6210,0,0,8281,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,218779,1000,0,0,0,0,55484,55484,6242,6242,0,0,8323,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,219904,1000,0,0,0,0,55771,55771,6274,6274,0,0,8366,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,221029,1000,0,0,0,0,56059,56059,6307,6307,0,0,8409,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,222154,1000,0,0,0,0,56346,56346,6339,6339,0,0,8452,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,223279,1000,0,0,0,0,56634,56634,6372,6372,0,0,8495,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,224404,1000,0,0,0,0,56921,56921,6404,6404,0,0,8538,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,225548,1000,0,0,0,0,57213,57213,6437,6437,0,0,8582,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,226692,1000,0,0,0,0,57506,57506,6470,6470,0,0,8626,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,227837,1000,0,0,0,0,57798,57798,6502,6502,0,0,8670,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,228981,1000,0,0,0,0,58091,58091,6535,6535,0,0,8714,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,230125,1000,0,0,0,0,58383,58383,6568,6568,0,0,8758,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,231289,1000,0,0,0,0,58681,58681,6602,6602,0,0,8803,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,232452,1000,0,0,0,0,58978,58978,6635,6635,0,0,8847,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,233616,1000,0,0,0,0,59276,59276,6669,6669,0,0,8892,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,234779,1000,0,0,0,0,59573,59573,6702,6702,0,0,8936,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561,235943,1000,0,0,0,0,59871,59871,6736,6736,0,0,8981,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,237126,1000,0,0,0,0,60174,60174,6770,6770,0,0,9026,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,238309,1000,0,0,0,0,60477,60477,6804,6804,0,0,9072,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564,239492,1000,0,0,0,0,60779,60779,6838,6838,0,0,9117,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,240675,1000,0,0,0,0,61082,61082,6872,6872,0,0,9163,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,241858,1000,0,0,0,0,61385,61385,6906,6906,0,0,9208,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,243061,1000,0,0,0,0,61693,61693,6941,6941,0,0,9254,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,244263,1000,0,0,0,0,62001,62001,6975,6975,0,0,9300,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569,245466,1000,0,0,0,0,62308,62308,7010,7010,0,0,9347,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,246668,1000,0,0,0,0,62616,62616,7044,7044,0,0,9393,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,247871,1000,0,0,0,0,62924,62924,7079,7079,0,0,9439,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,249093,1000,0,0,0,0,63237,63237,7114,7114,0,0,9486,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,250316,1000,0,0,0,0,63550,63550,7149,7149,0,0,9533,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,251538,1000,0,0,0,0,63863,63863,7185,7185,0,0,9579,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
575,252761,1000,0,0,0,0,64176,64176,7220,7220,0,0,9626,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,253983,1000,0,0,0,0,64489,64489,7255,7255,0,0,9673,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,255226,1000,0,0,0,0,64807,64807,7291,7291,0,0,9721,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,256468,1000,0,0,0,0,65126,65126,7327,7327,0,0,9769,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,257711,1000,0,0,0,0,65444,65444,7362,7362,0,0,9816,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,258953,1000,0,0,0,0,65763,65763,7398,7398,0,0,9864,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,260196,1000,0,0,0,0,66081,66081,7434,7434,0,0,9912,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,261458,1000,0,0,0,0,66404,66404,7470,7470,0,0,9961,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583,262721,1000,0,0,0,0,66728,66728,7507,7507,0,0,10009,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,263983,1000,0,0,0,0,67051,67051,7543,7543,0,0,10058,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,265246,1000,0,0,0,0,67375,67375,7580,7580,0,0,10106,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,266508,1000,0,0,0,0,67698,67698,7616,7616,0,0,10155,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,267791,1000,0,0,0,0,68027,68027,7653,7653,0,0,10204,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,269074,1000,0,0,0,0,68356,68356,7690,7690,0,0,10253,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,270356,1000,0,0,0,0,68685,68685,7727,7727,0,0,10303,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,271639,1000,0,0,0,0,69014,69014,7764,7764,0,0,10352,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,272922,1000,0,0,0,0,69343,69343,7801,7801,0,0,10401,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,274225,1000,0,0,0,0,69677,69677,7839,7839,0,0,10451,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,275529,1000,0,0,0,0,70012,70012,7876,7876,0,0,10501,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,276832,1000,0,0,0,0,70346,70346,7914,7914,0,0,10552,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,278136,1000,0,0,0,0,70681,70681,7951,7951,0,0,10602,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,279439,1000,0,0,0,0,71015,71015,7989,7989,0,0,10652,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,280763,1000,0,0,0,0,71355,71355,8027,8027,0,0,10703,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,282087,1000,0,0,0,0,71695,71695,8065,8065,0,0,10754,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,283410,1000,0,0,0,0,72034,72034,8104,8104,0,0,10805,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,284734,1000,0,0,0,0,72374,72374,8142,8142,0,0,10856,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
601,286058,1000,0,0,0,0,72714,72714,8180,8180,0,0,10907,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,287403,1000,0,0,0,0,73059,73059,8219,8219,0,0,10959,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,288747,1000,0,0,0,0,73404,73404,8258,8258,0,0,11011,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,290092,1000,0,0,0,0,73750,73750,8297,8297,0,0,11062,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,291436,1000,0,0,0,0,74095,74095,8336,8336,0,0,11114,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,292781,1000,0,0,0,0,74440,74440,8375,8375,0,0,11166,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,294147,1000,0,0,0,0,74791,74791,8414,8414,0,0,11219,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,295512,1000,0,0,0,0,75142,75142,8454,8454,0,0,11271,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,296878,1000,0,0,0,0,75492,75492,8493,8493,0,0,11324,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,298243,1000,0,0,0,0,75843,75843,8533,8533,0,0,11376,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,299609,1000,0,0,0,0,76194,76194,8572,8572,0,0,11429,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,300996,1000,0,0,0,0,76550,76550,8612,8612,0,0,11482,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613,302383,1000,0,0,0,0,76906,76906,8652,8652,0,0,11536,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,303769,1000,0,0,0,0,77263,77263,8692,8692,0,0,11589,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
615,305156,1000,0,0,0,0,77619,77619,8732,8732,0,0,11643,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,306543,1000,0,0,0,0,77975,77975,8772,8772,0,0,11696,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,307951,1000,0,0,0,0,78337,78337,8813,8813,0,0,11750,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,309359,1000,0,0,0,0,78699,78699,8854,8854,0,0,11805,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,310767,1000,0,0,0,0,79061,79061,8894,8894,0,0,11859,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,312175,1000,0,0,0,0,79423,79423,8935,8935,0,0,11914,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
621,313583,1000,0,0,0,0,79785,79785,8976,8976,0,0,11968,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,315012,1000,0,0,0,0,80152,80152,9017,9017,0,0,12023,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,316441,1000,0,0,0,0,80520,80520,9058,9058,0,0,12078,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,317871,1000,0,0,0,0,80887,80887,9100,9100,0,0,12133,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
