变量名,costGold1,costItemMap1,costExp1,costGold2,costItemMap2,costExp2,costGold3,costItemMap3,costExp3,costGold4,costItemMap4,costExp4,costGold5,costItemMap5,costExp5,costGold6,costItemMap6,costExp6,costGold7,costItemMap7,costExp7,costGold8,costItemMap8,costExp8,costGold9,costItemMap9,costExp9,costGold10,costItemMap10,costExp10,costGold11,costItemMap11,costExp11,costGold12,costItemMap12,costExp12,costGold13,costItemMap13,costExp13
139,1312000,{},0,984000,{},0,820000,{},0,1968000,{},0,1312000,{},0,984000,{},0,2460000,{},0,1640000,{},0,1230000,{},0,3690000,{},0,2460000,{},0,1845000,{},0,0,{},15600
140,1328000,{},0,996000,{},0,830000,{},0,1992000,{},0,1328000,{},0,996000,{},0,2490000,{},0,1660000,{},0,1245000,{},0,3735000,{},0,2490000,{},0,1867500,{},0,0,{},15800
141,1344000,{},0,1008000,{},0,840000,{},0,2016000,{},0,1344000,{},0,1008000,{},0,2520000,{},0,1680000,{},0,1260000,{},0,3780000,{},0,2520000,{},0,1890000,{},0,0,{},16000
142,1360000,{},0,1020000,{},0,850000,{},0,2040000,{},0,1360000,{},0,1020000,{},0,2550000,{},0,1700000,{},0,1275000,{},0,3825000,{},0,2550000,{},0,1912500,{},0,0,{},16200
143,1376000,{},0,1032000,{},0,860000,{},0,2064000,{},0,1376000,{},0,1032000,{},0,2580000,{},0,1720000,{},0,1290000,{},0,3870000,{},0,2580000,{},0,1935000,{},0,0,{},16400
144,1392000,{},0,1044000,{},0,870000,{},0,2088000,{},0,1392000,{},0,1044000,{},0,2610000,{},0,1740000,{},0,1305000,{},0,3915000,{},0,2610000,{},0,1957500,{},0,0,{},16600
145,1408000,{},0,1056000,{},0,880000,{},0,2112000,{},0,1408000,{},0,1056000,{},0,2640000,{},0,1760000,{},0,1320000,{},0,3960000,{},0,2640000,{},0,1980000,{},0,0,{},16800
146,1424000,{},0,1068000,{},0,890000,{},0,2136000,{},0,1424000,{},0,1068000,{},0,2670000,{},0,1780000,{},0,1335000,{},0,4005000,{},0,2670000,{},0,2002500,{},0,0,{},17000
147,1440000,{},0,1080000,{},0,900000,{},0,2160000,{},0,1440000,{},0,1080000,{},0,2700000,{},0,1800000,{},0,1350000,{},0,4050000,{},0,2700000,{},0,2025000,{},0,0,{},17200
148,1456000,{},0,1092000,{},0,910000,{},0,2184000,{},0,1456000,{},0,1092000,{},0,2730000,{},0,1820000,{},0,1365000,{},0,4095000,{},0,2730000,{},0,2047500,{},0,0,{},17400
149,1472000,{},0,1104000,{},0,920000,{},0,2208000,{},0,1472000,{},0,1104000,{},0,2760000,{},0,1840000,{},0,1380000,{},0,4140000,{},0,2760000,{},0,2070000,{},0,0,{},17600
150,1488000,{},0,1116000,{},0,930000,{},0,2232000,{},0,1488000,{},0,1116000,{},0,2790000,{},0,1860000,{},0,1395000,{},0,4185000,{},0,2790000,{},0,2092500,{},0,0,{},17800
151,1504000,{},0,1128000,{},0,940000,{},0,2256000,{},0,1504000,{},0,1128000,{},0,2820000,{},0,1880000,{},0,1410000,{},0,4230000,{},0,2820000,{},0,2115000,{},0,0,{},18000
152,1520000,{},0,1140000,{},0,950000,{},0,2280000,{},0,1520000,{},0,1140000,{},0,2850000,{},0,1900000,{},0,1425000,{},0,4275000,{},0,2850000,{},0,2137500,{},0,0,{},18200
153,1536000,{},0,1152000,{},0,960000,{},0,2304000,{},0,1536000,{},0,1152000,{},0,2880000,{},0,1920000,{},0,1440000,{},0,4320000,{},0,2880000,{},0,2160000,{},0,0,{},18400
154,1552000,{},0,1164000,{},0,970000,{},0,2328000,{},0,1552000,{},0,1164000,{},0,2910000,{},0,1940000,{},0,1455000,{},0,4365000,{},0,2910000,{},0,2182500,{},0,0,{},18600
155,1568000,{},0,1176000,{},0,980000,{},0,2352000,{},0,1568000,{},0,1176000,{},0,2940000,{},0,1960000,{},0,1470000,{},0,4410000,{},0,2940000,{},0,2205000,{},0,0,{},18800
156,1584000,{},0,1188000,{},0,990000,{},0,2376000,{},0,1584000,{},0,1188000,{},0,2970000,{},0,1980000,{},0,1485000,{},0,4455000,{},0,2970000,{},0,2227500,{},0,0,{},19000
157,1600000,{},0,1200000,{},0,1000000,{},0,2400000,{},0,1600000,{},0,1200000,{},0,3000000,{},0,2000000,{},0,1500000,{},0,4500000,{},0,3000000,{},0,2250000,{},0,0,{},19200
158,1616000,{},0,1212000,{},0,1010000,{},0,2424000,{},0,1616000,{},0,1212000,{},0,3030000,{},0,2020000,{},0,1515000,{},0,4545000,{},0,3030000,{},0,2272500,{},0,0,{},19400
159,1632000,{},0,1224000,{},0,1020000,{},0,2448000,{},0,1632000,{},0,1224000,{},0,3060000,{},0,2040000,{},0,1530000,{},0,4590000,{},0,3060000,{},0,2295000,{},0,0,{},19600
160,1648000,{},0,1236000,{},0,1030000,{},0,2472000,{},0,1648000,{},0,1236000,{},0,3090000,{},0,2060000,{},0,1545000,{},0,4635000,{},0,3090000,{},0,2317500,{},0,0,{},19800
161,1664000,{},0,1248000,{},0,1040000,{},0,2496000,{},0,1664000,{},0,1248000,{},0,3120000,{},0,2080000,{},0,1560000,{},0,4680000,{},0,3120000,{},0,2340000,{},0,0,{},20000
162,1680000,{},0,1260000,{},0,1050000,{},0,2520000,{},0,1680000,{},0,1260000,{},0,3150000,{},0,2100000,{},0,1575000,{},0,4725000,{},0,3150000,{},0,2362500,{},0,0,{},20200
163,1696000,{},0,1272000,{},0,1060000,{},0,2544000,{},0,1696000,{},0,1272000,{},0,3180000,{},0,2120000,{},0,1590000,{},0,4770000,{},0,3180000,{},0,2385000,{},0,0,{},20400
164,1712000,{},0,1284000,{},0,1070000,{},0,2568000,{},0,1712000,{},0,1284000,{},0,3210000,{},0,2140000,{},0,1605000,{},0,4815000,{},0,3210000,{},0,2407500,{},0,0,{},20600
165,1728000,{},0,1296000,{},0,1080000,{},0,2592000,{},0,1728000,{},0,1296000,{},0,3240000,{},0,2160000,{},0,1620000,{},0,4860000,{},0,3240000,{},0,2430000,{},0,0,{},20800
166,1744000,{},0,1308000,{},0,1090000,{},0,2616000,{},0,1744000,{},0,1308000,{},0,3270000,{},0,2180000,{},0,1635000,{},0,4905000,{},0,3270000,{},0,2452500,{},0,0,{},21000
167,1760000,{},0,1320000,{},0,1100000,{},0,2640000,{},0,1760000,{},0,1320000,{},0,3300000,{},0,2200000,{},0,1650000,{},0,4950000,{},0,3300000,{},0,2475000,{},0,0,{},21200
168,1776000,{},0,1332000,{},0,1110000,{},0,2664000,{},0,1776000,{},0,1332000,{},0,3330000,{},0,2220000,{},0,1665000,{},0,4995000,{},0,3330000,{},0,2497500,{},0,0,{},21400
169,1792000,{},0,1344000,{},0,1120000,{},0,2688000,{},0,1792000,{},0,1344000,{},0,3360000,{},0,2240000,{},0,1680000,{},0,5040000,{},0,3360000,{},0,2520000,{},0,0,{},21600
170,1808000,{},0,1356000,{},0,1130000,{},0,2712000,{},0,1808000,{},0,1356000,{},0,3390000,{},0,2260000,{},0,1695000,{},0,5085000,{},0,3390000,{},0,2542500,{},0,0,{},21800
171,1824000,{},0,1368000,{},0,1140000,{},0,2736000,{},0,1824000,{},0,1368000,{},0,3420000,{},0,2280000,{},0,1710000,{},0,5130000,{},0,3420000,{},0,2565000,{},0,0,{},22000
172,1840000,{},0,1380000,{},0,1150000,{},0,2760000,{},0,1840000,{},0,1380000,{},0,3450000,{},0,2300000,{},0,1725000,{},0,5175000,{},0,3450000,{},0,2587500,{},0,0,{},22200
173,1856000,{},0,1392000,{},0,1160000,{},0,2784000,{},0,1856000,{},0,1392000,{},0,3480000,{},0,2320000,{},0,1740000,{},0,5220000,{},0,3480000,{},0,2610000,{},0,0,{},22400
174,1872000,{},0,1404000,{},0,1170000,{},0,2808000,{},0,1872000,{},0,1404000,{},0,3510000,{},0,2340000,{},0,1755000,{},0,5265000,{},0,3510000,{},0,2632500,{},0,0,{},22600
175,1888000,{},0,1416000,{},0,1180000,{},0,2832000,{},0,1888000,{},0,1416000,{},0,3540000,{},0,2360000,{},0,1770000,{},0,5310000,{},0,3540000,{},0,2655000,{},0,0,{},22800
176,1904000,{},0,1428000,{},0,1190000,{},0,2856000,{},0,1904000,{},0,1428000,{},0,3570000,{},0,2380000,{},0,1785000,{},0,5355000,{},0,3570000,{},0,2677500,{},0,0,{},23000
177,1920000,{},0,1440000,{},0,1200000,{},0,2880000,{},0,1920000,{},0,1440000,{},0,3600000,{},0,2400000,{},0,1800000,{},0,5400000,{},0,3600000,{},0,2700000,{},0,0,{},23200
178,1936000,{},0,1452000,{},0,1210000,{},0,2904000,{},0,1936000,{},0,1452000,{},0,3630000,{},0,2420000,{},0,1815000,{},0,5445000,{},0,3630000,{},0,2722500,{},0,0,{},23400
179,1952000,{},0,1464000,{},0,1220000,{},0,2928000,{},0,1952000,{},0,1464000,{},0,3660000,{},0,2440000,{},0,1830000,{},0,5490000,{},0,3660000,{},0,2745000,{},0,0,{},23600
180,1968000,{},0,1476000,{},0,1230000,{},0,2952000,{},0,1968000,{},0,1476000,{},0,3690000,{},0,2460000,{},0,1845000,{},0,5535000,{},0,3690000,{},0,2767500,{},0,0,{},23800
181,1984000,{},0,1488000,{},0,1240000,{},0,2976000,{},0,1984000,{},0,1488000,{},0,3720000,{},0,2480000,{},0,1860000,{},0,5580000,{},0,3720000,{},0,2790000,{},0,0,{},24000
182,2000000,{},0,1500000,{},0,1250000,{},0,3000000,{},0,2000000,{},0,1500000,{},0,3750000,{},0,2500000,{},0,1875000,{},0,5625000,{},0,3750000,{},0,2812500,{},0,0,{},24200
183,2016000,{},0,1512000,{},0,1260000,{},0,3024000,{},0,2016000,{},0,1512000,{},0,3780000,{},0,2520000,{},0,1890000,{},0,5670000,{},0,3780000,{},0,2835000,{},0,0,{},24400
184,2032000,{},0,1524000,{},0,1270000,{},0,3048000,{},0,2032000,{},0,1524000,{},0,3810000,{},0,2540000,{},0,1905000,{},0,5715000,{},0,3810000,{},0,2857500,{},0,0,{},24600
185,2048000,{},0,1536000,{},0,1280000,{},0,3072000,{},0,2048000,{},0,1536000,{},0,3840000,{},0,2560000,{},0,1920000,{},0,5760000,{},0,3840000,{},0,2880000,{},0,0,{},24800
186,2064000,{},0,1548000,{},0,1290000,{},0,3096000,{},0,2064000,{},0,1548000,{},0,3870000,{},0,2580000,{},0,1935000,{},0,5805000,{},0,3870000,{},0,2902500,{},0,0,{},25000
187,2080000,{},0,1560000,{},0,1300000,{},0,3120000,{},0,2080000,{},0,1560000,{},0,3900000,{},0,2600000,{},0,1950000,{},0,5850000,{},0,3900000,{},0,2925000,{},0,0,{},25200
188,2096000,{},0,1572000,{},0,1310000,{},0,3144000,{},0,2096000,{},0,1572000,{},0,3930000,{},0,2620000,{},0,1965000,{},0,5895000,{},0,3930000,{},0,2947500,{},0,0,{},25400
189,2112000,{},0,1584000,{},0,1320000,{},0,3168000,{},0,2112000,{},0,1584000,{},0,3960000,{},0,2640000,{},0,1980000,{},0,5940000,{},0,3960000,{},0,2970000,{},0,0,{},25600
190,2128000,{},0,1596000,{},0,1330000,{},0,3192000,{},0,2128000,{},0,1596000,{},0,3990000,{},0,2660000,{},0,1995000,{},0,5985000,{},0,3990000,{},0,2992500,{},0,0,{},25800
191,2144000,{},0,1608000,{},0,1340000,{},0,3216000,{},0,2144000,{},0,1608000,{},0,4020000,{},0,2680000,{},0,2010000,{},0,6030000,{},0,4020000,{},0,3015000,{},0,0,{},26000
192,2160000,{},0,1620000,{},0,1350000,{},0,3240000,{},0,2160000,{},0,1620000,{},0,4050000,{},0,2700000,{},0,2025000,{},0,6075000,{},0,4050000,{},0,3037500,{},0,0,{},26200
193,2176000,{},0,1632000,{},0,1360000,{},0,3264000,{},0,2176000,{},0,1632000,{},0,4080000,{},0,2720000,{},0,2040000,{},0,6120000,{},0,4080000,{},0,3060000,{},0,0,{},26400
194,2192000,{},0,1644000,{},0,1370000,{},0,3288000,{},0,2192000,{},0,1644000,{},0,4110000,{},0,2740000,{},0,2055000,{},0,6165000,{},0,4110000,{},0,3082500,{},0,0,{},26600
195,2208000,{},0,1656000,{},0,1380000,{},0,3312000,{},0,2208000,{},0,1656000,{},0,4140000,{},0,2760000,{},0,2070000,{},0,6210000,{},0,4140000,{},0,3105000,{},0,0,{},26800
196,2224000,{},0,1668000,{},0,1390000,{},0,3336000,{},0,2224000,{},0,1668000,{},0,4170000,{},0,2780000,{},0,2085000,{},0,6255000,{},0,4170000,{},0,3127500,{},0,0,{},27000
197,2240000,{},0,1680000,{},0,1400000,{},0,3360000,{},0,2240000,{},0,1680000,{},0,4200000,{},0,2800000,{},0,2100000,{},0,6300000,{},0,4200000,{},0,3150000,{},0,0,{},27200
198,2256000,{},0,1692000,{},0,1410000,{},0,3384000,{},0,2256000,{},0,1692000,{},0,4230000,{},0,2820000,{},0,2115000,{},0,6345000,{},0,4230000,{},0,3172500,{},0,0,{},27400
199,2272000,{},0,1704000,{},0,1420000,{},0,3408000,{},0,2272000,{},0,1704000,{},0,4260000,{},0,2840000,{},0,2130000,{},0,6390000,{},0,4260000,{},0,3195000,{},0,0,{},27600
200,2288000,{},0,1716000,{},0,1430000,{},0,3432000,{},0,2288000,{},0,1716000,{},0,4290000,{},0,2860000,{},0,2145000,{},0,6435000,{},0,4290000,{},0,3217500,{},0,0,{},27800
201,2304000,{},0,1728000,{},0,1440000,{},0,3456000,{},0,2304000,{},0,1728000,{},0,4320000,{},0,2880000,{},0,2160000,{},0,6480000,{},0,4320000,{},0,3247500,{},0,0,{},28000
202,2320000,{},0,1740000,{},0,1450000,{},0,3480000,{},0,2320000,{},0,1740000,{},0,4350000,{},0,2900000,{},0,2175000,{},0,6525000,{},0,4350000,{},0,3277500,{},0,0,{},28200
203,2336000,{},0,1752000,{},0,1460000,{},0,3504000,{},0,2336000,{},0,1752000,{},0,4380000,{},0,2920000,{},0,2190000,{},0,6570000,{},0,4380000,{},0,3307500,{},0,0,{},28400
204,2352000,{},0,1764000,{},0,1470000,{},0,3528000,{},0,2352000,{},0,1764000,{},0,4410000,{},0,2940000,{},0,2205000,{},0,6615000,{},0,4410000,{},0,3337500,{},0,0,{},28600
205,2368000,{},0,1776000,{},0,1480000,{},0,3552000,{},0,2368000,{},0,1776000,{},0,4440000,{},0,2960000,{},0,2220000,{},0,6660000,{},0,4440000,{},0,3367500,{},0,0,{},28800
206,2384000,{},0,1788000,{},0,1490000,{},0,3576000,{},0,2384000,{},0,1788000,{},0,4470000,{},0,2980000,{},0,2235000,{},0,6705000,{},0,4470000,{},0,3397500,{},0,0,{},29000
207,2400000,{},0,1800000,{},0,1500000,{},0,3600000,{},0,2400000,{},0,1800000,{},0,4500000,{},0,3000000,{},0,2250000,{},0,6750000,{},0,4500000,{},0,3427500,{},0,0,{},29200
208,2416000,{},0,1812000,{},0,1510000,{},0,3624000,{},0,2416000,{},0,1812000,{},0,4530000,{},0,3020000,{},0,2265000,{},0,6795000,{},0,4530000,{},0,3457500,{},0,0,{},29400
209,2432000,{},0,1824000,{},0,1520000,{},0,3648000,{},0,2432000,{},0,1824000,{},0,4560000,{},0,3040000,{},0,2280000,{},0,6840000,{},0,4560000,{},0,3487500,{},0,0,{},29600
210,2448000,{},0,1836000,{},0,1530000,{},0,3672000,{},0,2448000,{},0,1836000,{},0,4590000,{},0,3060000,{},0,2295000,{},0,6885000,{},0,4590000,{},0,3517500,{},0,0,{},29800
211,2464000,{},0,1848000,{},0,1540000,{},0,3696000,{},0,2464000,{},0,1848000,{},0,4620000,{},0,3080000,{},0,2310000,{},0,6930000,{},0,4620000,{},0,3547500,{},0,0,{},30000
212,2480000,{},0,1860000,{},0,1550000,{},0,3720000,{},0,2480000,{},0,1860000,{},0,4650000,{},0,3100000,{},0,2325000,{},0,6975000,{},0,4650000,{},0,3577500,{},0,0,{},30200
213,2496000,{},0,1872000,{},0,1560000,{},0,3744000,{},0,2496000,{},0,1872000,{},0,4680000,{},0,3120000,{},0,2340000,{},0,7020000,{},0,4680000,{},0,3607500,{},0,0,{},30400
214,2512000,{},0,1884000,{},0,1570000,{},0,3768000,{},0,2512000,{},0,1884000,{},0,4710000,{},0,3140000,{},0,2355000,{},0,7065000,{},0,4710000,{},0,3637500,{},0,0,{},30600
215,2528000,{},0,1896000,{},0,1580000,{},0,3792000,{},0,2528000,{},0,1896000,{},0,4740000,{},0,3160000,{},0,2370000,{},0,7110000,{},0,4740000,{},0,3667500,{},0,0,{},30800
216,2544000,{},0,1908000,{},0,1590000,{},0,3816000,{},0,2544000,{},0,1908000,{},0,4770000,{},0,3180000,{},0,2385000,{},0,7155000,{},0,4770000,{},0,3697500,{},0,0,{},31000
217,2560000,{},0,1920000,{},0,1600000,{},0,3840000,{},0,2560000,{},0,1920000,{},0,4800000,{},0,3200000,{},0,2400000,{},0,7200000,{},0,4800000,{},0,3727500,{},0,0,{},31200
218,2576000,{},0,1932000,{},0,1610000,{},0,3864000,{},0,2576000,{},0,1932000,{},0,4830000,{},0,3220000,{},0,2415000,{},0,7245000,{},0,4830000,{},0,3757500,{},0,0,{},31400
219,2592000,{},0,1944000,{},0,1620000,{},0,3888000,{},0,2592000,{},0,1944000,{},0,4860000,{},0,3240000,{},0,2430000,{},0,7290000,{},0,4860000,{},0,3787500,{},0,0,{},31600
220,2608000,{},0,1956000,{},0,1630000,{},0,3912000,{},0,2608000,{},0,1956000,{},0,4890000,{},0,3260000,{},0,2445000,{},0,7335000,{},0,4890000,{},0,3817500,{},0,0,{},31800
221,2624000,{},0,1968000,{},0,1640000,{},0,3936000,{},0,2624000,{},0,1968000,{},0,4920000,{},0,3280000,{},0,2460000,{},0,7380000,{},0,4920000,{},0,3847500,{},0,0,{},32000
222,2640000,{},0,1980000,{},0,1650000,{},0,3960000,{},0,2640000,{},0,1980000,{},0,4950000,{},0,3300000,{},0,2475000,{},0,7425000,{},0,4950000,{},0,3877500,{},0,0,{},32200
223,2656000,{},0,1992000,{},0,1660000,{},0,3984000,{},0,2656000,{},0,1992000,{},0,4980000,{},0,3320000,{},0,2490000,{},0,7470000,{},0,4980000,{},0,3907500,{},0,0,{},32400
224,2672000,{},0,2004000,{},0,1670000,{},0,4008000,{},0,2672000,{},0,2004000,{},0,5010000,{},0,3340000,{},0,2505000,{},0,7515000,{},0,5010000,{},0,3937500,{},0,0,{},32600
225,2688000,{},0,2016000,{},0,1680000,{},0,4032000,{},0,2688000,{},0,2016000,{},0,5040000,{},0,3360000,{},0,2520000,{},0,7560000,{},0,5040000,{},0,3967500,{},0,0,{},32800
226,2704000,{},0,2028000,{},0,1690000,{},0,4056000,{},0,2704000,{},0,2028000,{},0,5070000,{},0,3380000,{},0,2535000,{},0,7605000,{},0,5070000,{},0,3997500,{},0,0,{},33000
227,2720000,{},0,2040000,{},0,1700000,{},0,4080000,{},0,2720000,{},0,2040000,{},0,5100000,{},0,3400000,{},0,2550000,{},0,7650000,{},0,5100000,{},0,4027500,{},0,0,{},33200
228,2736000,{},0,2052000,{},0,1710000,{},0,4104000,{},0,2736000,{},0,2052000,{},0,5130000,{},0,3420000,{},0,2565000,{},0,7695000,{},0,5130000,{},0,4057500,{},0,0,{},33400
229,2752000,{},0,2064000,{},0,1720000,{},0,4128000,{},0,2752000,{},0,2064000,{},0,5160000,{},0,3440000,{},0,2580000,{},0,7740000,{},0,5160000,{},0,4087500,{},0,0,{},33600
230,2768000,{},0,2076000,{},0,1730000,{},0,4152000,{},0,2768000,{},0,2076000,{},0,5190000,{},0,3460000,{},0,2595000,{},0,7785000,{},0,5190000,{},0,4117500,{},0,0,{},33800
231,2784000,{},0,2088000,{},0,1740000,{},0,4176000,{},0,2784000,{},0,2088000,{},0,5220000,{},0,3480000,{},0,2610000,{},0,7830000,{},0,5220000,{},0,4147500,{},0,0,{},34000
232,2800000,{},0,2100000,{},0,1750000,{},0,4200000,{},0,2800000,{},0,2100000,{},0,5250000,{},0,3500000,{},0,2625000,{},0,7875000,{},0,5250000,{},0,4177500,{},0,0,{},34200
233,2816000,{},0,2112000,{},0,1760000,{},0,4224000,{},0,2816000,{},0,2112000,{},0,5280000,{},0,3520000,{},0,2640000,{},0,7920000,{},0,5280000,{},0,4207500,{},0,0,{},34400
234,2832000,{},0,2124000,{},0,1770000,{},0,4248000,{},0,2832000,{},0,2124000,{},0,5310000,{},0,3540000,{},0,2655000,{},0,7965000,{},0,5310000,{},0,4237500,{},0,0,{},34600
235,2848000,{},0,2136000,{},0,1780000,{},0,4272000,{},0,2848000,{},0,2136000,{},0,5340000,{},0,3560000,{},0,2670000,{},0,8010000,{},0,5340000,{},0,4267500,{},0,0,{},34800
236,2864000,{},0,2148000,{},0,1790000,{},0,4296000,{},0,2864000,{},0,2148000,{},0,5370000,{},0,3580000,{},0,2685000,{},0,8055000,{},0,5370000,{},0,4297500,{},0,0,{},35000
237,2880000,{},0,2160000,{},0,1800000,{},0,4320000,{},0,2880000,{},0,2160000,{},0,5400000,{},0,3600000,{},0,2700000,{},0,8100000,{},0,5400000,{},0,4327500,{},0,0,{},35200
238,2896000,{},0,2172000,{},0,1810000,{},0,4344000,{},0,2896000,{},0,2172000,{},0,5430000,{},0,3620000,{},0,2715000,{},0,8145000,{},0,5430000,{},0,4357500,{},0,0,{},35400
239,2912000,{},0,2184000,{},0,1820000,{},0,4368000,{},0,2912000,{},0,2184000,{},0,5460000,{},0,3640000,{},0,2730000,{},0,8190000,{},0,5460000,{},0,4387500,{},0,0,{},35600
240,2928000,{},0,2196000,{},0,1830000,{},0,4392000,{},0,2928000,{},0,2196000,{},0,5490000,{},0,3660000,{},0,2745000,{},0,8235000,{},0,5490000,{},0,4417500,{},0,0,{},35800
241,2944000,{},0,2208000,{},0,1840000,{},0,4416000,{},0,2944000,{},0,2208000,{},0,5520000,{},0,3680000,{},0,2760000,{},0,8280000,{},0,5520000,{},0,4447500,{},0,0,{},36000
242,2960000,{},0,2220000,{},0,1850000,{},0,4440000,{},0,2960000,{},0,2220000,{},0,5550000,{},0,3700000,{},0,2775000,{},0,8325000,{},0,5550000,{},0,4477500,{},0,0,{},36200
243,2976000,{},0,2232000,{},0,1860000,{},0,4464000,{},0,2976000,{},0,2232000,{},0,5580000,{},0,3720000,{},0,2790000,{},0,8370000,{},0,5580000,{},0,4507500,{},0,0,{},36400
244,2992000,{},0,2244000,{},0,1870000,{},0,4488000,{},0,2992000,{},0,2244000,{},0,5610000,{},0,3740000,{},0,2805000,{},0,8415000,{},0,5610000,{},0,4537500,{},0,0,{},36600
245,3008000,{},0,2256000,{},0,1880000,{},0,4512000,{},0,3008000,{},0,2256000,{},0,5640000,{},0,3760000,{},0,2820000,{},0,8460000,{},0,5640000,{},0,4567500,{},0,0,{},36800
246,3024000,{},0,2268000,{},0,1890000,{},0,4536000,{},0,3024000,{},0,2268000,{},0,5670000,{},0,3780000,{},0,2835000,{},0,8505000,{},0,5670000,{},0,4597500,{},0,0,{},37000
247,3040000,{},0,2280000,{},0,1900000,{},0,4560000,{},0,3040000,{},0,2280000,{},0,5700000,{},0,3800000,{},0,2850000,{},0,8550000,{},0,5700000,{},0,4627500,{},0,0,{},37200
248,3056000,{},0,2292000,{},0,1910000,{},0,4584000,{},0,3056000,{},0,2292000,{},0,5730000,{},0,3820000,{},0,2865000,{},0,8595000,{},0,5730000,{},0,4657500,{},0,0,{},37400
249,3072000,{},0,2304000,{},0,1920000,{},0,4608000,{},0,3072000,{},0,2304000,{},0,5760000,{},0,3840000,{},0,2880000,{},0,8640000,{},0,5760000,{},0,4687500,{},0,0,{},37600
250,3088000,{},0,2316000,{},0,1930000,{},0,4632000,{},0,3088000,{},0,2316000,{},0,5790000,{},0,3860000,{},0,2895000,{},0,8685000,{},0,5790000,{},0,4717500,{},0,0,{},37800
