变量名,gold1,itemMap1,gold2,itemMap2,gold3,itemMap3,gold4,itemMap4,gold5,itemMap5,gold6,itemMap6,gold7,itemMap7,needLevel,fragNum1,fragNum2,fragNum3,itemNum1,itemNum2,itemNum3,itemNum4,itemNum5
,1640000,{},2460000,{},4100000,{},3280000,{},4920000,{},8200000,{},8480000,{},233,50,50,50,60,60,60,60,60
,1650000,{},2475000,{},4125000,{},3300000,{},4950000,{},8250000,{},8580000,{},234,50,50,50,60,60,60,60,60
,1660000,{},2490000,{},4150000,{},3320000,{},4980000,{},8300000,{},8680000,{},235,50,50,50,60,60,60,60,60
,1670000,{},2505000,{},4175000,{},3340000,{},5010000,{},8350000,{},8780000,{},236,50,50,50,60,60,60,60,60
,1680000,{},2520000,{},4200000,{},3360000,{},5040000,{},8400000,{},8880000,{},237,50,50,50,60,60,60,60,60
,1690000,{},2535000,{},4225000,{},3380000,{},5070000,{},8450000,{},8980000,{},238,50,50,50,60,60,60,60,60
,1700000,{},2550000,{},4250000,{},3400000,{},5100000,{},8500000,{},9080000,{},239,50,50,50,60,60,60,60,60
,1710000,{},2565000,{},4275000,{},3420000,{},5130000,{},8550000,{},9180000,{},240,50,50,50,60,60,60,60,60
,1720000,{},2580000,{},4300000,{},3440000,{},5160000,{},8600000,{},9280000,{},241,50,50,50,60,60,60,60,60
,1730000,{},2595000,{},4325000,{},3460000,{},5190000,{},8650000,{},9380000,{},242,50,50,50,60,60,60,60,60
,1740000,{},2610000,{},4350000,{},3480000,{},5220000,{},8700000,{},9480000,{},243,50,50,50,60,60,60,60,60
,1750000,{},2625000,{},4375000,{},3500000,{},5250000,{},8750000,{},9580000,{},244,50,50,50,60,60,60,60,60
,1760000,{},2640000,{},4400000,{},3520000,{},5280000,{},8800000,{},9680000,{},245,50,50,50,60,60,60,60,60
,1770000,{},2655000,{},4425000,{},3540000,{},5310000,{},8850000,{},9780000,{},246,50,50,50,60,60,60,60,60
,1780000,{},2670000,{},4450000,{},3560000,{},5340000,{},8900000,{},9880000,{},247,50,50,50,60,60,60,60,60
,1790000,{},2685000,{},4475000,{},3580000,{},5370000,{},8950000,{},9980000,{},248,50,50,50,60,60,60,60,60
,1800000,{},2700000,{},4500000,{},3600000,{},5400000,{},9000000,{},10080000,{},249,50,50,50,60,60,60,60,60
,1810000,{},2715000,{},4525000,{},3620000,{},5430000,{},9050000,{},10180000,{},250,50,50,50,60,60,60,60,60
,1820000,{},2730000,{},4550000,{},3640000,{},5460000,{},9100000,{},10280000,{},251,50,50,50,60,60,60,60,60
