变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
575,22904,2,,{6349=100},1,60,60,60,1
576,22905,2,,{6349=100},1,60,60,60,1
577,23001,2,,{6349=100},1,60,60,60,1
578,23002,2,,{6349=100},1,60,60,60,1
579,23003,2,,{6349=100},1,60,60,60,1
580,23004,2,,{6349=100},1,60,60,60,1
581,23005,2,,{6349=100},1,60,60,60,1
582,23101,2,,{6349=100},1,60,60,60,1
583,23102,2,,{6349=100},1,60,60,60,1
584,23103,2,,{6349=100},1,60,60,60,1
585,23104,2,,{6349=100},1,60,60,60,1
586,23105,2,,{6349=100},1,60,60,60,1
587,23201,2,,{6349=100},1,60,60,60,1
588,23202,2,,{6349=100},1,60,60,60,1
589,23203,2,,{6349=100},1,60,60,60,1
590,23204,2,,{6349=100},1,60,60,60,1
591,23205,2,,{6349=100},1,60,60,60,1
592,23301,2,,{6349=100},1,60,60,60,1
593,23302,2,,{6349=100},1,60,60,60,1
594,23303,2,,{6349=100},1,60,60,60,1
595,23304,2,,{6349=100},1,60,60,60,1
596,23305,2,,{6349=100},1,60,60,60,1
597,23401,2,,{6349=100},1,60,60,60,1
598,23402,2,,{6349=100},1,60,60,60,1
599,23403,2,,{6349=100},1,60,60,60,1
600,23404,2,,{6349=100},1,60,60,60,1
601,23405,2,,{6349=100},1,60,60,60,1
602,23501,2,,{6349=100},1,60,60,60,1
603,23502,2,,{6349=100},1,60,60,60,1
604,23503,2,,{6349=100},1,60,60,60,1
605,23504,2,,{6349=100},1,60,60,60,1
606,23505,2,,{6349=100},1,60,60,60,1
607,23601,2,,{6349=100},1,60,60,60,1
608,23602,2,,{6349=100},1,60,60,60,1
609,23603,2,,{6349=100},1,60,60,60,1
610,23604,2,,{6349=100},1,60,60,60,1
611,23605,2,,{6349=100},1,60,60,60,1
612,23701,2,,{6349=100},1,60,60,60,1
613,23702,2,,{6349=100},1,60,60,60,1
614,23703,2,,{6349=100},1,60,60,60,1
615,23704,2,,{6349=100},1,60,60,60,1
616,23705,2,,{6349=100},1,60,60,60,1
617,23801,2,,{6349=100},1,60,60,60,1
618,23802,2,,{6349=100},1,60,60,60,1
619,23803,2,,{6349=100},1,60,60,60,1
620,23804,2,,{6349=100},1,60,60,60,1
621,23805,2,,{6349=100},1,60,60,60,1
622,23901,2,,{6349=100},1,60,60,60,1
623,23902,2,,{6349=100},1,60,60,60,1
624,23903,2,,{6349=100},1,60,60,60,1
625,23904,2,,{6349=100},1,60,60,60,1
626,23905,2,,{6349=100},1,60,60,60,1
627,24001,2,,{6349=100},1,60,60,60,1
628,24002,2,,{6349=100},1,60,60,60,1
629,24003,2,,{6349=100},1,60,60,60,1
630,24004,2,,{6349=100},1,60,60,60,1
631,24005,2,,{6349=100},1,60,60,60,1
632,24101,2,,{6349=100},1,60,60,60,1
633,24102,2,,{6349=100},1,60,60,60,1
634,24103,2,,{6349=100},1,60,60,60,1
635,24104,2,,{6349=100},1,60,60,60,1
636,24105,2,,{6349=100},1,60,60,60,1
637,24201,2,,{6349=100},1,60,60,60,1
638,24202,2,,{6349=100},1,60,60,60,1
639,24203,2,,{6349=100},1,60,60,60,1
640,24204,2,,{6349=100},1,60,60,60,1
641,24205,2,,{6349=100},1,60,60,60,1
642,24301,2,,{6349=100},1,60,60,60,1
643,24302,2,,{6349=100},1,60,60,60,1
644,24303,2,,{6349=100},1,60,60,60,1
645,24304,2,,{6349=100},1,60,60,60,1
646,24305,2,,{6349=100},1,60,60,60,1
647,24401,2,,{6349=100},1,60,60,60,1
648,24402,2,,{6349=100},1,60,60,60,1
649,24403,2,,{6349=100},1,60,60,60,1
650,24404,2,,{6349=100},1,60,60,60,1
651,24405,2,,{6349=100},1,60,60,60,1
652,24501,2,,{6349=100},1,60,60,60,1
653,24502,2,,{6349=100},1,60,60,60,1
654,24503,2,,{6349=100},1,60,60,60,1
655,24504,2,,{6349=100},1,60,60,60,1
656,24505,2,,{6349=100},1,60,60,60,1
1001,10101,3,,{6323=100},1,30,30,30,1
1002,10102,3,,{6323=100},1,30,30,30,1
1003,10103,3,,{6323=100},1,30,30,30,1
1004,10104,3,,{6323=100},1,30,30,30,1
1005,10105,3,,{6323=100},1,30,30,30,1
1006,10201,3,,{6323=100},1,30,30,30,1
1007,10202,3,,{6323=100},1,30,30,30,1
1008,10203,3,,{6323=100},1,30,30,30,1
1009,10204,3,,{6323=100},1,30,30,30,1
1010,10205,3,,{6323=100},1,30,30,30,1
1011,10206,3,,{6323=100},1,30,30,30,1
1012,10301,3,,{6323=100},1,30,30,30,1
1013,10302,3,,{6323=100},1,30,30,30,1
1014,10303,3,,{6323=100},1,30,30,30,1
1015,10304,3,,{6323=100},1,30,30,30,1
1016,10305,3,,{6323=100},1,30,30,30,1
1017,10306,3,,{6323=100},1,30,30,30,1
1018,10307,3,,{6323=100},1,30,30,30,1
1019,10308,3,,{6323=100},1,30,30,30,1
1020,10401,3,,{6323=100},1,30,30,30,1
1021,10402,3,,{6323=100},1,30,30,30,1
1022,10403,3,,{6323=100},1,30,30,30,1
1023,10404,3,,{6323=100},1,30,30,30,1
1024,10405,3,,{6323=100},1,30,30,30,1
1025,10406,3,,{6323=100},1,30,30,30,1
1026,10407,3,,{6323=100},1,30,30,30,1
1027,10408,3,,{6323=100},1,30,30,30,1
1028,10501,3,,{6323=100},1,30,30,30,1
1029,10502,3,,{6323=100},1,30,30,30,1
1030,10503,3,,{6323=100},1,30,30,30,1
1031,10504,3,,{6323=100},1,30,30,30,1
1032,10505,3,,{6323=100},1,30,30,30,1
1033,10506,3,,{6323=100},1,30,30,30,1
1034,10507,3,,{6323=100},1,30,30,30,1
1035,10508,3,,{6323=100},1,30,30,30,1
1036,10509,3,,{6323=100},1,30,30,30,1
1037,10510,3,,{6323=100},1,30,30,30,1
1038,10601,3,,{6323=100},1,30,30,30,1
1039,10602,3,,{6323=100},1,30,30,30,1
1040,10603,3,,{6323=100},1,30,30,30,1
1041,10604,3,,{6323=100},1,30,30,30,1
1042,10605,3,,{6323=100},1,30,30,30,1
1043,10606,3,,{6323=100},1,30,30,30,1
1044,10607,3,,{6323=100},1,30,30,30,1
1045,10608,3,,{6323=100},1,30,30,30,1
1046,10609,3,,{6323=100},1,30,30,30,1
1047,10610,3,,{6323=100},1,30,30,30,1
1048,10701,3,,{6323=100},1,30,30,30,1
1049,10702,3,,{6323=100},1,30,30,30,1
1050,10703,3,,{6323=100},1,30,30,30,1
1051,10704,3,,{6323=100},1,30,30,30,1
1052,10705,3,,{6323=100},1,30,30,30,1
1053,10706,3,,{6323=100},1,30,30,30,1
1054,10707,3,,{6323=100},1,30,30,30,1
1055,10708,3,,{6323=100},1,30,30,30,1
1056,10709,3,,{6323=100},1,30,30,30,1
1057,10710,3,,{6323=100},1,30,30,30,1
1058,10801,3,,{6323=100},1,30,30,30,1
1059,10802,3,,{6323=100},1,30,30,30,1
1060,10803,3,,{6323=100},1,30,30,30,1
1061,10804,3,,{6323=100},1,30,30,30,1
1062,10805,3,,{6323=100},1,30,30,30,1
1063,10806,3,,{6323=100},1,30,30,30,1
1064,10807,3,,{6323=100},1,30,30,30,1
1065,10808,3,,{6323=100},1,30,30,30,1
1066,10809,3,,{6323=100},1,30,30,30,1
1067,10810,3,,{6323=100},1,30,30,30,1
1068,10901,3,,{6323=100},1,30,30,30,1
1069,10902,3,,{6323=100},1,30,30,30,1
1070,10903,3,,{6323=100},1,30,30,30,1
1071,10904,3,,{6323=100},1,30,30,30,1
1072,10905,3,,{6323=100},1,30,30,30,1
1073,10906,3,,{6323=100},1,30,30,30,1
1074,10907,3,,{6323=100},1,30,30,30,1
1075,10908,3,,{6323=100},1,30,30,30,1
1076,10909,3,,{6323=100},1,30,30,30,1
1077,10910,3,,{6323=100},1,30,30,30,1
1078,11001,3,,{6323=100},1,30,30,30,1
1079,11002,3,,{6323=100},1,30,30,30,1
1080,11003,3,,{6323=100},1,30,30,30,1
1081,11004,3,,{6323=100},1,30,30,30,1
1082,11005,3,,{6323=100},1,30,30,30,1
1083,11006,3,,{6323=100},1,30,30,30,1
1084,11007,3,,{6323=100},1,30,30,30,1
1085,11008,3,,{6323=100},1,30,30,30,1
1086,11009,3,,{6323=100},1,30,30,30,1
1087,11010,3,,{6323=100},1,30,30,30,1
1088,11101,3,,{6323=100},1,30,30,30,1
1089,11102,3,,{6323=100},1,30,30,30,1
1090,11103,3,,{6323=100},1,30,30,30,1
1091,11104,3,,{6323=100},1,30,30,30,1
1092,11105,3,,{6323=100},1,30,30,30,1
1093,11106,3,,{6323=100},1,30,30,30,1
1094,11107,3,,{6323=100},1,30,30,30,1
1095,11108,3,,{6323=100},1,30,30,30,1
1096,11109,3,,{6323=100},1,30,30,30,1
1097,11110,3,,{6323=100},1,30,30,30,1
1098,11201,3,,{6323=100},1,30,30,30,1
1099,11202,3,,{6323=100},1,30,30,30,1
1100,11203,3,,{6323=100},1,30,30,30,1
1101,11204,3,,{6323=100},1,30,30,30,1
1102,11205,3,,{6323=100},1,30,30,30,1
1103,11206,3,,{6323=100},1,30,30,30,1
1104,11207,3,,{6323=100},1,30,30,30,1
1105,11208,3,,{6323=100},1,30,30,30,1
1106,11209,3,,{6323=100},1,30,30,30,1
1107,11210,3,,{6323=100},1,30,30,30,1
1108,11301,3,,{6323=100},1,30,30,30,1
1109,11302,3,,{6323=100},1,30,30,30,1
1110,11303,3,,{6323=100},1,30,30,30,1
1111,11304,3,,{6323=100},1,30,30,30,1
1112,11305,3,,{6323=100},1,30,30,30,1
1113,11306,3,,{6323=100},1,30,30,30,1
1114,11307,3,,{6323=100},1,30,30,30,1
1115,11308,3,,{6323=100},1,30,30,30,1
1116,11309,3,,{6323=100},1,30,30,30,1
1117,11310,3,,{6323=100},1,30,30,30,1
1118,11401,3,,{6323=100},1,30,30,30,1
1119,11402,3,,{6323=100},1,30,30,30,1
1120,11403,3,,{6323=100},1,30,30,30,1
1121,11404,3,,{6323=100},1,30,30,30,1
1122,11405,3,,{6323=100},1,30,30,30,1
1123,11406,3,,{6323=100},1,30,30,30,1
1124,11407,3,,{6323=100},1,30,30,30,1
1125,11408,3,,{6323=100},1,30,30,30,1
1126,11409,3,,{6323=100},1,30,30,30,1
1127,11410,3,,{6323=100},1,30,30,30,1
1128,11501,3,,{6323=100},1,30,30,30,1
1129,11502,3,,{6323=100},1,30,30,30,1
1130,11503,3,,{6323=100},1,30,30,30,1
1131,11504,3,,{6323=100},1,30,30,30,1
1132,11505,3,,{6323=100},1,30,30,30,1
1133,11506,3,,{6323=100},1,30,30,30,1
1134,11507,3,,{6323=100},1,30,30,30,1
1135,11508,3,,{6323=100},1,30,30,30,1
1136,11509,3,,{6323=100},1,30,30,30,1
1137,11510,3,,{6323=100},1,30,30,30,1
1138,11601,3,,{6323=100},1,30,30,30,1
1139,11602,3,,{6323=100},1,30,30,30,1
1140,11603,3,,{6323=100},1,30,30,30,1
1141,11604,3,,{6323=100},1,30,30,30,1
1142,11605,3,,{6323=100},1,30,30,30,1
1143,11606,3,,{6323=100},1,30,30,30,1
1144,11607,3,,{6323=100},1,30,30,30,1
1145,11608,3,,{6323=100},1,30,30,30,1
1146,11609,3,,{6323=100},1,30,30,30,1
1147,11610,3,,{6323=100},1,30,30,30,1
1148,11701,3,,{6323=100},1,30,30,30,1
1149,11702,3,,{6323=100},1,30,30,30,1
1150,11703,3,,{6323=100},1,30,30,30,1
1151,11704,3,,{6323=100},1,30,30,30,1
1152,11705,3,,{6323=100},1,30,30,30,1
1153,11706,3,,{6323=100},1,30,30,30,1
1154,11707,3,,{6323=100},1,30,30,30,1
1155,11708,3,,{6323=100},1,30,30,30,1
1156,11709,3,,{6323=100},1,30,30,30,1
1157,11710,3,,{6323=100},1,30,30,30,1
1158,11801,3,,{6323=100},1,30,30,30,1
1159,11802,3,,{6323=100},1,30,30,30,1
1160,11803,3,,{6323=100},1,30,30,30,1
1161,11804,3,,{6323=100},1,30,30,30,1
1162,11805,3,,{6323=100},1,30,30,30,1
1163,11806,3,,{6323=100},1,30,30,30,1
1164,11807,3,,{6323=100},1,30,30,30,1
1165,11808,3,,{6323=100},1,30,30,30,1
1166,11809,3,,{6323=100},1,30,30,30,1
1167,11810,3,,{6323=100},1,30,30,30,1
1168,11901,3,,{6323=100},1,30,30,30,1
1169,11902,3,,{6323=100},1,30,30,30,1
1170,11903,3,,{6323=100},1,30,30,30,1
1171,11904,3,,{6323=100},1,30,30,30,1
1172,11905,3,,{6323=100},1,30,30,30,1
1173,11906,3,,{6323=100},1,30,30,30,1
1174,11907,3,,{6323=100},1,30,30,30,1
1175,11908,3,,{6323=100},1,30,30,30,1
1176,11909,3,,{6323=100},1,30,30,30,1
1177,11910,3,,{6323=100},1,30,30,30,1
1178,12001,3,,{6323=100},1,30,30,30,1
1179,12002,3,,{6323=100},1,30,30,30,1
1180,12003,3,,{6323=100},1,30,30,30,1
1181,12004,3,,{6323=100},1,30,30,30,1
1182,12005,3,,{6323=100},1,30,30,30,1
1183,12006,3,,{6323=100},1,30,30,30,1
1184,12007,3,,{6323=100},1,30,30,30,1
1185,12008,3,,{6323=100},1,30,30,30,1
1186,12009,3,,{6323=100},1,30,30,30,1
1187,12010,3,,{6323=100},1,30,30,30,1
1188,12101,3,,{6323=100},1,30,30,30,1
1189,12102,3,,{6323=100},1,30,30,30,1
1190,12103,3,,{6323=100},1,30,30,30,1
1191,12104,3,,{6323=100},1,30,30,30,1
1192,12105,3,,{6323=100},1,30,30,30,1
1193,12106,3,,{6323=100},1,30,30,30,1
1194,12107,3,,{6323=100},1,30,30,30,1
1195,12108,3,,{6323=100},1,30,30,30,1
1196,12109,3,,{6323=100},1,30,30,30,1
1197,12110,3,,{6323=100},1,30,30,30,1
1198,12201,3,,{6323=100},1,30,30,30,1
1199,12202,3,,{6323=100},1,30,30,30,1
1200,12203,3,,{6323=100},1,30,30,30,1
1201,12204,3,,{6323=100},1,30,30,30,1
1202,12205,3,,{6323=100},1,30,30,30,1
1203,12206,3,,{6323=100},1,30,30,30,1
1204,12207,3,,{6323=100},1,30,30,30,1
1205,12208,3,,{6323=100},1,30,30,30,1
1206,12209,3,,{6323=100},1,30,30,30,1
1207,12210,3,,{6323=100},1,30,30,30,1
1208,12301,3,,{6323=100},1,30,30,30,1
1209,12302,3,,{6323=100},1,30,30,30,1
1210,12303,3,,{6323=100},1,30,30,30,1
1211,12304,3,,{6323=100},1,30,30,30,1
1212,12305,3,,{6323=100},1,30,30,30,1
1213,12306,3,,{6323=100},1,30,30,30,1
1214,12307,3,,{6323=100},1,30,30,30,1
1215,12308,3,,{6323=100},1,30,30,30,1
1216,12309,3,,{6323=100},1,30,30,30,1
1217,12310,3,,{6323=100},1,30,30,30,1
1218,12401,3,,{6323=100},1,30,30,30,1
1219,12402,3,,{6323=100},1,30,30,30,1
1220,12403,3,,{6323=100},1,30,30,30,1
1221,12404,3,,{6323=100},1,30,30,30,1
1222,12405,3,,{6323=100},1,30,30,30,1
1223,12406,3,,{6323=100},1,30,30,30,1
1224,12407,3,,{6323=100},1,30,30,30,1
1225,12408,3,,{6323=100},1,30,30,30,1
1226,12409,3,,{6323=100},1,30,30,30,1
1227,12410,3,,{6323=100},1,30,30,30,1
1228,12501,3,,{6323=100},1,30,30,30,1
1229,12502,3,,{6323=100},1,30,30,30,1
1230,12503,3,,{6323=100},1,30,30,30,1
1231,12504,3,,{6323=100},1,30,30,30,1
1232,12505,3,,{6323=100},1,30,30,30,1
1233,12506,3,,{6323=100},1,30,30,30,1
1234,12507,3,,{6323=100},1,30,30,30,1
1235,12508,3,,{6323=100},1,30,30,30,1
1236,12509,3,,{6323=100},1,30,30,30,1
1237,12510,3,,{6323=100},1,30,30,30,1
1238,12601,3,,{6323=100},1,30,30,30,1
1239,12602,3,,{6323=100},1,30,30,30,1
1240,12603,3,,{6323=100},1,30,30,30,1
1241,12604,3,,{6323=100},1,30,30,30,1
1242,12605,3,,{6323=100},1,30,30,30,1
1243,12606,3,,{6323=100},1,30,30,30,1
1244,12607,3,,{6323=100},1,30,30,30,1
1245,12608,3,,{6323=100},1,30,30,30,1
1246,12609,3,,{6323=100},1,30,30,30,1
1247,12610,3,,{6323=100},1,30,30,30,1
1248,12701,3,,{6323=100},1,30,30,30,1
1249,12702,3,,{6323=100},1,30,30,30,1
1250,12703,3,,{6323=100},1,30,30,30,1
1251,12704,3,,{6323=100},1,30,30,30,1
1252,12705,3,,{6323=100},1,30,30,30,1
1253,12706,3,,{6323=100},1,30,30,30,1
1254,12707,3,,{6323=100},1,30,30,30,1
1255,12708,3,,{6323=100},1,30,30,30,1
1256,12709,3,,{6323=100},1,30,30,30,1
1257,12710,3,,{6323=100},1,30,30,30,1
1258,12801,3,,{6323=100},1,30,30,30,1
1259,12802,3,,{6323=100},1,30,30,30,1
1260,12803,3,,{6323=100},1,30,30,30,1
1261,12804,3,,{6323=100},1,30,30,30,1
1262,12805,3,,{6323=100},1,30,30,30,1
1263,12806,3,,{6323=100},1,30,30,30,1
1264,12807,3,,{6323=100},1,30,30,30,1
1265,12808,3,,{6323=100},1,30,30,30,1
1266,12809,3,,{6323=100},1,30,30,30,1
1267,12810,3,,{6323=100},1,30,30,30,1
1268,12901,3,,{6323=100},1,30,30,30,1
1269,12902,3,,{6323=100},1,30,30,30,1
1270,12903,3,,{6323=100},1,30,30,30,1
1271,12904,3,,{6323=100},1,30,30,30,1
1272,12905,3,,{6323=100},1,30,30,30,1
1273,12906,3,,{6323=100},1,30,30,30,1
1274,12907,3,,{6323=100},1,30,30,30,1
1275,12908,3,,{6323=100},1,30,30,30,1
1276,12909,3,,{6323=100},1,30,30,30,1
1277,12910,3,,{6323=100},1,30,30,30,1
1278,13001,3,,{6323=100},1,30,30,30,1
1279,13002,3,,{6323=100},1,30,30,30,1
1280,13003,3,,{6323=100},1,30,30,30,1
1281,13004,3,,{6323=100},1,30,30,30,1
1282,13005,3,,{6323=100},1,30,30,30,1
1283,13006,3,,{6323=100},1,30,30,30,1
1284,13007,3,,{6323=100},1,30,30,30,1
1285,13008,3,,{6323=100},1,30,30,30,1
1286,13009,3,,{6323=100},1,30,30,30,1
1287,13010,3,,{6323=100},1,30,30,30,1
1288,13101,3,,{6323=100},1,30,30,30,1
1289,13102,3,,{6323=100},1,30,30,30,1
1290,13103,3,,{6323=100},1,30,30,30,1
1291,13104,3,,{6323=100},1,30,30,30,1
1292,13105,3,,{6323=100},1,30,30,30,1
1293,13106,3,,{6323=100},1,30,30,30,1
1294,13107,3,,{6323=100},1,30,30,30,1
1295,13108,3,,{6323=100},1,30,30,30,1
1296,13109,3,,{6323=100},1,30,30,30,1
1297,13110,3,,{6323=100},1,30,30,30,1
1298,13201,3,,{6323=100},1,30,30,30,1
1299,13202,3,,{6323=100},1,30,30,30,1
1300,13203,3,,{6323=100},1,30,30,30,1
1301,13204,3,,{6323=100},1,30,30,30,1
1302,13205,3,,{6323=100},1,30,30,30,1
1303,13206,3,,{6323=100},1,30,30,30,1
1304,13207,3,,{6323=100},1,30,30,30,1
1305,13208,3,,{6323=100},1,30,30,30,1
1306,13209,3,,{6323=100},1,30,30,30,1
1307,13210,3,,{6323=100},1,30,30,30,1
1308,13301,3,,{6323=100},1,30,30,30,1
1309,13302,3,,{6323=100},1,30,30,30,1
1310,13303,3,,{6323=100},1,30,30,30,1
1311,13304,3,,{6323=100},1,30,30,30,1
1312,13305,3,,{6323=100},1,30,30,30,1
1313,13306,3,,{6323=100},1,30,30,30,1
1314,13307,3,,{6323=100},1,30,30,30,1
1315,13308,3,,{6323=100},1,30,30,30,1
1316,13309,3,,{6323=100},1,30,30,30,1
1317,13310,3,,{6323=100},1,30,30,30,1
1318,13401,3,,{6323=100},1,30,30,30,1
1319,13402,3,,{6323=100},1,30,30,30,1
1320,13403,3,,{6323=100},1,30,30,30,1
1321,13404,3,,{6323=100},1,30,30,30,1
1322,13405,3,,{6323=100},1,30,30,30,1
1323,13406,3,,{6323=100},1,30,30,30,1
1324,13407,3,,{6323=100},1,30,30,30,1
1325,13408,3,,{6323=100},1,30,30,30,1
1326,13409,3,,{6323=100},1,30,30,30,1
1327,13410,3,,{6323=100},1,30,30,30,1
1328,13501,3,,{6323=100},1,30,30,30,1
1329,13502,3,,{6323=100},1,30,30,30,1
1330,13503,3,,{6323=100},1,30,30,30,1
1331,13504,3,,{6323=100},1,30,30,30,1
1332,13505,3,,{6323=100},1,30,30,30,1
1333,13506,3,,{6323=100},1,30,30,30,1
1334,13507,3,,{6323=100},1,30,30,30,1
1335,13508,3,,{6323=100},1,30,30,30,1
1336,13509,3,,{6323=100},1,30,30,30,1
1337,13510,3,,{6323=100},1,30,30,30,1
1338,13601,3,,{6323=100},1,30,30,30,1
1339,13602,3,,{6323=100},1,30,30,30,1
1340,13603,3,,{6323=100},1,30,30,30,1
1341,13604,3,,{6323=100},1,30,30,30,1
1342,13605,3,,{6323=100},1,30,30,30,1
1343,13606,3,,{6323=100},1,30,30,30,1
1344,13607,3,,{6323=100},1,30,30,30,1
1345,13608,3,,{6323=100},1,30,30,30,1
1346,13609,3,,{6323=100},1,30,30,30,1
1347,13610,3,,{6323=100},1,30,30,30,1
1348,13701,3,,{6323=100},1,30,30,30,1
1349,13702,3,,{6323=100},1,30,30,30,1
1350,13703,3,,{6323=100},1,30,30,30,1
1351,13704,3,,{6323=100},1,30,30,30,1
1352,13705,3,,{6323=100},1,30,30,30,1
1353,13706,3,,{6323=100},1,30,30,30,1
1354,13707,3,,{6323=100},1,30,30,30,1
1355,13708,3,,{6323=100},1,30,30,30,1
1356,13709,3,,{6323=100},1,30,30,30,1
1357,13710,3,,{6323=100},1,30,30,30,1
1358,13801,3,,{6323=100},1,30,30,30,1
1359,13802,3,,{6323=100},1,30,30,30,1
1360,13803,3,,{6323=100},1,30,30,30,1
1361,13804,3,,{6323=100},1,30,30,30,1
1362,13805,3,,{6323=100},1,30,30,30,1
1363,13806,3,,{6323=100},1,30,30,30,1
1364,13807,3,,{6323=100},1,30,30,30,1
1365,13808,3,,{6323=100},1,30,30,30,1
1366,13809,3,,{6323=100},1,30,30,30,1
1367,13810,3,,{6323=100},1,30,30,30,1
1368,13901,3,,{6323=100},1,30,30,30,1
1369,13902,3,,{6323=100},1,30,30,30,1
1370,13903,3,,{6323=100},1,30,30,30,1
1371,13904,3,,{6323=100},1,30,30,30,1
1372,13905,3,,{6323=100},1,30,30,30,1
1373,13906,3,,{6323=100},1,30,30,30,1
1374,13907,3,,{6323=100},1,30,30,30,1
1375,13908,3,,{6323=100},1,30,30,30,1
1376,13909,3,,{6323=100},1,30,30,30,1
1377,13910,3,,{6323=100},1,30,30,30,1
1378,14001,3,,{6323=100},1,30,30,30,1
1379,14002,3,,{6323=100},1,30,30,30,1
1380,14003,3,,{6323=100},1,30,30,30,1
1381,14004,3,,{6323=100},1,30,30,30,1
1382,14005,3,,{6323=100},1,30,30,30,1
1383,14006,3,,{6323=100},1,30,30,30,1
1384,14007,3,,{6323=100},1,30,30,30,1
1385,14008,3,,{6323=100},1,30,30,30,1
1386,14009,3,,{6323=100},1,30,30,30,1
1387,14010,3,,{6323=100},1,30,30,30,1
1388,14101,3,,{6323=100},1,30,30,30,1
1389,14102,3,,{6323=100},1,30,30,30,1
1390,14103,3,,{6323=100},1,30,30,30,1
1391,14104,3,,{6323=100},1,30,30,30,1
1392,14105,3,,{6323=100},1,30,30,30,1
1393,14106,3,,{6323=100},1,30,30,30,1
1394,14107,3,,{6323=100},1,30,30,30,1
1395,14108,3,,{6323=100},1,30,30,30,1
1396,14109,3,,{6323=100},1,30,30,30,1
1397,14110,3,,{6323=100},1,30,30,30,1
1398,14201,3,,{6323=100},1,30,30,30,1
1399,14202,3,,{6323=100},1,30,30,30,1
1400,14203,3,,{6323=100},1,30,30,30,1
1401,14204,3,,{6323=100},1,30,30,30,1
1402,14205,3,,{6323=100},1,30,30,30,1
1403,14206,3,,{6323=100},1,30,30,30,1
1404,14207,3,,{6323=100},1,30,30,30,1
1405,14208,3,,{6323=100},1,30,30,30,1
1406,14209,3,,{6323=100},1,30,30,30,1
1407,14210,3,,{6323=100},1,30,30,30,1
1408,14301,3,,{6323=100},1,30,30,30,1
1409,14302,3,,{6323=100},1,30,30,30,1
1410,14303,3,,{6323=100},1,30,30,30,1
1411,14304,3,,{6323=100},1,30,30,30,1
1412,14305,3,,{6323=100},1,30,30,30,1
1413,14306,3,,{6323=100},1,30,30,30,1
1414,14307,3,,{6323=100},1,30,30,30,1
1415,14308,3,,{6323=100},1,30,30,30,1
1416,14309,3,,{6323=100},1,30,30,30,1
1417,14310,3,,{6323=100},1,30,30,30,1
1418,14401,3,,{6323=100},1,30,30,30,1
1419,14402,3,,{6323=100},1,30,30,30,1
1420,14403,3,,{6323=100},1,30,30,30,1
1421,14404,3,,{6323=100},1,30,30,30,1
1422,14405,3,,{6323=100},1,30,30,30,1
1423,14406,3,,{6323=100},1,30,30,30,1
1424,14407,3,,{6323=100},1,30,30,30,1
1425,14408,3,,{6323=100},1,30,30,30,1
1426,14409,3,,{6323=100},1,30,30,30,1
1427,14410,3,,{6323=100},1,30,30,30,1
1428,14501,3,,{6323=100},1,30,30,30,1
1429,14502,3,,{6323=100},1,30,30,30,1
1430,14503,3,,{6323=100},1,30,30,30,1
1431,14504,3,,{6323=100},1,30,30,30,1
1432,14505,3,,{6323=100},1,30,30,30,1
1433,14506,3,,{6323=100},1,30,30,30,1
1434,14507,3,,{6323=100},1,30,30,30,1
1435,14508,3,,{6323=100},1,30,30,30,1
1436,14509,3,,{6323=100},1,30,30,30,1
1437,14510,3,,{6323=100},1,30,30,30,1
1438,20101,3,,{6323=100},1,60,60,60,1
1439,20102,3,,{6323=100},1,60,60,60,1
1440,20103,3,,{6323=100},1,60,60,60,1
1441,20201,3,,{6323=100},1,60,60,60,1
1442,20202,3,,{6323=100},1,60,60,60,1
1443,20203,3,,{6323=100},1,60,60,60,1
1444,20301,3,,{6323=100},1,60,60,60,1
1445,20302,3,,{6323=100},1,60,60,60,1
1446,20303,3,,{6323=100},1,60,60,60,1
1447,20304,3,,{6323=100},1,60,60,60,1
1448,20401,3,,{6323=100},1,60,60,60,1
1449,20402,3,,{6323=100},1,60,60,60,1
1450,20403,3,,{6323=100},1,60,60,60,1
1451,20404,3,,{6323=100},1,60,60,60,1
1452,20501,3,,{6323=100},1,60,60,60,1
1453,20502,3,,{6323=100},1,60,60,60,1
1454,20503,3,,{6323=100},1,60,60,60,1
1455,20504,3,,{6323=100},1,60,60,60,1
1456,20505,3,,{6323=100},1,60,60,60,1
1457,20601,3,,{6323=100},1,60,60,60,1
1458,20602,3,,{6323=100},1,60,60,60,1
1459,20603,3,,{6323=100},1,60,60,60,1
1460,20604,3,,{6323=100},1,60,60,60,1
1461,20605,3,,{6323=100},1,60,60,60,1
1462,20701,3,,{6323=100},1,60,60,60,1
1463,20702,3,,{6323=100},1,60,60,60,1
1464,20703,3,,{6323=100},1,60,60,60,1
1465,20704,3,,{6323=100},1,60,60,60,1
1466,20705,3,,{6323=100},1,60,60,60,1
1467,20801,3,,{6323=100},1,60,60,60,1
1468,20802,3,,{6323=100},1,60,60,60,1
1469,20803,3,,{6323=100},1,60,60,60,1
1470,20804,3,,{6323=100},1,60,60,60,1
1471,20805,3,,{6323=100},1,60,60,60,1
1472,20901,3,,{6323=100},1,60,60,60,1
1473,20902,3,,{6323=100},1,60,60,60,1
1474,20903,3,,{6323=100},1,60,60,60,1
1475,20904,3,,{6323=100},1,60,60,60,1
1476,20905,3,,{6323=100},1,60,60,60,1
1477,21001,3,,{6323=100},1,60,60,60,1
1478,21002,3,,{6323=100},1,60,60,60,1
1479,21003,3,,{6323=100},1,60,60,60,1
