变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
394,1190738,1000,400,0,0,0,42460,42460,12738,12738,0,0,3397,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
395,1198894,1000,400,0,0,0,42749,42749,12825,12825,0,0,3420,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
396,1207050,1000,400,0,0,0,43037,43037,12911,12911,0,0,3443,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
397,1215394,1000,400,0,0,0,43332,43332,12999,12999,0,0,3467,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
398,1223739,1000,400,0,0,0,43627,43627,13088,13088,0,0,3490,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
399,1232083,1000,400,0,0,0,43921,43921,13176,13176,0,0,3514,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
400,1240428,1000,400,0,0,0,44216,44216,13265,13265,0,0,3537,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
401,1248772,1000,400,0,0,0,44511,44511,13353,13353,0,0,3561,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
402,1257307,1000,400,0,0,0,44813,44813,13444,13444,0,0,3585,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
403,1265842,1000,400,0,0,0,45115,45115,13534,13534,0,0,3609,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
404,1274378,1000,400,0,0,0,45416,45416,13625,13625,0,0,3634,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
405,1282913,1000,400,0,0,0,45718,45718,13715,13715,0,0,3658,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
406,1291448,1000,400,0,0,0,46020,46020,13806,13806,0,0,3682,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
407,1300176,1000,400,0,0,0,46329,46329,13899,13899,0,0,3707,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
408,1308904,1000,400,0,0,0,46638,46638,13992,13992,0,0,3731,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
409,1317632,1000,400,0,0,0,46947,46947,14084,14084,0,0,3756,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
410,1326360,1000,400,0,0,0,47256,47256,14177,14177,0,0,3780,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
411,1335088,1000,400,0,0,0,47565,47565,14270,14270,0,0,3805,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
412,1344011,1000,400,0,0,0,47881,47881,14365,14365,0,0,3830,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
413,1352934,1000,400,0,0,0,48197,48197,14460,14460,0,0,3856,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
414,1361856,1000,400,0,0,0,48513,48513,14554,14554,0,0,3881,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
415,1370779,1000,400,0,0,0,48829,48829,14649,14649,0,0,3907,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
416,1379702,1000,400,0,0,0,49145,49145,14744,14744,0,0,3932,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
417,1388822,1000,400,0,0,0,49468,49468,14841,14841,0,0,3958,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
418,1397941,1000,400,0,0,0,49791,49791,14938,14938,0,0,3984,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
419,1407061,1000,400,0,0,0,50114,50114,15034,15034,0,0,4009,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
420,1416180,1000,400,0,0,0,50437,50437,15131,15131,0,0,4035,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
421,1425300,1000,400,0,0,0,50760,50760,15228,15228,0,0,4061,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
422,1434619,1000,400,0,0,0,51091,51091,15327,15327,0,0,4087,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
423,1443938,1000,400,0,0,0,51421,51421,15427,15427,0,0,4114,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
424,1453256,1000,400,0,0,0,51752,51752,15526,15526,0,0,4140,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
425,1462575,1000,400,0,0,0,52082,52082,15626,15626,0,0,4167,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
426,1471894,1000,400,0,0,0,52413,52413,15725,15725,0,0,4193,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
427,1481414,1000,400,0,0,0,52751,52751,15826,15826,0,0,4220,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
428,1490935,1000,400,0,0,0,53089,53089,15927,15927,0,0,4247,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
429,1500455,1000,400,0,0,0,53426,53426,16028,16028,0,0,4274,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
430,1509976,1000,400,0,0,0,53764,53764,16129,16129,0,0,4301,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
431,1519496,1000,400,0,0,0,54102,54102,16230,16230,0,0,4328,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
432,1529220,1000,400,0,0,0,54447,54447,16334,16334,0,0,4356,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
433,1538944,1000,400,0,0,0,54792,54792,16437,16437,0,0,4383,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
434,1548668,1000,400,0,0,0,55137,55137,16541,16541,0,0,4411,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
435,1558392,1000,400,0,0,0,55482,55482,16644,16644,0,0,4438,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
436,1568116,1000,400,0,0,0,55827,55827,16748,16748,0,0,4466,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
437,1578046,1000,400,0,0,0,56180,56180,16854,16854,0,0,4494,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
438,1587975,1000,400,0,0,0,56533,56533,16960,16960,0,0,4522,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
439,1597905,1000,400,0,0,0,56885,56885,17065,17065,0,0,4551,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
440,1607834,1000,400,0,0,0,57238,57238,17171,17171,0,0,4579,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
441,1617764,1000,400,0,0,0,57591,57591,17277,17277,0,0,4607,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
442,1627901,1000,400,0,0,0,57951,57951,17385,17385,0,0,4636,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
443,1638038,1000,400,0,0,0,58312,58312,17493,17493,0,0,4665,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
444,1648176,1000,400,0,0,0,58672,58672,17601,17601,0,0,4693,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
445,1658313,1000,400,0,0,0,59033,59033,17709,17709,0,0,4722,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
446,1668450,1000,400,0,0,0,59393,59393,17817,17817,0,0,4751,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
447,1678797,1000,400,0,0,0,59761,59761,17927,17927,0,0,4781,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
448,1689144,1000,400,0,0,0,60129,60129,18038,18038,0,0,4810,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
449,1699492,1000,400,0,0,0,60496,60496,18148,18148,0,0,4840,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
450,1709839,1000,400,0,0,0,60864,60864,18259,18259,0,0,4869,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
451,1720186,1000,400,0,0,0,61232,61232,18369,18369,0,0,4899,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
452,1730746,1000,400,0,0,0,61608,61608,18482,18482,0,0,4929,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
453,1741305,1000,400,0,0,0,61984,61984,18595,18595,0,0,4959,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
454,1751865,1000,400,0,0,0,62359,62359,18707,18707,0,0,4989,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
455,1762424,1000,400,0,0,0,62735,62735,18820,18820,0,0,5019,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
456,1772984,1000,400,0,0,0,63111,63111,18933,18933,0,0,5049,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
457,1783758,1000,400,0,0,0,63494,63494,19048,19048,0,0,5080,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
458,1794532,1000,400,0,0,0,63878,63878,19163,19163,0,0,5110,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
459,1805306,1000,400,0,0,0,64261,64261,19279,19279,0,0,5141,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
460,1816080,1000,400,0,0,0,64645,64645,19394,19394,0,0,5171,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
461,1826854,1000,400,0,0,0,65028,65028,19509,19509,0,0,5202,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
462,1837844,1000,400,0,0,0,65420,65420,19626,19626,0,0,5233,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
463,1848835,1000,400,0,0,0,65811,65811,19744,19744,0,0,5265,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
464,1859825,1000,400,0,0,0,66203,66203,19861,19861,0,0,5296,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
465,1870816,1000,400,0,0,0,66594,66594,19979,19979,0,0,5328,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
466,1881806,1000,400,0,0,0,66986,66986,20096,20096,0,0,5359,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
467,1893015,1000,400,0,0,0,67386,67386,20216,20216,0,0,5391,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
468,1904224,1000,400,0,0,0,67785,67785,20336,20336,0,0,5423,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
469,1915432,1000,400,0,0,0,68185,68185,20456,20456,0,0,5455,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
470,1926641,1000,400,0,0,0,68584,68584,20576,20576,0,0,5487,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
471,1937850,1000,400,0,0,0,68984,68984,20696,20696,0,0,5519,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
472,1949280,1000,400,0,0,0,69391,69391,20818,20818,0,0,5552,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
473,1960709,1000,400,0,0,0,69799,69799,20940,20940,0,0,5584,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
474,1972139,1000,400,0,0,0,70206,70206,21062,21062,0,0,5617,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
475,1983568,1000,400,0,0,0,70614,70614,21184,21184,0,0,5649,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
476,1994998,1000,400,0,0,0,71021,71021,21306,21306,0,0,5682,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
477,2006651,1000,400,0,0,0,71437,71437,21431,21431,0,0,5715,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
478,2018304,1000,400,0,0,0,71853,71853,21556,21556,0,0,5748,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
479,2029956,1000,400,0,0,0,72268,72268,21680,21680,0,0,5782,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
480,2041609,1000,400,0,0,0,72684,72684,21805,21805,0,0,5815,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
481,2053262,1000,400,0,0,0,73100,73100,21930,21930,0,0,5848,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
482,2065140,1000,400,0,0,0,73524,73524,22057,22057,0,0,5882,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
483,2077018,1000,400,0,0,0,73948,73948,22184,22184,0,0,5916,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
484,2088896,1000,400,0,0,0,74371,74371,22312,22312,0,0,5950,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
485,2100774,1000,400,0,0,0,74795,74795,22439,22439,0,0,5984,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
486,2112652,1000,400,0,0,0,75219,75219,22566,22566,0,0,6018,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
487,2124757,1000,400,0,0,0,75651,75651,22696,22696,0,0,6052,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
488,2136862,1000,400,0,0,0,76084,76084,22825,22825,0,0,6087,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
489,2148968,1000,400,0,0,0,76516,76516,22955,22955,0,0,6121,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
490,2161073,1000,400,0,0,0,76949,76949,23084,23084,0,0,6156,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
491,2173178,1000,400,0,0,0,77381,77381,23214,23214,0,0,6190,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
492,2185512,1000,400,0,0,0,77822,77822,23346,23346,0,0,6225,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
493,2197847,1000,400,0,0,0,78263,78263,23479,23479,0,0,6261,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
494,2210181,1000,400,0,0,0,78704,78704,23611,23611,0,0,6296,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
495,2222516,1000,400,0,0,0,79145,79145,23744,23744,0,0,6332,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
496,2234850,1000,400,0,0,0,79586,79586,23876,23876,0,0,6367,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
497,2247416,1000,400,0,0,0,80035,80035,24011,24011,0,0,6403,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
498,2259982,1000,400,0,0,0,80484,80484,24145,24145,0,0,6439,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
499,2272548,1000,400,0,0,0,80933,80933,24280,24280,0,0,6474,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
500,2285114,1000,400,0,0,0,81382,81382,24414,24414,0,0,6510,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
501,2297680,1000,400,0,0,0,81831,81831,24549,24549,0,0,6546,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
502,2310480,1000,400,0,0,0,82289,82289,24686,24686,0,0,6583,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
503,2323280,1000,400,0,0,0,82747,82747,24824,24824,0,0,6620,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
504,2336080,1000,400,0,0,0,83204,83204,24961,24961,0,0,6656,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
505,2348880,1000,400,0,0,0,83662,83662,25099,25099,0,0,6693,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
506,2361680,1000,400,0,0,0,84120,84120,25236,25236,0,0,6730,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
507,2374716,1000,400,0,0,0,84587,84587,25376,25376,0,0,6767,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
508,2387752,1000,400,0,0,0,85053,85053,25516,25516,0,0,6804,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
509,2400788,1000,400,0,0,0,85520,85520,25657,25657,0,0,6842,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
510,2413824,1000,400,0,0,0,85986,85986,25797,25797,0,0,6879,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
511,2426860,1000,400,0,0,0,86453,86453,25937,25937,0,0,6916,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
512,2440134,1000,400,0,0,0,86928,86928,26079,26079,0,0,6954,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
513,2453408,1000,400,0,0,0,87404,87404,26222,26222,0,0,6992,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
514,2466682,1000,400,0,0,0,87879,87879,26364,26364,0,0,7030,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
515,2479956,1000,400,0,0,0,88355,88355,26507,26507,0,0,7068,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
516,2493230,1000,400,0,0,0,88830,88830,26649,26649,0,0,7106,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
517,2506744,1000,400,0,0,0,89314,89314,26794,26794,0,0,7145,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
518,2520258,1000,400,0,0,0,89798,89798,26939,26939,0,0,7184,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
519,2533772,1000,400,0,0,0,90283,90283,27085,27085,0,0,7222,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
520,2547286,1000,400,0,0,0,90767,90767,27230,27230,0,0,7261,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
521,2560800,1000,400,0,0,0,91251,91251,27375,27375,0,0,7300,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
522,2574556,1000,400,0,0,0,91744,91744,27523,27523,0,0,7339,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
523,2588313,1000,400,0,0,0,92237,92237,27671,27671,0,0,7379,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
524,2602069,1000,400,0,0,0,92730,92730,27819,27819,0,0,7418,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
525,2615826,1000,400,0,0,0,93223,93223,27967,27967,0,0,7458,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
526,2629582,1000,400,0,0,0,93716,93716,28115,28115,0,0,7497,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
527,2643583,1000,400,0,0,0,94218,94218,28266,28266,0,0,7537,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
528,2657584,1000,400,0,0,0,94720,94720,28416,28416,0,0,7577,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
529,2671586,1000,400,0,0,0,95223,95223,28567,28567,0,0,7618,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
530,2685587,1000,400,0,0,0,95725,95725,28717,28717,0,0,7658,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
531,2699588,1000,400,0,0,0,96227,96227,28868,28868,0,0,7698,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
532,2713836,1000,400,0,0,0,96738,96738,29021,29021,0,0,7739,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
533,2728084,1000,400,0,0,0,97249,97249,29174,29174,0,0,7780,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
534,2742332,1000,400,0,0,0,97761,97761,29328,29328,0,0,7821,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
535,2756580,1000,400,0,0,0,98272,98272,29481,29481,0,0,7862,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
536,2770828,1000,400,0,0,0,98783,98783,29634,29634,0,0,7903,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
537,2785325,1000,400,0,0,0,99303,99303,29790,29790,0,0,7945,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
538,2799822,1000,400,0,0,0,99823,99823,29947,29947,0,0,7986,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
539,2814318,1000,400,0,0,0,100344,100344,30103,30103,0,0,8028,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
540,2828815,1000,400,0,0,0,100864,100864,30260,30260,0,0,8069,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
541,2843312,1000,400,0,0,0,101384,101384,30416,30416,0,0,8111,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
542,2858060,1000,400,0,0,0,101914,101914,30575,30575,0,0,8153,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
543,2872807,1000,400,0,0,0,102444,102444,30733,30733,0,0,8196,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
544,2887555,1000,400,0,0,0,102973,102973,30892,30892,0,0,8238,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
545,2902302,1000,400,0,0,0,103503,103503,31050,31050,0,0,8281,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
546,2917050,1000,400,0,0,0,104033,104033,31209,31209,0,0,8323,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
547,2932051,1000,400,0,0,0,104572,104572,31371,31371,0,0,8366,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
548,2947052,1000,400,0,0,0,105111,105111,31533,31533,0,0,8409,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
549,2962052,1000,400,0,0,0,105649,105649,31694,31694,0,0,8452,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
550,2977053,1000,400,0,0,0,106188,106188,31856,31856,0,0,8495,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
551,2992054,1000,400,0,0,0,106727,106727,32018,32018,0,0,8538,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
552,3007310,1000,400,0,0,0,107275,107275,32183,32183,0,0,8582,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
553,3022567,1000,400,0,0,0,107824,107824,32347,32347,0,0,8626,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
554,3037823,1000,400,0,0,0,108372,108372,32512,32512,0,0,8670,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
555,3053080,1000,400,0,0,0,108921,108921,32676,32676,0,0,8714,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
556,3068336,1000,400,0,0,0,109469,109469,32841,32841,0,0,8758,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
557,3083850,1000,400,0,0,0,110027,110027,33008,33008,0,0,8803,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
558,3099364,1000,400,0,0,0,110585,110585,33176,33176,0,0,8847,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
559,3114878,1000,400,0,0,0,111143,111143,33343,33343,0,0,8892,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
560,3130392,1000,400,0,0,0,111701,111701,33511,33511,0,0,8936,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
561,3145906,1000,400,0,0,0,112259,112259,33678,33678,0,0,8981,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
