变量名,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
271504,171,5,4,{59000=10;gold=810000;50171=10},100,1,0,1,799,7,159,8,159,9,111,10,111,<6;10>,{14=500;16=500},0,FALSE,{}
271505,171,5,5,{502=1;gold=930000;59000=11;501=1;50171=11},100,1,0,1,807,7,160,8,160,9,112,10,112,<>,{},0,FALSE,{}
271506,171,5,6,{502=1;gold=1020000;59000=11;501=1;50171=11},100,1,0,1,814,7,162,8,162,9,113,10,113,<>,{},0,FALSE,{}
271507,171,5,7,{502=1;gold=1130000;59000=12;501=1;50171=12},100,1,0,1,822,7,163,8,163,9,114,10,114,<>,{},0,FALSE,{}
271508,171,5,8,{502=1;200=1;gold=1220000;59000=12;501=1;50171=12},100,1,0,1,830,7,165,8,165,9,115,10,115,<0>,{23=300;22=300},0,FALSE,{}
271601,171,6,1,{59000=10;gold=800000;50171=10},125,1,0,1,831,7,165,8,165,9,116,10,116,<>,{},0,FALSE,{}
271602,171,6,2,{59000=10;gold=930000;50171=10},125,1,0,1,839,7,167,8,167,9,117,10,117,<>,{},0,FALSE,{}
271603,171,6,3,{502=1;gold=1080000;59000=11;501=1;50171=11},125,1,0,1,848,7,168,8,168,9,118,10,118,<>,{},0,FALSE,{}
271604,171,6,4,{502=1;gold=1220000;59000=11;501=1;50171=11},125,1,0,1,856,7,170,8,170,9,119,10,119,<13>,{23=800;22=800},0,FALSE,{}
271605,171,6,5,{502=1;gold=1400000;59000=12;501=1;50171=12},125,1,0,1,864,7,172,8,172,9,120,10,120,<>,{},0,FALSE,{}
271606,171,6,6,{502=1;gold=1530000;59000=12;501=1;50171=12},125,1,0,1,873,7,173,8,173,9,121,10,121,<0>,{13=3%},0,FALSE,{}
271607,171,6,7,{502=2;200=1;gold=1700000;59000=13;501=2;50171=13},125,1,0,1,881,7,175,8,175,9,122,10,122,<>,{},0,FALSE,{}
271608,171,6,8,{502=2;501=2;gold=1830000;59000=13;2152=1;50171=13},125,1,0,1,889,7,177,8,177,9,124,10,124,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4}
271701,171,7,1,{59000=11;gold=1200000;50171=11},150,1,0,1,886,7,176,8,176,9,123,10,123,<>,{},0,FALSE,{}
271702,171,7,2,{59000=11;gold=1400000;50171=11},150,1,0,1,895,7,178,8,178,9,124,10,124,<>,{},0,FALSE,{}
271703,171,7,3,{59000=12;gold=1620000;50171=12},150,1,0,1,904,7,180,8,180,9,126,10,126,<>,{},0,FALSE,{}
271704,171,7,4,{59000=12;gold=1830000;50171=12},150,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{25=300;24=300},0,FALSE,{}
271705,171,7,5,{59000=13;gold=2100000;50171=13},150,1,0,1,922,7,183,8,183,9,128,10,128,<>,{},0,FALSE,{}
271706,171,7,6,{59000=13;gold=2300000;50171=13},150,1,0,1,931,7,185,8,185,9,129,10,129,<>,{},0,FALSE,{}
271707,171,7,7,{59000=14;gold=2550000;50171=14},150,1,0,1,940,7,187,8,187,9,131,10,131,<>,{},0,FALSE,{}
271708,171,7,8,{59000=14;gold=2750000;50171=14},150,1,0,1,948,7,188,8,188,9,132,10,132,<0>,{23=500;22=500},0,FALSE,{}
271801,171,8,1,{59000=12;gold=1800000;50171=12},200,1,0,1,942,7,187,8,187,9,131,10,131,<>,{},0,FALSE,{}
271802,171,8,2,{59000=12;gold=2100000;50171=12},200,1,0,1,951,7,189,8,189,9,132,10,132,<>,{},0,FALSE,{}
271803,171,8,3,{59000=13;gold=2430000;50171=13},200,1,0,1,961,7,191,8,191,9,134,10,134,<>,{},0,FALSE,{}
271804,171,8,4,{59000=13;gold=2750000;50171=13},200,1,0,1,970,7,193,8,193,9,135,10,135,<0>,{14=300;15=300},0,FALSE,{}
271805,171,8,5,{59000=14;gold=3150000;50171=14},200,1,0,1,979,7,194,8,194,9,136,10,136,<>,{},0,FALSE,{}
271806,171,8,6,{59000=14;gold=3450000;50171=14},200,1,0,1,989,7,196,8,196,9,137,10,137,<>,{},0,FALSE,{}
271807,171,8,7,{59000=15;gold=3830000;50171=15},200,1,0,1,998,7,198,8,198,9,139,10,139,<>,{},0,FALSE,{}
271808,171,8,8,{59000=15;gold=4130000;50171=15},200,1,0,1,1008,7,200,8,200,9,140,10,140,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
291101,191,1,1,{50191=3;gold=100000;59000=3},50,1,0,1,554,7,110,8,110,9,77,10,77,<>,{},0,FALSE,{}
291102,191,1,2,{50191=3;gold=120000;59000=3},50,1,0,1,560,7,111,8,111,9,78,10,78,<>,{},0,FALSE,{}
291103,191,1,3,{50191=4;gold=140000;59000=4},50,1,0,1,565,7,112,8,112,9,79,10,79,<>,{},0,FALSE,{}
291104,191,1,4,{50191=4;gold=160000;59000=4},50,1,0,1,571,7,113,8,113,9,79,10,79,<0>,{1=3%},0,FALSE,{}
291105,191,1,5,{50191=5;gold=180000;59000=5},50,1,0,1,576,7,114,8,114,9,80,10,80,<>,{},0,FALSE,{}
291106,191,1,6,{50191=5;gold=200000;59000=5},50,1,0,1,582,7,116,8,116,9,81,10,81,<>,{},0,FALSE,{}
291107,191,1,7,{50191=6;gold=220000;59000=6},50,1,0,1,587,7,117,8,117,9,82,10,82,<>,{},0,FALSE,{}
291108,191,1,8,{50191=6;gold=240000;501=1;59000=6},50,1,0,1,593,7,118,8,118,9,82,10,82,<0>,{25=300;24=300},0,FALSE,{}
291201,191,2,1,{50191=5;gold=150000;59000=5},60,1,0,1,609,7,121,8,121,9,85,10,85,<>,{},0,FALSE,{}
291202,191,2,2,{50191=5;gold=180000;59000=5},60,1,0,1,615,7,122,8,122,9,86,10,86,<>,{},0,FALSE,{}
291203,191,2,3,{50191=6;gold=210000;59000=6},60,1,0,1,622,7,123,8,123,9,86,10,86,<>,{},0,FALSE,{}
291204,191,2,4,{50191=6;gold=240000;59000=6},60,1,0,1,628,7,125,8,125,9,87,10,87,<0>,{7=3%;8=3%},0,FALSE,{}
291205,191,2,5,{50191=7;gold=270000;59000=7},60,1,0,1,634,7,126,8,126,9,88,10,88,<>,{},0,FALSE,{}
291206,191,2,6,{50191=7;gold=300000;59000=7},60,1,0,1,640,7,127,8,127,9,89,10,89,<>,{},0,FALSE,{}
291207,191,2,7,{50191=8;gold=330000;501=1;59000=8},60,1,0,1,646,7,128,8,128,9,90,10,90,<>,{},0,FALSE,{}
291208,191,2,8,{50191=8;gold=360000;501=1;59000=8},60,1,0,1,652,7,129,8,129,9,91,10,91,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
291301,191,3,1,{50191=6;gold=230000;59000=6},70,1,0,1,665,7,132,8,132,9,92,10,92,<>,{},0,FALSE,{}
291302,191,3,2,{50191=6;gold=270000;59000=6},70,1,0,1,671,7,133,8,133,9,93,10,93,<>,{},0,FALSE,{}
291303,191,3,3,{50191=7;gold=320000;59000=7},70,1,0,1,678,7,135,8,135,9,94,10,94,<>,{},0,FALSE,{}
291304,191,3,4,{50191=7;gold=360000;59000=7},70,1,0,1,685,7,136,8,136,9,95,10,95,<2;12>,{25=500;24=500},0,FALSE,{}
291305,191,3,5,{50191=8;gold=410000;59000=8},70,1,0,1,691,7,137,8,137,9,96,10,96,<>,{},0,FALSE,{}
291306,191,3,6,{50191=8;gold=450000;501=1;59000=8},70,1,0,1,698,7,139,8,139,9,97,10,97,<>,{},0,FALSE,{}
291307,191,3,7,{50191=9;gold=500000;501=1;59000=9},70,1,0,1,705,7,140,8,140,9,98,10,98,<>,{},0,FALSE,{}
291308,191,3,8,{50191=9;220=1;gold=540000;501=1;59000=9},70,1,0,1,711,7,141,8,141,9,99,10,99,<>,{},79002,FALSE,{star=9;goodFeel=150;zawakeStage=208;advance=14}
291401,191,4,1,{50191=8;gold=350000;59000=8},80,1,0,1,720,7,143,8,143,9,100,10,100,<>,{},0,FALSE,{}
291402,191,4,2,{50191=8;gold=410000;59000=8},80,1,0,1,727,7,144,8,144,9,101,10,101,<>,{},0,FALSE,{}
291403,191,4,3,{50191=9;gold=480000;59000=9},80,1,0,1,735,7,146,8,146,9,102,10,102,<>,{},0,FALSE,{}
291404,191,4,4,{50191=9;gold=540000;59000=9},80,1,0,1,742,7,147,8,147,9,103,10,103,<0>,{14=300;16=300},0,FALSE,{}
291405,191,4,5,{50191=10;gold=620000;59000=10},80,1,0,1,749,7,149,8,149,9,104,10,104,<>,{},0,FALSE,{}
291406,191,4,6,{50191=10;gold=680000;501=1;59000=10},80,1,0,1,756,7,150,8,150,9,105,10,105,<0>,{91=300},0,FALSE,{}
291407,191,4,7,{50191=11;gold=750000;501=1;59000=11},80,1,0,1,763,7,152,8,152,9,106,10,106,<>,{},0,FALSE,{}
291408,191,4,8,{50191=11;59000=11;230=1;501=1;gold=810000},80,1,0,1,771,7,153,8,153,9,107,10,107,<>,{},79004,FALSE,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140}
291501,191,5,1,{50191=9;gold=530000;59000=9},100,1,0,1,776,7,154,8,154,9,108,10,108,<>,{},0,FALSE,{}
291502,191,5,2,{50191=9;gold=620000;59000=9},100,1,0,1,783,7,156,8,156,9,109,10,109,<>,{},0,FALSE,{}
291503,191,5,3,{50191=10;gold=720000;59000=10},100,1,0,1,791,7,157,8,157,9,110,10,110,<>,{},0,FALSE,{}
291504,191,5,4,{50191=10;gold=810000;59000=10},100,1,0,1,799,7,159,8,159,9,111,10,111,<6;10>,{14=500;16=500},0,FALSE,{}
291505,191,5,5,{502=1;gold=930000;50191=11;501=1;59000=11},100,1,0,1,807,7,160,8,160,9,112,10,112,<>,{},0,FALSE,{}
291506,191,5,6,{502=1;gold=1020000;50191=11;501=1;59000=11},100,1,0,1,814,7,162,8,162,9,113,10,113,<>,{},0,FALSE,{}
291507,191,5,7,{502=1;gold=1130000;50191=12;501=1;59000=12},100,1,0,1,822,7,163,8,163,9,114,10,114,<>,{},0,FALSE,{}
291508,191,5,8,{502=1;200=1;gold=1220000;50191=12;501=1;59000=12},100,1,0,1,830,7,165,8,165,9,115,10,115,<0>,{23=300;22=300},0,FALSE,{}
291601,191,6,1,{50191=10;gold=800000;59000=10},125,1,0,1,831,7,165,8,165,9,116,10,116,<>,{},0,FALSE,{}
291602,191,6,2,{50191=10;gold=930000;59000=10},125,1,0,1,839,7,167,8,167,9,117,10,117,<>,{},0,FALSE,{}
291603,191,6,3,{502=1;gold=1080000;50191=11;501=1;59000=11},125,1,0,1,848,7,168,8,168,9,118,10,118,<>,{},0,FALSE,{}
291604,191,6,4,{502=1;gold=1220000;50191=11;501=1;59000=11},125,1,0,1,856,7,170,8,170,9,119,10,119,<13>,{23=800;22=800},0,FALSE,{}
291605,191,6,5,{502=1;gold=1400000;50191=12;501=1;59000=12},125,1,0,1,864,7,172,8,172,9,120,10,120,<>,{},0,FALSE,{}
291606,191,6,6,{502=1;gold=1530000;50191=12;501=1;59000=12},125,1,0,1,873,7,173,8,173,9,121,10,121,<0>,{13=3%},0,FALSE,{}
291607,191,6,7,{502=2;200=1;gold=1700000;50191=13;501=2;59000=13},125,1,0,1,881,7,175,8,175,9,122,10,122,<>,{},0,FALSE,{}
291608,191,6,8,{502=2;50191=13;gold=1830000;501=2;2152=1;59000=13},125,1,0,1,889,7,177,8,177,9,124,10,124,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4}
291701,191,7,1,{50191=11;gold=1200000;59000=11},150,1,0,1,886,7,176,8,176,9,123,10,123,<>,{},0,FALSE,{}
291702,191,7,2,{50191=11;gold=1400000;59000=11},150,1,0,1,895,7,178,8,178,9,124,10,124,<>,{},0,FALSE,{}
291703,191,7,3,{50191=12;gold=1620000;59000=12},150,1,0,1,904,7,180,8,180,9,126,10,126,<>,{},0,FALSE,{}
291704,191,7,4,{50191=12;gold=1830000;59000=12},150,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{25=300;24=300},0,FALSE,{}
291705,191,7,5,{50191=13;gold=2100000;59000=13},150,1,0,1,922,7,183,8,183,9,128,10,128,<>,{},0,FALSE,{}
291706,191,7,6,{50191=13;gold=2300000;59000=13},150,1,0,1,931,7,185,8,185,9,129,10,129,<>,{},0,FALSE,{}
291707,191,7,7,{50191=14;gold=2550000;59000=14},150,1,0,1,940,7,187,8,187,9,131,10,131,<>,{},0,FALSE,{}
291708,191,7,8,{50191=14;gold=2750000;59000=14},150,1,0,1,948,7,188,8,188,9,132,10,132,<0>,{23=500;22=500},0,FALSE,{}
291801,191,8,1,{50191=12;gold=1800000;59000=12},200,1,0,1,942,7,187,8,187,9,131,10,131,<>,{},0,FALSE,{}
291802,191,8,2,{50191=12;gold=2100000;59000=12},200,1,0,1,951,7,189,8,189,9,132,10,132,<>,{},0,FALSE,{}
291803,191,8,3,{50191=13;gold=2430000;59000=13},200,1,0,1,961,7,191,8,191,9,134,10,134,<>,{},0,FALSE,{}
291804,191,8,4,{50191=13;gold=2750000;59000=13},200,1,0,1,970,7,193,8,193,9,135,10,135,<0>,{14=300;15=300},0,FALSE,{}
291805,191,8,5,{50191=14;gold=3150000;59000=14},200,1,0,1,979,7,194,8,194,9,136,10,136,<>,{},0,FALSE,{}
291806,191,8,6,{50191=14;gold=3450000;59000=14},200,1,0,1,989,7,196,8,196,9,137,10,137,<>,{},0,FALSE,{}
291807,191,8,7,{50191=15;gold=3830000;59000=15},200,1,0,1,998,7,198,8,198,9,139,10,139,<>,{},0,FALSE,{}
291808,191,8,8,{50191=15;gold=4130000;59000=15},200,1,0,1,1008,7,200,8,200,9,140,10,140,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
321101,221,1,1,{50221=3;59001=3;gold=100000},50,1,0,1,731,7,145,8,145,9,102,10,102,<>,{},0,FALSE,{}
321102,221,1,2,{50221=3;59001=3;gold=120000},50,1,0,1,738,7,146,8,146,9,103,10,103,<>,{},0,FALSE,{}
321103,221,1,3,{50221=4;59001=4;gold=140000},50,1,0,1,746,7,148,8,148,9,104,10,104,<>,{},0,FALSE,{}
321104,221,1,4,{50221=4;59001=4;gold=160000},50,1,0,1,753,7,149,8,149,9,105,10,105,<0>,{1=3%},0,FALSE,{}
321105,221,1,5,{50221=5;59001=5;gold=180000},50,1,0,1,760,7,151,8,151,9,106,10,106,<>,{},0,FALSE,{}
321106,221,1,6,{50221=5;59001=5;gold=200000},50,1,0,1,768,7,152,8,152,9,107,10,107,<>,{},0,FALSE,{}
321107,221,1,7,{50221=6;59001=6;gold=220000},50,1,0,1,775,7,154,8,154,9,108,10,108,<>,{},0,FALSE,{}
321108,221,1,8,{gold=240000;50221=6;501=1;59001=6},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{25=300;24=300},0,FALSE,{}
321201,221,2,1,{50221=5;59001=5;gold=150000},60,1,0,1,804,7,160,8,160,9,112,10,112,<>,{},0,FALSE,{}
321202,221,2,2,{50221=5;59001=5;gold=180000},60,1,0,1,812,7,161,8,161,9,113,10,113,<>,{},0,FALSE,{}
321203,221,2,3,{50221=6;59001=6;gold=210000},60,1,0,1,820,7,163,8,163,9,114,10,114,<>,{},0,FALSE,{}
321204,221,2,4,{50221=6;59001=6;gold=240000},60,1,0,1,828,7,164,8,164,9,116,10,116,<0>,{7=3%;8=3%},0,FALSE,{}
321205,221,2,5,{50221=7;59001=7;gold=270000},60,1,0,1,836,7,166,8,166,9,117,10,117,<>,{},0,FALSE,{}
321206,221,2,6,{50221=7;59001=7;gold=300000},60,1,0,1,844,7,167,8,167,9,118,10,118,<>,{},0,FALSE,{}
321207,221,2,7,{gold=330000;50221=8;501=1;59001=8},60,1,0,1,852,7,169,8,169,9,119,10,119,<>,{},0,FALSE,{}
321208,221,2,8,{gold=360000;50221=8;501=1;59001=8},60,1,0,1,860,7,171,8,171,9,120,10,120,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
321301,221,3,1,{50221=6;59001=6;gold=230000},70,1,0,1,877,7,174,8,174,9,122,10,122,<>,{},0,FALSE,{}
321302,221,3,2,{50221=6;59001=6;gold=270000},70,1,0,1,886,7,176,8,176,9,124,10,124,<>,{},0,FALSE,{}
321303,221,3,3,{50221=7;59001=7;gold=320000},70,1,0,1,895,7,177,8,177,9,125,10,125,<>,{},0,FALSE,{}
321304,221,3,4,{50221=7;59001=7;gold=360000},70,1,0,1,904,7,179,8,179,9,126,10,126,<2;12>,{25=500;24=500},0,FALSE,{}
321305,221,3,5,{50221=8;59001=8;gold=410000},70,1,0,1,912,7,181,8,181,9,127,10,127,<>,{},0,FALSE,{}
321306,221,3,6,{gold=450000;50221=8;501=1;59001=8},70,1,0,1,921,7,183,8,183,9,129,10,129,<>,{},0,FALSE,{}
321307,221,3,7,{gold=500000;50221=9;501=1;59001=9},70,1,0,1,930,7,184,8,184,9,130,10,130,<>,{},0,FALSE,{}
321308,221,3,8,{222=1;gold=540000;50221=9;59001=9;501=1},70,1,0,1,939,7,186,8,186,9,131,10,131,<>,{},79002,FALSE,{star=9;goodFeel=150;zawakeStage=208;advance=14}
321401,221,4,1,{50221=8;59001=8;gold=350000},80,1,0,1,950,7,189,8,189,9,133,10,133,<>,{},0,FALSE,{}
321402,221,4,2,{50221=8;59001=8;gold=410000},80,1,0,1,960,7,190,8,190,9,134,10,134,<>,{},0,FALSE,{}
321403,221,4,3,{50221=9;59001=9;gold=480000},80,1,0,1,969,7,192,8,192,9,135,10,135,<>,{},0,FALSE,{}
321404,221,4,4,{50221=9;59001=9;gold=540000},80,1,0,1,979,7,194,8,194,9,137,10,137,<0>,{14=300;16=300},0,FALSE,{}
321405,221,4,5,{50221=10;59001=10;gold=620000},80,1,0,1,988,7,196,8,196,9,138,10,138,<>,{},0,FALSE,{}
321406,221,4,6,{gold=680000;50221=10;501=1;59001=10},80,1,0,1,998,7,198,8,198,9,139,10,139,<0>,{91=300},0,FALSE,{}
321407,221,4,7,{gold=750000;50221=11;501=1;59001=11},80,1,0,1,1007,7,200,8,200,9,141,10,141,<>,{},0,FALSE,{}
321408,221,4,8,{gold=810000;50221=11;59001=11;501=1;232=1},80,1,0,1,1017,7,202,8,202,9,142,10,142,<>,{},79004,FALSE,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140}
321501,221,5,1,{50221=9;59001=9;gold=530000},100,1,0,1,1023,7,203,8,203,9,143,10,143,<>,{},0,FALSE,{}
321502,221,5,2,{50221=9;59001=9;gold=620000},100,1,0,1,1034,7,205,8,205,9,144,10,144,<>,{},0,FALSE,{}
321503,221,5,3,{50221=10;59001=10;gold=720000},100,1,0,1,1044,7,207,8,207,9,146,10,146,<>,{},0,FALSE,{}
321504,221,5,4,{50221=10;59001=10;gold=810000},100,1,0,1,1054,7,209,8,209,9,147,10,147,<6;10>,{14=500;16=500},0,FALSE,{}
321505,221,5,5,{502=1;gold=930000;50221=11;501=1;59001=11},100,1,0,1,1064,7,211,8,211,9,149,10,149,<>,{},0,FALSE,{}
321506,221,5,6,{502=1;gold=1020000;50221=11;501=1;59001=11},100,1,0,1,1075,7,213,8,213,9,150,10,150,<>,{},0,FALSE,{}
321507,221,5,7,{502=1;gold=1130000;50221=12;501=1;59001=12},100,1,0,1,1085,7,215,8,215,9,151,10,151,<>,{},0,FALSE,{}
321508,221,5,8,{502=1;501=1;gold=1220000;50221=12;59001=12;202=1},100,1,0,1,1095,7,217,8,217,9,153,10,153,<0>,{23=300;22=300},0,FALSE,{}
321601,221,6,1,{50221=10;59001=10;gold=800000},125,1,0,1,1097,7,218,8,218,9,153,10,153,<>,{},0,FALSE,{}
321602,221,6,2,{50221=10;59001=10;gold=930000},125,1,0,1,1107,7,220,8,220,9,155,10,155,<>,{},0,FALSE,{}
321603,221,6,3,{502=1;gold=1080000;50221=11;501=1;59001=11},125,1,0,1,1118,7,222,8,222,9,156,10,156,<>,{},0,FALSE,{}
321604,221,6,4,{502=1;gold=1220000;50221=11;501=1;59001=11},125,1,0,1,1129,7,224,8,224,9,158,10,158,<13>,{23=800;22=800},0,FALSE,{}
321605,221,6,5,{502=1;gold=1400000;50221=12;501=1;59001=12},125,1,0,1,1140,7,226,8,226,9,159,10,159,<>,{},0,FALSE,{}
321606,221,6,6,{502=1;gold=1530000;50221=12;501=1;59001=12},125,1,0,1,1151,7,228,8,228,9,161,10,161,<0>,{13=3%},0,FALSE,{}
321607,221,6,7,{502=2;501=2;gold=1700000;50221=13;59001=13;202=1},125,1,0,1,1162,7,231,8,231,9,162,10,162,<>,{},0,FALSE,{}
321608,221,6,8,{502=2;2152=1;gold=1830000;50221=13;59001=13;501=2},125,1,0,1,1173,7,233,8,233,9,164,10,164,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4}
321701,221,7,1,{50221=11;59001=11;gold=1200000},150,1,0,1,1170,7,232,8,232,9,163,10,163,<>,{},0,FALSE,{}
321702,221,7,2,{50221=11;59001=11;gold=1400000},150,1,0,1,1181,7,234,8,234,9,165,10,165,<>,{},0,FALSE,{}
321703,221,7,3,{50221=12;59001=12;gold=1620000},150,1,0,1,1193,7,237,8,237,9,166,10,166,<>,{},0,FALSE,{}
321704,221,7,4,{50221=12;59001=12;gold=1830000},150,1,0,1,1205,7,239,8,239,9,168,10,168,<0>,{25=300;24=300},0,FALSE,{}
321705,221,7,5,{50221=13;59001=13;gold=2100000},150,1,0,1,1216,7,241,8,241,9,170,10,170,<>,{},0,FALSE,{}
321706,221,7,6,{50221=13;59001=13;gold=2300000},150,1,0,1,1228,7,244,8,244,9,171,10,171,<>,{},0,FALSE,{}
321707,221,7,7,{50221=14;59001=14;gold=2550000},150,1,0,1,1240,7,246,8,246,9,173,10,173,<>,{},0,FALSE,{}
321708,221,7,8,{50221=14;59001=14;gold=2750000},150,1,0,1,1251,7,248,8,248,9,175,10,175,<0>,{23=500;22=500},0,FALSE,{}
321801,221,8,1,{50221=12;59001=12;gold=1800000},200,1,0,1,1243,7,247,8,247,9,173,10,173,<>,{},0,FALSE,{}
321802,221,8,2,{50221=12;59001=12;gold=2100000},200,1,0,1,1255,7,249,8,249,9,175,10,175,<>,{},0,FALSE,{}
321803,221,8,3,{50221=13;59001=13;gold=2430000},200,1,0,1,1268,7,251,8,251,9,177,10,177,<>,{},0,FALSE,{}
321804,221,8,4,{50221=13;59001=13;gold=2750000},200,1,0,1,1280,7,254,8,254,9,179,10,179,<0>,{14=300;15=300},0,FALSE,{}
321805,221,8,5,{50221=14;59001=14;gold=3150000},200,1,0,1,1292,7,256,8,256,9,180,10,180,<>,{},0,FALSE,{}
321806,221,8,6,{50221=14;59001=14;gold=3450000},200,1,0,1,1305,7,259,8,259,9,182,10,182,<>,{},0,FALSE,{}
321807,221,8,7,{50221=15;59001=15;gold=3830000},200,1,0,1,1317,7,261,8,261,9,184,10,184,<>,{},0,FALSE,{}
321808,221,8,8,{50221=15;59001=15;gold=4130000},200,1,0,1,1330,7,264,8,264,9,186,10,186,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
331101,231,1,1,{50231=3;gold=100000;59000=3},50,1,0,1,554,7,110,8,110,9,77,10,77,<>,{},0,FALSE,{}
331102,231,1,2,{50231=3;gold=120000;59000=3},50,1,0,1,560,7,111,8,111,9,78,10,78,<>,{},0,FALSE,{}
331103,231,1,3,{50231=4;gold=140000;59000=4},50,1,0,1,565,7,112,8,112,9,79,10,79,<>,{},0,FALSE,{}
331104,231,1,4,{50231=4;gold=160000;59000=4},50,1,0,1,571,7,113,8,113,9,79,10,79,<0>,{1=3%},0,FALSE,{}
331105,231,1,5,{50231=5;gold=180000;59000=5},50,1,0,1,576,7,114,8,114,9,80,10,80,<>,{},0,FALSE,{}
331106,231,1,6,{50231=5;gold=200000;59000=5},50,1,0,1,582,7,116,8,116,9,81,10,81,<>,{},0,FALSE,{}
331107,231,1,7,{50231=6;gold=220000;59000=6},50,1,0,1,587,7,117,8,117,9,82,10,82,<>,{},0,FALSE,{}
331108,231,1,8,{50231=6;gold=240000;501=1;59000=6},50,1,0,1,593,7,118,8,118,9,82,10,82,<0>,{25=300;24=300},0,FALSE,{}
331201,231,2,1,{50231=5;gold=150000;59000=5},60,1,0,1,609,7,121,8,121,9,85,10,85,<>,{},0,FALSE,{}
331202,231,2,2,{50231=5;gold=180000;59000=5},60,1,0,1,615,7,122,8,122,9,86,10,86,<>,{},0,FALSE,{}
331203,231,2,3,{50231=6;gold=210000;59000=6},60,1,0,1,622,7,123,8,123,9,86,10,86,<>,{},0,FALSE,{}
331204,231,2,4,{50231=6;gold=240000;59000=6},60,1,0,1,628,7,125,8,125,9,87,10,87,<0>,{7=3%;8=3%},0,FALSE,{}
331205,231,2,5,{50231=7;gold=270000;59000=7},60,1,0,1,634,7,126,8,126,9,88,10,88,<>,{},0,FALSE,{}
331206,231,2,6,{50231=7;gold=300000;59000=7},60,1,0,1,640,7,127,8,127,9,89,10,89,<>,{},0,FALSE,{}
331207,231,2,7,{50231=8;gold=330000;501=1;59000=8},60,1,0,1,646,7,128,8,128,9,90,10,90,<>,{},0,FALSE,{}
331208,231,2,8,{50231=8;gold=360000;501=1;59000=8},60,1,0,1,652,7,129,8,129,9,91,10,91,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
331301,231,3,1,{50231=6;gold=230000;59000=6},70,1,0,1,665,7,132,8,132,9,92,10,92,<>,{},0,FALSE,{}
331302,231,3,2,{50231=6;gold=270000;59000=6},70,1,0,1,671,7,133,8,133,9,93,10,93,<>,{},0,FALSE,{}
331303,231,3,3,{50231=7;gold=320000;59000=7},70,1,0,1,678,7,135,8,135,9,94,10,94,<>,{},0,FALSE,{}
331304,231,3,4,{50231=7;gold=360000;59000=7},70,1,0,1,685,7,136,8,136,9,95,10,95,<2;12>,{25=500;24=500},0,FALSE,{}
331305,231,3,5,{50231=8;gold=410000;59000=8},70,1,0,1,691,7,137,8,137,9,96,10,96,<>,{},0,FALSE,{}
331306,231,3,6,{50231=8;gold=450000;501=1;59000=8},70,1,0,1,698,7,139,8,139,9,97,10,97,<>,{},0,FALSE,{}
331307,231,3,7,{50231=9;gold=500000;501=1;59000=9},70,1,0,1,705,7,140,8,140,9,98,10,98,<>,{},0,FALSE,{}
331308,231,3,8,{50231=9;gold=540000;59000=9;225=1;501=1},70,1,0,1,711,7,141,8,141,9,99,10,99,<>,{},79002,FALSE,{star=9;goodFeel=150;zawakeStage=208;advance=14}
331401,231,4,1,{50231=8;gold=350000;59000=8},80,1,0,1,720,7,143,8,143,9,100,10,100,<>,{},0,FALSE,{}
331402,231,4,2,{50231=8;gold=410000;59000=8},80,1,0,1,727,7,144,8,144,9,101,10,101,<>,{},0,FALSE,{}
331403,231,4,3,{50231=9;gold=480000;59000=9},80,1,0,1,735,7,146,8,146,9,102,10,102,<>,{},0,FALSE,{}
331404,231,4,4,{50231=9;gold=540000;59000=9},80,1,0,1,742,7,147,8,147,9,103,10,103,<0>,{14=300;16=300},0,FALSE,{}
331405,231,4,5,{50231=10;gold=620000;59000=10},80,1,0,1,749,7,149,8,149,9,104,10,104,<>,{},0,FALSE,{}
331406,231,4,6,{50231=10;gold=680000;501=1;59000=10},80,1,0,1,756,7,150,8,150,9,105,10,105,<0>,{91=300},0,FALSE,{}
331407,231,4,7,{50231=11;gold=750000;501=1;59000=11},80,1,0,1,763,7,152,8,152,9,106,10,106,<>,{},0,FALSE,{}
