变量名,name,name_tw,name_en,name_vn,name_kr,type,classify,attrAdd,stackMax,theme,icon,res,startResScale,attr,interactivityAttr,roleActionDatas,size,touchSize,relSize,startPos,position,quality,currentNum,languages
52049,休闲沙发,休閒沙發,Leisure Couch,Sofo thường,편안한 소파,3,0,{8=380},1,3,city/homeland/home/icon/furniture/img_3shafa01.png,city/homeland/home/item/furniture/img_3shafa01.png,1,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=65;x=15}},{},{width=3;height=2},{off={offHeight=4;offWidth=3};width=3;height=2},{off={offHeight=-0.5;offWidth=1};width=2;height=3},{y=20;x=-160},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52050,沙桶,沙桶,Sand Bucket,Xô cát,모래통,3,2,{7=400},2,3,city/homeland/home/icon/furniture/img_3shuiyong.png,city/homeland/home/item/furniture/img_3shuiyong.png,1.2,{flip=true},{},{},{width=1;height=2},{off={offHeight=1;offWidth=1};width=1;height=2},{off={offHeight=1;offWidth=1};width=1;height=2},{y=20;x=-65},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52051,水蓝躺椅,水藍躺椅,Blue Lounge,Ghế nằm xanh,푸른색 침대식 의자,3,1,{8=145},2,3,city/homeland/home/icon/furniture/img_3tangyi01.png,city/homeland/home/item/furniture/img_3tangyi01.png,1,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=50;x=-25}},{},{width=2;height=3},{off={offHeight=0;offWidth=0};width=2;height=3},{off={offHeight=-0.5;offWidth=1};width=2;height=3},{y=14;x=-133},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52052,玫红躺椅,玫紅躺椅,Rosy Lounge,Ghế nằm đỏ,붉은 장미 침대식 의자,3,2,{1=3950},2,3,city/homeland/home/icon/furniture/img_3tangyi02.png,city/homeland/home/item/furniture/img_3tangyi02.png,1,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=51;x=-25}},{},{width=2;height=3},{off={offHeight=2;offWidth=3};width=2;height=3},{off={offHeight=-0.5;offWidth=1};width=2;height=3},{y=15;x=-120},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52053,西瓜躺椅,西瓜躺椅,Watermelon Lounge,Ghế nằm dưa hấu,수박 침대식 의자,3,0,{1=4150},2,3,city/homeland/home/icon/furniture/img_3tangyi03.png,city/homeland/home/item/furniture/img_3tangyi03.png,1,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=48;x=-20}},{},{width=2;height=3},{off={offHeight=2;offWidth=3};width=2;height=3},{off={offHeight=-0.5;offWidth=1};width=2;height=3},{y=15;x=-120},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52054,救生圈,救生圈,Life Buoy,Phao cứu sinh,구명 튜브,3,2,{1=4940},1,3,city/homeland/home/icon/furniture/img_3yongquan01.png,city/homeland/home/item/furniture/img_3yongquan01.png,1.1,{flip=true},{},{},{width=2;height=2},{off={offHeight=0;offWidth=0};width=1.5;height=1.5},{off={offHeight=0;offWidth=0};width=1.5;height=1.5},{y=24;x=-70},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52055,明黄泳圈,明黃泳圈,Spry Life Buoy,Phao vàng,노란색 튜브,3,1,{1=5775},1,3,city/homeland/home/icon/furniture/img_3yongquan02.png,city/homeland/home/item/furniture/img_3yongquan02.png,1.1,{flip=true},{},{},{width=2;height=2},{off={offHeight=0;offWidth=0};width=1.5;height=1.5},{off={offHeight=0;offWidth=0};width=1.5;height=1.5},{y=24;x=-70},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52056,友谊小船,友誼小船,Friendship Boat,Thuyền tình bạn,우정의 배,3,2,{7=760},1,3,city/homeland/home/icon/furniture/img_3zaopen01.png,home/zaopen.json,1,{interactivityTime=300;flip=true;interactivity=true},{off={y=100;x=85};interactivityName=standby_loop;clip=true;interactFurnName=kaiqi_loop},{},{width=5;height=6},{off={offHeight=0;offWidth=0};width=5;height=6},{off={offHeight=0;offWidth=0};width=5;height=6},{y=200;x=40},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52057,休闲餐桌,休閒餐桌,Casual Table,Bàn ăn thường,릴렉스 식탁,3,0,{7=720},1,3,city/homeland/home/icon/furniture/img_3zhuozi01.png,city/homeland/home/item/furniture/img_3zhuozi01.png,1,{flip=true},{},{},{width=2;height=1},{off={offHeight=2;offWidth=2};width=2;height=1},{off={offHeight=1;offWidth=2};width=2;height=1},{y=20;x=-150},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52058,雪橇大床,雪橇大床,Sleigh Bed,Giường Xe Tuyết,눈썰매 침대,3,2,{1=6080},1,4,city/homeland/home/icon/furniture/icon_bed.png,city/homeland/home/item/furniture/img_bed.png,1,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=70;x=15}},{},{width=4;height=3},{off={offHeight=2;offWidth=2};width=4;height=3},{off={offHeight=2;offWidth=2};width=3;height=3},{y=15;x=-255},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52059,墨绿方垫,墨綠方墊,Jesper Cusion,Đệm Xanh Đen,초록색 쿠션,3,0,{1=1795},3,4,city/homeland/home/icon/furniture/icon_dianzi.png,city/homeland/home/item/furniture/img_dianzi.png,0.7,{interactivityTime=300;flip=true;interactivity=true},{interactivityName=sleep_loop;off={y=42;x=-10}},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=0;offWidth=0};width=1;height=1},{y=6;x=-70},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52060,圣诞地毯,聖誕地毯,Christmas Carpet,Thảm Noel,크리스마스 카펫,3,1,{8=170},1,4,city/homeland/home/icon/furniture/icon_ditan.png,city/homeland/home/item/furniture/img_ditan.png,2,{walk=true;flip=true},{},{},{width=4;height=2},{off={offHeight=0;offWidth=0};width=4;height=2},{off={offHeight=1;offWidth=2};width=3;height=1},{y=30;x=-247},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52061,床头柜,床頭櫃,Bedside Table,Tủ Đầu Giường,침대 머릿장,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_guizi.png,city/homeland/home/item/furniture/img_guizi.png,0.9,{flip=true},{},{},{width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{y=5;x=-60},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52062,一品红,一品紅,Poinsettia,Nhất Phẩm Hồng,일품홍,3,0,{8=85},3,4,city/homeland/home/icon/furniture/icon_huapen1.png,city/homeland/home/item/furniture/img_huapen1.png,1.1,{flip=true},{},{},{width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{y=12;x=-55},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52063,小饰品,小飾品,Decoration,Sức Phẩm Nhỏ,장신 악세서리,3,1,{7=175},4,4,city/homeland/home/icon/furniture/icon_huapen2.png,city/homeland/home/item/furniture/img_huapen2.png,1.1,{flip=true},{},{},{width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{y=13;x=-38},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52064,鲜花盆景,鮮花盆景,Flower Minigarden,Cây Cảnh Hoa Tươi,화분,3,2,{7=215},4,4,city/homeland/home/icon/furniture/icon_huapen3.png,city/homeland/home/item/furniture/img_huapen3.png,1,{flip=true},{},{},{width=3;height=1},{off={offHeight=2;offWidth=2};width=2;height=1},{off={offHeight=2;offWidth=2};width=2;height=1.5},{y=6;x=-232},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52065,摆架,擺架,Shelf,Giá Để,전시대,3,0,{7=585},1,4,city/homeland/home/icon/furniture/icon_jiazi.png,city/homeland/home/item/furniture/img_jiazi.png,1,{flip=true},{},{},{width=1;height=2},{off={offHeight=2;offWidth=2};width=1;height=2},{off={offHeight=1;offWidth=2};width=2;height=2},{y=2;x=-55},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52066,圣诞礼物,聖誕禮物,Christmas Gifts,Quà Noel,크리스마스 선물,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_lihe.png,city/homeland/home/item/furniture/img_lihe.png,1.6,{flip=true},{},{},{width=2;height=3},{off={offHeight=2;offWidth=2};width=1;height=2},{off={offHeight=2;offWidth=2};width=1;height=2},{y=12;x=-90},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52067,浅色驯鹿,淺色馴鹿,Reindeer,Tuần Lộc Màu Nhạt,얕은 색 순록,3,2,{1=3210},2,4,city/homeland/home/icon/furniture/icon_lu1.png,city/homeland/home/item/furniture/img_lu1.png,0.9,{flip=true},{},{},{width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=2},{off={offHeight=2;offWidth=2};width=1;height=2},{y=5;x=-65},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52068,深色驯鹿,深色馴鹿,Dark Reindeer,Tuần Lộc Màu Đậm,짙은 색 순록,3,0,{1=3370},2,4,city/homeland/home/icon/furniture/icon_lu2.png,city/homeland/home/item/furniture/img_lu2.png,0.9,{flip=true},{},{},{width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=2},{off={offHeight=2;offWidth=2};width=1;height=2},{y=5;x=-65},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52069,落地灯,落地燈,Floor-Lamp,Đèn Để Sàn,플로어 등,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_luodideng1.png,city/homeland/home/item/furniture/img_luodideng1.png,1.15,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=3},{y=20;x=-45},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52070,圣诞地灯,聖誕地燈,Christmas  Floor-Lamp,Đèn Noel,크리스마스 플로어 등,3,0,{8=125},2,4,city/homeland/home/icon/furniture/icon_luodideng2.png,city/homeland/home/item/furniture/img_luodideng2.png,1.15,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=3},{y=17;x=-50},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52071,木马,木馬,Hobbyhorse,Ngựa Gỗ,목마,3,1,{8=220},1,4,city/homeland/home/icon/furniture/icon_muma.png,city/homeland/home/item/furniture/img_muma.png,1,{flip=true},{},{},{width=2;height=1},{off={offHeight=2;offWidth=2};width=2;height=2},{off={offHeight=2;offWidth=2};width=2;height=2},{y=14;x=-133},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52072,圣诞屏风,聖誕屏風,Christmas Screen,Bình Phong Noel,크리스마스 병풍,3,0,{7=470},2,4,city/homeland/home/icon/furniture/icon_pingfeng.png,city/homeland/home/item/furniture/img_pingfeng.png,1.1,{flip=true},{},{},{width=1;height=4},{off={offHeight=2;offWidth=2};width=3;height=4},{off={offHeight=2;offWidth=2};width=1;height=4},{y=15;x=-53},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52073,聚会沙发,聚會沙發,Party Sofa,Sofa Tụ Tập,파티 소파,3,2,{7=620},1,4,city/homeland/home/icon/furniture/icon_shafa1.png,city/homeland/home/item/furniture/img_shafa1.png,1.2,{flip=true},{},{},{width=3;height=2},{off={offHeight=2;offWidth=2};width=3;height=2},{off={offHeight=2;offWidth=2};width=3;height=2},{y=2;x=-232},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52074,二手沙发,二手沙發,Second-Hand Sofa,Sofa Cũ,중고 소파,3,1,{7=325},2,4,city/homeland/home/icon/furniture/icon_shafa2.png,city/homeland/home/item/furniture/img_shafa2.png,1,{flip=true},{},{},{width=2;height=2},{off={offHeight=2;offWidth=2};width=2;height=2},{off={offHeight=2;offWidth=2};width=2;height=2},{y=10;x=-120},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52075,圣诞书架,聖誕書架,Christmas Bookcase,Kệ Sách Noel,크리스마스 책장,3,0,{1=5185},1,4,city/homeland/home/icon/furniture/icon_shujia.png,city/homeland/home/item/furniture/img_shujia.png,1,{flip=true},{},{},{width=1;height=2},{off={offHeight=2;offWidth=2};width=1;height=3},{off={offHeight=2;offWidth=2};width=1;height=3},{y=24;x=-63},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52076,乐高熊仔,樂高熊仔,Lego Bear,Gấu Con Lego,레고 곰돌이,3,2,{1=3800},1,4,city/homeland/home/icon/furniture/icon_toy01.png,city/homeland/home/item/furniture/img_toy01.png,0.9,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1.5;height=1.5},{y=4;x=-50},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52077,乐高熊猫,樂高熊貓,Lego Panda,Gấu Trúc Lego,레고 판다,3,0,{8=190},1,4,city/homeland/home/icon/furniture/icon_toy02.png,city/homeland/home/item/furniture/img_toy02.png,0.9,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1.5;height=1.5},{y=6;x=-50},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52078,玩具火车,玩具火車,Toy Train,Xe Lửa Đồ Chơi,장난감 기차,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_toy03.png,city/homeland/home/item/furniture/img_toy03.png,1.2,{flip=true},{},{},{width=4;height=4},{off={offHeight=2;offWidth=2};width=3;height=3},{off={offHeight=2;offWidth=2};width=3;height=3},{y=50;x=-223},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52079,PS Xmax,PS Xmax,Ps Xmax,PS Xmax,PS Xmax,3,1,{8=275},1,4,city/homeland/home/icon/furniture/icon_tv.png,city/homeland/home/item/furniture/img_tv.png,0.75,{flip=true},{},{},{width=3;height=1},{off={offHeight=2;offWidth=2};width=3;height=1},{off={offHeight=2;offWidth=2};width=3;height=1},{y=20;x=-187},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52080,圣诞浴缸,聖誕浴缸,Christmas Bathtub,Bồn Tắm Noel,크리스마스 욕조,3,2,{8=290},1,4,city/homeland/home/icon/furniture/icon_yupen.png,home/christub.json,1,{interactivityTime=300;flip=true;interactivity=true},{off={y=80;x=-35};interactivityName=standby_loop;clip=true;interactFurnName=kaiqi_loop},{},{width=4;height=3},{off={offHeight=2;offWidth=2};width=4;height=3},{off={offHeight=2;offWidth=2};width=4;height=3},{y=114;x=-65},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52081,纪念小桌,紀念小桌,Souvenir Table,Bàn Kỉ Niệm,기념용 테이블,3,1,{7=500},1,4,city/homeland/home/icon/furniture/icon_zhuozi1.png,city/homeland/home/item/furniture/img_zhuozi1.png,1,{flip=true},{},{},{width=3;height=2},{off={offHeight=2;offWidth=2};width=2;height=2},{off={offHeight=2;offWidth=2};width=2;height=2},{y=10;x=-182},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52082,备用餐桌,備用餐桌,Standby Table,Bàn Ăn Dự Bị,예비용 식탁,3,2,{7=475},1,4,city/homeland/home/icon/furniture/icon_zhuozi2.png,city/homeland/home/item/furniture/img_zhuozi2.png,1,{flip=true},{},{},{width=4;height=3},{off={offHeight=2;offWidth=2};width=4;height=3},{off={offHeight=2;offWidth=2};width=4;height=3},{y=25;x=-279},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52083,圣诞树,聖誕樹,Christmas Tree,Cây Noel,크리스마스 트리,3,2,{1=7600},1,4,city/homeland/home/icon/furniture/icon_tree.png,home/tree.json,1,{flip=true},{},{},{width=3;height=3},{off={offHeight=2;offWidth=2};width=3;height=3},{off={offHeight=2;offWidth=2};width=3;height=3},{y=-10;x=0},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52084,吧台椅子,吧台椅子,Christmas bar,Ghế Bar,바텐더 의자,3,0,{8=300},2,4,city/homeland/home/icon/furniture/2019_1.png,city/homeland/home/item/furniture/2019_1.png,1.15,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{y=17;x=-50},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52085,圣诞吧台,聖誕吧台,Bar Chair,Bar Noel,크리스마스 바텐더,3,2,{7=480},1,4,city/homeland/home/icon/furniture/2019_2.png,city/homeland/home/item/furniture/2019_2.png,1,{flip=true},{},{},{width=1;height=4},{off={offHeight=2;offWidth=2};width=1;height=4},{off={offHeight=1;offWidth=2};width=1;height=4},{y=2;x=-55},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52086,圣诞餐桌,聖誕餐桌,Christmas Table,Bàn Ăn Noel,크리스마스 식탁,3,1,{7=585},1,4,city/homeland/home/icon/furniture/2019_3.png,city/homeland/home/item/furniture/2019_3.png,1,{flip=true},{},{},{width=2;height=4},{off={offHeight=2;offWidth=2};width=2;height=4},{off={offHeight=1;offWidth=2};width=2;height=4},{y=-15;x=-155},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52087,圣诞椅子,聖誕椅子,Christmas Chair,Ghế Noel,크리스마스 의자,3,0,{8=320},2,4,city/homeland/home/icon/furniture/2019_4.png,city/homeland/home/item/furniture/2019_4.png,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=4;height=1},{y=-32;x=-50},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52088,宠物坐垫,寵物坐墊,Pet Cushion,Lót Ngồi Pet,애완동물 방석,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_5.png,city/homeland/home/item/furniture/2019_5.png,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=1},{y=10;x=-70},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52089,圣诞衣架,聖誕衣架,Christmas Hanger,Kệ Áo Noel,크리스마스 옷걸이,3,1,{8=300},2,4,city/homeland/home/icon/furniture/2019_6.png,city/homeland/home/item/furniture/2019_6.png,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=3;offWidth=3};width=1;height=1},{off={offHeight=2;offWidth=2};width=1;height=3},{y=-10;x=-70},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52090,卡通床,卡通床,Cartoon Bed,Giường Cartoon,카툰 침대,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_7.png,city/homeland/home/item/furniture/2019_7.png,0.75,{flip=true},{},{},{width=3;height=2},{off={offHeight=2;offWidth=2};width=3;height=2},{off={offHeight=2;offWidth=2};width=3;height=2},{y=0;x=-240},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
52091,圣诞新壁炉,聖誕新壁爐,Christmas New Fireplace,Lò Sưởi Noel Mới,새로운 크리스마스 벽난로,3,0,{7=585},1,4,city/homeland/home/icon/furniture/2019_8.png,city/homeland/home/item/furniture/2019_8.png,1.1,{flip=true},{},{},{width=1;height=3},{off={offHeight=2;offWidth=2};width=3;height=3},{off={offHeight=2;offWidth=2};width=1;height=3},{y=0;x=-100},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53001,身高尺,身高尺,Height Ruler,Thước đo chiều cao,신장,4,1,{7=650},1,2,city/homeland/home/icon/wall_painting/chi.png,city/homeland/home/item/wall_painting/chi.png,1,{right=true;flip=true},{},{},{width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=3},{y=50;x=-85},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53002,白色木门,白色木門,White Wooden Door,Cửa gỗ trắng,하얀색 나무문,4,0,{1=3990},1,2,city/homeland/home/icon/wall_painting/door.png,city/homeland/home/item/wall_painting/door.png,1,{right=true;flip=false},{},{},{width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{y=10;x=-160},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53003,钥匙挂件,鑰匙掛件,Key Pendant,Móc chìa khóa,열쇠 걸이,4,2,{8=150},2,2,city/homeland/home/icon/wall_painting/guajian.png,city/homeland/home/item/wall_painting/guajian.png,1,{right=true;flip=true},{},{},{width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=1},{y=180;x=-140},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53004,白色木窗,白色木窗,White Wooden Window,Cửa sổ trắng,하얀색 나무창문,4,1,{1=3610},1,2,city/homeland/home/icon/wall_painting/chuang.png,city/homeland/home/item/wall_painting/chuang.png,1,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=2.8;height=2.8},{y=85;x=-250},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53005,日式拉门·大,日式拉門·大,Japanese Slide Door·L,Cửa trượt kiểu Nhật - lớn,일식 미닫이문·대,4,1,{7=800},1,1,city/homeland/home/icon/wall_painting/door1.png,city/homeland/home/item/wall_painting/door1.png,1,{right=true},{},{},{width=5;height=5},{off={offHeight=0;offWidth=0};width=5;height=5},{off={offHeight=0;offWidth=0};width=5;height=5},{y=0;x=-400},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53006,壁灯,壁燈,Wall Lamp,Đèn tường,벽등,4,0,{8=85},4,2,city/homeland/home/icon/wall_painting/light.png,city/homeland/home/item/wall_painting/light.png,1,{left=true;flip=true},{},{},{width=1;height=5},{off={offHeight=-4;offWidth=0};width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=1},{y=180;x=-70},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53007,相框墙,相框牆,Photo Frame Wall,Tường treo ảnh,액자벽,4,1,{1=2110},3,2,city/homeland/home/icon/wall_painting/picture.png,city/homeland/home/item/wall_painting/picture.png,1,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=1},{y=170;x=-230},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53008,窗外桃花,窗外桃花,Spring Scenery Window,Hoa đào ngoài cửa sổ,창밖의 복숭아꽃,4,2,{1=2470},2,1,city/homeland/home/icon/wall_painting/chuang1.png,city/homeland/home/item/wall_painting/chuang1.png,1,{left=true;flip=true},{},{},{width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=5},{off={offHeight=0;offWidth=0};width=3.8;height=3},{y=80;x=-315},5,5,TRUE,<cn;tw;en;en_zd;vn;kr;th>
53009,日式拉门·小,日式拉門·小,Japanese Slide Door·S,Cửa trượt kiểu Nhật - nhỏ,일식 미닫이문·소,4,-1,{8=45},2,1,city/homeland/home/icon/wall_painting/door2.png,city/homeland/home/item/wall_painting/door2.png,1,{right=true},{},{},{width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=5},{y=5;x=-310},5,5,TRUE,<cn;tw;en;en_zd;vn;kr;th>
53010,内嵌摆台,內嵌擺台,Nested Table,Đồ trưng bày khảm chìm,내장형 전시대,4,2,{7=950},1,1,city/homeland/home/icon/wall_painting/neiqian.png,city/homeland/home/item/wall_painting/neiqian.png,1,{right=true;flip=true},{},{},{width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=5},{off={offHeight=0;offWidth=0};width=3.6;height=3},{y=85;x=-310},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53011,腊梅水墨画,臘梅水墨畫,Ink Painting,Tranh thủy mặc hoa Mai,매화 수묵화,4,2,{1=1140},5,1,city/homeland/home/icon/wall_painting/zihua.png,city/homeland/home/item/wall_painting/zihua.png,1,{right=true;flip=true},{},{},{width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=2.2},{y=90;x=-70},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53012,挂扇,掛扇,Wall Fan,Quạt treo tường,벽걸이 선풍기,4,2,{1=1825},5,1,city/homeland/home/icon/wall_painting/shanzi.png,city/homeland/home/item/wall_painting/shanzi.png,1,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=2},{y=170;x=-210},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53013,相框墙饰,相框牆飾,Photo Frame,Khung ảnh treo tường,액자벽 장식,4,2,{7=280},3,1,city/homeland/home/icon/wall_painting/bihua.png,city/homeland/home/item/wall_painting/bihua.png,1,{left=true;flip=true},{},{},{width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=1},{y=150;x=-80},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53014,落地海景窗,落地海景窗,French Sea-View Windows,Cửa sổ sát sàn,플로어 바다 풍경 창문,4,1,{1=7220},1,3,city/homeland/home/icon/wall_painting/img_3damen.png,city/homeland/home/item/wall_painting/img_3damen.png,1,{right=true;flip=true},{},{},{width=6;height=5},{off={offHeight=0;offWidth=0};width=5;height=5},{off={offHeight=0;offWidth=0};width=5;height=4},{y=5;x=-475},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53015,床头小物,床頭小物,Bedside Gadget,Đồ trang trí đầu giường,침대 머리의 물건,4,0,{1=3370},2,3,city/homeland/home/icon/wall_painting/img_3guajian01.png,city/homeland/home/item/wall_painting/img_3guajian01.png,1,{right=true;flip=true},{},{},{width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=1},{y=200;x=-177},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53016,沙堡冠军照,沙堡冠軍照,Champion Photo,Ảnh quán quân lâu đài cát,모래성 우승 사진,4,1,{7=1000},1,3,city/homeland/home/icon/wall_painting/img_3guajian02.png,city/homeland/home/item/wall_painting/img_3guajian02.png,1,{right=true;flip=true},{},{},{width=4;height=5},{off={offHeight=3;offWidth=0};width=2;height=5},{off={offHeight=3;offWidth=0};width=2;height=2},{y=170;x=-325},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53017,海军救生圈,海軍救生圈,Naval Life Buoy,Phao cứu sinh hải quân,해군 구명 튜브,4,2,{8=185},2,3,city/homeland/home/icon/wall_painting/img_3guajian03.png,city/homeland/home/item/wall_painting/img_3guajian03.png,1.2,{left=true;flip=true},{},{},{width=2;height=5},{off={offHeight=3;offWidth=0};width=2;height=5},{off={offHeight=3;offWidth=0};width=2;height=2},{y=140;x=-137},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53018,海景大窗,海景大窗,Sea-View Window·L,Cửa sổ lớn cảnh biển,바다 풍경 큰 창문,4,1,{8=275},1,3,city/homeland/home/icon/wall_painting/img_3xiaomen.png,city/homeland/home/item/wall_painting/img_3xiaomen.png,1,{left=true;flip=true},{},{},{width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=5},{off={offHeight=0;offWidth=0};width=4;height=4},{y=0;x=-320},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
