变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60431,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60432,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60433,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60434,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60435,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60436,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_2.png,4,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60441,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60442,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60443,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60444,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60445,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60446,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_3.png,4,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60451,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60452,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60453,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60454,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60455,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60456,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_4.png,4,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60461,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60462,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60463,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60464,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60465,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60466,龟甲,龜甲,Tortoise Shell,Mai Rùa,거북 등껍질,casco de tartaruga,กระดองเต่า,config/chip/icon_fy_1_5.png,4,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60521,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60522,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60523,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60524,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60525,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60526,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_1.png,5,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60531,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60532,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60533,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60534,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60535,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60536,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_2.png,5,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60541,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60542,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60543,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60544,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60545,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60546,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_3.png,5,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60551,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60552,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60553,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60554,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60555,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60556,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_4.png,5,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60561,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60562,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60563,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60564,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60565,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60566,拳盾,拳盾,Fist shield,Khiên Quyền,주먹 방패,Escudo de punho,โล่หมัด,config/chip/icon_fy_2_5.png,5,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60621,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60622,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60623,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60624,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60625,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60626,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_1.png,6,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60631,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60632,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60633,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60634,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60635,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60636,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_2.png,6,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60641,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60642,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60643,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60644,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60645,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60646,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_3.png,6,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60651,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60652,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60653,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60654,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60655,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60656,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_4.png,6,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60661,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60662,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60663,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60664,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60665,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60666,蛇灵,蛇靈,Snake Soul,Hồn Rắn,뱀의 영혼,Alma de cobra,วิญญาณงู,config/chip/icon_fy_3_5.png,6,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60721,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60722,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60723,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60724,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60725,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60726,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_1.png,7,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60731,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60732,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60733,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60734,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60735,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60736,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_2.png,7,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60741,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60742,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60743,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60744,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60745,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60746,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_3.png,7,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60751,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60752,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
