变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
908,30757060,1000,1,0,0,0,790228,790228,237068,237068,0,0,35712,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
909,30854330,1000,1,0,0,0,792719,792719,237815,237815,0,0,35827,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
910,30951600,1000,1,0,0,0,795209,795209,238563,238563,0,0,35941,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
911,31048870,1000,1,0,0,0,797700,797700,239310,239310,0,0,36056,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
912,31147167,1000,1,0,0,0,800190,800190,240058,240058,0,0,36172,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
913,31245464,1000,1,0,0,0,802707,802707,240813,240813,0,0,36288,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
914,31343761,1000,1,0,0,0,805223,805223,241568,241568,0,0,36403,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
915,31442058,1000,1,0,0,0,807740,807740,242323,242323,0,0,36519,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
916,31540355,1000,1,0,0,0,810256,810256,243078,243078,0,0,36635,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
917,31639684,1000,1,0,0,0,812773,812773,243833,243833,0,0,36752,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
918,31739013,1000,1,0,0,0,815316,815316,244596,244596,0,0,36869,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
919,31838342,1000,1,0,0,0,817859,817859,245359,245359,0,0,36986,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
920,31937671,1000,1,0,0,0,820402,820402,246122,246122,0,0,37103,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
921,32037000,1000,1,0,0,0,822945,822945,246885,246885,0,0,37220,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
922,32137367,1000,1,0,0,0,825488,825488,247648,247648,0,0,37338,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
923,32237734,1000,1,0,0,0,828058,828058,248418,248418,0,0,37456,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
924,32338101,1000,1,0,0,0,830628,830628,249189,249189,0,0,37575,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
925,32438468,1000,1,0,0,0,833198,833198,249959,249959,0,0,37693,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
926,32538835,1000,1,0,0,0,835768,835768,250730,250730,0,0,37811,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
927,32640246,1000,1,0,0,0,838338,838338,251500,251500,0,0,37931,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
928,32741657,1000,1,0,0,0,840934,840934,252279,252279,0,0,38050,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
929,32843068,1000,1,0,0,0,843531,843531,253058,253058,0,0,38170,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
930,32944479,1000,1,0,0,0,846127,846127,253837,253837,0,0,38289,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
931,33045890,1000,1,0,0,0,848724,848724,254616,254616,0,0,38409,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
932,33148350,1000,1,0,0,0,851320,851320,255395,255395,0,0,38530,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
933,33250810,1000,1,0,0,0,853943,853943,256182,256182,0,0,38651,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
934,33353270,1000,1,0,0,0,856566,856566,256969,256969,0,0,38771,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
935,33455730,1000,1,0,0,0,859189,859189,257756,257756,0,0,38892,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
936,33558190,1000,1,0,0,0,861812,861812,258543,258543,0,0,39013,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
937,33661704,1000,1,0,0,0,864435,864435,259330,259330,0,0,39135,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,33765218,1000,1,0,0,0,867086,867086,260126,260126,0,0,39257,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
939,33868732,1000,1,0,0,0,869736,869736,260921,260921,0,0,39379,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
940,33972246,1000,1,0,0,0,872387,872387,261717,261717,0,0,39501,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
941,34075760,1000,1,0,0,0,875037,875037,262512,262512,0,0,39623,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
942,34180333,1000,1,0,0,0,877688,877688,263308,263308,0,0,39746,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
943,34284906,1000,1,0,0,0,880365,880365,264111,264111,0,0,39870,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
944,34389479,1000,1,0,0,0,883043,883043,264914,264914,0,0,39993,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
945,34494052,1000,1,0,0,0,885720,885720,265717,265717,0,0,40117,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
946,34598625,1000,1,0,0,0,888398,888398,266520,266520,0,0,40240,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
947,34704263,1000,1,0,0,0,891075,891075,267323,267323,0,0,40365,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
948,34809901,1000,1,0,0,0,893780,893780,268134,268134,0,0,40489,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
949,34915539,1000,1,0,0,0,896485,896485,268946,268946,0,0,40614,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
950,35021177,1000,1,0,0,0,899190,899190,269757,269757,0,0,40738,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
951,35126815,1000,1,0,0,0,901895,901895,270569,270569,0,0,40863,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
952,35233524,1000,1,0,0,0,904600,904600,271380,271380,0,0,40989,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
953,35340233,1000,1,0,0,0,907332,907332,272200,272200,0,0,41115,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
954,35446942,1000,1,0,0,0,910064,910064,273019,273019,0,0,41241,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
955,35553651,1000,1,0,0,0,912796,912796,273839,273839,0,0,41367,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
956,35660360,1000,1,0,0,0,915528,915528,274658,274658,0,0,41493,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
957,35768145,1000,1,0,0,0,918260,918260,275478,275478,0,0,41620,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
958,35875930,1000,1,0,0,0,921020,921020,276306,276306,0,0,41747,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
959,35983715,1000,1,0,0,0,923780,923780,277134,277134,0,0,41875,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
960,36091500,1000,1,0,0,0,926540,926540,277962,277962,0,0,42002,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
961,36199285,1000,1,0,0,0,929300,929300,278790,278790,0,0,42129,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
962,36308151,1000,1,0,0,0,932060,932060,279618,279618,0,0,42258,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
963,36417017,1000,1,0,0,0,934848,934848,280454,280454,0,0,42386,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
964,36525883,1000,1,0,0,0,937635,937635,281291,281291,0,0,42515,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
965,36634749,1000,1,0,0,0,940423,940423,282127,282127,0,0,42643,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
966,36743615,1000,1,0,0,0,943210,943210,282964,282964,0,0,42772,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
967,36853567,1000,1,0,0,0,945998,945998,283800,283800,0,0,42902,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968,36963519,1000,1,0,0,0,948813,948813,284645,284645,0,0,43032,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
969,37073471,1000,1,0,0,0,951629,951629,285489,285489,0,0,43161,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
970,37183423,1000,1,0,0,0,954444,954444,286334,286334,0,0,43291,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
971,37293375,1000,1,0,0,0,957260,957260,287178,287178,0,0,43421,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
972,37404419,1000,1,0,0,0,960075,960075,288023,288023,0,0,43552,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
973,37515463,1000,1,0,0,0,962919,962919,288876,288876,0,0,43683,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
974,37626507,1000,1,0,0,0,965762,965762,289729,289729,0,0,43815,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
975,37737551,1000,1,0,0,0,968606,968606,290582,290582,0,0,43946,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
976,37848595,1000,1,0,0,0,971449,971449,291435,291435,0,0,44077,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
977,37960737,1000,1,0,0,0,974293,974293,292288,292288,0,0,44209,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
978,38072879,1000,1,0,0,0,977164,977164,293149,293149,0,0,44342,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,38185021,1000,1,0,0,0,980036,980036,294011,294011,0,0,44474,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
980,38297163,1000,1,0,0,0,982907,982907,294872,294872,0,0,44607,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,38409305,1000,1,0,0,0,985779,985779,295734,295734,0,0,44739,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
982,38522550,1000,1,0,0,0,988650,988650,296595,296595,0,0,44873,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
983,38635795,1000,1,0,0,0,991550,991550,297465,297465,0,0,45007,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
984,38749040,1000,1,0,0,0,994449,994449,298335,298335,0,0,45140,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
985,38862285,1000,1,0,0,0,997349,997349,299205,299205,0,0,45274,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
986,38975530,1000,1,0,0,0,1000248,1000248,300075,300075,0,0,45408,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
987,39089883,1000,1,0,0,0,1003148,1003148,300945,300945,0,0,45543,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
988,39204236,1000,1,0,0,0,1006076,1006076,301824,301824,0,0,45678,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
989,39318589,1000,1,0,0,0,1009004,1009004,302702,302702,0,0,45814,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
990,39432942,1000,1,0,0,0,1011932,1011932,303581,303581,0,0,45949,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
991,39547295,1000,1,0,0,0,1014860,1014860,304459,304459,0,0,46084,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
992,39662761,1000,1,0,0,0,1017788,1017788,305338,305338,0,0,46220,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
993,39778227,1000,1,0,0,0,1020745,1020745,306225,306225,0,0,46357,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
994,39893693,1000,1,0,0,0,1023702,1023702,307112,307112,0,0,46493,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
995,40009159,1000,1,0,0,0,1026659,1026659,307999,307999,0,0,46630,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
996,40124625,1000,1,0,0,0,1029616,1029616,308886,308886,0,0,46766,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
997,40241210,1000,1,0,0,0,1032573,1032573,309773,309773,0,0,46904,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
998,40357795,1000,1,0,0,0,1035558,1035558,310668,310668,0,0,47042,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
999,40474380,1000,1,0,0,0,1038544,1038544,311564,311564,0,0,47179,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000,40590965,1000,1,0,0,0,1041529,1041529,312459,312459,0,0,47317,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1001,40707550,1000,1,0,0,0,1044515,1044515,313355,313355,0,0,47455,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002,40825260,1000,1,0,0,0,1047500,1047500,314250,314250,0,0,47594,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1003,40942970,1000,1,0,0,0,1050514,1050514,315155,315155,0,0,47733,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,41060680,1000,1,0,0,0,1053528,1053528,316059,316059,0,0,47873,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1005,41178390,1000,1,0,0,0,1056542,1056542,316964,316964,0,0,48012,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1006,41296100,1000,1,0,0,0,1059556,1059556,317868,317868,0,0,48151,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1007,41414940,1000,1,0,0,0,1062570,1062570,318773,318773,0,0,48292,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1008,41533780,1000,1,0,0,0,1065614,1065614,319685,319685,0,0,48432,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1009,41652620,1000,1,0,0,0,1068657,1068657,320598,320598,0,0,48573,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1010,41771460,1000,1,0,0,0,1071701,1071701,321510,321510,0,0,48713,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1011,41890300,1000,1,0,0,0,1074744,1074744,322423,322423,0,0,48854,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1012,42010275,1000,1,0,0,0,1077788,1077788,323335,323335,0,0,48996,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1013,42130250,1000,1,0,0,0,1080860,1080860,324257,324257,0,0,49138,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1014,42250225,1000,1,0,0,0,1083933,1083933,325179,325179,0,0,49279,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1015,42370200,1000,1,0,0,0,1087005,1087005,326101,326101,0,0,49421,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1016,42490175,1000,1,0,0,0,1090078,1090078,327023,327023,0,0,49563,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1017,42611290,1000,1,0,0,0,1093150,1093150,327945,327945,0,0,49706,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1018,42732405,1000,1,0,0,0,1096252,1096252,328876,328876,0,0,49850,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1019,42853520,1000,1,0,0,0,1099353,1099353,329806,329806,0,0,49993,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020,42974635,1000,1,0,0,0,1102455,1102455,330737,330737,0,0,50137,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,43095750,1000,1,0,0,0,1105556,1105556,331667,331667,0,0,50280,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1022,43218011,1000,1,0,0,0,1108658,1108658,332598,332598,0,0,50425,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1023,43340272,1000,1,0,0,0,1111789,1111789,333537,333537,0,0,50569,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1024,43462533,1000,1,0,0,0,1114920,1114920,334476,334476,0,0,50714,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1025,43584794,1000,1,0,0,0,1118051,1118051,335415,335415,0,0,50858,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1026,43707055,1000,1,0,0,0,1121182,1121182,336354,336354,0,0,51003,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027,43830468,1000,1,0,0,0,1124313,1124313,337293,337293,0,0,51149,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1028,43953881,1000,1,0,0,0,1127473,1127473,338241,338241,0,0,51295,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1029,44077294,1000,1,0,0,0,1130634,1130634,339190,339190,0,0,51442,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030,44200707,1000,1,0,0,0,1133794,1133794,340138,340138,0,0,51588,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1031,44324120,1000,1,0,0,0,1136955,1136955,341087,341087,0,0,51734,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1032,44448690,1000,1,0,0,0,1140115,1140115,342035,342035,0,0,51881,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1033,44573260,1000,1,0,0,0,1143305,1143305,342992,342992,0,0,52029,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1034,44697830,1000,1,0,0,0,1146495,1146495,343949,343949,0,0,52176,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035,44822400,1000,1,0,0,0,1149685,1149685,344906,344906,0,0,52324,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1036,44946970,1000,1,0,0,0,1152875,1152875,345863,345863,0,0,52471,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1037,45072702,1000,1,0,0,0,1156065,1156065,346820,346820,0,0,52620,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1038,45198434,1000,1,0,0,0,1159285,1159285,347786,347786,0,0,52769,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1039,45324166,1000,1,0,0,0,1162505,1162505,348752,348752,0,0,52918,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1040,45449898,1000,1,0,0,0,1165725,1165725,349718,349718,0,0,53067,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1041,45575630,1000,1,0,0,0,1168945,1168945,350684,350684,0,0,53216,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1042,45702529,1000,1,0,0,0,1172165,1172165,351650,351650,0,0,53366,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1043,45829428,1000,1,0,0,0,1175415,1175415,352625,352625,0,0,53516,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1044,45956327,1000,1,0,0,0,1178665,1178665,353600,353600,0,0,53667,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1045,46083226,1000,1,0,0,0,1181915,1181915,354575,354575,0,0,53817,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1046,46210125,1000,1,0,0,0,1185165,1185165,355550,355550,0,0,53967,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1047,46338197,1000,1,0,0,0,1188415,1188415,356525,356525,0,0,54119,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1048,46466269,1000,1,0,0,0,1191695,1191695,357509,357509,0,0,54270,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1049,46594341,1000,1,0,0,0,1194975,1194975,358493,358493,0,0,54422,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1050,46722413,1000,1,0,0,0,1198255,1198255,359477,359477,0,0,54573,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1051,46850485,1000,1,0,0,0,1201535,1201535,360461,360461,0,0,54725,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1052,46979736,1000,1,0,0,0,1204815,1204815,361445,361445,0,0,54878,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1053,47108987,1000,1,0,0,0,1208125,1208125,362438,362438,0,0,55031,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054,47238238,1000,1,0,0,0,1211435,1211435,363431,363431,0,0,55185,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1055,47367489,1000,1,0,0,0,1214745,1214745,364424,364424,0,0,55338,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,47496740,1000,1,0,0,0,1218055,1218055,365417,365417,0,0,55491,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,47627175,1000,1,0,0,0,1221365,1221365,366410,366410,0,0,55646,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1058,47757610,1000,1,0,0,0,1224706,1224706,367412,367412,0,0,55800,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1059,47888045,1000,1,0,0,0,1228047,1228047,368414,368414,0,0,55955,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,48018480,1000,1,0,0,0,1231388,1231388,369416,369416,0,0,56109,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1061,48148915,1000,1,0,0,0,1234729,1234729,370418,370418,0,0,56264,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062,48280539,1000,1,0,0,0,1238070,1238070,371420,371420,0,0,56420,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,48412163,1000,1,0,0,0,1241441,1241441,372432,372432,0,0,56576,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1064,48543787,1000,1,0,0,0,1244812,1244812,373443,373443,0,0,56732,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1065,48675411,1000,1,0,0,0,1248183,1248183,374455,374455,0,0,56888,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1066,48807035,1000,1,0,0,0,1251554,1251554,375466,375466,0,0,57044,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1067,48939853,1000,1,0,0,0,1254925,1254925,376478,376478,0,0,57201,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1068,49072671,1000,1,0,0,0,1258327,1258327,377498,377498,0,0,57359,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1069,49205489,1000,1,0,0,0,1261728,1261728,378519,378519,0,0,57516,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070,49338307,1000,1,0,0,0,1265130,1265130,379539,379539,0,0,57674,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071,49471125,1000,1,0,0,0,1268531,1268531,380560,380560,0,0,57831,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1072,49605143,1000,1,0,0,0,1271933,1271933,381580,381580,0,0,57990,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
