变量名,group,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
55,99,战斗结束时可以额外获得当前层数*2的积分,戰鬥結束時可以額外獲得當前層數*2的積分,"At the end of the battle, you can get an additional points of the current floor level x2","Khi kết thúc trận đấu, bạn có thể nhận thêm điểm bằng cấp tầng hiện tại x2",전투 종료 시 추가로 현재 층수*2의 포인트를 획득한다,"No final da batalha, você pode obter pontos adicionais do nível do andar atual x2",เมื่อจบการต่อสู้ คุณจะได้รับคะแนนเพิ่มเติมจากระดับชั้นปัจจุบัน x2,999,city/adventure/random_tower/icon_jf.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,3,0,0,,0,,0,0,,0,0,0,3,2,0,0,<>,TRUE,99,0,0,0
56,99,我方精灵物攻和特攻+5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,Công vật lý và Công đặc biệt của Pokémon đồng minh +5%,아군 포켓몬 물리&특수 공격+5%,P.ATK e SP.ATK dos Pokémons aliados +5%,P.ATK และ SP.ATK ของโปเกมอนฝ่ายเรา +5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,0,8,5%,7,5%,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
101,21,我方精灵物攻+20%,我方精靈物攻+20%,P. ATK of allied Pokémons +20%,Công vật lý của Pokémon đồng minh +20%,아군 포켓몬 물리 공격+20%,P.ATK dos Pokémons aliados +20%,P.ATK ของโปเกมอนฝ่ายเรา +20%,999,city/develop/talent/icon_wg.png,city/adventure/random_tower/icon/box_yellow.png,effect,1,0,7,20%,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
102,21,我方精灵特攻+20%,我方精靈特攻+20%,SP.ATK of allied Pokémons +20%,Công đặc biệt của Pokémon đồng minh +20%,아군 포켓몬 특수 공격+20%,SP.ATK dos Pokémons aliados +20%,SP.ATK ของโปเกมอนฝ่ายเรา +20%,999,city/develop/talent/icon_tg.png,city/adventure/random_tower/icon/box_blue.png,effect,1,0,8,20%,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
103,21,我方精灵物攻和特攻+15%,我方精靈物攻和特攻+15%,P. ATK and SP.ATK of allied Pokémons +15%,Công vật lý và Công đặc biệt của Pokémon đồng minh +15%,아군 포켓몬 물리&특수 공격+15%,P.ATK e SP.ATK dos Pokémons aliados +15%,P.ATK และ SP.ATK ของโปเกมอนฝ่ายเรา +15%,999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,0,8,15%,7,15%,0,0,,0,0,0,0,0,0,0,<>,FALSE,2,0,0,0
104,21,我方精灵伤害加成+20%,我方精靈傷害加成+20%,Allied Pokémons damage bonus +20%,Thưởng sát thương của Pokémon đồng minh +20%,아군 포켓몬 피해 보너스+20%,Bônus de dano dos Pokémons aliados +20%,โบนัสความเสียหายของโปเกมอนฝ่ายเรา +20%,999,city/develop/talent/icon_shjc.png,city/adventure/random_tower/icon/box_yellow.png,effect,1,0,22,2000,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
105,21,我方精灵暴击率+20%,我方精靈暴擊率+20%,Critical hit rate of allied Pokémons +20%,Tỷ lệ Bạo kích của Pokémon đồng minh +20%,아군 포켓몬 치명타율+20%,Taxa de acerto crítico dos Pokémons aliados +20%,อัตราคริติคอลของโปเกมอนฝ่ายเรา +20%,999,city/develop/talent/icon_bj.png,city/adventure/random_tower/icon/box_yellow.png,effect,1,0,14,2000,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
106,21,我方精灵暴击伤害+30%,我方精靈暴擊傷害+30%,Critical hit damage of allied Pokémons +30%,Sát thương Bạo kích của Pokémon đồng minh +30%,아군 포켓몬 치명타 피해+30%,Dano de acerto crítico dos Pokémons aliados +30%,ความเสียหายคริติคอลของโปเกมอนฝ่ายเรา +30%,999,city/develop/talent/icon_bjsh.png,city/adventure/random_tower/icon/box_orange.png,effect,1,0,15,30%,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
121,22,我方精灵物理防御力+30%,我方精靈物理防禦力+30%,Allied Pokémons P.DEF +30%,Thủ vật lý của Pokémon đồng minh +30%,아군 포켓몬 물리 방어력+30%,P.DEF dos Pokémons aliados +30%,P.DEF ของโปเกมอนฝ่ายเรา +30%,999,city/develop/talent/icon_wf.png,city/adventure/random_tower/icon/box_green.png,effect_lan,1,0,9,30%,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
122,22,我方精灵特殊防御力+30%,我方精靈特殊防禦力+30%,Allied Pokémons SP.DEF +30%,Thủ đặc biệt của Pokémon đồng minh +30%,아군 포켓몬 특수 방어력+30%,SP.DEF dos Pokémons aliados +30%,SP.DEF ของโปเกมอนฝ่ายเรา +30%,999,city/develop/talent/icon_tf.png,city/adventure/random_tower/icon/box_purple.png,effect_lan,1,0,10,30%,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
123,22,我方精灵物理和特殊防御力+25%,我方精靈物理和特殊防禦力+25%,Allied Pokémons P.DEF and SP.DEF +25%,Thủ vật lý và Thủ đặc biệt của Pokémon đồng minh +25%,아군 포켓몬 물리와 특수 방어력+25%,P.DEF e SP.DEF dos Pokémons aliados +25%,P.DEF และ SP.DEF ของโปเกมอนฝ่ายเรา +25%,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,1,0,10,25%,9,25%,0,0,,0,0,0,0,0,0,0,<>,FALSE,2,0,0,0
124,22,我方精灵伤害减免+20%,我方精靈傷害減免+20%,Allied Pokémons damage reduction +20%,Giảm sát thương của Pokémon đồng minh +20%,아군 포켓몬 피해 감소+20%,Redução de dano dos Pokémons aliados +20%,การลดความเสียหายของโปเกมอนฝ่ายเรา +20%,999,city/develop/talent/icon_shjm.png,city/adventure/random_tower/icon/box_yellow.png,effect_lan,1,0,23,2000,0,,0,0,,0,0,0,0,0,0,0,<>,TRUE,1,0,0,0
200,1111,当前生命值减少10%,當前生命值減少10%,Reduce current HP by 10%,Giảm 10% HP hiện tại,현재 HP-10%,Reduz o HP atual em 10%,ลด HP ปัจจุบันลง 10%,999,,,,2,0,0,,0,,0,0,,4,2,10,0,0,0,0,<>,FALSE,99,0,0,0
201,1111,当前生命值减少20%,當前生命值減少20%,Reduce current HP by 20%,Giảm 20% HP hiện tại,현재 HP-20%,Reduz o HP atual em 20%,ลด HP ปัจจุบันลง 20%,999,,,,2,0,0,,0,,0,0,,4,2,20,0,0,0,0,<>,FALSE,99,0,0,0
202,1111,当前生命值减少30%,當前生命值減少30%,Reduce current HP by 30%,Giảm 30% HP hiện tại,현재 HP-30%,Reduz o HP atual em 30%,ลด HP ปัจจุบันลง 30%,999,,,,2,0,0,,0,,0,0,,4,2,30,0,0,0,0,<>,FALSE,99,0,0,0
203,1111,当前怒气值减少200,當前怒氣值減少200,Current rage value reduces by 200,Giá trị nộ khí hiện tại giảm 200,현재 분노치-200,Valor atual de fúria reduz em 200,ค่าความโกรธปัจจุบันลดลง 200,999,,,,2,0,0,,0,,0,0,,5,2,20,0,0,0,0,<>,FALSE,99,0,0,0
204,1111,当前怒气值减少500,當前怒氣值減少500,Current rage value reduces by 500,Giá trị nộ khí hiện tại giảm 500,현재 분노치-500,Valor atual de fúria reduz em 500,ค่าความโกรธปัจจุบันลดลง 500,999,,,,2,0,0,,0,,0,0,,5,2,50,0,0,0,0,<>,FALSE,99,0,0,0
205,1111,当前怒气值减少1000,當前怒氣值減少1000,Current rage value reduces by 1000,Giá trị nộ khí hiện tại giảm 1000,현재 분노치-1000,Valor atual de fúria reduz em 1000,ค่าความโกรธปัจจุบันลดลง 1000,999,,,,2,0,0,,0,,0,0,,5,2,100,0,0,0,0,<>,FALSE,99,0,0,0
206,1111,当前怒气值增加500,當前怒氣值增加500,Increases current rage value by 500,Tăng giá trị nộ khí hiện tại thêm 500,현재 분노치+500,Aumenta o valor atual de fúria em 500,เพิ่มค่าความโกรธปัจจุบัน 500,999,,,,2,0,0,,0,,0,0,,2,2,50,0,0,0,0,<>,FALSE,99,0,0,0
207,1111,我方精灵速度-20%,我方精靈速度-20%,Speed of allied Pokémons -20%,Tốc độ của Pokémon đồng minh -20%,아군 포켓몬 스피드-20%,Velocidade dos Pokémons aliados -20%,ความเร็วของโปเกมอนฝ่ายเรา -20%,999,city/adventure/random_tower/icon/icon_wf.png,,effect_lan,1,0,13,-20%,0,,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
208,1111,我方精灵速度-40%,我方精靈速度-40%,Speed of allied Pokémons -40%,Tốc độ của Pokémon đồng minh -40%,아군 포켓몬 스피드-40%,Velocidade dos Pokémons aliados -40%,ความเร็วของโปเกมอนฝ่ายเรา -40%,999,city/adventure/random_tower/icon/icon_wf.png,,effect_lan,1,0,13,-40%,0,,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
210,1111,上阵精灵血量全回复,上陣精靈血量全回復,HP of allied Pokémons fully recovers,HP của Pokémon đồng minh hồi phục hoàn toàn,포켓몬의 HP를 전부 회복한다,HP dos Pokémons aliados recupera totalmente,HP ของโปเกมอนฝ่ายเราฟื้นฟูเต็ม,999,,,,2,0,0,,0,,0,0,,1,2,100,0,0,0,0,<>,FALSE,99,0,0,0
211,1111,上阵精灵怒气全回复,上陣精靈怒氣全回復,Rage of all Pokémons in battle fully recovers,Nộ khí của tất cả Pokémon trong trận đấu hồi phục hoàn toàn,포켓몬의 분노치를 전부 회복한다,Fúria de todos os Pokémons na batalha recupera totalmente,ความโกรธของโปเกมอนทั้งหมดในการต่อสู้ฟื้นฟูเต็ม,999,,,,2,0,0,,0,,0,0,,2,2,100,0,0,0,0,<>,FALSE,99,0,0,0
212,1111,我方精灵物攻-5%,我方精靈物攻-5%,P. ATK of allied Pokémons -5%,Công vật lý của Pokémon đồng minh -5%,아군 포켓몬 물리 공격-5%,P.ATK dos Pokémons aliados -5%,P.ATK ของโปเกมอนฝ่ายเรา -5%,999,city/adventure/random_tower/icon/icon_tg.png,,effect,1,0,7,-5%,0,,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
213,1111,我方精灵特攻-5%,我方精靈特攻-5%,SP.ATK of allied Pokémons -5%,Công đặc biệt của Pokémon đồng minh -5%,아군 포켓몬 특수 공격-5%,SP.ATK dos Pokémons aliados -5%,SP.ATK ของโปเกมอนฝ่ายเรา -5%,999,city/adventure/random_tower/icon/icon_tg.png,,effect,1,0,8,-5%,0,,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
214,1111,上阵精灵血量回复20%,上陣精靈血量回復20%,Allied Pokémons recovers 20% HP,Pokémon đồng minh hồi phục 20% HP,출전한 포켓몬의 HP를 20% 회복한다.,Pokémons aliados recuperam 20% de HP,โปเกมอนฝ่ายเราฟื้นฟู HP 20%,999,,,,2,0,0,,0,,0,0,,1,2,20,0,0,0,0,<>,FALSE,99,0,0,0
215,1111,上阵精灵怒气增加200,上陣精靈怒氣增加200,Rage of all Pokémons in battle increases by 200,Nộ khí của tất cả Pokémon trong trận đấu tăng 200,출전한 포켓몬의 분노치가 200 증가한다.,Fúria de todos os Pokémons na batalha aumenta em 200,ความโกรธของโปเกมอนทั้งหมดในการต่อสู้เพิ่มขึ้น 200,999,,,,2,0,0,,0,,0,0,,2,2,20,0,0,0,0,<>,FALSE,99,0,0,0
1001,103,我方精灵生命值小于40%时，每次攻击伤害提升10%（可叠加）,我方精靈生命值小於40%時，每次攻擊傷害提升10%（可疊加）,"When the HP of allied Pokémons falls below 40%, damage increases by 10% per attack (stackable)","Khi HP của Pokémon đồng minh giảm xuống dưới 40%, sát thương tăng 10% mỗi lần tấn công (có thể cộng dồn)",아군 포켓몬 HP가 40% 미만일 때 공격할 때마다 10%씩 증가한다(중첩 가능),"Quando o HP dos Pokémons aliados cai abaixo de 40%, o dano aumenta em 10% por ataque (acumulável)",เมื่อ HP ของโปเกมอนฝ่ายเราต่ำกว่า 40% ความเสียหายเพิ่มขึ้น 10% ต่อการโจมตี (ซ้อนทับได้),999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80001,0,<>,TRUE,1,5,0,0
1002,200,我方精灵每损失10%生命值，伤害提升8%,我方精靈每損失10%生命值，傷害提升8%,"For every 10% HP lost, the damage of allied Pokémons increases by 8%","Mỗi 10% HP mất đi, sát thương của Pokémon đồng minh tăng 8%",아군 포켓몬이 HP를 10% 손실할 때마다 피해가 8%씩 증가한다.,"Para cada 10% de HP perdido, o dano dos Pokémons aliados aumenta em 8%",สำหรับทุก 10% HP ที่เสียไป ความเสียหายของโปเกมอนฝ่ายเราเพิ่มขึ้น 8%,999,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80002,0,<>,TRUE,99,0,5,0
1003,200,每次对敌方造成伤害时额外附加当前自身损失生命值的8%的真实伤害,每次對敵方造成傷害時額外附加當前自身損失生命值的8%的真實傷害,"Each time it hits the enemy, it will receive an additional 8% of HP lost as true damage.","Mỗi khi đánh trúng kẻ địch, sẽ nhận thêm sát thương thực bằng 8% HP đã mất.",적에게 피해를 가할 때마다 현재 자신이 잃은 HP의 8%에 해당하는 고정 피해를 추가로 입힌다.,"Cada vez que atinge o inimigo, receberá 8% adicionais de HP perdido como dano verdadeiro.",ทุกครั้งที่โจมตีศัตรู จะได้รับความเสียหายจริงเพิ่มเติม 8% ของ HP ที่เสียไป,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80003,0,<>,TRUE,99,0,5,0
1004,200,每次对敌方造成伤害时额外附加敌方已损失生命值的5%的真实伤害,每次對敵方造成傷害時額外附加敵方已損失生命值的5%的真實傷害,"Each time it hits the enemy, it will deal an additional 5% of enemy's HP lost as true damage.","Mỗi khi đánh trúng kẻ địch, sẽ gây thêm sát thương thực bằng 5% HP đã mất của kẻ địch.",적에게 피해를 가할 때마다 적이 잃은 HP의 5%에 해당하는 고정 피해를 추가로 입힌다.,"Cada vez que atinge o inimigo, causará 5% adicionais de HP perdido do inimigo como dano verdadeiro.",ทุกครั้งที่โจมตีศัตรู จะสร้างความเสียหายจริงเพิ่มเติม 5% ของ HP ที่เสียไปของศัตรู,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80004,0,<>,TRUE,99,0,2,0
1005,101,自身攻击力提升，提升的值为当前防御力的30%,自身攻擊力提升，提升的值為當前防禦力的30%,Increases attack damage equivalent to 30% current DEF value,Tăng sát thương tấn công tương đương 30% giá trị Phòng thủ hiện tại,자신의 공격력이 현재 방어력의 30%만큼 증가한다.,Aumenta o dano de ataque equivalente a 30% do valor atual de DEF,เพิ่มความเสียหายในการโจมตีเทียบเท่ากับ 30% ของค่า DEF ปัจจุบัน,999,city/adventure/random_tower/icon/icon_qs.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80005,0,<>,TRUE,1,7,0,0
1006,999,进入战斗首次使用大招时，额外获得50%暴击率加成,進入戰鬥首次使用大招時，額外獲得50%暴擊率加成,An additional 50% critical strike rate bonus will be given for the ultimate move is used for the first time in the battle,Thưởng tỷ lệ bạo kích 50% sẽ được cấp cho kỹ năng cuối khi sử dụng lần đầu tiên trong trận đấu,전투 진입 후 필살기를 처음 사용 시 치명타율이 추가로 50% 증가한다.,Um bônus adicional de 50% de taxa de acerto crítico será dado para o movimento ultimate usado pela primeira vez na batalha,จะได้รับโบนัสอัตราการโจมตีคริติคอล 50% สำหรับท่าไม้ตายที่ใช้เป็นครั้งแรกในการต่อสู้,999,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80006,1,<>,TRUE,99,0,0,0
1007,200,每使用一次大招，额外提升10%伤害加成，效果持续到战斗结束,每使用一次大招，額外提升10%傷害加成，效果持續到戰鬥結束,"Each time an ultimate move is casted, the damage of the move increases by 10% and lasts until the end of the battle.","Mỗi khi sử dụng kỹ năng cuối, sát thương của chiêu thức tăng 10% và kéo dài đến hết trận đấu.",필살기를 사용할 때마다 피해 보너스가 추가로 10% 증가한다. 효과는 전투가 종료되기 전까지 지속된다.,"Cada vez que um movimento ultimate é lançado, o dano do movimento aumenta em 10% e dura até o final da batalha.",ทุกครั้งที่ใช้ท่าไม้ตาย ความเสียหายของท่าจะเพิ่มขึ้น 10% และคงอยู่จนจบการต่อสู้,999,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80007,0,<>,TRUE,99,0,2,0
1008,200,每使用一次普攻或者小技能，下一次使用大招时伤害提升10%，使用大招后加成消失,每使用一次普攻或者小技能，下一次使用大招時傷害提升10%，使用大招後加成消失,"Each time when you use the ultimate after casting a basic move, the damage will increase by 10%, which disappears when the ultimate is casted","Mỗi khi bạn sử dụng kỹ năng cuối sau khi sử dụng một chiêu thức cơ bản, sát thương sẽ tăng 10%, hiệu ứng này sẽ biến mất khi kỹ năng cuối được sử dụng.",일반 공격 혹은 일반 스킬을 사용할 때마다 다음에 발동하는 필살기의 피해가 10% 증가한다. 필살기 사용 후 보너스가 사라진다.,"Cada vez que você usa o ultimate após lançar um movimento básico, o dano aumentará em 10%, que desaparece quando o ultimate é lançado",ทุกครั้งที่ใช้ท่าไม้ตายหลังจากใช้ท่าพื้นฐาน ความเสียหายจะเพิ่มขึ้น 10% ซึ่งจะหายไปเมื่อใช้ท่าไม้ตาย,999,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80008,0,<>,TRUE,99,0,2,0
1009,200,我方精灵生命值小于50%时，获得20%伤害减免，直到战斗结束,我方精靈生命值小於40%時，獲得20%傷害減免,Damage reduces by 20% when HP of allied Pokémon falls below 40%,Sát thương giảm 20% khi HP của Pokémon đồng minh giảm xuống dưới 40%,아군 포켓몬 HP가 50% 미만일 때 피해 감소율이 20%씩 증가한다. 효과는 전투가 종료되기 전까지 지속된다.,O dano reduz em 20% quando o HP do Pokémon aliado cai abaixo de 40%,ความเสียหายลดลง 20% เมื่อ HP ของโปเกมอนฝ่ายเราต่ำกว่า 40%,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_blue,4,0,0,,0,,0,0,,0,0,0,0,0,80009,0,<>,TRUE,99,0,5,0
1010,200,我方精灵生命值小于30%时，额外提升30%吸血，直到战斗结束,我方精靈生命值小於10%時，額外提升50%吸血，生命值大於10%時失效,"When the HP of allied Pokémons falls below 10%, life steal increases 50% more, but loses effect when HP is more than 10%","Khi HP của Pokémon đồng minh giảm xuống dưới 10%, hút máu tăng thêm 50%, nhưng mất hiệu lực khi HP lớn hơn 10%",아군 포켓몬 HP가 30% 미만일 때 흡혈률이 추가로 30% 증가한다. 효과는 전투가 종료되기 전까지 지속된다.,"Quando o HP dos Pokémons aliados cai abaixo de 10%, o roubo de vida aumenta 50% a mais, mas perde o efeito quando o HP é superior a 10%",เมื่อ HP ของโปเกมอนฝ่ายเราต่ำกว่า 10% การดูดเลือดจะเพิ่มขึ้นอีก 50% แต่จะ mất hiệu lực khi HP มากกว่า 10%,999,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80010,0,<>,TRUE,99,0,5,0
1011,200,每受到一次伤害提升15%物理和特殊防御力，最多叠加3次，持续2回合,每受到一次傷害提升15%物理和特殊防禦力，最多疊加3次，持續2回合,"Increases P.ATK and SP.DEF by 15% for each damage taken, stacking up to 3 times for 2 turns","Tăng 15% Công vật lý và Thủ đặc biệt mỗi khi nhận sát thương, cộng dồn tối đa 3 lần trong 2 lượt",피해를 받을 때마다 물리&특수 방어력이 15% 증가한다. 최대 중첩 수: 3회. 지속 시간: 2턴,"Aumenta P.ATK e SP.DEF em 15% para cada dano recebido, acumulando até 3 vezes por 2 turnos",เพิ่ม P.ATK และ SP.DEF 15% สำหรับทุกความเสียหายที่ได้รับ ซ้อนทับได้สูงสุด 3 ครั้งเป็นเวลา 2 เทิร์น,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_blue,4,0,0,,0,,0,0,,0,0,0,0,0,80011,0,<>,TRUE,99,0,7,0
1012,200,精灵当前生命值每降低10%，提升5%吸血,精靈當前生命值每降低10%，提升5%吸血,Life steal increases by 5% when the Pokémon's current HP falls below 10%,Hút máu tăng 5% khi HP hiện tại của Pokémon giảm xuống dưới 10%,포켓몬의 현재 HP가 10% 감소할 때마다 흡혈률이 5% 증가한다.,O roubo de vida aumenta em 5% quando o HP atual do Pokémon cai abaixo de 10%,การดูดเลือดเพิ่มขึ้น 5% เมื่อ HP ปัจจุบันของโปเกมอนต่ำกว่า 10%,999,city/adventure/random_tower/icon/icon_xx.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80012,0,<>,TRUE,99,0,5,0
1013,102,将自身所有的吸血加成转化为自身的护盾值（护盾值=生命上限*吸血率*1.5），护盾持续2回合,將自身所有的吸血加成轉化為自身的護盾值（護盾值=生命上限*吸血率*1.5），護盾持續2回合,"Converts all of your life steal bonuses into shield (shield value = max. HP x life steal rate x 1.5), and the shield lasts for 2 turns","Chuyển đổi tất cả bonus hút máu của bạn thành khiên (giá trị khiên = HP tối đa x tỷ lệ hút máu x 1.5), và khiên tồn tại trong 2 lượt","자신의 모든 흡혈 보너스가 자신의 실드치로 전환된다(실드치=최대 HP*흡혈률*1.5), 실드 지속 시간: 2턴","Converte todos os seus bônus de roubo de vida em escudo (valor do escudo = HP máx. x taxa de roubo de vida x 1.5), e o escudo dura 2 turnos",แปลงโบนัสการดูดเลือดทั้งหมดของคุณเป็นโล่ (ค่าโล่ = HP สูงสุด x อัตราการดูดเลือด x 1.5) และโล่คงอยู่ 2 เทิร์น,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80013,0,<>,TRUE,1,9,0,0
1014,200,有护盾时免疫控制效果,有護盾時免疫控制效果,Immune to status conditions when is shielded,Miễn nhiễm với các trạng thái khi có khiên,실드가 있을 때 제어 효과에 면역된다.,Imune a condições de status quando está com escudo,ต้านทานสถานะผิดปกติเมื่อมีโล่,999,city/adventure/random_tower/icon/icon_qs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80014,0,<>,TRUE,99,0,9,0
1015,200,我方精灵受到伤害时有5%概率沉默攻击者一回合,我方精靈受到傷害時有5%概率沉默攻擊者一回合,Allied Pokémons have a 5% chance of silencing the attacker for 1 turn when received attacks,Pokémon đồng minh có 5% xác suất làm câm lặng kẻ tấn công trong 1 lượt khi nhận đòn tấn công,아군 포켓몬이 피해를 받으면 5%의 확률로 공격한 대상을 1턴 간 침묵시킨다.,Pokémons aliados têm 5% de chance de silenciar o atacante por 1 turno quando recebem ataques,โปเกมอนฝ่ายเรามีโอกาส 5% ที่จะทำให้ผู้โจมตีเงียบเป็นเวลา 1 เทิร์นเมื่อถูกโจมตี,999,city/adventure/random_tower/icon/icon_kz.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80015,0,<>,TRUE,99,0,7,0
1016,1000,战斗开始时，额外获得100怒气值,戰鬥開始時，額外獲得100怒氣值,Gains additional 100 rage points when the battle begins,Nhận thêm 100 nộ khí khi trận đấu bắt đầu,전투 시작 시 분노치를 추가로 100 회복한다.,Ganha 100 pontos de fúria adicionais quando a batalha começa,ได้รับแต้มความโกรธเพิ่มเติม 100 แต้มเมื่อเริ่มการต่อสู้,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80016,0,<>,TRUE,99,0,0,0
1017,1000,击败敌人时，额外获得100怒气值,擊敗敵人時，額外獲得100怒氣值,Gains additional 100 rage points when the enemy is knocked out,Nhận thêm 100 nộ khí khi hạ gục kẻ địch,적 처치 시 분노치를 추가로 100 회복한다.,Ganha 100 pontos de fúria adicionais quando o inimigo é nocauteado,ได้รับแต้มความโกรธเพิ่มเติม 100 แต้มเมื่อศัตรูถูกน็อคเอาท์,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80017,0,<>,TRUE,99,0,0,0
1018,1000,受到伤害时，额外获得100怒气值,受到傷害時，額外獲得100怒氣值,Gains additional 100 rage points when attacked,Nhận thêm 100 nộ khí khi bị tấn công,피해를 받으면 분노치를 추가로 100 회복한다.,Ganha 100 pontos de fúria adicionais quando atacado,ได้รับแต้มความโกรธเพิ่มเติม 100 แต้มเมื่อถูกโจมตี,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80018,0,<>,TRUE,99,0,0,0
1019,101,给所有在场的精灵提供当前属性种类*5%（只计算第一属性）的物攻和特攻,給所有在場的精靈提供當前屬性種類*5%（只計算第一屬性）的物攻和特攻,Provides all Pokémons present with additional 5% of P.ATK and SP.ATK for its current type (only for primary type),Cung cấp cho tất cả Pokémon hiện tại thêm 5% Công vật lý và Công đặc biệt cho hệ hiện tại của nó (chỉ áp dụng cho hệ chính),스테이지 위에 있는 포켓몬에게 현재 포켓몬 타입 종류*5%(첫 번째 타입만 계산)의 물리 공격과 특수 공격을 제공한다.,Fornece a todos os Pokémons presentes 5% adicionais de P.ATK e SP.ATK para seu tipo atual (apenas para o tipo primário),มอบ P.ATK และ SP.ATK เพิ่มเติม 5% ให้กับโปเกมอนทั้งหมดที่มีอยู่สำหรับประเภทปัจจุบัน (เฉพาะประเภทหลักเท่านั้น),999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80019,0,<>,TRUE,1,1,0,0
