变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
1962002,,,,,,,,,,,,,,,1,1,,,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<5000>,,,,,,,,,
1962003,,,,,,,,,,,,,,,1,1,,,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<5000>,,,,,,,,,
1962101,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=(moreE((countObjByFlag(self:force(),1982)+countObjByFlag(self:force(),1972)), 1) or moreE(countObjByNatureExit(self:force(),3),2)) and moreE(countObjByBuff(self:force(),{7031710}),3) and 1 or 0;caster=2;value=1;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1962,7031})|attr(""speed"", 'min',1)};cfgId=1962102;lifeRound=99}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,2,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962102,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962111,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962112,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(3)};cfgId=1962115;lifeRound=99}>;<{prob=moreE(getNowRound(),11) and 0 or 1;caster=2;value=1000*((getGateType() == 10 or getGateType() == 14 or getForceNum(self:force()) == 1) and 0.8 or 0.4);holder=2;cfgId=1962453;lifeRound=1}>;<{prob=moreE(getNowRound(),11) and 0 or 1;caster=2;value=2000*((getGateType() == 10 or getGateType() == 14 or getForceNum(self:force()) == 1) and 0.8 or 0.4);holder=2;cfgId=1962454;lifeRound=1}>;<{prob=moreE(getNowRound(),11) and 0 or 1;caster=2;value=2000*((getGateType() == 10 or getGateType() == 14 or getForceNum(self:force()) == 1) and 0.8 or 0.4);holder=2;cfgId=1962455;lifeRound=1}>;<{prob=moreE(getNowRound(),11) and 0 or 1;caster=2;value=800;holder=2;cfgId=1962457;lifeRound=1}>;<{prob=moreE(getNowRound(),11) and 0 or 1;caster=2;lifeRound=99;value=<2;99;1>;cfgId=1962282;holder=2}>>;triggerPoint=3};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962113,,,,,speed,,,,,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962114,,,,,speed,,,,,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962115,,,,,swapSpeed,,,,,,,,,,,1,,,,,,,,,,,,,buff/gaioukamega_buff/gaioukamega_buff.skel,luansu,,1,,,,,,,battle/txt/txt_ls3.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962116,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder={input=allEx(list(c.shuixigensui_oc()));process=random(99)};cfgId=1962117;lifeRound=1}>>;triggerPoint=32}>,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962117,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=800;holder=2;cfgId=1962456;lifeRound=99}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
1962121,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{caster=2;value=target2:speed()*0.1*((target2:natureIntersection(list(3))) and 2 or 1);holder=11;cfgId=1962122;lifeRound=99}>;<{prob=0;caster=2;value=0;holder=2;cfgId=1962127;lifeRound=(moreE(countObjByNatureExit(self:force(),3),2) and 99 or (2+(self:flagZ4() and 1 or 0)))}>;<{bond=1;caster=2;prob=1;value=1;holder=11;cfgId=1962144;lifeRound=99}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962122,,,,,speed,,,,1081,102,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1962123,,,,,immuneControlVal,,,,,,,,,,1,1,,,battle/buff_icon/logo_kzmy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962124,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mkltg.png,,,<70022>,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962125,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;funcArgs=<<{bond=1;caster=2;prob=1;value=2000;holder=1;cfgId=1962126;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<not trigger.strike>;extraAttackTrigger=2;triggerPoint=40};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=99;value=<2;100;1>;cfgId=1962142;holder=1}>>;triggerPoint=1}>,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
1962126,,,,,finalDamageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962127,,,,,,,,,,,,,,,,1,,,battle/buff_icon/logo_ym.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ym.png,,,,,1,<1>,<{nodeId=1;funcArgs=<<{bond=1;caster=2;prob=(target2:natureIntersection(list(3))) and 1 or 0;value=3500;holder=11;cfgId=1962123;lifeRound=99}>;<{bond=1;caster=2;prob=(target2:natureIntersection(list(3))) and 1 or 0;value=3500;holder=11;cfgId=1962124;lifeRound=99}>;<{bond=1;caster=2;prob=(target2:natureIntersection(list(3))) and 1 or 0;value=0;holder=11;cfgId=1962125;lifeRound=99}>;<{bond=1;caster=2;prob=(target2:natureIntersection(list(3))) and 1 or 0;value=0;holder=11;cfgId=1962137;lifeRound=99}>;<{bond=1;caster=2;prob=1;value=0;holder=14;cfgId=1962141;lifeRound=99}>;<{bond=1;caster=2;prob=1;value=0;holder=2;cfgId=1962128;lifeRound=99}>;<{prob=((target2:natureIntersection(list(3))) and self:flagZ3()) and 1 or 0;caster=2;value=0;holder=11;cfgId=1962839;lifeRound=99}>>;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;onSomeFlag=<(not self:hasBuff(1962102))>;triggerPoint=38}>,,2,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962128,,,,,,,,,,,,,,,1,1,,,,,buff/gaioukamega_buff/gaioukamega_changjing.skel,<effect_loop>,,,3,3,{'y'=200;'x'=450},,buff/gaioukamega_buff/gaioukamega_changjing.skel,effect_danru,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=2;cfgId=1962129;lifeRound=1}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962129,,,,,,,,,,,,,,,1,1,,,,,,,,,3,3,{'y'=200;'x'=450},,buff/gaioukamega_buff/gaioukamega_changjing.skel,effect_danchu,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1962130,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<0;target:hpMax()*0.3;self:mp1Max()*1;21>;lifeRound=99;prob=(target2:natureIntersection(list(3))) and 1 or 0;cfgId=1962131;holder=11}>>;triggerPoint=1}>,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962131,,,,,reborn,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=1962132;lifeRound=1}>;<{caster=2;value=self:hpMax()*0.15;holder=2;cfgId=1962136;lifeRound=1}>;<{prob=self:hasBuff(521601) and 1 or 0;caster=2;value=0;holder=1;cfgId=521610;lifeRound=99}>>;triggerPoint=28};{nodeId=0;onSomeFlag=<moreE(self:hp()/self:hpMax(),0.15) and (not self:hasBuff(1962478)) and (not target:hasBuff(1962472))>;triggerPoint=12}>",,,,,,,<{type=1;limit=1}>,1,,,,,,,,<1;10>,{wave=0;gameEnd=0},,,,,,,
1962132,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_laixilamu/hero_laixilamu.skel,chaopin,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1962133,,,,,qusan,,,2,65001,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962134,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962135,,,,,,,,,,,,,<1962134>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962136,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=10}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
1962137,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<0.4;10;1>;lifeRound=99;prob=1;cfgId=1962138;holder=1}>;<{bond=1;caster=2;value=<0.8;11;1>;lifeRound=99;prob=1;cfgId=1962138;holder=2}>>;triggerPoint=1}>,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962138,,,,,buffSputtering,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1962139,,,,,,,,,1962139,,,,,,2,10,,,,,,,,,2,,,,buff/gaioukamega_buff/gaioukamega_buff.skel,lianyi,,,,,,,,,battle/txt/txt_ly1.png,,,,,1,<1>,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962140,,,,,,,,,,,,,<1962139;1963139>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962141,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;funcArgs=<<{bond=1;caster=2;prob=self:hasBuff(1963000) and 0 or 1;value=0;holder=1;cfgId=1962139;lifeRound=99}>;<{bond=1;caster=2;prob=self:hasBuff(1963000) and 1 or 0;value=0;holder=1;cfgId=1963139;lifeRound=99}>;<{bond=1;caster=2;prob=moreE(target2:sumBuffOverlayByGroup(1962139,1963139),3) and 1 or 0;value=0;holder=1;cfgId=1962133;lifeRound=1}>;<{bond=1;caster=2;prob=moreE(target2:sumBuffOverlayByGroup(1962139,1963139),3) and 1 or 0;value=0;holder=1;cfgId=1962140;lifeRound=1}>>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;onSomeFlag=<trigger.buffCfgId == 1962138>;triggerPoint=49}>",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962142,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageSub""),( (arg.from==1) and list(env:finalDamageSub()*10000+3000) or list(env:finalDamageSub()*10000)) )>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962143,,,,,,,,,,,,,<1962127>,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
1962144,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;prob=(moreE((countObjByFlag(self:force(),1982)+countObjByFlag(self:force(),1972)), 1) or moreE(countObjByNatureExit(self:force(),3),2)) and 0 or 1;value=1;holder=2;cfgId=1962143;lifeRound=99}>>;triggerPoint=13}>",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962161,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{caster=2;value=0;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1972,1982})};cfgId=1962162;lifeRound=99}>;<{caster=2;value=target2:Bdamage()*0.15;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1982})};cfgId=1962163;lifeRound=2}>;<{caster=2;value=target2:BspecialDamage()*0.15;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1982})};cfgId=1962164;lifeRound=99}>;<{caster=2;value=2000;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1982})};cfgId=1962165;lifeRound=99}>;<{caster=2;value=target2:Bdefence()*0.6;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1972})};cfgId=1962166;lifeRound=99}>;<{caster=2;value=target2:BspecialDefence()*0.6;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1972})};cfgId=1962167;lifeRound=99}>;<{caster=2;value=1500;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1972})};cfgId=1962168;lifeRound=99}>>;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
1962162,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fysl.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962163,,,,,damage,,,,1001,102,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962164,,,,,specialDamage,,,,1002,102,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962165,,,,,strikeDamage,,,,1007,102,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962166,,,,,defence,,,,1021,102,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962167,,,,,specialDefence,,,,1022,102,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962168,,,,,block,,,,1028,102,,,,,1,1,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962220,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;funcArgs=<<{prob=self:hasBuff(1963000) and 0 or 1;caster=2;value=2000;holder=2;cfgId=1962321;lifeRound=1}>;<{prob=self:hasBuff(1963000) and 1 or 0;caster=2;value=2000;holder=2;cfgId=1963321;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<not trigger.strike>;extraAttackTrigger=2;triggerPoint=40}>,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
1962221,,,,,strikeResistance,,,2,,102,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962222,,,,,immuneControlVal,,,,,,,,,,1,1,,,battle/buff_icon/logo_kzmy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962223,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;funcArgs=<<{prob=self:hasBuff(1963000) and 0 or 1;caster=2;value=2000;holder=1;cfgId=1962321;lifeRound=1}>;<{prob=self:hasBuff(1963000) and 1 or 0;caster=2;value=2000;holder=1;cfgId=1963321;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<trigger.strike>;extraAttackTrigger=2;triggerPoint=40};{nodeId=2;funcArgs=<<{prob=self:hasBuff(1963000) and 0 or max(1-getNowRound()*0.1+0.1,0.5);caster=2;value=2000;holder=2;cfgId=1962321;lifeRound=1}>;<{prob=self:hasBuff(1963000) and max(1-getNowRound()*0.1+0.1,0.5) or 0;caster=2;value=2000;holder=1;cfgId=1963321;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<trigger.strike>;extraAttackTrigger=2;triggerPoint=40}>",,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
1962224,,,,,immuneControlVal,,,,,,,,<1981110;1982124>,,1,1,,,battle/buff_icon/logo_kzmy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962225,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mkltg.png,,,<70022>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962226,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{strike=<setValue(list(""isNeedImmuneStrike""),list(ifElse(arg.strike == true,1,0)))>}>",,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;prob=target:hasBuff(1962121) and 1 or 0;value=0;holder=1;cfgId=1962232;lifeRound=1}>>;triggerPoint=32};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962227,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1962228,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=5;damageType=2}>,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=self:specialDamage()*1.2;holder=1;cfgId=1962229;lifeRound=1}>>;triggerPoint=5};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,<4021>,,,,,,,,,
1962229,,,,,buffDamage,,,2,10141,,,,,,2,3,,,battle/buff_icon/logo_lx.png,,buff/liuxue/liuxue.skel,<liuxue_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_lx.png,,,<{processId=5;damageType=2}>,,,,<{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,<4021>,,,,,,,,,
1962230,,,,,alterDmgRecordVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{strike=<setValue(list(""strike"",""rate""),list(0,1))>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962231,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{bond=1;caster=2;value=<2;1>;lifeRound=99;prob=target:hasBuff(1962121) and 1 or 0;cfgId=1962226;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.strike>;extraAttackTrigger=2;triggerPoint=40}>,,,,,,,,,,,,,,,,,,,,,,,,
1962232,,,,,,,,,,,,,<1962231;1962226>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962233,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mkltg.png,,,<70022>,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962251,,,,,,,,2,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<1966;99;0;1;1;{rebound=0;hpMax=1};1;{followMark=2004;dealGroup=4;x=150;y=0};1;0>;lifeRound=3;prob=(self:cardID()==1962 and 1 or 0);cfgId=1962252;holder=1}>;<{bond=1;caster=2;prob=1;value=1;holder=2;cfgId=1962265;lifeRound=3}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
1962252,,,,,summon,,,2,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0>,<2>,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=1;holder={input=allEx(list(2004));process=selectObjSeat()};cfgId=1962259;lifeRound=99}>;<{prob=1;caster=2;lifeRound=99;value=<list(1,0,0);1;0;1>;cfgId=1962260;holder={input=allEx(list(2004));process=selectObjSeat()}}>;<{prob=1;caster=2;lifeRound=99;value=<list(1,0,0);1;1>;cfgId=1962253;holder=2}>;<{prob=self:hasBuff(1962127) and 1 or 0;caster=2;value=1;holder=2;cfgId=1962271;lifeRound=99}>;<{caster=2;value=1;holder=20;cfgId=1962266;lifeRound=99}>;<{prob=0;caster=2;lifeRound=99;value=<1;1;0;1;0;1>;cfgId=1962269;holder={input=allEx(list(2004));process=selectObjSeat()}}>;<{prob=1;caster=2;lifeRound=99;value=<1>;cfgId=1962270;holder={input=allEx(list(2004));process=selectObjSeat()}}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
1962253,,,,,inviteAttack,,,2,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<<0;1;2>>,<{input=allEx(list(2004));process=random(6)}>,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
1962254,,,,,buffDamage,,,2,10181,,,,,,2,5,,,battle/buff_icon/logo_zd.png,,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{damageType=2;natureType=8;processId=3008}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,<4008;4027>,,,,,,,,,
1962255,,,,,replaceTarget,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0>,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
1962256,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962257,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962258,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962259,,,,,,,,,50019,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962260,,,,,counterAttack,,,2,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce();process=buffDiffer('id',{1962121})|random(1)}>",1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
1962261,,,,,assistAttack,,,,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
1962262,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=7;cfgId=1962257;lifeRound=1}>;<{prob=1;caster=2;lifeRound=1;value=<list(1,0,0);1;0;1>;cfgId=1962261;holder={input=allEx(list(2004));process=selectObjSeat()}}>>;triggerPoint=10};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
1962263,,,,,prophet,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
1962264,,,,,kill,,,2,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<True;True>,,1,<1>,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
1962265,,,,,,,,,1962251,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder={input=allEx(list(2004));process=selectObjSeat()};cfgId=1962264;lifeRound=1}>>;triggerPoint=19};{nodeId=0;triggerPoint=1}>,,3,,,,,,1,,,,,,,,,,,,,,,,
