变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
3242622,,,,,,,,,81002,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=self:hpMax()*0.015;holder=8;cfgId=3242625;lifeRound=1}>;<{prob=1;caster=2;value=self:hpMax()*0.015;holder=8;cfgId=3242626;lifeRound=1}>>;triggerPoint=8};{nodeId=2;funcArgs=<<{prob=1;caster=2;ignoreField=1;value=self:getBuff(3242621):getFinalLifeRound();holder=2;cfgId=3242634;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.beAddBuff:hasFlag(2017)>;triggerPoint=29};{nodeId=0;triggerPoint=1}>,,2,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242623,,,,,,,,,81002,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,<{nodeId=1;funcArgs=<<{caster=2;value=(self:flag(99) and target:hpMax()*2 or self:hpMax())*0.02;holder=1;cfgId=3242625;lifeRound=1}>;<{prob=1;caster=2;value=(self:flag(99) and target:hpMax()*2 or self:hpMax())*0.02;holder=1;cfgId=3242626;lifeRound=1}>;<{prob=1;caster=2;value=(self:flag(99) and target:hpMax()*2 or self:hpMax())*0.02;holder=1;cfgId=3242627;lifeRound=2}>>;effectFuncs=<castBuff;castBuff;castBuff>;extraAttackTrigger=2;triggerPoint=25};{nodeId=2;funcArgs=<<{prob=1;caster=2;ignoreField=1;value=self:getBuff(3242621):getFinalLifeRound();holder=2;cfgId=3242634;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.beAddBuff:hasFlag(2017)>;triggerPoint=29};{nodeId=0;triggerPoint=1}>,,2,,,,,,1,,,,,,,<9998>,,,,,,,,,
3242625,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=2;processId=3002}>,,,<1>,,,4,,,,,,,,,,,,,<4002;4021;9998;4025>,,,,,,,,,
3242626,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=6;processId=3006}>,,,<1>,,,4,,,,,,,,,,,,,<4006;4021;9998;4025>,,,,,,,,,
3242627,,,,,buffDamage,,,2,15310,,,,,,8,3,,,battle/buff_icon/icon_shuangyan.png,,koudai_yanbaiqiuleimu/hero_yanbaiqiuleimu.skel,<sy_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_shuangyan.png,,,<<{damageType=2;natureType=2;processId=3002};{damageType=2;natureType=6;processId=3006}>;<(self:flag(99) and target:hpMax()*2 or self:hpMax())*0.02;(self:flag(99) and target:hpMax()*2 or self:hpMax())*0.02>>,,,,"<{nodeId=1;funcArgs=<<{prob=0;caster=2;value=self:specialDamage()*0.4;holder=1;cfgId=3242630;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<target:hasBuffGroup(c.ptzhuoshao_oc()) and (not self:hasBuff(3242632))>;extraAttackTrigger=2;triggerPoint=5};{nodeId=2;funcArgs=<<{prob=0;caster=2;value=self:specialDamage()*0.4;holder=1;cfgId=3242630;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<target:hasBuffGroup(10112) and (not self:hasBuff(3242632))>;extraAttackTrigger=2;triggerPoint=25};{nodeId=3;funcArgs=<<{prob=0;caster=2;value=self:specialDamage()*0.4;holder=1;cfgId=3242631;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.bingdong_oc())) and (not self:hasBuff(3242632))>;triggerPoint=29};{nodeId=4;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=-1500;holder=1;cfgId=3242633;lifeRound=999}>>;triggerPoint=1};{nodeId=0;extraAttackTrigger=2;triggerPoint=25}>",,,,,,,,,,,,,,,<4002;4006;9998>,,,,{3248=3242627},,,,,
3242628,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<<>;envExData.from == 1 and exitInTab(4025,envExData.buffFlag)>",,,,,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
3242630,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=2;processId=3002}>,,,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=2;cfgId=3242632;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,<4002;4021>,,,,,,,,,
3242631,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=6;processId=3006}>,,,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=2;cfgId=3242632;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,<4006;4021>,,,,,,,,,
3242632,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,,,2,,,,,,,,,,,,,,,,,,,,,,
3242633,,,,,beHealAdd,,,2,,,,,,,6,3,,,battle/buff_icon/logo_jl1.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jl1.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
3242634,,,,,,,,2,,,,<3242621>,<3242621>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=buff:getValue();holder=1;cfgId=3242635;lifeRound=2}>>;effectFuncs=<castBuff>;delSelfWhenTriggered=1;onSomeFlag=<less(countObjByBuffFlag(self:force(),{},{2017}),1) and less(countObjByBuffFlag(3-self:force(),{},{2017}),1)>;triggerPoint=32};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<3014;9999>,<1;10>,,,,,,,,
3242635,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=1;holder=1;cfgId=3242621;lifeRound=buff:getValue()}>>;effectFuncs=<castBuff>;delSelfWhenTriggered=1;triggerPoint=57};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,<3014;9999>,,,,,,,,,
3242661,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=15;lifeRound=1;value=<1;1;5;(self2:natureIntersection(list(3,7)) and 0.3 or (0.15-countObjByBuff(self:force(),{3242665},{})*0.01) );20>;cfgId=3242662;holder=2}>>;effectFuncs=<castBuff>;onSomeFlag=<less(self:getBuffOverlayCount(3242666),3)>;extraAttackTrigger=2;triggerPoint=14};{nodeId=2;funcArgs=<<{prob=0;caster=2;value=self:specialDamage()*0.3;holder=7;cfgId=3242663;lifeRound=1}>;<{prob=(10+skillLv(32426,32428) *0.15-0.15)*0.01;caster=7;value=0;holder=2;cfgId=3242664;lifeRound=2}>>;effectFuncs=<castBuff;castBuff>;extraAttackTrigger=2;triggerPoint=10};{nodeId=3;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {2,6,15})};cfgId=3242665;lifeRound=999}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242662,,,,,lockHp,,,,9300,,,,,,6,5,,FALSE,battle/buff_icon/logo_xh.png,,buff/qiuleimu_buff/qlm_effect.skel,<xuehua1_loop;xuehua2_loop;xuehua3_loop;xuehua4_loop>,{mapping=<1;2;3;4>;type=1},,,,,,,,,,,,,,,,battle/txt/txt_xh.png,9,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=1;value=0;holder=1;cfgId=3242667;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,<3014>,<1;20>,,,,,,,,
3242663,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=6;processId=3006}>,,,<1>,,,4,,,,,,,,,,,,,<4006;4021;2002;4026>,,,,,,,,,
3242664,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=1;value=0;holder=2;cfgId=3242011;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,2,,,,,,,,,,,,,<3014>,,,,,,,,,
3242665,,,,,,,,,,,,,,,,1,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
3242666,,,,,,,,,,,,,,,2,99,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,2,,,,,,1,,,,,,,,,,,,,,,,
3242667,,,,,,,,,,,,,,,,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=1;value=0;holder=1;cfgId=3242666;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,4,,,,,,1,,,,,,,,,,,,,,,,
3242671,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=self:specialDamage()*random(3,5)*0.1;holder=25;cfgId=3242672;lifeRound=1}>;<{prob=1;caster=2;value=0;holder=2;cfgId=3242673;lifeRound=2}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<not self:hasBuff(3242673)>;triggerPoint=8};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder={input=enemyForce|nodead;process=random(12)};cfgId=3242674;lifeRound=999}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242672,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sylx1.png,,,"<<{damageType=2;natureType=2;processId=3002};{damageType=2;natureType=6;processId=3006}>;<self:specialDamage()*random((self:hasBuffFlag(1042) and 6 or 3),6)*0.1;self:specialDamage()*random((self:hasBuffFlag(1042) and 6 or 3),6)*0.1>>",,,,,,,,,,,,,,,,,,,<4002;4006;1043;4021>,<1;10>,,,,,,,,
3242673,,,,,,,,,,,,,,,,1,,,battle/buff_icon/logo_xglq.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,2,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242674,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=trigger.beAddBuff:getCfgId();holder=2;cfgId=3242675;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.beAddBuff:hasFlag(1043) and (not exitInTab(trigger.beAddBuff:getCfgId(),list(3242672)))>;triggerPoint=29};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242675,,,,,,,,,,,,,,,,5,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=100000;holder=25;cfgId=buff:getValue();lifeRound=1}>;<{prob=0;caster=2;value=500;holder=2;cfgId=3242678;lifeRound=999}>;<{prob=1;caster=2;value=self:BhpMax()*0.1;holder=2;cfgId=3242679;lifeRound=999}>>;effectFuncs=<castBuff;castBuff;castBuff>;delSelfWhenTriggered=1;triggerPoint=8};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242678,,,,,rebound,,,2,,,,,,,8,3,,,battle/buff_icon/logo_fs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,<3014>,<1;10>,{wave=0;gameEnd=0},,,,,,,
3242679,,,,,addHpMax,,,2,,,,,,,8,4,,,battle/buff_icon/logo_smsx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,<{effectHp=True}>,,,,,,,,,,,,,,,,,,,<3014>,,,,,,,,,
3242681,,,,,reborn,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=3242682;lifeRound=3}>>;triggerPoint=28};{nodeId=0;triggerPoint=12}>,,,,,,,<{type=1;limit=1}>,1,,,,,,,<3014>,<1;10>,{wave=0;gameEnd=0},,,,,,,
3242682,超频动画瑕疵,,,,,,,,80002,,,<3242673>,<3242673>,,,1,,,battle/buff_icon/logo_cpms.png,,,,,,,,,,koudai_yanbaiqiuleimu/hero_yanbaiqiuleimu.skel,chaopin,,,,,,,,,battle/txt/txt_ybcp.png,,,,,,,<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=4500;holder=1;cfgId=3242683;lifeRound=6}>;<{bond=1;caster=2;value=self:hpMax()*0.45;holder=1;cfgId=3242684;lifeRound=6}>;<{bond=1;caster=2;value=4500+5000;holder=1;cfgId=3242685;lifeRound=6}>;<{bond=1;caster=2;value=<1;99;1>;lifeRound=6;prob=0;cfgId=3242688;holder=1}>;<{bond=1;caster=2;value=2000;holder=1;cfgId=3242689;lifeRound=6}>>;triggerPoint=1};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=3242686;lifeRound=999}>>;triggerPoint=2};{nodeId=3;funcArgs=<<{prob=1;caster=2;value=self:specialDamage()*1;holder=7;cfgId=3242687;lifeRound=1}>>;effectFuncs=<castBuff>;extraAttackTrigger=2;triggerPoint=10};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,<1041;3014;1044>,<1;20>,,{skin=chaopin;unitRes=<koudai_yanbaiqiuleimu/hero_yanbaiqiuleimu.skel;koudai_yanbaiqiuleimu_pifu/hero_yanbaiqiuleimu_pifu.skel>},{3248=3242682},,,,,
3242683,,,,,damageSub,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,<3014>,,,,,,,,,
3242684,,,,,addHpMax,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_smsx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,<{effectHp=True}>,,,,,,,,,,,,,,,,,,,<3014>,,,,,,,,,
3242685,,,,,strike,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,<3014>,,,,,,,,,
3242686,,,,,,,,,,,,<3242661>,<3242661>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,<3014>,,{wave=0;gameEnd=0},,,,,,,
3242687,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=6;processId=3006}>,,,<1>,,,4,,,,,,,,,,,,,<4006;4021;2002;4026>,,,,,,,,,
3242688,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),intersection(arg.buffFlag,list(c.yuansu_oc())) and list(calFinalDamage*1.2) or list(calFinalDamage*1))>}>",,,,,,,,,,,,,,,,,,,<3014>,,,,,,,,,
3242689,,,,,rebound,,,,,,,,,,1,1,,,battle/buff_icon/logo_fs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<3014>,<1;10>,,,,,,,,
3242691,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1.5-getNowRound()*0.5;caster=2;value=0;holder=1;cfgId=3242321;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<lessE(getNowRound(),2) and (getExtraRoundMode()~=7 and getExtraRoundMode()~=8 and getExtraRoundMode()~=9)>;triggerPoint=3};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<3014>,,,,,,,,,
3242692,,,,,aura,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce()|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {2,6,15})}>",1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<1;1;0>;lifeRound=999;prob=1;cfgId=3242693;holder=20}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,<{type=1;limit=1}>,1,,,,,,,<3014>,,{wave=0;gameEnd=0},,,,,,,
3242693,,,,,lockHp,,,,,,,,,,,1,,,battle/buff_icon/logo_mysh.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<1;999>;cfgId=3242694;holder=1}>;<{prob=1;caster=2;value=0;holder=2;cfgId=3242696;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,{triggerEffect={onceEffectResPath=buff/miansi/miansi.skel;textResPath=battle/txt/txt_mysw.png;onceEffectAniName=effect}},,,<1;10>,,,,,,,,
3242694,,,,,immuneDamage,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=3242321;lifeRound=1}>;<{prob=1;caster=2;value=target2:hpMax()*0.25;holder=1;cfgId=3242695;lifeRound=1}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>,,4,,,,,<{type=1;limit=1}>,,,,,,,,<2010;3014>,<1;10>,,,,,,,,
3242695,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,1,<1>,,,,,,,,,,,,,,,,<3014;2031>,<1;10>,,,,,,,,
3242696,,,,,,,,,,,,,<3242692>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<3014;9999>,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243011,暗黑酋雷姆,,,,buffDamage,,,2,,,,,,,,1,,,battle/buff_icon/logo_mht.png,,koudai_anheiqiuleimu/anheiqiuleimu_buff.skel,<leiyun1_loop>,,,,,{'y'=-60;'x'=0},,,,,,,,TRUE,,,,battle/txt/txt_sly.png,,,"<<{damageType=2;natureType=5;processId=3005};{damageType=2;natureType=6;processId=3006}>;<self:damage()*random((self:hasBuffFlag(1042) and 6.5 or 5),6.5)*0.1;self:damage()*random((self:hasBuffFlag(1042) and 6.5 or 5),6.5)*0.1>>",,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=3243012;lifeRound=1}>;<{prob=self:hasBuffFlag(5011,5021) and 0 or 0;caster=2;value=1;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDiffer('group',{c.dongshang_gandian_oc()})|random(1)};cfgId=3243014;lifeRound=1}>;<{prob=moreE(countObjByBuff(self:force(),{3243341}),1)  and 1 or 0;caster=2;value=0;holder=1;cfgId=3243015;lifeRound=1}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=target2:natureIntersection(list(5,6)) and 1 or 0;caster=1;value=1500;holder=8;cfgId=3243013;lifeRound=1}>>;effectFuncs=<castBuff>;extraAttackTrigger=2;triggerPoint=7};{nodeId=3;funcArgs=<<{prob=1;caster=2;value=1;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDiffer('group',{c.dongshang_gandian_oc()})|random(1)};cfgId=3243014;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.jinghua_oc())) and self:hasBuffFlag(5011,5021)>;triggerPoint=29};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<4005;4006;1043;1050;4021>,,,,,,,,,
3243012,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_anheiqiuleimu/anheiqiuleimu_buff.skel,dalei,,,,,TRUE,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
3243013,,,,,damageDodge,,,2,1083,,,,,,1,1,,,battle/buff_icon/icon_sbts.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sbts.png,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
3243014,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_anheiqiuleimu/anheiqiuleimu_buff.skel,dalei,,,,,TRUE,,,,battle/txt/txt_dlcd.png,,,"<<{damageType=2;natureType=5;processId=3005};{damageType=2;natureType=6;processId=3006}>;<self:damage()*random((self:hasBuffFlag(1042) and 6.5 or 5),6.5)*0.1*0.5;self:damage()*random((self:hasBuffFlag(1042) and 6.5 or 5),6.5)*0.1*0.5>>",,,,,,4,,,,,,,,,,,,,<4005;4006;1043;1050;4021>,,,,,,,,,
3243015,,,,,,,,2,,,,,<3243011>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
3243021,,,,,,,,,,,,,,,,1,,,battle/buff_icon/logo_cpms.png,,,,,,,,,,koudai_anheiqiuleimu/anheiqiuleimu_buff.skel,chaopin,,,,,TRUE,,,,battle/txt/txt_ahcp.png,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=0;holder=1;cfgId=3243022;lifeRound=999}>;<{bond=1;caster=2;value=0;holder=1;cfgId=3243023;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=5000;holder=1;cfgId=3243024;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=5000;holder=1;cfgId=3243025;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=2500;holder=1;cfgId=3243027;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=2500;holder=1;cfgId=3243028;lifeRound=999}>;<{prob=1;caster=2;value=0;holder=1;cfgId=3243030;lifeRound=999}>;<{bond=1;caster=2;value=<2;2;2>;lifeRound=999;prob=1;cfgId=3243029;holder=2}>;<{bond=1;caster=2;value=<1;99;1>;lifeRound=999;prob=1;cfgId=3243031;holder=2}>;<{bond=1;caster=2;value=<99;99;0;list(0,max(target2:hp()-target2:hpMax()*0.3,1)/target2:hpMax());10>;lifeRound=999;prob=self:flagZ4() and 1 or 0;cfgId=3243691;holder=2}>;<{bond=1;caster=2;prob=1;value=0;holder=14;cfgId=3243032;lifeRound=999}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=(lessE(self:getBuffOverlayCount(3243032),self:flagZ3() and 2 or 1) and moreE(self:star(),11) ) and 1 or 0;caster=2;lifeRound=2;value=<list(0,0,1);1;1>;cfgId=3243331;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<getNextHero(1):id()==self:id()>;triggerPoint=59};{nodeId=3;funcArgs=<<{prob=self:flagZ2() and 0 or 0;caster=2;value=0;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)};cfgId=3243011;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<self:curSkill():getDamageState('strike')>;extraAttackTrigger=2;triggerPoint=8};{nodeId=4;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)};lifeRound=1;castTimes=self:getBuffOverlayCount(3243033);cfgId=3243011;value=0}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>",,3,,,,,,,,,,,,,<1044>,<1;20>,,{skin=chaopin;unitRes=<koudai_anheiqiuleimu/hero_anheiqiuleimu.skel;koudai_anheiqiuleimu_pifu/hero_anheiqiuleimu_pifu.skel>},,,,,,
3243022,,,,,,,,,70025,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_kzmy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243023,,,,,qusan,,,,60030,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=3300001;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
3243024,,,,,strike,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
3243025,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=target2:hasBuff(3610001) and (target2:getBuff(3610001):getValue()+buff:getValue()) or buff:getValue();holder=1;cfgId=3610001;lifeRound=999}>>;triggerPoint=1};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=target2:hasBuff(3610001) and 1 or 0;caster=2;value=max(0,target2:getBuff(3610001):getValue()-buff:getValue());holder=1;cfgId=3610001;lifeRound=999}>>;triggerPoint=2}>",,,,,,,,,,,,,,,,,,,,,,,,
3243027,,,,,electricityDamageAdd,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
