变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
362621,基格尔德完全体,,,,,,,,,,,,,,362621,
362622,基格尔德完全体,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.1>,,
362623,基格尔德完全体,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623212>,<1>,<1>,,<0>,,
362624,基格尔德完全体,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623221>,<1>,<self:flagZ2() and 1 or 0>,,<0>,,
362625,基格尔德完全体,,,enemyForce()|nodead,useOtherProcess(362621),,,,,<3623224>,<1>,<self:flagZ2() and 1 or 0>,,<-1>,,
362631,基格尔德完全体,,,enemyForce()|nodead,random(3),,,,,,,,,,362631,
362632,基格尔德完全体,,,enemyForce()|nodead,useOtherProcess(362631),,,,,,,,,,362632,
362633,基格尔德完全体,1,14,,,,,,,<3623211>,<1>,<1>,,<self:hp()*0.2>,,
362634,基格尔德完全体,,,enemyForce()|nodead,useOtherProcess(362631),,,,,<3623212>,<1>,<1>,,<0>,,
362635,基格尔德完全体,1,14,,,,,,,<3623311>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
362636,基格尔德完全体,,11,,,,,,,<3623321>,<1>,<self:flagZ3() and 1 or 0>,,"<min(self:damage()*3,self:hpMax()*0.05)>",,
362660,基格尔德完全体,1,14,,,,,,,<3623001;3623810;3623818>,<999;999;999>,"<1;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;0;0>,,
362661,基格尔德完全体,1,14,,,,,,,<3623611>,<999>,<1>,,<self:BhpMax()*0.2>,,
362662,基格尔德完全体,1,14,,,,,,,<3623621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
362663,基格尔德完全体,1,14,,,,,,,<3623711>,<999>,<1>,,<<0;self:hpMax();0;15>>,,
362664,基格尔德完全体,,,enemyForce()|nodead,"buffDifferExcludeOptional('id',{3623212})|random(2)",,,,,<3623212>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
362665,基格尔德完全体,1,14,,,,,,,<3626001>,<999>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
365111,波尔凯尼恩,,,,,,,,,,,,,,365111,
365112,波尔凯尼恩,1,14,,,,,,,<3651113>,<3>,<1>,,<self:BspecialDamage()*0.1>,,
365113,波尔凯尼恩,,,,,,,,,<3651111>,<2>,<self:flagZ1() and 1 or 0>,,<1>,,
365121,波尔凯尼恩,,,,,,,,,,,,,,365121,
365122,波尔凯尼恩,1,14,,,,,,,<3651211>,<1>,<1>,,<<1;1;1>>,,
365123,波尔凯尼恩,,,enemyForce()|nodead,exclude(list(csvSelectObj:id()))|random(1),,,,,<3651121>,<1>,<2>,,<self:specialDamage()*0.4>,,
365131,波尔凯尼恩,,,,,,,,,<3651111;3651314>,<1;1>,"<1;(moreE(self:star(),11) and target:hasBuff(3651121))and 1 or 0>",,"<1;math.min(target:hpMax()*0.15,self:BspecialDamage()*3)>",365131,
365132,波尔凯尼恩,,,enemyForce()|nodead,exclude(list(csvSelectObj:id()))|random(self:getBuffOverlayCount(3651313)),,,,,<3651111;3651314>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,"<1;math.min(target:hpMax()*0.15,self:BspecialDamage()*3)>",365132,
365133,波尔凯尼恩,,,enemyForce()|nodead,"useOtherProcess(365131,365132)",,,,,,,,,,,
365134,波尔凯尼恩,,,,,,,,,,,,,,365133,
365135,波尔凯尼恩,,,enemyForce()|nodead,exclude(list(csvSelectObj:id()))|random(1),,,,,<3651111>,<1>,"<(moreE(self:star(),11) and target:hasBuff(3651121))and 1 or 0>",,<1>,,
365136,波尔凯尼恩,,14,,,,,,,<3651315;3651316;3651317>,<1;1;1>,"<moreE(self:getBuffOverlayCount(3651313),5) and 1 or 0;moreE(self:getBuffOverlayCount(3651313),5) and self:flagZ3() and less(self:getBuffOverlayCount(3651315),2) and 1 or 0;moreE(self:getBuffOverlayCount(3651313),5) and 1 or 0>",,<1;1;1>,,
365151,波尔凯尼恩,1,14,,,,,,,<3651642;3651643;3651644;3651645;3651646>,<999;999;999;999;999;999>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<1;1;1;1;1>,,
365152,波尔凯尼恩,,,selfForce()|nodead,"battleFlagDiffer('battleFlag', {4111})",,,,,<3651640;3651642;3651643;3651644;3651645;3651646>,<999;999;999;999;999;999;999>,"<(moreE(self:star(),8) and moreE(target:star(),8)) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<1;1;1;1;1;1>,,
365153,波尔凯尼恩,1,11,,,,,,,<3651651>,<999>,<1>,,<1>,,
365161,波尔凯尼恩,1,14,,,,,,,<3651311;3651315>,<999;999>,<1;self:flagZ3() and 1 or 0>,,<1;1>,,
365162,波尔凯尼恩,1,14,,,,,,,<3651611;3651616>,<999;999>,<1;1>,,<1;1>,,
365163,波尔凯尼恩,1,14,,,,,,,<3651621;3651631;3651691>,<999;999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),6) and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1>,,
365164,波尔凯尼恩,1,14,,,,,,,<3651647;3651649>,<999;999>,"<(moreE(self:star(),8) and self:hasBuff(3651641)) and 1 or 0;(moreE(self:star(),8) and self:hasBuff(3651641)) and 1 or 0>",,<1;1>,,
365211,波尔凯尼恩,,11,,,,,,,,,,,,365211,
365212,波尔凯尼恩,,,,,,,,,,,,,,,
365213,波尔凯尼恩,,,,,,,,,,,,,,,
365261,波尔凯尼恩,1,14,,,,,,,<3651658;3651670>,<999;999>,<1;1>,,<1;1>,,
,,,,,,,,,,,,,,,,
402311,索尔迦雷欧,,,,,,,,,,,,,,402311,
402312,,1,14,,,,,,,<4023645;4023111;4023112>,<999;2;2>,<1;self:flagZ1() and 0 or 1;self:flagZ1() and 1 or 0>,,<self:Bdefence()*(self:flagZ1() and 0.3 or 0.2)+(self:hasBuff(4023645) and self:getBuff(4023645):getValue() or 0);self:Bdefence()*0.2;self:Bdefence()*0.3>,,
402321,,,,,,,,,,,,,,,402321,
402322,,1,14,,,,,,,<4023211>,<999>,<1>,,<0>,,
402323,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|selfRowOptional|attrDifferOptional(""natureType"", {11,17})|random(1)",,,,,<4023221>,<999>,<1>,,<0>,,
402324,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {11,17})|random(1)",,,,,<4023211>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,
402331,,,11,,,,,,,<4023331>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<0>,402331,
402332,,,11,,,,,,,,,,,,402332,
402333,,,,enemyForce | nodead,curSelected,,,,,,,,,,,
402334,,,,enemyForce | nodead,otherProcessExcept(402333)|random(2),,,,,,,,,,,
402335,,,11,,,,,,,,,,,,,
402336,,,,enemyForce | nodead,,"{process={value=<useOtherProcess(402333,402334);useOtherProcess(402335)>;keyNum=self:flagZ3() and 2 or 1}}",,,,<4023311>,<1>,<1>,,<<0;3;3;0;100;10;40239>>,,
402337,,1,14,,,,,,,<4023321>,<1>,<1>,,<0>,,
402338,,,,enemyForce | nodead,useOtherProcess(402331),,,,,<4023352>,<1>,<self:flagZ3() and 1 or 0>,,<self:defence()+self:specialDefence()>,,
402341,,1,14,,,,,,,<4023630>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<<0>>,,
402351,,,,,,,,,,,,,,,402351,
402352,,1,14,,,,,,,<4023636;4023637>,<999;1>,<1;1>,,<0;self:curSkill():getTotalDamage()*0.5>,,
402361,,1,14,,,,,,,<4023611>,<999>,<1>,,<0>,,
402362,,1,14,,,,,,,<4023621>,<999>,<1>,,<0>,,
402363,,1,14,,,,,,,<4023641>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
402364,,1,14,,,,,,,<4023351>,<999>,<self:flagZ3() and 1 or 0>,,<<list(40233);list(40238)>>,,
402371,,,,,,,,,,<4023711>,<2>,<1>,,<-target:defence()*0.05>,402311,
402391,,,,,,,,,,,,,,,402311,
,,,,,,,,,,,,,,,,
412311,索尔迦雷欧皮肤,,,,,,,,,,,,,,412311,
412312,,1,14,,,,,,,<4023645;4023111;4023112>,<999;2;2>,<1;self:flagZ1() and 0 or 1;self:flagZ1() and 1 or 0>,,<self:Bdefence()*(self:flagZ1() and 0.3 or 0.2)+(self:hasBuff(4023645) and self:getBuff(4023645):getValue() or 0);self:Bdefence()*0.2;self:Bdefence()*0.3>,,
412321,,,,,,,,,,,,,,,412321,
412322,,1,14,,,,,,,<4023211>,<999>,<1>,,<0>,,
412323,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|selfRowOptional|attrDifferOptional(""natureType"", {11,17})|random(1)",,,,,<4023221>,<999>,<1>,,<0>,,
412324,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {11,17})|random(1)",,,,,<4023211>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,
412331,,,11,,,,,,,<4023331>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<0>,412331,
412332,,,11,,,,,,,,,,,,412332,
412333,,,,enemyForce | nodead,curSelected,,,,,,,,,,,
412334,,,,enemyForce | nodead,otherProcessExcept(412333)|random(2),,,,,,,,,,,
412335,,,11,,,,,,,,,,,,,
412336,,,,enemyForce | nodead,,"{process={value=<useOtherProcess(412333,412334);useOtherProcess(412335)>;keyNum=self:flagZ3() and 2 or 1}}",,,,<4023311>,<1>,<1>,,<<0;3;3;0;100;10;40239>>,,
412337,,1,14,,,,,,,<4023321>,<1>,<1>,,<0>,,
412338,,,,enemyForce | nodead,useOtherProcess(412331),,,,,<4023352>,<1>,<self:flagZ3() and 1 or 0>,,<self:defence()+self:specialDefence()>,,
412341,,1,14,,,,,,,<4023630>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<<0>>,,
412351,,,,,,,,,,,,,,,412351,
412352,,1,14,,,,,,,<4023636;4023637>,<999;1>,<1;1>,,<0;self:curSkill():getTotalDamage()*0.5>,,
412361,,1,14,,,,,,,<4023611>,<999>,<1>,,<0>,,
412362,,1,14,,,,,,,<4023621>,<999>,<1>,,<0>,,
412363,,1,14,,,,,,,<4023641>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
412364,,1,14,,,,,,,<4023351>,<999>,<self:flagZ3() and 1 or 0>,,<<list(41233);list(41238)>>,,
412371,,,,,,,,,,<4023711>,<2>,<1>,,<-target:defence()*0.05>,412311,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
402411,露奈雅拉,,,,,,,,,,,,,,402411,
402412,,1,14,,,,,,,<4024111>,<2>,<1>,,"<min(self:BhpMax()*0.1,self:BspecialDamage()*3)>",,
402413,,,,enemyForce | nodead,"buffDifferOptional('id',{4024311})|random(1)",,,,,<4024321>,<1>,<self:flagZ1() and 1 or 0>,,<0>,,
402421,,,,,,,,,,,,,,,402421,
402422,,1,14,,,,,,,<4024211>,<1>,<1>,,<<1;1;1>>,,
402423,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {14})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<4024211>,<1>,<1>,,<<1;1;1>>,,
402424,,,,selfForce|nodead,"otherProcessExcept(402422,402423)|attrDiffer('natureType', {14})|random(1)",,,,,<4024211>,<1>,<self:flagZ2() and 1 or 0>,,<<1;1;1>>,,
402425,,1,14,,,,,,,<4024212>,<1>,<self:flagZ2() and 1 or 0>,,"<min(self:hpMax()*0.15,self:specialDamage()*3)>",,
402431,,,,enemyForce | nodead,random(1),,,,,,,,,,,
402432,,,,enemyForce | nodead,otherProcessExcept(402431)|random(1),,,,,,,,,,,
402433,,,,enemyForce | nodead,"otherProcessExcept(402431,402432)|random(1)",,,,,,,,,,,{prob=(self:flagZ3() and 1 or 0);needUpdateTarget=True}
402434,,,,enemyForce | nodead,,"{process={value=<useOtherProcess(402431,402432);useOtherProcess(402431,402432,402433)>;keyNum=self:flagZ3() and 2 or 1}}",,,,,,,,,402431,
402435,,,,enemyForce | nodead,useOtherProcess(402434),,,,,,,,,,402432,
402436,,,,enemyForce | nodead,useOtherProcess(402434),,,,,<4024311>,"<moreE(self:star(),11) and 2 or 1>",<1>,,<0>,,
402437,,1,14,,,,,,,<4024331>,<1>,<1>,,<0>,,
402461,,1,14,,,,,,,<4024611>,<999>,<1>,,<0>,,
402462,,1,14,,,,,,,<4024911>,<999>,<1>,,<0>,,
402463,,1,14,,,,,,,<4024711>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
402464,,1,14,,,,,,,<4024810>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
402465,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {14})",,,,,<4024811>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<target:id()>,,
,,,,,,,,,,,,,,,,
412411,露奈雅拉皮肤,,,,,,,,,,,,,,412411,
412412,,1,14,,,,,,,<4024111>,<2>,<1>,,"<min(self:BhpMax()*0.1,self:BspecialDamage()*3)>",,
412413,,,,enemyForce | nodead,"buffDifferOptional('id',{4024311})|random(1)",,,,,<4024321>,<1>,<self:flagZ1() and 1 or 0>,,<0>,,
412421,,,,,,,,,,,,,,,412421,
412422,,1,14,,,,,,,<4024211>,<1>,<1>,,<<1;1;1>>,,
412423,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {14})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<4024211>,<1>,<1>,,<<1;1;1>>,,
412424,,,,selfForce|nodead,"otherProcessExcept(412422,412423)|attrDiffer('natureType', {14})|random(1)",,,,,<4024211>,<1>,<self:flagZ2() and 1 or 0>,,<<1;1;1>>,,
412425,,1,14,,,,,,,<4024212>,<1>,<self:flagZ2() and 1 or 0>,,"<min(self:hpMax()*0.15,self:specialDamage()*3)>",,
412431,,,,enemyForce | nodead,random(1),,,,,,,,,,,
412432,,,,enemyForce | nodead,otherProcessExcept(412431)|random(1),,,,,,,,,,,
412433,,,,enemyForce | nodead,"otherProcessExcept(412431,412432)|random(1)",,,,,,,,,,,{prob=(self:flagZ3() and 1 or 0);needUpdateTarget=True}
412434,,,,enemyForce | nodead,,"{process={value=<useOtherProcess(412431,412432);useOtherProcess(412431,412432,412433)>;keyNum=self:flagZ3() and 2 or 1}}",,,,,,,,,412431,
412435,,,,enemyForce | nodead,useOtherProcess(412434),,,,,,,,,,412432,
412436,,,,enemyForce | nodead,useOtherProcess(412434),,,,,<4024311>,"<moreE(self:star(),11) and 2 or 1>",<1>,,<0>,,
412437,,1,14,,,,,,,<4024331>,<1>,<1>,,<0>,,
412461,,1,14,,,,,,,<4024611>,<999>,<1>,,<0>,,
412462,,1,14,,,,,,,<4024911>,<999>,<1>,,<0>,,
412463,,1,14,,,,,,,<4024711>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
412464,,1,14,,,,,,,<4024810>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
412465,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {14})",,,,,<4024811>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<target:id()>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
412111,玛夏多,,,,,,,,,,,,,,412111,
412112,,1,14,,,,,,,<4122111;4122114>,<999;2>,<1;1>,,<0;2000>,,
412113,,,,,,,,,,<4122113>,<1>,<self:hasBuff(4122112) and 1 or 0>,,<-100>,,
412114,,1,14,,,,,,,<4122121>,<1>,<self:flagZ1() and 1 or 0>,,<1000>,,
412121,,,,,,,,,,,,,,,412121,
412122,,1,14,,,,,,,<4122211>,<1>,<1>,,<5000>,,
412131,,,,,,,,,,,,,,,412131,
412132,,,,,,,,,,,,,,,412132,
412133,,1,14,,,,,,,<4122341>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<<self:flag(200) and 41224 or 41214>>,,
412134,,1,14,,,,,,,<4122311>,<1>,<1>,,"<<list(1,0,0);1;1;list(self:flag(200) and 41229 or 41219)>>",,
412135,,,,selfForce,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {14,7})",,,,,<4122351>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,
412141,,,,,,,,,,,,,,,412148,
412142,,1,14,,,,,,,,,,,,,
412161,,1,14,,,,,,,<4122611;4122621>,<999;999>,<1;1>,,<2000;0>,,
412162,,1,14,,,,,,,<4122661;4122681>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<<0>;<1;1;0>>,,
412191,,,,,,,,,,,,,,,412191,
412192,,,,,,,,,,,,,,,412192,{prob=1;needUpdateTarget=True}
412193,,,,,,,,,,,,,,,412193,{prob=1;needUpdateTarget=True}
412194,,,,,,,,,,<4122321>,<2>,<self:hasBuff(4122682) and 0 or 1>,,<0>,,
412195,,1,14,,,,,,,<4122111;4122111;4122111>,<999;999;999>,<1;1;1>,,<0;0;0>,,
412196,,,,,,,,,,<4122113>,<1>,<self:hasBuff(4122112) and 1 or 0>,,<-100>,,
412197,,1,14,,,,,,,<4122688>,<1>,<self:hasBuff(4122682) and 1 or 0>,,<0>,,
,,,,,,,,,,,,,,,,
412211,玛夏多皮肤,,,,,,,,,,,,,,412211,
412212,,1,14,,,,,,,<4122111;4122114>,<999;2>,<1;1>,,<0;2000>,,
412213,,,,,,,,,,<4122113>,<1>,<self:hasBuff(4122112) and 1 or 0>,,<-100>,,
412214,,1,14,,,,,,,<4122121>,<1>,<self:flagZ1() and 1 or 0>,,<1000>,,
412221,,,,,,,,,,,,,,,412221,
412222,,1,14,,,,,,,<4122211>,<1>,<1>,,<5000>,,
412231,,,,,,,,,,,,,,,412231,
412232,,,,,,,,,,,,,,,412232,
412233,,1,14,,,,,,,<4122341>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<<self:flag(200) and 41224 or 41214>>,,
412234,,1,14,,,,,,,<4122311>,<1>,<1>,,"<<list(1,0,0);1;1;list(self:flag(200) and 41229 or 41219)>>",,
412235,,,,selfForce,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {14,7})",,,,,<4122351>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,
412241,,,,,,,,,,,,,,,412248,
412242,,1,14,,,,,,,,,,,,,
412261,,1,14,,,,,,,<4122611;4122621>,<999;999>,<1;1>,,<2000;0>,,
412262,,1,14,,,,,,,<4122661;4122681>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<<0>;<1;1;0>>,,
412291,,,,,,,,,,,,,,,412291,
412292,,,,,,,,,,,,,,,412292,{prob=1;needUpdateTarget=True}
412293,,,,,,,,,,,,,,,412293,{prob=1;needUpdateTarget=True}
412294,,,,,,,,,,<4122321>,<2>,<self:hasBuff(4122682) and 0 or 1>,,<0>,,
412295,,1,14,,,,,,,<4122111;4122111;4122111>,<999;999;999>,<1;1;1>,,<0;0;0>,,
412296,,,,,,,,,,<4122113>,<1>,<self:hasBuff(4122112) and 1 or 0>,,<-100>,,
412297,,1,14,,,,,,,<4122688>,<1>,<self:hasBuff(4122682) and 1 or 0>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
411111,玛机雅娜,,,,,,,,,,,,,,411111,
411112,,1,14,,,,,,,<4112111>,<2>,<1>,,<1000>,,
411113,,,,,,,,,,<4112121>,<2>,<self:flagZ1() and 1 or 0>,,<0>,,
411121,,,4,,,,,,,,,,,,411121,
411122,,1,14,,,,,,,<4112211>,<3>,<1>,,<<2;100;1>>,,
411123,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{4112211})|random(1)",,,,,<4112211>,<3>,<1>,,<<2;100;1>>,,
411131,,,,selectedTwoColumn,,,,,,,,,,,411131,
411132,,,,enemyForce | nodead,useOtherProcess(411131),,,,,,,,,,411132,
411133,,1,14,,,,,,,<4112311;4112331>,<3;999>,<1;1>,,<0;0>,,
411134,,,,enemyForce | nodead,"buffDifferExclude('id',{4112633})|random(1)",,,,,<4112632>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
411135,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {17,18})|setSelectAttr({'damage','specialDamage'},'max')|attrWitOutFilter('selectAttr','max',1)",,,,,<4112610>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,
411161,,1,14,,,,,,,<4112631>,<999>,<1>,,<0>,,
411162,,1,14,,,,,,,<4112681>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
411163,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
411211,玛机雅娜皮肤,,,,,,,,,,,,,,411211,
411212,,1,14,,,,,,,<4112111>,<2>,<1>,,<500>,,
411213,,,,,,,,,,<4112121>,<2>,<self:flagZ1() and 1 or 0>,,<0>,,
411221,,,4,,,,,,,,,,,,411221,
411222,,1,14,,,,,,,<4112211>,<3>,<1>,,<<2;100;1>>,,
411223,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{4112211})|random(1)",,,,,<4112211>,<3>,<1>,,<<2;100;1>>,,
411231,,,,selectedTwoColumn,,,,,,,,,,,411231,
411232,,,,enemyForce | nodead,useOtherProcess(411131),,,,,,,,,,411232,
411233,,1,14,,,,,,,<4112311;4112331>,<3;999>,<1;1>,,<0;0>,,
411234,,,,enemyForce | nodead,"buffDifferExclude('id',{4112633})|random(1)",,,,,<4112632>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
411235,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {17,18})|setSelectAttr({'damage','specialDamage'},'max')|attrWitOutFilter('selectAttr','max',1)",,,,,<4112610>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,
411261,,1,14,,,,,,,<4112631>,<999>,<1>,,<0>,,
411262,,1,14,,,,,,,<4112681>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
411263,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
410111,,,,,,,,,,,,,,,410111,
410112,,,,,,,,,,<4101111>,<1>,<self:flagZ1() and 1 or 0>,,"<list(list(c.gabuff1_oc()),2,1)>",,
410113,,,,,,,,,,,,,,,,
410121,,,,,,,,,,,,,,,410121,
410122,,1,14,,,,,,,<4101322>,<4>,<1>,,<0>,,
410123,,,,,,,,,,<4101321>,<5>,<1>,,<<list(2);list(0);list(c.debuff1_debuff2_oc());15;1>>,,
410124,,,,,,,,,,<4101214>,<2>,<self:flagZ2() and 1 or 0>,,<0>,,
410131,,,,,,,,,,,,,,,410131,
410132,,,,,,,,,,,,,,,410132,
410133,,,,,,,,,,<4101211>,<1>,<1>,,<0>,,
410134,,1,14,,,,,,,<4101341>,<1>,<1>,,"<(20+skillLv(41016,41026) *0.2-0.2)*100>",,
410135,,1,14,,,,,,,<4101010>,<1>,"<ifElse(skill:getDamageState('strike'),0,1)>",,<0>,,
410136,,1,14,,,,,,,<4101331>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
410161,,1,14,,,,,,,<4101611;4101631>,<999;999>,<1;1>,,<0;0>,,
410162,,1,14,,,,,,,,,,,,,
410163,奈克洛兹玛,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
410211,奈克洛兹玛皮肤,,,,,,,,,,,,,,410211,
410212,,,,,,,,,,<4101111>,<1>,<self:flagZ1() and 1 or 0>,,"<list(list(c.gabuff1_oc()),2,1)>",,
410213,,,,,,,,,,,,,,,,
410221,,,,,,,,,,,,,,,410221,
410222,,1,14,,,,,,,<4101322>,<4>,<1>,,<0>,,
410223,,,,,,,,,,<4101321>,<5>,<1>,,<<list(2);list(0);list(c.debuff1_debuff2_oc());15;1>>,,
410224,,,,,,,,,,<4101214>,<2>,<self:flagZ2() and 1 or 0>,,<0>,,
410231,,,,,,,,,,,,,,,410231,
410232,,,,,,,,,,,,,,,410232,
410233,,,,,,,,,,<4101211>,<1>,<1>,,<0>,,
410234,,1,14,,,,,,,<4101341>,<1>,<1>,,"<(20+skillLv(41016,41026) *0.2-0.2)*100>",,
410235,,1,14,,,,,,,<4101010>,<1>,"<ifElse(skill:getDamageState('strike'),0,1)>",,<0>,,
410236,,1,14,,,,,,,<4101331>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
410261,,1,14,,,,,,,<4101611;4101631>,<999;999>,<1;1>,,<0;0>,,
410262,,1,14,,,,,,,,,,,,,
410263,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
459111,苍响,,,,,,,,,,,,,,459111,
459112,,1,14,,,,,,,<4591111>,<2>,<1>,,<self:Bdamage()*0.1>,,
459113,,1,14,,,,,,,<4591621;4591627>,<1;1>,<(self:flagZ1() and (not self:flagZ3()) )   and 1 or 0;self:flagZ3() and 1 or 0>,,<1;1>,,
459121,,,,,,,,,,,,,,,459121,
459122,,1,14,,,,,,,<4591211;4591221;4591223;4591621>,<1;1;1;1>,<1;self:flagZ2() and 1 or 0;self:flagZ2() and 1 or 0;1>,,<1;1;1;1>,,
459123,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|buffDiffer('id',{4591611})|relativeActionOrderProcess(false,2)",,,,,<4591211>,<1>,<1>,,<1>,,
459124,,,,,,,,,,,,,,,,
459131,,,4,,,,,,,,,,,,459131,
459132,,,4,,,,,,,,,,,,459132,
459133,,,4,,,,,,,<4591311;4591312>,<1;1>,"<more(target:defence(),self:defence()) and 1 or 0;less(target:defence(),self:defence()) and 1 or 0>",,<-(target:defence()-(target:defence()-self:defence()) )*(skillLevel*0.003-0.003);-target:defence()*(skillLevel*0.003-0.003)>,,
459134,,1,14,,,,,,,<4591621;4591621;4591627;4591627>,<1;1;1;1>,<(self:flagZ1() and (not self:flagZ3()) )   and 1 or 0;(self:flagZ1() and (not self:flagZ3()) )   and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<1;1;1;1>,,
459135,,1,14,,,,,,,<4591321>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<<0;10>>,,
459136,,1,14,,,,,,,<4591636>,<1>,<self:flagZ3() and 1 or 0>,,<1>,,
459161,,,,selfForce | nodead,"battleFlagDiffer('battleFlag', {10006})",,,,,<4591610;4591611>,<999;999>,<1;1>,,<1;1>,,
459162,,,,selfForce | nodead,"battleFlagDiffer('battleFlag', {4601})",,,,,<4591611;4591690>,<999;999>,<1;1>,,<<1>;<0;10>>,,
459163,,1,11,,,,,,,<4591611>,<999>,<(target:natureIntersection(list(18))) and 1 or 0>,,<1>,,
459164,,1,14,,,,,,,<4591615;4591641;4591651;4591635>,<999;999;999;999>,<1;1;1;1>,,<1;1;<0;10>;<0;10>>,,
459165,,1,14,,,,,,,<4591661;4591671>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<<0;10>;<1>>,,
