变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
4611300,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
4611311,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_wujitaina/hero_wujitaina.skel,ldlx,,,,,TRUE,,,,battle/txt/txt_ldlx.png,,,"<{processId=3008;damageType=2;natureType=8}>;self:specialDamage()*(target:natureIntersection(list(6,18)) and 4 or random((self:hasBuffFlag(1042) and 10 or 4),10))*0.1>",,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=self:getBuffOverlayCount(4611012);holder=2;cfgId=4611313;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,<1043;4021>,,,,,,,,,
4611312,,,,,,,,2,,,,,<4611012>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
4611313,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;holder={input=enemyForce|nodead;process=buffDiffer('id',{4611300})|buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};lifeRound=1;castTimes=buff:getValue();cfgId=4611017;value=0}>;<{prob=1;caster=2;value=0;holder=2;cfgId=4611312;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,4,,,,,,,,,,,,,<9999>,,,,,,,,,
4611321,,,,,,,,2,,,,,,,,1,,,,,koudai_wujitaina/hero_wujitaina.skel,<jjh_standby_loop>,,1466,3,4,{'y'=100;'x'=620},,koudai_wujitaina/hero_wujitaina.skel,jjh_chuxian,,5,,{'y'=100;'x'=620},TRUE,,{res=koudai_wujitaina/hero_wujitaina.skel;pos=5;aniName=jjh_xiaoshi},{list=<{playType=1;typ=hide;args={other={isShow=False};lifebar={isShow=False};sprite={isShow=False}}};{playType=1;typ=onceEffect;args={onceEffectResPath=koudai_wujitaina/hero_wujitaina.skel;onceEffectOffsetPos={y=0;x=0};onceEffectAniName=jjh_xiaoshi2}};{playType=1;typ=wait;args={lifetime=890}};{playType=1;typ=hide;args={other={isShow=True};lifebar={isShow=True};sprite={isShow=True}}};{playType=1;typ=opacity;args={value=0.4}}>},battle/txt/txt_jjh.png,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=self:BhpMax()*0.8;holder=1;cfgId=4611322;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=self:Bdefence()*0.8;holder=1;cfgId=4611323;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=self:BspecialDefence()*0.8;holder=1;cfgId=4611324;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=self:getBuff(4611313):getValue()*300;holder=1;cfgId=4611325;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=self:getBuff(4611313):getValue()*300;holder=1;cfgId=4611326;lifeRound=999}>;<{bond=1;caster=2;prob=target2:natureIntersection(list(8,15)) and (target2:id()==self:id() and 0 or (self:flagZ3() and 1 or 0) ) or 0;value=0;holder=5;cfgId=4611327;lifeRound=999}>;<{bond=1;caster=2;value=<list(46113);list(moreE(self:star(),11) and 46114 or 46115)>;lifeRound=999;prob=1;cfgId=4611331;holder=1}>;<{bond=1;caster=2;prob=moreE(self:star(),11) and 1 or 0;value=0;holder=1;cfgId=4611330;lifeRound=999}>>;triggerPoint=1};{nodeId=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=4611361;lifeRound=999}>;<{prob=1;caster=2;value=0;holder=1;cfgId=4611329;lifeRound=1}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<1044>,,,{action={hit=jjh_shouji_loop;attack=attack;standby=jjh_shouji_loop;run_loop=jjh_shouji_loop};unitRes=<koudai_wujitaina/hero_wujitaina.skel>},,,,,,
4611322,,,,,addHpMax,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,battle/txt/txt_smsxtg.png,,,<{effectHp=True}>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611323,,,,,defence,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2021>,,,,,,,,,
4611324,,,,,specialDefence,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2022>,,,,,,,,,
4611325,,,,,damageSub,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
4611326,,,,,natureDamageAdd,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_hsxshts.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hsxshts.png,,,<8>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
4611327,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=(self:defence()+self:specialDefence())*1;holder=1;cfgId=4611328;lifeRound=1}>>;triggerPoint=14};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611328,,,,,assimilateDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
4611329,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,{list=<{playType=1;typ=hide;args={other={isShow=False};lifebar={isShow=False};sprite={isShow=False}}};{playType=1;typ=onceEffect;args={onceEffectResPath=koudai_wujitaina/hero_wujitaina.skel;onceEffectOffsetPos={y=150;x=0};onceEffectAniName=jjh_chuxian2}};{playType=1;typ=wait;args={lifetime=1584}};{playType=1;typ=hide;args={other={isShow=True};lifebar={isShow=True};sprite={isShow=True}}};{playType=1;typ=opacity;args={value=1}}>},,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
4611330,,,,,,,,,70006,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;delSelfWhenTriggered=1;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611331,,,,,replaceSkill,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<list();2;1;1>;lifeRound=999;prob=1;cfgId=4611333;holder=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611332,,,,,multiplyOverlays,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611333,,,,,seal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
4611340,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=0;holder={input=enemyForce(true) | nodead;process=buffDifferExclude('group',{c.fly_oc()})|random(1)};cfgId=4611341;lifeRound=2}>>;effectFuncs=<castBuff>;delSelfWhenTriggered=1;triggerPoint=42};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<9999>,,,,,,,,,
4611341,,,,,,,,2,5316,,,,,,,1,,,battle/buff_icon/icon_dyy.png,,koudai_wujitaina/hero_wujitaina.skel,<dyy_loop>,,627,,,,,koudai_wujitaina/hero_wujitaina.skel,dyy_chuxian,,4,,,TRUE,,{res=koudai_wujitaina/hero_wujitaina.skel;pos=0;aniName=dyy_xiaoshi},,battle/txt/txt_dyy.png,14,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<list(c.zhongdu_oc());{input=surroundHolder};random(1,3);0;1;1>;cfgId=4611342;holder=1}>>;triggerPoint=5};{nodeId=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=self:flagZ3() and (target2:natureIntersection(list(6,18)) and 0 or 0) or 0;caster=2;lifeRound=1;value=<1;120;1>;cfgId=4611343;holder=1}>;<{prob=1;caster=2;holder=1;lifeRound=1;castTimes=3;cfgId=4611011;value=0}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<3008;9998>,,,,,,,,,
4611342,,,,,diffuseBuffToOther,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<3;1>,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=1;value=1;holder=1;cfgId=1050032;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,,,,,,,,,,
4611343,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),target:natureIntersection(list(8,15)) and list(1) or list(calFinalDamage*1))>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611361,,,,,,,,2,3030,,,,,,8,6,,,battle/buff_icon/logo_sf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sftg.png,,,,,,,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=target:Bdefence()*0.2;holder=1;cfgId=4611362;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=target:BspecialDefence()*0.2;holder=1;cfgId=4611363;lifeRound=999}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
4611362,,,,,defence,,,2,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2021>,,,,,,,,,
4611363,,,,,specialDefence,,,2,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2022>,,,,,,,,,
4611411,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_wujitaina/hero_wujitaina.skel,jjh_attack_buff,,5,,{'y'=90;'x'=620},TRUE,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
4611511,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_wujitaina/hero_wujitaina.skel,jjh_attack2_buff,,,,{'y'=0;'x'=0},TRUE,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
4611611,,,,,,,,,,,,,,,,1,,,battle/buff_icon/icon_dyhx.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyhx.png,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<16>;lifeRound=999;prob=target2:id() == self:id() and 1 or 0;cfgId=4611612;holder=1}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=4611615;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<intersection(trigger.buffFlag,list(4027)) and (trigger.buffHolder.force ~= self:force())>;triggerPoint=62};{nodeId=3;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=target2:getBuffOverlayCount(4611012)*self:specialDamage()*0.35;holder=1;cfgId=4611614;lifeRound=1}>>;triggerPoint=5};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,<1;22>,,,,,,,,
4611612,,,,,immuneDamage,,,,,,,,,,,1,,FALSE,battle/buff_icon/logo_mysh.png,,,,,,,,,,,,,,,,,,,,,,,<record.id==3008>,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=(self:specialDefence()+self:defence())*(120+skillLv(46116) *0.2-0.2)*0.01;holder=1;cfgId=4611613;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611613,,,,,addHP,,,,,,,,,,,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<2031>,,,,,,,,,
4611614,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;natureType=8;processId=3008}>,,1,<1>,,,4,,,,,,,,,,,,,<4008;4027>,,,,,,,,,
4611615,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=4611011;lifeRound=1}>;<{prob=1;caster=2;value=0;holder=1;cfgId=4611616;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<less(target:getBuffOverlayCount(4611616),99)>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,4,,,,,,,,,,,,,,,,,,,,,,
4611616,,,,,,,,,,,,,,,2,10,,FALSE,battle/buff_icon/logo_ryzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
4611621,,,,,,,,,,,,,,,,1,,,battle/buff_icon/icon_fsdy.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fsdy.png,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<1;99;1>;lifeRound=999;prob=0;cfgId=4611622;holder=2}>;<{bond=1;caster=2;value=<2;99;1>;lifeRound=999;prob=1;cfgId=4611623;holder=2}>;<{bond=1;caster=2;prob=1;value=500*self:getBuffOverlayCount(4611012);holder=2;cfgId=4611625;lifeRound=999}>;<{bond=1;caster=2;prob=0;value=500*self:getBuffOverlayCount(4611012);holder=2;cfgId=4611626;lifeRound=999}>;<{bond=1;caster=2;value=<2;99;1>;lifeRound=999;prob=1;cfgId=4611628;holder=2}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=0;holder=7;cfgId=4611011;lifeRound=1}>>;effectFuncs=<castBuff>;extraAttackTrigger=2;triggerPoint=10};{nodeId=3;funcArgs=<<{prob=moreE(self:star(),6) and 0 or 0;caster=2;value=500*countObjByBuff(3-self:force(),{},{c.zhongdu_oc()});holder=1;cfgId=4611624;lifeRound=999}>>;effectFuncs=<castBuff>;extraAttackTrigger=2;triggerPoint=14};{nodeId=4;funcArgs=<<{bond=1;caster=2;prob=1;value=500*self:getBuffOverlayCount(4611012);holder=2;cfgId=4611625;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=500*self:getBuffOverlayCount(4611012);holder=2;cfgId=4611626;lifeRound=999}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(13321)) or exitInTab(trigger.beAddBuff:getCfgId(),list(4611011))>;triggerPoint=29};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,<1;20>,,,,,,,,
4611622,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),intersection(arg.buffFlag,list(4008)) and list(calFinalDamage*(1+min(0.5,div((attacker:AspecialDefence()+attacker:Adefence()),(attacker:BspecialDefence()+attacker:Bdefence()),0)*0.5))) or list(calFinalDamage*1))>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611623,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),intersection(arg.buffFlag,list(4008)) and list(calFinalDamage*(1-min(0.5,div((target:AspecialDefence()+target:Adefence()),(target:BspecialDefence()+target:Bdefence()),0)*0.5))) or list(calFinalDamage*1))>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611624,,,,,finalDamageSub,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611625,,,,,damageSub,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611626,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mkltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611627,,,,,qusan1,,,,65004,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=4611011;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611628,,,,,alterDmgRecordVal,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageSub""),( ( arg.from==1 ) and list(env:finalDamageSub()*10000+min(5000,div((target:AspecialDefence()+target:Adefence()),(target:BspecialDefence()+target:Bdefence()),0)*5000)) or list(env:finalDamageSub()*10000)) )>}>",,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
4611631,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=8;cfgId=4611011;lifeRound=1}>;<{prob=0.6;caster=2;value=0;holder=8;cfgId=4611011;lifeRound=1}>>;triggerPoint=8};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=0;holder=8;cfgId=4611632;lifeRound=2}>>;effectFuncs=<castBuff>;onSomeFlag=<moreE(self:getBuffOverlayCount(4611012),3)>;triggerPoint=8};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
4611632,,,,,,,,,15312,,,,,,,1,,,battle/buff_icon/icon_ldhxh.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ldhxh.png,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=-500*target2:getBuffOverlayCount(4611012);holder=1;cfgId=4611633;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=-500*target2:getBuffOverlayCount(4611012);holder=1;cfgId=4611634;lifeRound=999}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<list(trigger.buffGroupId);{input=enemyForce(true)|nodead;process=buffDifferExclude('id',{4611635})|buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};random(1,2);0;1;1>;cfgId=4611635;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.buffGroupId,list(c.zhongdu_oc())) and target:isSameObj(trigger.buffHolder)>;triggerPoint=62};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<3008>,,,,,,,,,
4611633,,,,,beHealAdd,,,,,,,,,,1,1,,,battle/buff_icon/logo_jl1.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jl1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611634,,,,,block,,,,,,,,,,1,1,,,battle/buff_icon/logo_dyl_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyljd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611635,,,,,diffuseBuffToOther,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<3;1>,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=1;value=1;holder=1;cfgId=1050032;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,,,,,,,,,,
4611671,,,,,aura,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce()|nodead;process=attrDiffer(""natureType"", {8,15})}>",1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<1;1;0>;lifeRound=999;prob=1;cfgId=4611672;holder=20}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,<{type=1;limit=1}>,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
4611672,,,,,lockHp,,,,,,,,,,,1,,FALSE,battle/buff_icon/logo_mysh.png,,,,,,,,,,,,,,,,,,,,,,,"<moreE(self:getBuffOverlayCount(4611012),1)>",,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<1;999>;cfgId=4611673;holder=1}>;<{prob=1;caster=2;value=0;holder=2;cfgId=4611675;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,{triggerEffect={onceEffectResPath=buff/miansi/miansi.skel;textResPath=battle/txt/txt_mysw.png;onceEffectAniName=effect}},,<2009>,<1;10>,,,,,,,,
4611673,,,,,immuneDamage,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=(self:specialDefence()+self:defence())*1.5*self:getBuffOverlayCount(4611012);holder=1;cfgId=4611674;lifeRound=1}>;<{prob=1;caster=2;value=0;holder=2;cfgId=4611676;lifeRound=1}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>,,4,,,,,<{type=1;limit=1}>,,,,,,,,<2010>,<1;10>,,,,,,,,
4611674,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,1,<1>,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
4611675,,,,,,,,,,,,,<4611671>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
4611676,,,,,,,,,,,,,<4611012>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
4611681,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=4611682;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<moreE(self:getBuffOverlayCount(4611012),5) and (not self:hasBuff(4611682))>;triggerPoint=32};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;holder=1;lifeRound=1;castTimes=3;cfgId=4611011;value=0}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
4611682,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fushi.png,,,,,,,"<{nodeId=1;funcArgs=<<{prob=(moreE(self:getBuffOverlayCount(4611012),5) and moreE(self:star(),6) ) and 0 or 0;caster=2;value=0;holder=7;cfgId=4611684;lifeRound=1}>>;effectFuncs=<castBuff>;extraAttackTrigger=2;triggerPoint=10};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=4611683;lifeRound=1}>>;effectFuncs=<castBuff>;triggerTimes=<1;1>;triggerPoint=5};{nodeId=3;delSelfWhenTriggered=1;onSomeFlag=<less(self:getBuffOverlayCount(4611012),5)>;triggerPoint=6};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,,,,,,,,,
4611683,,,,,qusan1,,,,60030,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=4611011;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611684,,,,,qusan1,,,,65004,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=1;cfgId=4611011;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
4611691,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=target2:force()==self:force() and 0 or 1;caster=2;value=0;holder=16;cfgId=4611611;lifeRound=3}>;<{prob=target2:force()==self:force() and 0 or 1;caster=2;holder=16;lifeRound=2;castTimes=self:getBuffOverlayCount(4611012);cfgId=4611011;value=1}>>;triggerPoint=13};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
4611692,,,,,reborn,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=2;value=<1>;cfgId=4611693;holder=2}>;<{prob=1;caster=2;value=0;holder=16;cfgId=4611611;lifeRound=4}>;<{prob=1;caster=16;holder=16;lifeRound=2;castTimes=self:getBuff(4611699):getValue();cfgId=4611011;value=0}>;<{prob=1;caster=2;value=target2:getBuffOverlayCount(4611012)*self:specialDamage()*0.4*3;holder=14;cfgId=4611697;lifeRound=1}>>;triggerPoint=28};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=self:getBuffOverlayCount(4611012);holder=2;cfgId=4611699;lifeRound=999}>>;triggerPoint=32};{nodeId=0;triggerPoint=12}>,,,,,,,,1,,,,,,,,,,,,,,,,
