变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr,gateDesc_pt,gateDesc_th
100429,第429关,第429關,Stage 429,Thứ 429 Quan,스테이지 429,Stage 429,Stage 429,,,<{unitId=230352;level=823;advance=71};{unitId=230352;level=823;advance=71};{unitId=220472;level=823;advance=71};{unitId=220472;level=823;advance=71}>,<{unitId=251029;level=823;advance=71}>,config/portrait/jinglingtouxiang1/img_500_yww@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,823,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=45000;451=30;452=20},<<gold;45000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2500},<<gold;9900;0>;<451;1;1>;<452;1;30>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100430,第430关,第430關,Stage 430,Thứ 430 Quan,스테이지 430,Stage 430,Stage 430,,,<{unitId=230303;level=825;advance=71};{unitId=220482;level=825;advance=71};{unitId=231443;level=825;advance=71};{unitId=231443;level=825;advance=71};{unitId=231443;level=825;advance=71}>,<{unitId=251030;level=825;advance=71}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,825,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{501=1;451=30;gold=45000},<<gold;45000;1>;<451;30;1>;<501;1;1>>,{libs=<110;111;112>;gold=2500;452=2},<<gold;9900;0>;<451;1;1>;<452;1;31>>,1500000,最低通关战力要求:1500000\n光环会在若干回合后消失，击杀会对全体精灵添加易伤效果,最低通關戰力要求：1500000\n光環會在若干回合後消失，擊殺會對全體精靈添加易傷效果,"Minimum combat power required: 1,500,000\nThe aura will disappear after several turns, and killing will add a vulnerability effect to all Pokémon.","Yêu cầu sức mạnh tối thiểu để vượt qua: 1.500.000\nÁnh hào quang sẽ biến mất sau một vài lượt, và việc tiêu diệt sẽ thêm hiệu ứng dễ bị thương cho tất cả Pokémon.","최소 통과 전투력 요구 사항: 1,500,000\n오라는 몇 라운드 후에 사라지며, 처치 시 모든 포켓몬에게 취약 효과가 추가됩니다.","Força de combate mínima necessária: 1.500.000\nA aura desaparecerá após várias rodadas, e a eliminação adicionará um efeito de vulnerabilidade a todos os Pokémon.","พลังต่อสู้ขั้นต่ำที่ต้องการ: 1,500,000\nออร่าจะหายไปหลังจากผ่านไปหลายเทิร์น และการสังหารจะเพิ่มผลกระทบความเปราะบางให้กับโปเกมอนทั้งหมด"
100431,第431关,第431關,Stage 431,Thứ 431 Quan,스테이지 431,Stage 431,Stage 431,,,<{unitId=232683;level=827;advance=71};{unitId=230173;level=827;advance=71};{unitId=222683;level=827;advance=71};{unitId=220173;level=827;advance=71}>,<{unitId=251031;level=827;advance=71}>,config/portrait/jinglingtouxiang1/img_31_ndh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,827,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=50000;451=30;452=20},<<gold;50000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2600},<<gold;9900;0>;<451;1;1>;<452;1;32>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100432,第432关,第432關,Stage 432,Thứ 432 Quan,스테이지 432,Stage 432,Stage 432,,,<{unitId=233143;level=829;advance=71};{unitId=233143;level=829;advance=71};{unitId=233303;level=829;advance=71};{unitId=233303;level=829;advance=71}>,<{unitId=251032;level=829;advance=71}>,config/portrait/jinglingtouxiang1/img_260_jzg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,829,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{502=1;451=30;gold=50000},<<gold;50000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2600},<<gold;9900;0>;<451;1;1>;<452;1;33>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100433,第433关,第433關,Stage 433,Thứ 433 Quan,스테이지 433,Stage 433,Stage 433,,,<{unitId=231423;level=831;advance=71};{unitId=231423;level=831;advance=71};{unitId=223143;level=831;advance=71};{unitId=223143;level=831;advance=71}>,<{unitId=251033;level=831;advance=71}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,831,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{rmb=100;451=30;gold=50000},<<gold;50000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2600},<<gold;9900;0>;<451;1;1>;<452;1;34>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100434,第434关,第434關,Stage 434,Thứ 434 Quan,스테이지 434,Stage 434,Stage 434,,,<{unitId=233511;level=833;advance=71};{unitId=233511;level=833;advance=71};{unitId=231612;level=833;advance=71};{unitId=231612;level=833;advance=71}>,<{unitId=251034;level=833;advance=71}>,config/portrait/jinglingtouxiang1/img_323_pht@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,833,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=50000;451=30;452=20},<<gold;50000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2600},<<gold;9900;0>;<451;1;1>;<452;1;35>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100435,第435关,第435關,Stage 435,Thứ 435 Quan,스테이지 435,Stage 435,Stage 435,,,<{unitId=233283;level=835;advance=71};{unitId=222302;level=835;advance=71};{unitId=230283;level=835;advance=71};{unitId=230783;level=835;advance=71};{unitId=232013;level=835;advance=71}>,<{unitId=251035;level=835;advance=71}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,835,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=50000;451=30;519=1},<<gold;50000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=2600;452=1},<<gold;9900;0>;<451;1;1>;<452;1;36>>,1500000,最低通关战力要求:1500000\n怪物全体暴击提升，光环单位被击杀消除暴击,最低通關戰力要求：1500000\n怪物全體暴擊提升，光環單位被擊殺消除暴擊,"Minimum combat power required: 1,500,000\nAll enemy critical hit increased, critical hit removed when aura unit is killed","Yêu cầu sức mạnh tối thiểu để vượt ải: 1.500.000\nTất cả quái vật tăng chí mạng, hiệu ứng chí mạng bị loại bỏ khi đơn vị hào quang bị tiêu diệt","최소 통과 전투력 요구 사항: 1,500,000\n모든 몬스터 치명타 증가, 오라 유닛이 처치되면 치명타 효과 제거","Força de combate mínima necessária: 1.500.000\nAumento de crítico em todos os monstros, crítico removido quando a unidade de aura é morta","กำลังการต่อสู้ขั้นต่ำที่ต้องการ: 1,500,000\nศัตรูทั้งหมดเพิ่มโอกาสโจมตีวิกฤต หน่วยที่มีออร่าถูกสังหารจะลบโอกาสโจมตีวิกฤต"
100436,第436关,第436關,Stage 436,Thứ 436 Quan,스테이지 436,Stage 436,Stage 436,,,<{unitId=230113;level=837;advance=71};{unitId=220372;level=837;advance=71};{unitId=230113;level=837;advance=71};{unitId=230393;level=837;advance=71};{unitId=230393;level=837;advance=71}>,<{unitId=251036;level=837;advance=71}>,config/portrait/jinglingtouxiang1/img_34_ndw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,837,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=55000;451=30;452=20},<<gold;55000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;9900;0>;<451;1;1>;<452;1;37>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100437,第437关,第437關,Stage 437,Thứ 437 Quan,스테이지 437,Stage 437,Stage 437,,,<{unitId=221303;level=839;advance=71};{unitId=230753;level=839;advance=71};{unitId=231071;level=839;advance=71};{unitId=231423;level=839;advance=71}>,<{unitId=251037;level=839;advance=71}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,839,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{502=1;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;9900;0>;<451;1;1>;<452;1;38>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100438,第438关,第438關,Stage 438,Thứ 438 Quan,스테이지 438,Stage 438,Stage 438,,,<{unitId=233303;level=841;advance=71};{unitId=233303;level=841;advance=71};{unitId=231082;level=841;advance=71};{unitId=231082;level=841;advance=71}>,<{unitId=251038;level=841;advance=71}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,841,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{rmb=100;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;9900;0>;<451;1;1>;<452;1;39>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100439,第439关,第439關,Stage 439,Thứ 439 Quan,스테이지 439,Stage 439,Stage 439,,,<{unitId=223143;level=843;advance=71};{unitId=233143;level=843;advance=71};{unitId=231293;level=843;advance=71};{unitId=231293;level=843;advance=71}>,<{unitId=251039;level=843;advance=71}>,config/portrait/jinglingtouxiang1/img_655_yhhh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,843,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=55000;451=30;452=20},<<gold;55000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;9900;0>;<451;1;1>;<452;1;40>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100440,第440关,第440關,Stage 440,Thứ 440 Quan,스테이지 440,Stage 440,Stage 440,,,<{unitId=230464;level=845;advance=71};{unitId=223283;level=845;advance=71};{unitId=230572;level=845;advance=71};{unitId=230572;level=845;advance=71};{unitId=230572;level=845;advance=71}>,<{unitId=251040;level=845;advance=71}>,config/portrait/jinglingtouxiang1/img_365_dyhs@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,845,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{rmb=300;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<rmb;300;1>>,{libs=<110;111;112>;gold=2700;452=2},<<gold;9900;0>;<451;1;1>;<452;1;41>>,1500000,最低通关战力要求:1500000\n怪物全体拥有一定反伤，击杀光环单位获得吸血效果,"最低通關戰力要求：1,500,000\n怪物全體擁有一定反傷，擊殺光環單位獲得吸血效果","Minimum clearance combat power requirement: 1,500,000\nAll monsters have a certain amount of damage reflection; killing aura units grants lifesteal.",Yêu cầu sức mạnh chiến đấu tối thiểu để vượt ải: 1.500.000\nToàn bộ quái vật đều có khả năng phản dame nhất định; tiêu diệt các đơn vị có hào quang sẽ nhận được hiệu ứng hút máu.,"최소 클리어 전투력 요구치: 1,500,000\n모든 몬스터는 일정량의 데미지 반사 효과를 가지고 있으며, 오라 유닛 처치 시 흡혈 효과를 얻습니다.",Requisito mínimo de poder de combate para a conclusão: 1.500.000\nTodos os monstros possuem uma certa quantidade de dano refletido; matar unidades com aura concede o efeito de roubo de vida.,"ความต้องการพลังต่อสู้ขั้นต่ำในการผ่านด่าน: 1,500,000\nศัตรูทั้งหมดมีการสะท้อนความเสียหายในระดับหนึ่ง การกำจัดหน่วยที่มีออร่าจะได้รับเอฟเฟกต์ดูดเลือด"
100441,第441关,第441關,Stage 441,Thứ 441 Quan,스테이지 441,Stage 441,Stage 441,,,<{unitId=230783;level=847;advance=71};{unitId=230783;level=847;advance=71};{unitId=220113;level=847;advance=71};{unitId=220123;level=847;advance=71}>,<{unitId=251041;level=847;advance=71}>,config/portrait/jinglingtouxiang1/img_45_bwh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,847,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;9900;0>;<451;1;1>;<452;1;42>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100442,第442关,第442關,Stage 442,Thứ 442 Quan,스테이지 442,Stage 442,Stage 442,,,<{unitId=233353;level=849;advance=71};{unitId=223543;level=849;advance=71};{unitId=233353;level=849;advance=71};{unitId=231813;level=849;advance=71};{unitId=231813;level=849;advance=71}>,<{unitId=251042;level=849;advance=71}>,config/portrait/jinglingtouxiang1/img_65_hd@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,849,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{502=1;451=30;gold=60000},<<gold;60000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;9900;0>;<451;1;1>;<452;1;43>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100443,第443关,第443關,Stage 443,Thứ 443 Quan,스테이지 443,Stage 443,Stage 443,,,<{unitId=230393;level=851;advance=71};{unitId=221241;level=851;advance=71};{unitId=230393;level=851;advance=71};{unitId=230632;level=851;advance=71};{unitId=233303;level=851;advance=71}>,<{unitId=251043;level=851;advance=71}>,config/portrait/jinglingtouxiang1/img_151_mh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,851,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{rmb=100;451=30;gold=60000},<<gold;60000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;9900;0>;<451;1;1>;<452;1;44>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100444,第444关,第444關,Stage 444,Thứ 444 Quan,스테이지 444,Stage 444,Stage 444,,,<{unitId=230333;level=853;advance=71};{unitId=221903;level=853;advance=71};{unitId=230482;level=853;advance=71};{unitId=233293;level=853;advance=71};{unitId=233293;level=853;advance=71}>,<{unitId=251044;level=853;advance=71}>,config/portrait/jinglingtouxiang1/img_668_hys@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,853,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;9900;0>;<451;1;1>;<452;1;45>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100445,第445关,第445關,Stage 445,Thứ 445 Quan,스테이지 445,Stage 445,Stage 445,,,<{unitId=232873;level=855;advance=71};{unitId=221863;level=855;advance=71};{unitId=233012;level=855;advance=71};{unitId=231082;level=855;advance=71};{unitId=231082;level=855;advance=71}>,<{unitId=251045;level=855;advance=71}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,855,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=60000;451=30;519=1},<<gold;60000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=2800;452=1},<<gold;9900;0>;<451;1;1>;<452;1;46>>,1500000,最低通关战力要求:1500000\n怪物全体控制几率提高，击杀光环单位全体精灵免控率提高,最低通關戰力要求：1500000\n怪物全體控制機率提高，擊殺光環單位全體精靈免控率提高,"Minimum combat power requirement: 1,500,000\nIncreased chance of controlling all enemies, increased control immunity rate for all Pokémon when an aura unit is defeated.","Yêu cầu sức mạnh tối thiểu để vượt ải: 1.500.000\nTỷ lệ khống chế tất cả quái vật tăng lên, tỷ lệ miễn khống chế của tất cả Pokémon tăng lên khi tiêu diệt đơn vị hào quang.","최소 통과 전투력 요구 사항: 1,500,000\n모든 몬스터 제어 확률 증가, 오라 유닛 처치 시 모든 포켓몬 제어 면역률 증가","Requisito mínimo de poder de combate: 1.500.000\nAumento da chance de controlar todos os monstros, aumento da taxa de imunidade ao controle de todos os Pokémon ao derrotar uma unidade de aura.","ความต้องการพลังต่อสู้ขั้นต่ำในการผ่านด่าน: 1,500,000\nโอกาสในการควบคุมศัตรูทั้งหมดเพิ่มขึ้น อัตราการได้รับภูมิคุ้มกันการควบคุมของโปเกมอนทั้งหมดเพิ่มขึ้นเมื่อกำจัดหน่วยที่มีออร่า"
100446,第446关,第446關,Stage 446,Thứ 446 Quan,스테이지 446,Stage 446,Stage 446,,,<{unitId=232683;level=857;advance=71};{unitId=222683;level=857;advance=71};{unitId=232683;level=857;advance=71};{unitId=230173;level=857;advance=71};{unitId=230173;level=857;advance=71}>,<{unitId=251046;level=857;advance=71}>,config/portrait/jinglingtouxiang1/img_49_mle@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,857,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;9900;0>;<451;1;1>;<452;1;47>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100447,第447关,第447關,Stage 447,Thứ 447 Quan,스테이지 447,Stage 447,Stage 447,,,<{unitId=231393;level=859;advance=71};{unitId=221903;level=859;advance=71};{unitId=231393;level=859;advance=71};{unitId=230771;level=859;advance=71};{unitId=230771;level=859;advance=71}>,<{unitId=251047;level=859;advance=71}>,config/portrait/jinglingtouxiang1/img_475_alld@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,859,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{502=1;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;9900;0>;<451;1;1>;<452;1;48>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100448,第448关,第448關,Stage 448,Thứ 448 Quan,스테이지 448,Stage 448,Stage 448,,,<{unitId=231394;level=861;advance=71};{unitId=231394;level=861;advance=71};{unitId=222723;level=861;advance=71};{unitId=222723;level=861;advance=71}>,<{unitId=251048;level=861;advance=71}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,861,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{rmb=100;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;9900;0>;<451;1;1>;<452;1;49>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100449,第449关,第449關,Stage 449,Thứ 449 Quan,스테이지 449,Stage 449,Stage 449,,,<{unitId=231313;level=863;advance=71};{unitId=220552;level=863;advance=71};{unitId=233543;level=863;advance=71};{unitId=232923;level=863;advance=71};{unitId=232924;level=863;advance=71}>,<{unitId=251049;level=863;advance=71}>,config/portrait/jinglingtouxiang1/img_9_sjg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,863,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;9900;0>;<451;1;1>;<452;1;50>>,1500000,最低通关战力要求:1500000,最低通關戰力要求:1500000,Minimum required CP to clear:1500000,CP tối thiểu để vượt ải:1500000,클리어 최소 CP 요구치:1500000,CP mínimo necessário para concluir:1500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:1500000
100450,第450关,第450關,Stage 450,Thứ 450 Quan,스테이지 450,Stage 450,Stage 450,,,<{unitId=230783;level=865;advance=71};{unitId=221353;level=865;advance=71};{unitId=231253;level=865;advance=71};{unitId=231841;level=865;advance=71};{unitId=230242;level=865;advance=71}>,<{unitId=251050;level=865;advance=71}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,865,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{6050=1;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<6050;1;1>>,{libs=<110;111;112>;gold=2900;452=2},<<gold;9900;0>;<451;1;1>;<452;1;51>>,1500000,最低通关战力要求:1500000\n前排看上去肉肉的，后排有点脆的样子,最低通關戰力要求：1500000\n前排看起來肉肉的，後排有點脆的樣子,"Minimum combat power requirement: 1,500,000\nThe front row looks tanky, while the back row seems a bit fragile.","Yêu cầu sức mạnh tối thiểu để vượt ải: 1.500.000\nHàng trước trông khá trâu bò, còn hàng sau có vẻ hơi mỏng manh.","최소 통과 전투력 요구 사항: 1,500,000\n전열은 탱탱해 보이고, 후열은 약간 허약해 보입니다.","Requerimento mínimo de poder de combate: 1.500.000\nA primeira linha parece tank, enquanto a linha de trás parece um pouco frágil.","ความต้องการพลังต่อสู้ขั้นต่ำในการผ่านด่าน: 1,500,000\nแนวหน้าดูทนทานดี ส่วนแนวหลังดูจะค่อนข้างเปราะบาง"
100451,第451关,第451關,Stage 451,Thứ 451 Quan,스테이지 451,Stage 451,Stage 451,,,<{unitId=231231;level=867;advance=71};{unitId=231231;level=867;advance=71};{unitId=231303;level=867;advance=71};{unitId=231303;level=867;advance=71}>,<{unitId=251051;level=867;advance=71}>,config/portrait/jinglingtouxiang1/img_57_hbh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,867,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{gold=70000;451=30;452=20},<<gold;70000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;9900;0>;<451;1;1>;<452;1;52>>,2500000,最低通关战力要求:2500000,最低通關戰力要求:2500000,Minimum required CP to clear:2500000,CP tối thiểu để vượt ải:2500000,클리어 최소 CP 요구치:2500000,CP mínimo necessário para concluir:2500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:2500000
100452,第452关,第452關,Stage 452,Thứ 452 Quan,스테이지 452,Stage 452,Stage 452,,,<{unitId=230771;level=869;advance=71};{unitId=221172;level=869;advance=71};{unitId=230393;level=869;advance=71};{unitId=232822;level=869;advance=71};{unitId=232822;level=869;advance=71}>,<{unitId=251052;level=869;advance=71}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,869,2980,2980,,,,4,<<9;0;5%>;<10;0;5%>;<1;0;5%>>,{502=1;451=30;gold=70000},<<gold;70000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;9900;0>;<451;1;1>;<452;1;53>>,2500000,最低通关战力要求:2500000,最低通關戰力要求:2500000,Minimum required CP to clear:2500000,CP tối thiểu để vượt ải:2500000,클리어 최소 CP 요구치:2500000,CP mínimo necessário para concluir:2500000,CP ขั้นต่ำที่ใช้ผ่านด่าน:2500000
