变量名,treeID,depth,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,iconRate,preTalentIDs,preLevel,costID,levelUp,effectType,skillID,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th
302,3,2,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz1.png,,<301>,2,2,5,2,63024,,,,,,,本服道馆非玩家间的战斗中，战斗开局首回合提升$(8+skilllevel*8)$%速度,本服道館非玩家間的戰鬥中，戰鬥開局首回合提升$(8+skilllevel*8)$%速度,"In the battle between non-players in this server gym, the speed of the first round of the battle is increased by $(8+skilllevel*8)$%","Trong trận đấu Hội Quán của máy chủ này, tốc độ của hiệp đầu tăng $(8+skilllevel*8)$%",본 서버 체육관의 비 유저간의 전투 중 첫 턴에 $(8+skilllevel*8)$% 스피드 증가,"Na batalha entre não jogadores neste ginásio de servidores, a velocidade da primeira rodada da batalha é aumentada em $(8+nível de habilidade*8)$%",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ ความเร็วของรอบแรกของการต่อสู้จะเพิ่มขึ้น $(8+ระดับทักษะ*8)$%
303,3,2,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz1.png,,<301>,2,2,5,1,,13,<3%;6%;9%;12%;15%>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s速度,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s速度,"In the battle between non-players in this server gym, all Pokémon on the battlefield increase their speed by %s","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trên chiến trường tăng %s tốc độ",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 스피드 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon no campo de batalha aumentam sua velocidade em %s",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวบนสนามรบจะเพิ่มความเร็วเป็น %s
304,3,3,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz2.png,,<302>,2,3,5,1,,95,<300;600;900;1200;1500>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s闪避率,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s閃避率,"In the battle between non-players in this server gym, all Pokémon on the battlefield increase their dodge rate by %s","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trên chiến trường tăng %s tỷ lệ né",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 회피율 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon no campo de batalha aumentam sua taxa de esquiva em %s",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวบนสนามรบจะเพิ่มอัตราการหลบหลีกเป็น %s
305,3,3,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_ty.png,,<302;303>,2,3,5,1,,91,<300;600;900;1200;1500>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s免控率,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s免控率,"In the battle between non-players in this server gym, all Pokémon on the battlefield increase their control resist rate by %s","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trên chiến trường tăng %s tỷ lệ kháng khống chế",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 면역률 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon no campo de batalha aumentam sua taxa de resistência de controle em %s",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวบนสนามรบจะเพิ่มอัตราการต้านทานการควบคุมเป็น %s
306,3,3,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_hf2.png,,<303>,2,3,5,1,,90,<300;600;900;1200;1500>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s控制率,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s控制率,"In the battle between non-playersin this server gym, all the Pokémon in the battle will increase their control rate by %s","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trong trận đấu sẽ tăng %s tỷ lệ khống chế",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 제어율 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon na batalha aumentarão sua taxa de controle em %s",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวในการต่อสู้จะเพิ่มอัตราการควบคุมเป็น %s
307,3,4,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz1.png,,<304>,3,4,5,2,63025,,,,,,,本服道馆非玩家间的战斗中，战斗中有$(2+skilllevel*2)$%概率免死1次,本服道館非玩家間的戰鬥中，戰鬥中有$(2+skilllevel*2)$%概率免死1次,There is a $(2+skilllevel*2)$% chance of avoiding death once in the battle between non-players in this service gym.,"Trong trận đấu Hội Quán của máy chủ này, có $(2+skilllevel*2)$% xác suất né tránh tử vong một lần.",본 서버 체육관의 비 유저간의 전투 중 $(2+skilllevel*2)$%의 확률로 1회 죽음 면역,Há uma chance de $(2+nível de habilidade*2)$% de evitar a morte uma vez na batalha entre não jogadores neste ginásio de serviço.,มีโอกาส $(2+ระดับทักษะ*2)$% ที่จะหลีกเลี่ยงความตายได้หนึ่งครั้งในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมบริการนี้
308,3,4,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_hf3.png,,<304;305>,3,4,5,1,,26,<600;1000;1400;1800;2200>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s吸血,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s吸血,"In the battle between non-players in this server gym, all Pokémon on the battlefield increase %s lifesteal","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trên chiến trường tăng %s hút máu",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 흡혈 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon no campo de batalha aumentam %s de roubo de vida",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวบนสนามรบจะเพิ่มอัตราการดูดชีวิตเป็น %s
309,3,4,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz3.png,,<305;306>,3,4,5,1,,28,<600;1000;1400;1800;2200>,,,,,本服道馆非玩家间的战斗中，所有上阵精灵提升%s治疗率,本服道館非玩家間的戰鬥中，所有上陣精靈提升%s治療率,"In the battle between non-players in this server gym, all Pokémon on the battlefield increase their healing effect by %s","Trong trận đấu Hội Quán của máy chủ này, tất cả Pokémon trên chiến trường tăng %s hiệu quả hồi máu",본 서버 체육관의 비 유저간의 전투 중 모든 포켓몬 치료율 %s 증가,"Na batalha entre não jogadores neste ginásio de servidores, todos os Pokémon no campo de batalha aumentam seu efeito de cura em %s",ในการต่อสู้ระหว่างผู้เล่นที่ไม่ใช่ผู้เล่นในยิมเซิร์ฟเวอร์นี้ โปเกมอนทุกตัวบนสนามรบจะเพิ่มเอฟเฟกต์การรักษาเป็น %s
310,3,4,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_hf3.png,,<306>,3,4,5,2,63026,,,,,,,本服道馆非玩家间的战斗中，提升$(4+skilllevel*4)$%的负面抗性,本服道館非玩家間的戰鬥中，提升$(4+skilllevel*4)$%的負面抗性,"In the battle between non-players of this service gym, increase the negative resistance by $(4+skilllevel*4)$%","Trong trận đấu Hội Quán của máy chủ này, tăng kháng hiệu ứng tiêu cực thêm $(4+skilllevel*4)$%",본 서버 체육관의 비 유저간의 전투 중 디버프 저항 $(4+skilllevel*4)$% 증가,"Na batalha entre não jogadores deste ginásio de serviço, aumente a resistência negativa em $(4+nível de habilidade*4)$%",ในการต่อสู้ระหว่างผู้ที่ไม่ได้เล่นยิมบริการนี้ ให้เพิ่มความต้านทานเชิงลบ $(4+ระดับทักษะ*4)$%
311,3,5,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_kz.png,,<307;308>,3,5,5,2,63021,,,,,,,己方任何精灵受到控制效果时$(50+skilllevel*10)$%概率立即驱散1个控制效果，全场仅触发5次,己方任何精靈受到控制效果時$(50+skilllevel*10)$%概率立即驅散1個控制效果，全場僅觸發5次,"When ally Pokémon receive a control effect, $(50+skilllevel*10)$% chance to immediately dispel 1 control effect, and only trigger 5 times in the entire battle","Khi Pokémon đồng minh nhận hiệu ứng khống chế, có $(50+skilllevel*10)$% xác suất lập tức xóa 1 hiệu ứng khống chế, và chỉ kích hoạt 5 lần trong toàn bộ trận đấu","아군 포켓콘이 제어 효과를 받을 시 $(50+skilllevel*10)$% 확률로 즉시 1개의 제어 효과를 제거하며, 전장에서 단 5회만 발동한다.","Quando um Pokémon aliado recebe um efeito de controle, $(50+nível de habilidade*10)$% de chance de dissipar imediatamente 1 efeito de controle e só é ativado 5 vezes em toda a batalha",เมื่อโปเกมอนพันธมิตรได้รับเอฟเฟกต์ควบคุม มีโอกาส $(50+ระดับทักษะ*10)$% ที่จะลบล้างเอฟเฟกต์ควบคุม 1 อย่างทันที และจะทำงานเพียง 5 ครั้งเท่านั้นในการต่อสู้ทั้งหมด
312,3,5,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_hf.png,,<308;309>,3,5,5,2,63022,,,,,,,每次攻击附带永久降低目标$(20+skilllevel*3)$%的治疗效果（不可驱散），可叠加6层,每次攻擊附帶永久降低目標$(20+skilllevel*3)$%的治療效果（不可驅散），可疊加6層,"Each attack comes with a permanent reduction of the target's healing effect by $(20+skilllevel*3)$% (unable to dispel), which can be stacked for 6 times","Mỗi đòn tấn công kèm theo giảm vĩnh viễn hiệu quả hồi máu của mục tiêu đi $(20+skilllevel*3)$% (không thể xóa), có thể cộng dồn 6 lần","공격할 때마다 목표 $(20+skilllevel*3)$%의 치료 효과 영구적으로 감소한다 (디스펠 불가), 최대 중첩 수: 6회","Cada ataque vem com uma redução permanente do efeito de cura do alvo em $(20+nível de habilidade*3)$% (incapaz de dissipar), que pode ser acumulado por 6 vezes",การโจมตีแต่ละครั้งจะมาพร้อมกับการลดผลการรักษาของเป้าหมายอย่างถาวร $(20+ระดับทักษะ*3)$% (ไม่สามารถลบล้างได้) ซึ่งสามารถซ้อนกันได้ 6 ครั้ง
313,3,5,技巧加成,技巧加成,Skill bonus,Tăng kỹ năng,기술 버프,Bônus de habilidade,โบนัสทักษะ,config/card_ability/icon_hf.png,,<309;310>,3,5,5,2,63023,,,,,,,提升$(10+skilllevel*2)$%速度2回合，回合开始前损失自身当前血量给自身回怒，血量低于一定值不触发,提升$(10+skilllevel*2)$%速度2回合，回合開始前損失自身當前血量給自身回怒，血量低於一定值不觸發,"Increase speed by $(10+skilllevel*2)$% for 2 rounds. Before the start of the round, you will lost your current HP to regenerate anger. If the HP is lower than a certain value, it will not trigger","Tăng tốc độ thêm $(10+skilllevel*2)$% trong 2 lượt. Trước khi bắt đầu hiệp, bạn sẽ mất HP hiện tại để hồi nộ khí. Nếu HP thấp hơn một giá trị nhất định, sẽ không kích hoạt","2턴 간 $(10+skilllevel*2)$% 스피드 증가, 턴이 시작되기 전에 자신의 HP를 손실하여 분노치를 회복하며 HP가 일정한 수치 이하 시 발동되지 않는다","Aumente a velocidade em $(10+nível de habilidade*2)$% por 2 rodadas. Antes do início da rodada, você perderá seu HP atual para regenerar a raiva. Se o HP for menor que um certo valor, ele não será acionado",เพิ่มความเร็ว $(10+ระดับทักษะ*2)$% เป็นเวลา 2 รอบ ก่อนเริ่มรอบ คุณจะสูญเสีย HP ปัจจุบันเพื่อฟื้นฟูความโกรธ หาก HP ต่ำกว่าค่าที่กำหนด จะไม่ทำงาน
