变量名,gateID,_beizhu,itemMap,count,probability,itemCount
552,32302,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
553,32303,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
554,32304,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
555,32401,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
556,32402,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
557,32403,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
558,32404,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
559,32501,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
560,32502,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
561,32503,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
562,32504,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
563,32601,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
564,32602,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
565,32603,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
566,32604,,{510=30.1887;512=3.7736;13=1.8868;12=7.5472;11=30.1887;5000=11.3208;511=15.0943},5,53,1
2001,10101,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2002,10102,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2003,10103,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2004,10104,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2005,10105,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2006,10201,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2007,10202,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2008,10203,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2009,10204,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2010,10205,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2011,10206,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2012,10301,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2013,10302,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2014,10303,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2015,10304,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2016,10305,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2017,10306,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2018,10307,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2019,10308,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2020,10401,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2021,10402,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2022,10403,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2023,10404,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2024,10405,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2025,10406,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2026,10407,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2027,10408,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2028,10501,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2029,10502,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2030,10503,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2031,10504,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2032,10505,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2033,10506,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2034,10507,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2035,10508,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2036,10509,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2037,10510,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2038,10601,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2039,10602,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2040,10603,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2041,10604,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2042,10605,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2043,10606,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2044,10607,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2045,10608,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2046,10609,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2047,10610,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2048,10701,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2049,10702,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2050,10703,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2051,10704,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2052,10705,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2053,10706,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2054,10707,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2055,10708,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2056,10709,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2057,10710,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2058,10801,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2059,10802,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2060,10803,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2061,10804,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2062,10805,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2063,10806,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2064,10807,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2065,10808,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2066,10809,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2067,10810,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2068,10901,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2069,10902,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2070,10903,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2071,10904,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2072,10905,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2073,10906,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2074,10907,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2075,10908,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2076,10909,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2077,10910,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2078,11001,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2079,11002,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2080,11003,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2081,11004,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2082,11005,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2083,11006,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2084,11007,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2085,11008,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2086,11009,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2087,11010,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2088,11101,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2089,11102,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2090,11103,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2091,11104,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2092,11105,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2093,11106,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2094,11107,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2095,11108,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2096,11109,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2097,11110,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2098,11201,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2099,11202,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2100,11203,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2101,11204,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2102,11205,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2103,11206,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2104,11207,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2105,11208,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2106,11209,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2107,11210,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2108,20101,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2109,20102,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2110,20103,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2111,20201,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2112,20202,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2113,20203,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2114,20301,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2115,20302,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2116,20303,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2117,20304,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2118,20401,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2119,20402,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2120,20403,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2121,20404,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2122,20501,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2123,20502,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2124,20503,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2125,20504,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2126,20505,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,2,1
2127,20601,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2128,20602,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2129,20603,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2130,20604,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2131,20605,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2132,20701,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2133,20702,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2134,20703,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2135,20704,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2136,20705,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2137,20801,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2138,20802,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2139,20803,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2140,20804,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2141,20805,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2142,20901,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2143,20902,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2144,20903,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2145,20904,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2146,20905,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2147,21001,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2148,21002,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2149,21003,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2150,21004,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2151,21005,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1.5,1
2152,21101,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2153,21102,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2154,21103,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2155,21104,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2156,21105,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2157,21201,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2158,21202,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2159,21203,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2160,21204,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2161,21205,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,1,1
2162,11301,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2163,11302,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2164,11303,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2165,11304,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2166,11305,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2167,11306,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2168,11307,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2169,11308,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2170,11309,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2171,11310,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2172,11401,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2173,11402,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2174,11403,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2175,11404,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2176,11405,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2177,11406,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2178,11407,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2179,11408,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2180,11409,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2181,11410,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2182,11501,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2183,11502,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2184,11503,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2185,11504,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2186,11505,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2187,11506,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2188,11507,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2189,11508,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2190,11509,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2191,11510,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2192,11601,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2193,11602,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2194,11603,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2195,11604,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2196,11605,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2197,11606,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2198,11607,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2199,11608,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2200,11609,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2201,11610,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2202,11701,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2203,11702,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2204,11703,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2205,11704,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2206,11705,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2207,11706,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2208,11707,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2209,11708,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2210,11709,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2211,11710,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2212,11801,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2213,11802,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2214,11803,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2215,11804,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2216,11805,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2217,11806,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2218,11807,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2219,11808,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2220,11809,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2221,11810,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2222,11901,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2223,11902,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2224,11903,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2225,11904,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2226,11905,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2227,11906,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2228,11907,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2229,11908,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2230,11909,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2231,11910,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2232,12001,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2233,12002,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2234,12003,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2235,12004,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2236,12005,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2237,12006,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2238,12007,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2239,12008,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2240,12009,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2241,12010,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2242,12101,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2243,12102,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2244,12103,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2245,12104,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2246,12105,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2247,12106,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2248,12107,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2249,12108,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2250,12109,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2251,12110,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2252,12201,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2253,12202,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2254,12203,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2255,12204,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2256,12205,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2257,12206,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2258,12207,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2259,12208,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2260,12209,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2261,12210,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2262,12301,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2263,12302,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2264,12303,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2265,12304,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2266,12305,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2267,12306,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2268,12307,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2269,12308,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2270,12309,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2271,12310,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2272,12401,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2273,12402,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2274,12403,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2275,12404,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2276,12405,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2277,12406,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2278,12407,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2279,12408,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2280,12409,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2281,12410,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2282,12501,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2283,12502,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2284,12503,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2285,12504,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2286,12505,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2287,12506,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2288,12507,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2289,12508,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2290,12509,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2291,12510,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
2292,21301,,{30105=100;30103=100;30104=100;30101=100;30106=100;30102=100},1,0,1
