变量名,name,name_tw,name_vn,name_en,name_kr,name_pt,name_th,languages,logo,res,resAct,resSpine,crossMineResSpine,qFigureres,qRoleSpine,zOrder,resBack,type,showIdx,pos,actPos,desc,desc_tw,desc_vn,desc_en,desc_kr,desc_pt,desc_th,unlock,unlockDesc,unlockDesc_tw,unlockDesc_vn,unlockDesc_en,unlockDesc_kr,unlockDesc_pt,unlockDesc_th,unavalibleDesc,activeCost,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3,skills,activeLevel,hide,hide_tw,hide_en,hide_vn,hide_kr,overture,offPos,chattext1,chattext1_tw,chattext1_en,chattext1_vn,chattext1_kr,chattext1_pt,chattext1_th,chattext2,chattext2_tw,chattext2_en,chattext2_vn,chattext2_kr,chattext2_pt,chattext2_th,chattext3,chattext3_tw,chattext3_en,chattext3_vn,chattext3_kr,chattext3_pt,chattext3_th,crossArenaPos
65,玛俐,玛俐,Marnie's token,Marnie's token,Marnie's token,Marnie's token,Marnie's token,,config/portrait/toptouxiang/img_role_65@.png,config/big_role/show/img_role_65@.png,config/big_role/show/img_role_65@.png,figure/mali/mali.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_65.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},玛俐拥有不服输的个性，平常喜怒不形于色，但--旦怒火爆发则久久难以平息，而她私底下会试图通过抬起嘴角练习微笑,瑪俐擁有不服輸的個性，平常喜怒不形於色，但一旦怒火爆發則久久難以平息，而她私底下會試圖透過抬起嘴角練習微笑。,"Marnie có tính cách không chịu thua, bình thường không biểu lộ cảm xúc, nhưng một khi nổi giận thì rất lâu mới nguôi. Cô ấy thường lén luyện tập mỉm cười bằng cách nhếch mép.","Marnie has a competitive personality and usually doesn't show her emotions. However, once her anger erupts, it takes a long time to calm down. In private, she tries to practice smiling by lifting the corners of her mouth.","마리는 지기 싫어하는 성격으로 평소에는 희로애락을 잘 드러내지 않지만, 한번 화가 나면 좀처럼 가라앉지 않습니다. 남몰래 입꼬리를 올리며 미소 짓는 연습을 하기도 합니다.","Marnie tem uma personalidade competitiva e geralmente não demonstra suas emoções, mas quando sua raiva explode, leva muito tempo para se acalmar. Em particular, ela tenta praticar sorrir levantando os cantos da boca.",มารีมีนิสัยไม่ยอมแพ้ ปกติจะไม่แสดงอารมณ์ออกมาทางสีหน้า แต่เมื่อโกรธขึ้นมาแล้วจะใช้เวลานานกว่าจะสงบลง และเธอมักจะแอบฝึกยิ้มด้วยการยกมุมปากขึ้น,{5=14},VIP等級14級後可解鎖,VIP等級14級後可解鎖,Mở khóa ở VIP cấp 14,Unlocked at VIP Level 14,VIP 등급 14 달성 시 해제,Desbloqueado no Nível VIP 14,ปลดล็อกเมื่อถึง VIP ระดับ 14,,{rmb=78888},0,1,4%,0,23,4%,0,0,,<70049>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
66,奇树,哈瑟,Hassel,Hassel,하셀,Hassel,Hassel,,config/portrait/toptouxiang/img_role_66@.png,config/big_role/show/img_role_66@.png,config/big_role/show/img_role_66@.png,figure/qishu/qishu.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_66.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},酿光市酿光道馆的道馆馆主，精通电属性宝可梦，同时也是一名人气直播主,奇樹是釀光市釀光道館的道館館主，精通電屬性寶可夢，同時也是一名人氣直播主。,"Iono là Trưởng Nhà thi đấu Levincia tại Thành phố Levincia, chuyên về các Pokémon hệ Điện và cũng là một streamer nổi tiếng.",Iono is the Gym Leader of Levincia Gym in Levincia City. She specializes in Electric-type Pokémon and is also a popular streamer.,"모야모는 누룩스시티의 누룩스체육관 관장으로, 전기타입 포켓몬을 전문으로 다루며 인기 스트리머이기도 합니다.","Iono é a Líder de Ginásio de Levincia, especialista em Pokémon do tipo Elétrico e também uma streamer popular.",นานาโมเป็นยิมลีดเดอร์ของยิมนันจาโมในเมืองนันจาโม เชี่ยวชาญโปเกมอนประเภทไฟฟ้า และยังเป็นสตรีมเมอร์ยอดนิยมอีกด้วย,{5=14},VIP等級14級後可解鎖,VIP等級14級後可解鎖,Mở khóa ở VIP cấp 14,Unlocked at VIP Level 14,VIP 등급 14 달성 시 해제,Desbloqueado no Nível VIP 14,ปลดล็อกเมื่อถึง VIP ระดับ 14,,{rmb=78888},0,8,3%,0,8,720,0,0,,<70050>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
67,莉可(新春限定),莉可（新春限定）,Liko (phiên bản Tết),Liko (Lunar New Year ver.),리코 (신춘 한정),Liko (versão de Ano Novo Lunar),Liko (เวอร์ชั่นตรุษจีน),,config/portrait/toptouxiang/img_role_67@.png,config/big_role/show/img_role_67@.png,config/big_role/show/img_role_67@.png,figure/like_xinchun/like_xinchun.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_67.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},就读于石英学园的学生，也是升龙伏特攻击队的一员，，拥有神秘的坠饰,就讀於石英學園的學生，也是昇龍伏特攻擊隊的一員，擁有神秘的墜飾。,"Một học sinh tại Học viện Indigo và là thành viên của đội Rising Volt Tacklers, sở hữu một mặt dây chuyền bí ẩn.","A student at Indigo Academy and a member of the Rising Volt Tacklers, who possesses a mysterious pendant.","세키에이학원의 학생이자 라이징 볼트태클즈의 일원으로, 신비한 펜던트를 가지고 있습니다.","Um estudante da Academia Índigo e membro dos Trovonautas, que possui um pingente misterioso.",นักเรียนที่กำลังศึกษาอยู่ที่โรงเรียนเซคิเอย์ และเป็นสมาชิกของทีมไรซิ่งโวลต์แทคเกิลส์ ผู้ครอบครองจี้ปริศนา,{5=15},VIP等級15級後可解鎖,VIP等級15級後可解鎖,Mở khóa ở VIP cấp 15,Unlocked at VIP Level 15,VIP 등급 15 달성 시 해제,Desbloqueado no Nível VIP 15,ปลดล็อกเมื่อถึง VIP ระดับ 15,,{rmb=98888},0,1,5%,0,23,5%,0,0,,<70051>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
68,梅洛可,梅洛可,Murdock,Murdock,머독,Murdock,Murdock,,config/portrait/toptouxiang/img_role_68@.png,config/big_role/show/img_role_68@.png,config/big_role/show/img_role_68@.png,figure/meiluoke/meiluoke.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_68.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},天星队火帮班，王良四小队的老大，是天星队首屈一指的万事通，遇到任何问题都能强硬解决,梅洛可為天星隊火幫班，王良四小隊的老大，是天星隊首屈一指的萬事通，遇到任何問題都能強硬解決。,"Mela là trùm của Biệt đội Schedar thuộc Team Star. Cô là người giải quyết mọi vấn đề hàng đầu của Team Star, có khả năng giải quyết mọi vấn đề một cách mạnh mẽ.","Mela is the boss of Team Star's Schedar Squad. She is Team Star's foremost problem-solver, capable of forcefully resolving any issue.","멜로코는 스타단 불꽃반, 셰다르 스쿼드의 보스입니다. 스타단 최고의 해결사로, 어떤 문제든 강력하게 해결합니다.","Mela é a chefe do Esquadrão Schedar da Equipe Star. Ela é a principal resolvedora de problemas da Equipe Star, capaz de resolver qualquer questão à força.",เมโลโกะเป็นหัวหน้าทีมไฟของแก๊งสตาร์ ทีมเชดาร์ เธอเป็นนักแก้ปัญหาอันดับหนึ่งของแก๊งสตาร์ สามารถแก้ไขปัญหาทุกอย่างได้อย่างเด็ดขาด,{5=15},VIP等級15級後可解鎖,VIP等級15級後可解鎖,Mở khóa ở VIP cấp 15,Unlocked at VIP Level 15,VIP 등급 15 달성 시 해제,Desbloqueado no Nível VIP 15,ปลดล็อกเมื่อถึง VIP ระดับ 15,,{rmb=98888},0,7,4%,0,7,960,0,0,,<70052>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
69,莉可,莉可,Liko,Liko,리코,Liko,Liko,,config/portrait/toptouxiang/img_role_69@.png,config/big_role/show/img_role_69@.png,config/big_role/show/img_role_69@.png,figure/like/like.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_69.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},一名出身于帕底亚地区的少女以从外婆那里得到的“不可思议的吊坠”为契机，开始了旅行,一名出身於帕底亞地區的少女，以從外婆那裡得到的「不可思議的吊墜」為契機，開始了旅行。,"Một cô gái trẻ đến từ vùng Paldea, bắt đầu cuộc hành trình của mình sau khi nhận được một ""mặt dây chuyền bí ẩn"" từ bà ngoại.","A young girl from the Paldea region who begins her journey after receiving a ""mysterious pendant"" from her grandmother.",할머니에게 받은 '신비한 펜던트'를 계기로 여행을 시작하게 된 팔데아지방 출신의 소녀입니다.,"Uma jovem da região de Paldea que inicia sua jornada após receber um ""pingente misterioso"" de sua avó.","เด็กสาวจากภูมิภาคพัลเดียที่เริ่มต้นการเดินทางหลังจากได้รับ ""จี้มหัศจรรย์"" จากคุณยายของเธอ",{5=15},VIP等級15級後可解鎖,VIP等級15級後可解鎖,Mở khóa ở VIP cấp 15,Unlocked at VIP Level 15,VIP 등급 15 달성 시 해제,Desbloqueado no Nível VIP 15,ปลดล็อกเมื่อถึง VIP ระดับ 15,,{rmb=98888},0,1,5%,0,0,0,0,0,,<70053>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
70,妮莫,妮莫,Nemona,Nemona,네모나,Nemona,Nemona,,config/portrait/toptouxiang/img_role_70@.png,config/big_role/show/img_role_70@.png,config/big_role/show/img_role_70@.png,figure/nimo/nimo.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_70.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},"妮莫是橘子学院的学生会长,性格热情、活泼。作为前辈,她会积极鼓励训练家参与对战,并悉心指导后辈，愿意与后辈交朋友",妮莫是橘子學院的學生會長，性格熱情、活潑。作為前輩，她會積極鼓勵訓練家參與對戰，並悉心指導後輩，願意與後輩交朋友。,"Nemona là chủ tịch hội học sinh của Học viện Naranja, với tính cách nhiệt tình và sôi nổi. Là một đàn chị, cô tích cực khuyến khích các nhà huấn luyện tham gia chiến đấu, tận tình hướng dẫn đàn em và sẵn lòng kết bạn với họ.","Nemona is the student council president of Naranja Academy, with an enthusiastic and lively personality. As a senior, she actively encourages trainers to participate in battles, carefully guides her juniors, and is willing to befriend them.","네모는 오렌지아카데미의 학생회장으로, 열정적이고 활발한 성격입니다. 선배로서 트레이너들이 배틀에 적극적으로 참여하도록 격려하고 후배들을 세심하게 지도하며, 그들과 친구가 되기를 원합니다.","Nemona é a presidente do conselho estudantil da Academia Laranja, com uma personalidade entusiasmada e animada. Como veterana, ela incentiva ativamente os treinadores a participarem de batalhas, orienta cuidadosamente os mais novos e está disposta a fazer amizade com eles.",เนโมเป็นประธานนักเรียนของอคาเดมีส้ม มีนิสัยกระตือรือร้นและร่าเริง ในฐานะรุ่นพี่ เธอมักจะสนับสนุนให้เทรนเนอร์เข้าร่วมการต่อสู้ ให้คำแนะนำรุ่นน้องอย่างเอาใจใส่ และยินดีที่จะเป็นเพื่อนกับรุ่นน้อง,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2249=1},0,1,6%,0,13,600,0,23,6%,<70054>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
71,八朔,八朔,Brassius,Brassius,브라시오,Brassius,Brassius,,config/portrait/toptouxiang/img_role_71@.png,config/big_role/show/img_role_71@.png,config/big_role/show/img_role_71@.png,figure/bashuo/bashuo.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_71.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},是帕底亚四天王的一员、精通龙属性。身为橘子学院/葡萄学院的老师，负责教美术,八朔是帕底亞四天王的一員，精通龍屬性。身為橘子學院/葡萄學院的老師，負責教美術。,"Hassel là một thành viên của Tứ Đại Thiên Vương Paldea, chuyên về hệ Rồng. Là một giáo viên tại Học viện Naranja/Học viện Uva, ông phụ trách dạy môn mỹ thuật.","Hassel is a member of the Paldea Elite Four who specializes in Dragon-types. As a teacher at Naranja Academy/Uva Academy, he is responsible for teaching art.","팔삭은 팔데아 사천왕의 일원으로, 드래곤타입을 전문으로 다룹니다. 오렌지아카데미/그레이프아카데미의 선생님으로서 미술을 가르치고 있습니다.","Hassel é um membro da Elite dos Quatro de Paldea, especialista em tipos Dragão. Como professor na Academia Laranja/Academia Uva, ele é responsável por lecionar arte.",ฮัสสึเป็นหนึ่งในสี่จตุรเทพแห่งพัลเดีย เชี่ยวชาญโปเกมอนประเภทมังกร ในฐานะครูของอคาเดมีส้ม/อคาเดมีองุ่น เขารับผิดชอบสอนวิชาศิลปะ,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2250=1},0,1,3%,0,13,300,0,23,3%,<70055>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
72,波琵,波琵,Dot,Dot,닷,Dot,Dot,,config/portrait/toptouxiang/img_role_72@.png,config/big_role/show/img_role_72@.png,config/big_role/show/img_role_72@.png,figure/bopi/bopi.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_72.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},"是帕底亚四天王的一员,精通钢属性。本来计划前往橘子学院上学，但因为宝可梦太过强大而无法正常入读，虽然已经是四天王，但还是希望明年能够入读学院",波琵是帕底亞四天王的一員，精通鋼屬性。本來計畫前往橘子學院上學，但因為寶可夢太過強大而無法正常入學，雖然已經是四天王，但還是希望明年能夠入學。,"Poppy là một thành viên của Tứ Đại Thiên Vương Paldea, chuyên về hệ Thép. Cô bé ban đầu dự định theo học tại Học viện Naranja, nhưng không thể nhập học bình thường vì Pokémon của cô quá mạnh. Mặc dù đã là một thành viên của Tứ Đại Thiên Vương, cô vẫn hy vọng sẽ được nhập học vào năm sau.","Poppy is a member of the Paldea Elite Four who specializes in Steel-types. She originally planned to attend Naranja Academy, but couldn't enroll normally because her Pokémon were too strong. Although she is already a member of the Elite Four, she still hopes to enroll in the academy next year.","뽀삐는 팔데아 사천왕의 일원으로, 강철타입을 전문으로 다룹니다. 원래 오렌지아카데미에 입학할 계획이었지만, 포켓몬이 너무 강해서 정상적으로 입학하지 못했습니다. 이미 사천왕이지만 내년에는 꼭 입학하고 싶어 합니다.","Poppy é um membro da Elite dos Quatro de Paldea, especialista em tipos Aço. Ela originalmente planejava frequentar a Academia Laranja, mas não pôde se matricular normalmente porque seus Pokémon eram muito fortes. Embora já seja um membro da Elite dos Quatro, ela ainda espera se matricular na academia no próximo ano.",ป๊อปปี้เป็นหนึ่งในสี่จตุรเทพแห่งพัลเดีย เชี่ยวชาญโปเกมอนประเภทเหล็ก เดิมทีเธอวางแผนจะเข้าเรียนที่อคาเดมีส้ม แต่ไม่สามารถเข้าเรียนได้ตามปกติเพราะโปเกมอนของเธอแข็งแกร่งเกินไป แม้ว่าเธอจะเป็นหนึ่งในสี่จตุรเทพแล้ว แต่เธอก็ยังหวังว่าจะได้เข้าเรียนในปีหน้า,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2251=1},0,1,3%,0,13,300,0,23,3%,<70056>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
73,小霞(夏日限定),小霞（夏日限定）,Misty (phiên bản mùa hè),Misty (Summer ver.),이슬이 (여름 한정),Misty (versão de verão),Misty (เวอร์ชั่นฤดูร้อน),,config/portrait/toptouxiang/img_role_73@.png,config/big_role/show/img_role_73@.png,config/big_role/show/img_role_73@.png,figure/xiaoxia_xrxd/xiaoxia_xrxd.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_73.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},美人鱼妆扮的小霞，宛若龙宫公主，此时的她将吸引所有人的目光,美人魚裝扮的小霞，宛若龍宮公主，此時的她將吸引所有人的目光。,"Misty, trong trang phục nàng tiên cá, trông như một công chúa từ Long Cung, thu hút mọi ánh nhìn vào lúc này.","Misty, dressed as a mermaid, looks like a princess from the Dragon Palace, capturing everyone's attention at this moment.","인어 복장을 한 이슬이는 마치 용궁의 공주님 같아, 이 순간 모든 사람의 시선을 사로잡을 것입니다.","Misty, vestida de sereia, parece uma princesa do Palácio do Dragão, atraindo a atenção de todos neste momento.",คาสึมิในชุดนางเงือก งดงามราวกับเจ้าหญิงแห่งวังมังกร ในตอนนี้เธอจะดึงดูดสายตาทุกคู่,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2252=1},0,1,10%,0,22,10%,0,13,1000,<70057>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
74,青木,青木,Larry,Larry,아오키,Larry,Larry,,config/portrait/toptouxiang/img_role_74@.png,config/big_role/show/img_role_74@.png,config/big_role/show/img_role_74@.png,figure/qingmu/qingmu.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_74.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},青木是宝可梦联盟的职员，老起来似乎总是非常困倦，在休息之余会前往锦汇镇的著名餐厅“宝食堂”就餐，他非常喜欢这里的烤饭团,青木是寶可夢聯盟的職員，看起來似乎總是十分困倦，在休息之餘會前往錦匯鎮的著名餐廳「寶食堂」用餐，他非常喜歡這裡的烤飯糰。,"Larry là một nhân viên của Liên Minh Pokémon, có vẻ ngoài luôn mệt mỏi. Trong những lúc nghỉ ngơi, anh sẽ đến dùng bữa tại nhà hàng nổi tiếng ""Treasure Eatery"" ở Medali, nơi anh rất thích món cơm nắm nướng.","Larry is an employee of the Pokémon League who always seems to be very tired. During his breaks, he dines at the famous restaurant ""Treasure Eatery"" in Medali, where he is very fond of the grilled rice balls.","청목은 포켓몬 리그 직원으로, 항상 매우 피곤해 보입니다. 휴식 시간에는 참푸르마을의 유명한 식당 '보물식당'에서 식사를 하며, 그곳의 야키오니기리를 매우 좋아합니다.","Larry é um funcionário da Liga Pokémon que sempre parece muito cansado. Em suas pausas, ele janta no famoso restaurante ""Tesouro Culinário"" em Medali, onde gosta muito dos bolinhos de arroz grelhados.","อาโอกิเป็นพนักงานของโปเกมอนลีก ดูเหมือนว่าจะเหนื่อยล้าอยู่เสมอ ในเวลาพักเขาจะไปรับประทานอาหารที่ร้านอาหารชื่อดัง ""ทาคาระโชคุโด"" ในเมืองคาราฟุ ซึ่งเขาชอบข้าวปั้นย่างของที่นี่มาก",{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2253=1},0,7,1%,0,7,240,0,0,,<70066>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
75,小智(活动限定),小智（活動限定）,Ash (phiên bản sự kiện),Ash (Event ver.),지우 (이벤트 한정),Ash (versão de evento),Ash (เวอร์ชั่นกิจกรรม),,config/portrait/toptouxiang/img_role_75@.png,config/big_role/show/img_role_75@.png,config/big_role/show/img_role_75@.png,figure/xiaozhi_wushi/xiaozhi_wushi.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_75.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},来自真新镇的训练家，目标是神奇宝贝大师。此时的他穿上了新的衣装，似乎正要参加什么重大节日,來自真新鎮的訓練家，目標是成為寶可夢大師。此時的他穿上了新的衣裝，似乎正要參加什麼重大節日。,"Một nhà huấn luyện từ Thị trấn Pallet với mục tiêu trở thành Bậc thầy Pokémon. Lúc này, cậu đang mặc một bộ trang phục mới, dường như sắp tham gia một lễ hội lớn nào đó.","A trainer from Pallet Town whose goal is to become a Pokémon Master. At this moment, he is wearing a new outfit, seemingly about to participate in a major festival.","태초마을 출신의 트레이너로, 포켓몬 마스터가 되는 것이 목표입니다. 지금 그는 새로운 의상을 입고, 중요한 축제에 참가하려는 듯 보입니다.","Um treinador da Cidade de Pallet cujo objetivo é se tornar um Mestre Pokémon. Neste momento, ele está vestindo uma roupa nova, parecendo estar prestes a participar de um grande festival.",เทรนเนอร์จากเมืองมาซาระผู้มีเป้าหมายที่จะเป็นโปเกมอนมาสเตอร์ ในตอนนี้เขาสวมชุดใหม่ ดูเหมือนกำลังจะเข้าร่วมเทศกาลสำคัญบางอย่าง,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2255=1},0,1,5%,0,15,500,0,0,,<70067>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
76,小刚(活动限定),小剛（活動限定）,Brock (phiên bản sự kiện),Brock (Event ver.),웅이 (이벤트 한정),Brock (versão de evento),Brock (เวอร์ชั่นกิจกรรม),,config/portrait/toptouxiang/img_role_76@.png,config/big_role/show/img_role_76@.png,config/big_role/show/img_role_76@.png,figure/xiaogang_hdxd/xiaogang_hdxd.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_76.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},擅长岩尼比道馆道馆训练家，石系精灵,擅長岩石屬性的深灰道館館主，使用岩石屬性寶可夢。,"Trưởng Nhà thi đấu Pewter chuyên về hệ Đá, sử dụng các Pokémon hệ Đá.","The Pewter Gym Leader who specializes in Rock-types, using Rock-type Pokémon.","바위타입을 전문으로 하는 회색시티 체육관 관장으로, 바위타입 포켓몬을 사용합니다.","O Líder do Ginásio de Pewter, especialista em tipos Pedra, usa Pokémon do tipo Pedra.",ยิมลีดเดอร์แห่งนิบิยิมผู้เชี่ยวชาญโปเกมอนประเภทหิน ใช้โปเกมอนประเภทหิน,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2256=1},0,9,5%,0,10,5%,0,0,,<70068>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
77,小次郎(万圣节),小次郎（萬聖節）,James (phiên bản Halloween),James (Halloween ver.),로이 (할로윈 버전),James (versão de Halloween),James (เวอร์ชั่นฮาโลวีน),,config/portrait/toptouxiang/img_role_80@.png,config/big_role/show/img_role_80@.png,config/big_role/show/img_role_80@.png,figure/xiaocilang_wanshengjie/xiaocilang_wanshengjie.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_80.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},火箭队成员现在要扬帆出海了,火箭隊成員現在要揚帆出海了。,Các thành viên của Đội Hỏa Tiễn giờ đây sẽ ra khơi.,Team Rocket members are now setting sail.,로켓단 단원들이 지금 바다로 출항합니다.,Membros da Equipe Rocket estão agora partindo para o mar.,สมาชิกแก๊งร็อกเก็ตตอนนี้กำลังจะออกทะเล,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2257=1},0,9,5%,0,10,5%,0,0,,<70069>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
78,紫竽,紫竽,Amethio,Amethio,아메시오,Amethio,Amethio,,config/portrait/toptouxiang/img_role_81@.png,config/big_role/show/img_role_81@.png,config/big_role/show/img_role_81@.png,figure/ziyu/zyxj.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_81.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},是蓝莓学园二年级生同时也是该校联盟社的成员，蓝莓联盟四天王之一。性格认真且擅长照顾人。,是藍莓學園二年級生，同時也是該校聯盟社的成員，藍莓聯盟四天王之一。性格認真且擅長照顧人。,"Một học sinh năm hai tại Học viện Blueberry và là thành viên của Câu lạc bộ Liên minh của trường, đồng thời là một trong Tứ Đại Thiên Vương của Liên minh BB. Cậu có tính cách nghiêm túc và giỏi chăm sóc người khác.","A second-year student at Blueberry Academy and a member of its League Club, as well as one of the BB League Elite Four. He has a serious personality and is good at taking care of others.","블루베리그의 2학년생이자 리그부의 일원이며, 블루베리그 사천왕 중 한 명입니다. 성실한 성격에 남을 잘 챙겨줍니다.","Um estudante do segundo ano da Academia Mirtilo e membro do Clube da Liga da escola, além de ser um dos Elite dos Quatro da Liga Mirtilo. Ele tem uma personalidade séria e é bom em cuidar dos outros.",เป็นนักเรียนปีสองของโรงเรียนบลูเบอร์รีและเป็นสมาชิกของชมรมลีกของโรงเรียน อีกทั้งยังเป็นหนึ่งในสี่จตุรเทพแห่งบลูเบอร์รีลีก เขามีนิสัยจริงจังและเก่งในการดูแลคนอื่น,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2258=1},0,1,3%,0,1,3000,0,0,,<70070>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
