变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
611,,{5023=100;5024=100;5022=100},40,{gold=1800000},0,50,0,20990101,11,<100;129>,0,0,FALSE
612,,{5023=100;5024=100;5022=100},15,{gold=900000},0,50,0,20990101,11,<100;129>,0,0,FALSE
613,,{5026=100;5025=100;5027=100},30,{gold=1750000},0,50,0,20990101,11,<100;129>,0,0,FALSE
614,,{5026=100;5025=100;5027=100},30,{gold=1750000},0,50,0,20990101,11,<100;129>,0,0,FALSE
615,,{5001=100;5003=100;5002=100},10,{gold=375000},0,60,0,20990101,11,<70;129>,0,0,FALSE
616,,{5001=100;5003=100;5002=100},8,{gold=187500},0,60,0,20990101,11,<70;129>,0,0,FALSE
617,,{5004=100;5006=100;5005=100},10,{gold=375000},0,60,0,20990101,11,<70;129>,0,0,FALSE
618,,{5004=100;5006=100;5005=100},8,{gold=187500},0,60,0,20990101,11,<70;129>,0,0,FALSE
619,,{5030=100;5029=100;5028=100},13,{gold=1200000},0,60,0,20990101,11,<105;129>,0,0,FALSE
620,,{5030=100;5029=100;5028=100},8,{gold=600000},0,60,0,20990101,11,<105;129>,0,0,FALSE
621,,{5031=100;5032=100;5033=100},10,{gold=1100000},0,60,0,20990101,11,<120;129>,0,0,FALSE
622,,{5031=100;5032=100;5033=100},8,{gold=550000},0,60,0,20990101,11,<120;129>,0,0,FALSE
623,,{5035=100;5036=100;5034=100},15,{gold=1380000},0,60,0,20990101,11,<120;129>,0,0,FALSE
624,,{5035=100;5036=100;5034=100},8,{gold=690000},0,60,0,20990101,11,<120;129>,0,0,FALSE
625,,{5039=100;5037=100;5038=100},15,{gold=1400000},0,60,0,20990101,11,<120;129>,0,0,FALSE
626,,{5039=100;5037=100;5038=100},8,{gold=700000},0,60,0,20990101,11,<120;129>,0,0,FALSE
627,,{5041=100;5042=100;5040=100},15,{gold=1440000},0,60,0,20990101,11,<125;129>,0,0,FALSE
628,,{5041=100;5042=100;5040=100},8,{gold=720000},0,60,0,20990101,11,<125;129>,0,0,FALSE
629,,{930=100},5,{gold=1680000},0,100,0,20990101,11,<124;200>,0,0,FALSE
630,,{930=100},10,{gold=840000},0,100,0,20990101,11,<124;200>,0,0,FALSE
1001,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},1,{gold=10000},0,100,0,20990101,0,<1;250>,0,0,FALSE
1002,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},2,{gold=20000},0,100,0,20990101,0,<1;250>,0,0,FALSE
1003,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},1,{rmb=10},0,100,0,20990101,0,<1;250>,0,0,FALSE
1004,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},2,{rmb=20},0,100,0,20990101,0,<1;250>,0,0,FALSE
1005,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},1,{gold=25000},0,100,0,20990101,0,<1;250>,0,0,FALSE
1006,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},2,{gold=50000},0,100,0,20990101,0,<1;250>,0,0,FALSE
1007,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},1,{rmb=25},0,100,0,20990101,0,<1;250>,0,0,FALSE
1008,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},2,{rmb=50},0,100,0,20990101,0,<1;250>,0,0,FALSE
1009,,{22721=100;20601=100;20261=100;20731=0;21081=0;23411=100;21291=100;22031=100;21421=100;21501=100;21811=100;23141=100;20591=100;21391=100;23351=0;23001=100;20331=100;23661=100;20721=0;21071=100;21241=0;20571=100;20391=100;23541=100;20741=0;20881=100;21171=100;21311=0;21231=0;20491=100;23021=100;21251=0;22991=100;20241=100;20631=100;20161=100;20401=100;21221=0},1,{gold=50000},0,100,0,20990101,0,<1;250>,0,0,FALSE
1010,,{22721=100;20601=100;20261=100;20731=0;21081=0;23411=100;21291=100;22031=100;21421=100;21501=100;21811=100;23141=100;20591=100;21391=100;23351=0;23001=100;20331=100;23661=100;20721=0;21071=100;21241=0;20571=100;20391=100;23541=100;20741=0;20881=100;21171=100;21311=0;21231=0;20491=100;23021=100;21251=0;22991=100;20241=100;20631=100;20161=100;20401=100;21221=0},1,{rmb=50},0,100,0,20990101,0,<1;250>,0,0,FALSE
1021,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},1,{gold=10000},0,100,0,20990101,1,<1;250>,0,0,FALSE
1022,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},2,{gold=20000},0,100,0,20990101,1,<1;250>,0,0,FALSE
1023,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},1,{rmb=10},0,100,0,20990101,1,<1;250>,0,0,FALSE
1024,,{20451=100;21351=100;20171=100;20891=100;20101=100;20061=100;20351=100;20231=100;23561=100;20111=100;20541=100;20031=100;20041=100;20191=100;20071=100;20121=100;20081=100},2,{rmb=20},0,100,0,20990101,1,<1;250>,0,0,FALSE
1025,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},1,{gold=25000},0,100,0,20990101,1,<1;250>,0,0,FALSE
1026,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},2,{gold=50000},0,100,0,20990101,1,<1;250>,0,0,FALSE
1027,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},1,{rmb=25},0,100,0,20990101,1,<1;250>,0,0,FALSE
1028,,{20371=100;22961=100;20131=100;20051=100;22301=100;20341=100;22611=100;23281=100;20021=100;20471=100;20781=100;22271=100;20151=100;22871=100;22481=100;20281=100;23471=100;23011=100;22841=100;23511=0;23431=100;22631=100;21441=100;20801=100;20091=100;20011=100;20461=100;21861=100;20301=100;23341=100;20691=100;20481=100;22922=100;22891=100;21801=100;21611=100;20271=100;20221=100;23291=100;22681=100;22921=100;22011=100;23501=100;21851=100;22071=100;22591=100;20791=100;20551=100;20001=100},2,{rmb=50},0,100,0,20990101,1,<1;250>,0,0,FALSE
1029,,{22721=100;20601=100;20261=100;20731=0;21081=0;23411=100;21291=100;22031=100;21421=100;21501=100;21811=100;23141=100;20591=100;21391=100;23351=0;23001=100;20331=100;23661=100;20721=0;21071=100;21241=0;20571=100;20391=100;23541=100;20741=0;20881=100;21171=100;21311=0;21231=0;20491=100;23021=100;21251=0;22991=100;20241=100;20631=100;20161=100;20401=100;21221=0},1,{gold=50000},0,100,0,20990101,1,<1;250>,0,0,FALSE
1030,,{22721=100;20601=100;20261=100;20731=0;21081=0;23411=100;21291=100;22031=100;21421=100;21501=100;21811=100;23141=100;20591=100;21391=100;23351=0;23001=100;20331=100;23661=100;20721=0;21071=100;21241=0;20571=100;20391=100;23541=100;20741=0;20881=100;21171=100;21311=0;21231=0;20491=100;23021=100;21251=0;22991=100;20241=100;20631=100;20161=100;20401=100;21221=0},1,{rmb=50},0,100,0,20990101,1,<1;250>,0,0,FALSE
