变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
126134,,0,11,,,{},,99,,<1261216;1261219>,<self:flagZ3() and 3 or 2;self:flagZ3() and 3 or 2>,<1;1>,<>,"<target:speed()*((self:flagZ3() and (target:nature(1)==10 or target:nature(2)==10)) and 1.35 or (1.1+0.1*(moreE(self:star(),11) and 1 or 0)));(self:flagZ3() and (target:nature(1)==10 or target:nature(2)==10)) and 3500 or (1500+1000*(moreE(self:star(),11) and 1 or 0))>",,
126141,,0,14,,,{},,99,,<>,<>,<1>,<>,<>,,
126142,,0,14,,,{},,99,,<1261210>,<99>,<1>,<>,<0>,,
126161,,0,14,,,{},,99,,<1261131;1261140;1261231;1261149>,<99;99;99;99>,"<1;not self:flagZ3() and 1 or 0;moreEqualThan(self:star(),8) and 1 or 0;(not self:hasBuff(1261150) and self:flagZ3()) and 1 or 0>",<>,<1;1;0;<1;1;0>>,,
127111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,127111,
127112,,1,1,,,{},,99,,<1271211>,<2>,<1>,<>,<self:damage()*0.6>,,
127113,,1,1,enemyForce|nodead,random(1),{},,99,,<1271211>,<2>,<self:flagZ1() and 1 or 0>,<>,<self:damage()*0.6>,,
127121,,1,4,,,{},,99,,<>,<>,<1>,<>,<>,127121,
127122,,1,4,,,{},,99,,<1271211>,<2>,<1>,<>,<self:damage()*0.6>,,
127123,,0,14,,,{},,99,,<1271212;1271301>,<2;self:flagZ2() and 3 or 2>,<1;1>,<>,<self:flagZ2() and self:damage()*0.4 or self:damage()*0.2;1>,,
127131,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,127131,
127132,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,127132,
127133,,1,11,,,{},,99,,<1271211>,<2>,<1>,<>,<self:damage()*0.6>,,
127134,,0,11,,,{},,99,,<1271301>,<2>,<(self:flagZ3() and (target:nature(1)==2 or target:nature(2)==2)) and 1 or 0>,<>,<1>,,
127135,,0,14,,,{},,99,,<>,<>,<1>,<>,<>,,
127136,,0,14,,,{},,99,,<1271239>,<1>,<1>,<>,<0>,,
127151,,0,14,,,{},,99,,<>,<>,<1>,<>,<>,,
127161,,0,14,,,{},,99,,<1271214;1271215>,<99;99>,<1;1>,<>,<<1;self:hpMax()*(0.4+skillLevel*0.004-0.004);self:mp1Max()>;0>,,
128111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,128111,
128112,,0,14,,,{},,99,,<1281120>,<1>,<1>,<>,<0>,,
128121,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,128121,
128122,,0,14,,,{},,99,,<>,<>,<1>,<>,<>,,
128123,,1,1,,,{},,99,,<1281231>,<3>,<1>,<>,<0>,,
128131,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,128131,
128132,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,128132,
128133,,1,11,,,{},,99,,<1281311;1281312;1281315;1281321>,"<moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2>",<1;1;1;1>,<>,"<list(list(c.groupbuff_oc()),-1,1);list(list(c.groupdebuff_oc()),1,1);-target:speed()*random(1,3)*0.1;0>",,
128134,,0,11,,,{},,99,,<1281313;1281314;1281316>,"<moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2>",<1;1;1>,<>,"<list(list(c.groupbuff_oc()),1,1);list(list(c.groupdebuff_oc()),-1,1);target:speed()*0.2;target:hp()>",,
128135,,0,14,,,{},,99,,<1281317>,<1>,<0>,<>,<0>,,
128136,,1,1,enemyForce | nodead,"buffDiffer('id',{1281230})",{},,99,,<1281231>,<3>,"<moreE(self:star(),11) and 1 or 0>",<>,<0>,,
128137,,1,1,enemyForce | nodead,"buffDifferExclude('group',{c.egg_chaopin_bingzhu_fly_oc()})|random(1)",{},,99,,<1281331;1281332>,<1;1>,"<moreE(self:star(),11) and (lessE(countObjByBuff(3-self:force(),{1281230}),0) and 1 or 0) or 0;target:hasBuff(1281331) and 0 or 0>",<>,<0;0>,,
128141,,0,11,,,{},,99,,<1281421>,<99>,<1>,<>,<0>,,
128161,,0,14,,,{},,99,,<1281611;1281621;1281631;1281641;1281411>,<99;99;99;99;99>,"<target:hasBuff(1281613) and 0 or 1;1;1;moreE(self:star(),8) and 1 or 0;1>",<>,<target:hp();0;10000;0;0>,,
128162,,1,1,selfForce | nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",{},,99,,<1281611>,<99>,"<(target:hasBuff(1281613) or moreE(countObjByBuff(self:force(),{1281611}),2)) and 0 or 1>",<>,<target:hp()>,,
128211,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,128211,
128212,,0,14,,,{},,99,,<1281120>,<1>,<1>,<>,<0>,,
128221,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,128221,
128222,,0,14,,,{},,99,,<>,<>,<1>,<>,<>,,
128223,,1,1,,,{},,99,,<1281231>,<3>,<1>,<>,<0>,,
128231,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,128231,
128232,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,128232,
128233,,1,11,,,{},,99,,<1281311;1281312;1281315;1281321>,"<moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2>",<1;1;1;1>,<>,"<list(list(c.groupbuff_oc()),-1,1);list(list(c.groupdebuff_oc()),1,1);-target:speed()*random(1,3)*0.1;0>",,
128234,,0,11,,,{},,99,,<1281313;1281314;1281316>,"<moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2;moreE(self:star(),11) and 3 or 2>",<1;1;1>,<>,"<list(list(c.groupbuff_oc()),1,1);list(list(c.groupdebuff_oc()),-1,1);target:speed()*0.2;target:hp()>",,
128235,,0,14,,,{},,99,,<1281317>,<1>,<0>,<>,<0>,,
128236,,1,1,enemyForce | nodead,"buffDiffer('id',{1281230})",{},,99,,<1281231>,<3>,"<moreE(self:star(),11) and 1 or 0>",<>,<0>,,
128237,,1,1,enemyForce | nodead,"buffDifferExclude('group',{c.egg_chaopin_bingzhu_fly_oc()})|random(1)",{},,99,,<1281331;1281332>,<1;1>,"<moreE(self:star(),11) and (lessE(countObjByBuff(3-self:force(),{1281230}),0) and 1 or 0) or 0;target:hasBuff(1281331) and 0 or 0>",<>,<0;0>,,
128241,,0,11,,,{},,99,,<1281421>,<99>,<1>,<>,<0>,,
128261,,0,14,,,{},,99,,<1281611;1281621;1281631;1281641;1281411>,<99;99;99;99;99>,"<target:hasBuff(1281613) and 0 or 1;1;1;moreE(self:star(),8) and 1 or 0;1>",<>,<target:hp();0;10000;0;0>,,
128262,,1,1,selfForce | nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",{},,99,,<1281611>,<99>,"<(target:hasBuff(1281613) or moreE(countObjByBuff(self:force(),{1281611}),2)) and 0 or 1>",<>,<target:hp()>,,
129111,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129111,
129112,,0,14,,,{},,99,,<1291201;1291212>,<self:flagZ1() and 3 or 2;1>,<1;1>,<>,<self:flagZ1() and 3000 or 2000;0>,,
129121,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129121,
129122,,0,14,,,{},,99,,<1291203>,<99>,<1>,<>,<99990>,,
129131,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129131,
129132,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129132,
129133,,1,3,,,{},2,99,,<1291204>,<1>,<1>,<>,<0>,,
129134,,0,14,,,{},,99,,<1291212;1291214>,<1;1>,"<1;(self:hasBuff(1291210) and moreEqualThan(self:star(),11)) and 1 or 0>",<>,<0;2500>,,
129161,,0,14,,,{},,99,,<1291209;1291216>,<99;99>,<1;self:flagZ4() and 1 or 0>,<>,<0;0>,,
129211,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129211,
129212,,0,14,,,{},,99,,<1291201;1291212>,<self:flagZ1() and 3 or 2;1>,<1;1>,<>,<self:flagZ1() and 3000 or 2000;0>,,
129221,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129221,
129222,,0,14,,,{},,99,,<1291203>,<99>,<1>,<>,<99990>,,
129231,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129231,
129232,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129232,
129233,,1,3,,,{},2,99,,<1291204>,<1>,<1>,<>,<0>,,
129234,,0,14,,,{},,99,,<1291212;1291214>,<1;1>,"<1;(self:hasBuff(1291210) and moreEqualThan(self:star(),11)) and 1 or 0>",<>,<0;2500>,,
129261,,0,14,,,{},,99,,<1291209;1291216>,<99;99>,<1;self:flagZ4() and 1 or 0>,<>,<0;0>,,
129311,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129311,
129312,,0,14,,,{},,99,,<1291201;1291212>,<self:flagZ1() and 3 or 2;1>,<1;1>,<>,<self:flagZ1() and 3000 or 2000;0>,,
129321,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129321,
129322,,0,14,,,{},,99,,<1291203>,<99>,<1>,<>,<99990>,,
129331,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129331,
129332,,1,3,,,{},2,99,,<>,<>,<1>,<>,<>,129332,
129333,,1,3,,,{},2,99,,<1291204>,<1>,<1>,<>,<0>,,
129334,,0,14,,,{},,99,,<1291212;1291214>,<1;1>,"<1;(self:hasBuff(1291210) and moreEqualThan(self:star(),11)) and 1 or 0>",<>,<0;2500>,,
129361,,0,14,,,{},,99,,<1291209;1291216>,<99;99>,<1;self:flagZ4() and 1 or 0>,<>,<0;0>,,
130111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130111,
130112,,0,14,,,{},,99,,<1301121>,<self:flagZ1() and 3 or 2>,<1>,<>,<self:damage()*(self:flagZ1() and 0.2 or 0.15)>,,
130121,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130121,
130122,,1,1,,,{},,99,,<1301122>,<3>,<1>,<>,<self:damage()*0.4>,,
130123,,1,1,,,{},,99,,<1301123>,<1>,<self:flagZ2() and 0.7 or 0.5>,<>,<1>,,
130131,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130131,
130132,,1,1,,,{},,99,,<1301139>,<1>,<1>,<>,<1>,,
130133,,1,1,,,{},,99,,<1301126>,<2>,<1>,<>,<1>,,
130141,,0,14,,,{},,99,,<1301132>,<99>,<1>,<>,<1>,,
130161,,0,11,,,{},,99,,<1301131>,<99>,<1>,<>,<800+skillLevel*6-6>,,
130211,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130211,
130212,,0,14,,,{},,99,,<1301121>,<self:flagZ1() and 3 or 2>,<1>,<>,<self:damage()*(self:flagZ1() and 0.2 or 0.15)>,,
130221,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130221,
130222,,1,1,,,{},,99,,<1301122>,<3>,<1>,<>,<self:damage()*0.4>,,
130223,,1,1,,,{},,99,,<1301123>,<1>,<self:flagZ2() and 0.7 or 0.5>,<>,<1>,,
130231,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130231,
130232,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130232,
130233,,1,1,,,{},,99,,<1301139>,<1>,<1>,<>,<1>,,
130234,,1,1,,,{},,99,,<1301126>,<2>,<1>,<>,<1>,,
130241,,0,14,,,{},,99,,<1301132>,<99>,<1>,<>,<1>,,
130261,,0,11,,,{},,99,,<1301131>,<99>,<1>,<>,<800+skillLevel*6-6>,,
130311,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130311,
130312,,0,14,,,{},,99,,<1301121>,<self:flagZ1() and 3 or 2>,<1>,<>,<self:damage()*(self:flagZ1() and 0.2 or 0.15)>,,
130321,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130321,
130322,,1,1,,,{},,99,,<1301122>,<3>,<1>,<>,<self:damage()*0.4>,,
130323,,1,1,,,{},,99,,<1301123>,<1>,<self:flagZ2() and 0.7 or 0.5>,<>,<1>,,
130331,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130331,
130332,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130332,
130333,,1,1,,,{},,99,,<1301139>,<1>,<1>,<>,<1>,,
130334,,1,1,,,{},,99,,<1301126>,<2>,<1>,<>,<1>,,
130341,,0,14,,,{},,99,,<1301132>,<99>,<1>,<>,<1>,,
130361,,0,11,,,{},,99,,<1301131>,<99>,<1>,<>,<800+skillLevel*6-6>,,
130411,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130411,
130421,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130421,
130431,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,130431,
130461,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,130461,
131111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131111,
131112,,0,14,,,{},,99,,<1311121>,<2>,<1>,<>,<self:flagZ1() and 2000 or 1500>,,
131121,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131121,
131122,,1,1,,,{},,99,,<1311131>,<2>,<1>,<>,<1>,,
131131,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,131131,
131132,,1,11,,,{},,99,,<1311125;1311126;1311140>,<2;2;2>,"<1;1;moreEqualThan(self:star(),11) and 1 or 0>",<>,<1;-target:speed()*0.15;-1000>,,
131161,,0,14,,,{},,99,,<1311130;1311132;1311133;1311134>,<99;99;99;99>,<1;1;1;1>,<>,<1000+skillLevel*10-10;1;1;1>,,
131211,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131211,
131212,,0,14,,,{},,99,,<1311121>,<2>,<1>,<>,<self:flagZ1() and 2000 or 1500>,,
131221,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131221,
131222,,1,1,,,{},,99,,<1311131>,<2>,<1>,<>,<1>,,
131231,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,131231,
131232,,1,11,,,{},,99,,<1311125;1311126;1311140>,<2;2;2>,"<1;1;moreEqualThan(self:star(),11) and 1 or 0>",<>,<1;-target:speed()*0.15;-1000>,,
131261,,0,14,,,{},,99,,<1311130;1311132;1311133;1311134>,<99;99;99;99>,<1;1;1;1>,<>,<1000+skillLevel*10-10;1;1;1>,,
131311,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131311,
131312,,0,14,,,{},,99,,<1311121>,<2>,<1>,<>,<self:flagZ1() and 2000 or 1500>,,
131321,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131321,
131322,,1,1,,,{},,99,,<1311131>,<2>,<1>,<>,<1>,,
131331,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,131331,
131332,,1,11,,,{},,99,,<1311125;1311126;1311140>,<2;2;2>,"<1;1;moreEqualThan(self:star(),11) and 1 or 0>",<>,<1;-target:speed()*0.15;-1000>,,
131361,,0,14,,,{},,99,,<1311130;1311132;1311133;1311134>,<99;99;99;99>,<1;1;1;1>,<>,<1000+skillLevel*10-10;1;1;1>,,
131411,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131411,
131412,,0,14,,,{},,99,,<1314111>,<self:flagZ1() and 3 or 2>,<1>,<>,<2000>,,
131421,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,131421,
131422,,1,1,,,{},,99,,<1314211>,<2>,<1>,<>,<1>,,
131423,,1,1,enemyForce|nodead,otherProcessExcept(131422)|near(),{},,99,,<1314211>,<2>,<self:flagZ2() and 0.7 or 0.4>,<>,<1>,,
131431,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,131431,
131432,,1,11,,,{},,99,,<>,<>,<1>,<>,<>,131432,
131433,,1,11,,,{},,99,,<1314311>,<1>,<1>,<>,<1>,,
131461,,0,14,,,{},,99,,<1314611;1314612;1314613;1314614;1314715>,<99;99;99;99;99>,<1;1;1;1;1>,<>,<1000+skillLevel*10-10;1;1;1;1>,,
135111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135111,
135121,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135121,
135122,,1,1,selfForce,hpRatioMin,{},,99,,<1351221>,<1>,<1>,<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,
135131,,0,11,,,{},,99,,<>,<>,<1>,<>,<>,135131,
135132,,0,11,,,{},,99,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,
135161,,0,14,,,{},,99,,<1351223>,<99>,<1>,<>,<2000>,,
135211,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135211,
135221,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135221,
135222,,1,1,selfForce,hpRatioMin,{},,99,,<1351221>,<1>,<1>,<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,
135231,,0,11,,,{},,99,,<>,<>,<1>,<>,<>,135231,
135232,,0,11,,,{},,99,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,
135261,,0,14,,,{},,99,,<1351223>,<99>,<1>,<>,<2000>,,
135311,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135311,
135321,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,135321,
135322,,1,1,selfForce,hpRatioMin,{},,99,,<1351221>,<1>,<1>,<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,
135331,,0,11,,,{},,99,,<>,<>,<1>,<>,<>,135331,
135332,,0,11,,,{},,99,,<>,<>,<1>,<>,<>,135332,
135333,,0,11,,,{},,99,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",<>,"<(target:nature(1)==3 or target:nature(1)==4 or target:nature(2)==3 or target:nature(2)==4) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,
135361,,0,14,,,{},,99,,<1351223>,<99>,<1>,<>,<2000>,,
139111,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139111,
139112,,1,1,,,{},,99,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139121,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139121,
139122,,0,14,,,{},,99,,<1391122>,<99>,<1>,<>,<0>,,
139131,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139131,
139132,,1,3,,,{},,99,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",<>,<0;0>,,
139161,,1,20,,,{},,1,,<1391121>,<1>,<0.17+skillLevel*0.003-0.003+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139162,,1,1,enemyForce|nodead,otherProcessExcept(139161)|random(1),{},,99,,<1391121>,<1>,"<moreEqualThan(self:star(),8) and (0.47+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)) or 0>",<>,<0>,,
139163,,0,14,,,{},,99,,<1391125>,<99>,<self:flagZ4() and 1 or 0>,<>,<0>,,
139211,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139211,
139212,,1,1,,,{},,99,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139221,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139221,
139222,,0,14,,,{},,99,,<1391122>,<99>,<1>,<>,<0>,,
139231,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139231,
139232,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139232,
139233,,1,3,,,{},,99,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",<>,<0;0>,,
139261,,1,20,,,{},,1,,<1391121>,<1>,<0.17+skillLevel*0.003-0.003+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139262,,1,1,enemyForce|nodead,otherProcessExcept(139261)|random(1),{},,99,,<1391121>,<1>,"<moreEqualThan(self:star(),8) and (0.47+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)) or 0>",<>,<0>,,
139263,,0,14,,,{},,99,,<1391125>,<99>,<self:flagZ4() and 1 or 0>,<>,<0>,,
139311,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139311,
139312,,1,1,,,{},,99,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139321,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139321,
139322,,0,14,,,{},,99,,<1391122>,<99>,<1>,<>,<0>,,
139331,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139331,
139332,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139332,
139333,,1,3,,,{},,99,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",<>,<0;0>,,
139361,,1,20,,,{},,1,,<1391121>,<1>,<0.17+skillLevel*0.003-0.003+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139362,,1,1,enemyForce|nodead,otherProcessExcept(139361)|random(1),{},,99,,<1391121>,<1>,"<moreEqualThan(self:star(),8) and (0.47+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)) or 0>",<>,<0>,,
139363,,0,14,,,{},,99,,<1391125>,<99>,<self:flagZ4() and 1 or 0>,<>,<0>,,
139411,,1,1,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",{},,99,,<>,<>,<1>,<>,<>,139411,
139412,,1,1,enemyForce|nodead,useOtherProcess(139411),{},,99,,<1394121>,<target:hasBuff(1394122) and 2 or 1>,<self:flagZ1() and 0.4 or 0.2>,<>,<0>,,
139413,,1,1,enemyForce|nodead,useOtherProcess(139411),{},,99,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",<>,<-10000>,,
139421,,1,1,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",{},,99,,<>,<>,<1>,<>,<>,139421,
139422,,1,1,enemyForce|nodead,useOtherProcess(139421),{},,99,,<1394121;1394122>,<1;99>,<self:flagZ2() and 1 or 0.6;1>,<>,<0;0>,,
139423,,1,1,enemyForce|nodead,useOtherProcess(139421),{},,99,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",<>,<-10000>,,
139431,,1,1,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",{},,99,,<>,<>,<1>,<>,<>,139431,
139432,,1,1,enemyForce|nodead,useOtherProcess(139431),{},,99,,<>,<>,<1>,<>,<>,139432,
139433,,1,1,enemyForce|nodead,useOtherProcess(139431),{},,99,,<1394123>,<1>,"<0.7+(moreEqualThan(self:star(),11) and 0.15 or 0)>",<>,<0>,,
139434,,1,1,enemyForce|nodead,useOtherProcess(139431),{},,99,,<1394124>,<3>,<target:hasBuff(1394123) and 1 or 0>,<>,<0>,,
139435,,1,1,enemyForce|nodead,useOtherProcess(139431),{},,99,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",<>,<-10000>,,
139436,,1,1,enemyForce|nodead,"buffDiffer('group',{c.groupstun_oc()})",{},,99,,<1394126>,<1>,"<moreE(self:star(),11) and 1 or 0>",<>,<self:curSkill():getTotalDamage()*(0.3+(self:flagZ3() and 0.3 or 0))>,,
139461,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,,
139511,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139511,
139512,,1,1,,,{},,99,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139521,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139521,
139522,,0,14,,,{},,99,,<1391122>,<99>,<1>,<>,<0>,,
139531,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139531,
139532,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139532,
139533,,1,3,,,{},,99,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",<>,<0;0>,,
139561,,1,20,,,{},,1,,<1391121>,<1>,<0.17+skillLevel*0.003-0.003+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,<>,<0>,,
139562,,1,1,enemyForce|nodead,otherProcessExcept(139561)|random(1),{},,99,,<1391121>,<1>,"<moreEqualThan(self:star(),8) and (0.47+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)) or 0>",<>,<0>,,
139563,,0,14,,,{},,99,,<1391125>,<99>,<self:flagZ4() and 1 or 0>,<>,<0>,,
139611,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,139611,
139612,,1,1,,,{},,99,,<1396111>,<1>,"<self:getBuffOverlayCount(1396121)*0.05+(lessE((self:hp()/self:hpMax()),0.5) and 0.37 or 0.17)>",<>,<0>,,
139621,,1,1,,,{},,99,,<1396123>,<2>,<1>,<>,<-2000>,139621,
139622,,0,14,,,{},,99,,<1396121>,<99>,<1>,<>,<0>,,
139631,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139631,
139632,,1,3,,,{},,99,,<>,<>,<1>,<>,<>,139632,
139633,,1,3,,,{},,99,,<1396111;1396131>,<1;2>,"<self:getBuffOverlayCount(1396121)*0.05+(moreE(self:star(),11) and 0.37 or 0.22);1>",<>,<0;0>,,
139634,,0,14,,,{},,99,,<1396133>,<1>,<1>,<>,"<<list(1,0,0);1;1;1>>",,
139635,,1,11,,,{},,99,,<1396134>,<1>,<target:hasBuff(1396111) and 1 or 0>,<>,<0>,,
