变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
320,万圣节,萬聖節,Halloween,Halloween,할로윈,Halloween,ฮาโลวีน,frame/wanshengji_txk.skel,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
321,万圣之夜,萬聖之夜,Đêm Halloween,Halloween Night,할로윈 밤,Noite de Halloween,คืนวันฮาโลวีน,config/portrait/frame/icon_21wsjtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
322,沙奈朵·中秋,沙奈朵·中秋,Gardevoir - Trung thu,Gardevoir - Mid-Autumn,가디안·추석,Gardevoir - Meio do Outono,เซอร์ไนท์·วันไหว้พระจันทร์,config/portrait/frame/icon_22zqtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
323,端午·龙舟,端午·龍舟,Tết Đoan Ngọ - Thuyền rồng,Dragon Boat Festival - Dragon Boat,단오·용선,Festival do Barco-Dragão - Barco-Dragão,เทศกาลไหว้บ๊ะจ่าง·เรือมังกร,config/portrait/frame/icon_22dwjtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
324,闪闪惹人爱,閃閃惹人愛,Lấp lánh đáng yêu,Sparkling and Lovely,반짝반짝 사랑스러워,Brilhante e Adorável,ส่องประกายและน่ารัก,config/portrait/frame/img_24qrjtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
325,浪漫礼盒,浪漫禮盒,Hộp quà lãng mạn,Romantic Gift Box,로맨틱 선물 상자,Caixa de Presente Romântica,กล่องของขวัญสุดโรแมนติก,config/portrait/frame/img_23qrj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
326,飘香月下,飄香月下,Hương thơm dưới trăng,Fragrance Under the Moon,달빛 아래 퍼지는 향기,Fragrância Sob a Lua,กลิ่นหอมใต้แสงจันทร์,config/portrait/frame/img_23zqjtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
327,2周年庆贺,2週年慶賀,Lễ kỷ niệm 2 năm,2nd Anniversary Celebration,2주년 축하,Celebração de 2º Aniversário,การเฉลิมฉลองครบรอบ 2 ปี,config/portrait/frame/logo_2znznq.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
328,3周年庆贺,3週年慶賀,Lễ kỷ niệm 3 năm,3rd Anniversary Celebration,3주년 축하,Celebração de 3º Aniversário,การเฉลิมฉลองครบรอบ 3 ปี,config/portrait/frame/img_3zn.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
329,4周年庆贺,4週年慶賀,Lễ kỷ niệm 4 năm,4th Anniversary Celebration,4주년 축하,Celebração de 4º Aniversário,การเฉลิมฉลองครบรอบ 4 ปี,config/portrait/frame/img_4zntxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
330,嗨玩派,嗨玩派對,Bữa tiệc vui vẻ,Hi-Play Party,신나는 파티,Festa Divertida,ปาร์ตี้สุดมันส์,config/portrait/frame/img_23gqjtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
331,惊魂万圣夜,驚魂萬聖夜,Đêm Halloween kinh hoàng,Spooky Halloween Night,공포의 할로윈 밤,Noite de Halloween Assustadora,คืนฮาโลวีนสุดสยอง,config/portrait/frame/img_23wsj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
332,圣诞“结”,聖誕「結」,Nút thắt Giáng sinh,Christmas "Knot",크리스마스 '매듭',Nó de Natal,ปม แห่งคริสต์มาส,config/portrait/frame/img_23sd.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
333,一起堆雪人,一起堆雪人,Cùng nhau đắp người tuyết,Let's Build a Snowman,함께 눈사람 만들기,Vamos Construir um Boneco de Neve,มาปั้นตุ๊กตาหิมะกันเถอะ,config/portrait/frame/img_2024yd.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
334,龙腾万里,龍騰萬里,Rồng bay vạn dặm,Soaring Dragon Across a Thousand Miles,만 리를 나는 용,Dragão Voando por Mil Milhas,มังกรทะยานหมื่นลี้,config/portrait/frame/img_qllltxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
335,灯舞,燈舞,Điệu múa đèn lồng,Lantern Dance,등불 춤,Dança das Lanternas,ระบำโคมไฟ,config/portrait/frame/img_xllxtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
336,勇气花环,勇氣花環,Vòng hoa Dũng cảm,Wreath of Courage,용기의 화환,Guirlanda da Coragem,พวงมาลาแห่งความกล้าหาญ,config/portrait/frame/img_24wytxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
337,赛龙舟,賽龍舟,Đua thuyền rồng,Dragon Boat Race,용선 경주,Corrida de Barcos-Dragão,การแข่งขันเรือมังกร,config/portrait/frame/img_24dwtxk.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
338,阳光沙滩,陽光沙灘,Bãi biển đầy nắng,Sunny Beach,햇살 가득한 해변,Praia Ensolarada,ชายหาดที่มีแดดจ้า,config/portrait/frame/img_24xrj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
339,缘聚,緣聚,Duyên phận hội ngộ,Fated Gathering,인연의 만남,Encontro do Destino,การพบกันโดยพรหมลิขิต,config/portrait/frame/img_24qx.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
340,圆月高挂,圓月高掛,Trăng tròn treo cao,Full Moon Hangs High,높이 뜬 보름달,Lua Cheia no Alto,พระจันทร์เต็มดวงลอยเด่น,config/portrait/frame/img_24zqj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
341,欢聚派对,歡聚派對,Bữa tiệc sum họp,Joyful Party,즐거운 파티,Festa Alegre,ปาร์ตี้สุขสันต์,config/portrait/frame/img_24gqj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
342,惊吓城堡,驚嚇城堡,Lâu đài ma ám,Haunted Castle,유령의 성,Castelo Assombrado,ปราสาทผีสิง,config/portrait/frame/img_24wsj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
343,圣诞水晶球,聖誕水晶球,Quả cầu pha lê Giáng sinh,Christmas Crystal Ball,크리스마스 수정 구슬,Bola de Cristal de Natal,ลูกแก้วคริสตัลคริสต์มาส,config/portrait/frame/img_24sd.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
344,龙蛇帽,龍蛇帽,Mũ Rồng Rắn,Dragon Snake Hat,용뱀 모자,Chapéu de Dragão e Serpente,หมวกมังกร-งู,config/portrait/frame/img_25yd.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
345,如我心意,如我心意,Như ý của tôi,As My Heart Desires,내 마음과 같이,Como Meu Coração Deseja,ดังใจปรารถนา,config/portrait/frame/img_25cj.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
346,六一快乐,六一快樂,Vui vẻ ngày 1/6,Happy Children's Day,즐거운 어린이날,Feliz Dia das Crianças,สุขสันต์วันเด็ก,frame/61.skel,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
347,中秋月兔,中秋月兔,Thỏ ngọc Trung thu,Mid-Autumn Moon Rabbit,추석 달토끼,Coelho da Lua do Meio do Outono,กระต่ายบนดวงจันทร์ในวันไหว้พระจันทร์,frame/zhongqiu.skel,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
400,通行证S1,通行證S1,Pass S1,Pass S1,Pass S1,Pass S1,Pass S1,config/portrait/frame/icon_txztxk1.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
401,通行证S2,通行證S2,Pass S2,Pass S2,Pass S2,Pass S2,Pass S2,config/portrait/frame/icon_txztxk2.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
402,通行证S3,通行證S3,Pass S3,Pass S3,Pass S3,Pass S3,Pass S3,config/portrait/frame/icon_txztxk3.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
403,通行证S4,通行證S4,Pass S4,Pass S4,Pass S4,Pass S4,Pass S4,config/portrait/frame/icon_txztxk4.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
404,通行证S5,通行證S5,Pass S5,Pass S5,Pass S5,Pass S5,Pass S5,config/portrait/frame/icon_txztxk5.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
405,通行证S6,通行證S6,Pass S6,Pass S6,Pass S6,Pass S6,Pass S6,config/portrait/frame/icon_txztxk6.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
406,通行证S7,通行證S7,Pass S7,Pass S7,Pass S7,Pass S7,Pass S7,config/portrait/frame/icon_txztxk7.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
407,通行证S8,通行證S8,Pass S8,Pass S8,Pass S8,Pass S8,Pass S8,config/portrait/frame/icon_txztxk8.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
408,通行证S9,通行證S9,Pass S9,Pass S9,Pass S9,Pass S9,Pass S9,config/portrait/frame/icon_txztxk9.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
409,通行证S10,通行證S10,Pass S10,Pass S10,Pass S10,Pass S10,Pass S10,config/portrait/frame/icon_txztxk10.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
410,通行证S11,通行證S11,Pass S11,Pass S11,Pass S11,Pass S11,Pass S11,config/portrait/frame/icon_txztxk11.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
411,通行证S12,通行證S12,Pass S12,Pass S12,Pass S12,Pass S12,Pass S12,config/portrait/frame/icon_txztxk12.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
412,通行证S13,通行證S13,Pass S13,Pass S13,Pass S13,Pass S13,Pass S13,config/portrait/frame/icon_txztxk13.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
413,通行证S14,通行證S14,Pass S14,Pass S14,Pass S14,Pass S14,Pass S14,config/portrait/frame/icon_txztxk14.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
414,通行证S15,通行證S15,Pass S15,Pass S15,Pass S15,Pass S15,Pass S15,config/portrait/frame/icon_txztxk15.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
415,通行证S16,通行證S16,Pass S16,Pass S16,Pass S16,Pass S16,Pass S16,config/portrait/frame/icon_txztxk16.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
416,通行证S17,通行證S17,Pass S17,Pass S17,Pass S17,Pass S17,Pass S17,config/portrait/frame/icon_txztxk17.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
417,通行证S18,通行證S18,Pass S18,Pass S18,Pass S18,Pass S18,Pass S18,config/portrait/frame/icon_txztxk18.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
418,通行证S19,通行證S19,Pass S19,Pass S19,Pass S19,Pass S19,Pass S19,config/portrait/frame/icon_txztxk19.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
419,通行证S20,通行證S20,Pass S20,Pass S20,Pass S20,Pass S20,Pass S20,config/portrait/frame/icon_txztxk20.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
420,通行证S21,通行證S21,Pass S21,Pass S21,Pass S21,Pass S21,Pass S21,config/portrait/frame/icon_txztxk21.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
421,通行证S22,通行證S22,Pass S22,Pass S22,Pass S22,Pass S22,Pass S22,config/portrait/frame/icon_txztxk22.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
422,通行证S23,通行證S23,Pass S23,Pass S23,Pass S23,Pass S23,Pass S23,config/portrait/frame/icon_txztxk23.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
423,通行证S24,通行證S24,Pass S24,Pass S24,Pass S24,Pass S24,Pass S24,config/portrait/frame/icon_txztxk24.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
424,通行证S25,通行證S25,Pass S25,Pass S25,Pass S25,Pass S25,Pass S25,config/portrait/frame/icon_txztxk25.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
425,通行证S26,通行證S26,Pass S26,Pass S26,Pass S26,Pass S26,Pass S26,config/portrait/frame/icon_txztxk26.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
426,通行证S27,通行證S27,Pass S27,Pass S27,Pass S27,Pass S27,Pass S27,config/portrait/frame/icon_txztxk27.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
427,通行证S28,通行證S28,Pass S28,Pass S28,Pass S28,Pass S28,Pass S28,config/portrait/frame/icon_txztxk28.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
428,通行证S29,通行證S29,Pass S29,Pass S29,Pass S29,Pass S29,Pass S29,config/portrait/frame/icon_txztxk29.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
429,通行证S30,通行證S30,Pass S30,Pass S30,Pass S30,Pass S30,Pass S30,config/portrait/frame/icon_txztxk30.png,,特殊途径解锁,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
