变量名,_beizhu,cardID,canDevelop,canDevelop2,heightAndWeight,isOpen,languages,attrType1,attrValue1,attrType2,attrValue2,pokedexs
默认值,"""""",0,FALSE,FALSE,<0;0>,TRUE,<cn;tw;en;vn;th;kr;pt>,,"""""",,"""""",""""""
ID,备注,卡牌id,图鉴默认激活开关,图鉴前置形态自动激活开关,身高体重,当前版本是否开放,语言区域,属性加成类型1,属性加成数值1,属性加成类型2,属性加成数值2,图鉴顺序
1,妙蛙种子,1,FALSE,FALSE,<0.7;6.9>,TRUE,,1,0.13%,,,1
2231,圆陆鲨,2231,FALSE,FALSE,<0.7;20.5>,TRUE,,10,0.27%,,,286
2232,尖牙陆鲨,2232,FALSE,FALSE,<1.4;56>,TRUE,,10,0.27%,,,287
2233,烈咬陆鲨,2233,FALSE,FALSE,<1.9;95>,TRUE,,10,0.27%,,,288
2241,利欧路,2241,FALSE,FALSE,<0.7;20.2>,TRUE,,8,0.40%,,,289
2242,路卡利欧,2242,FALSE,FALSE,<1.2;54>,TRUE,,8,0.40%,,,290
2243,超级路卡利欧,2243,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,291
2271,不良蛙,2271,FALSE,FALSE,<0.7;23>,TRUE,,7,0.30%,,,292
2272,毒骷蛙,2272,FALSE,FALSE,<1.3;44.4>,TRUE,,7,0.30%,,,293
2301,雪笠怪,2301,FALSE,FALSE,<1;50.5>,TRUE,,13,0.30%,,,294
2302,暴雪王,2302,FALSE,FALSE,<2.2;135.5>,TRUE,,13,0.30%,,,295
2303,超级暴雪王,2303,FALSE,FALSE,<2.2;135.5>,TRUE,,13,0.30%,,,296
2351,帝牙卢卡,2351,FALSE,FALSE,<5.4;683>,TRUE,,9,1.00%,,,297
2361,帕路奇亚,2361,FALSE,FALSE,<4.2;336>,TRUE,,10,1.00%,,,298
2371,席多蓝恩,2371,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,299
2381,雷吉奇卡斯,2381,FALSE,FALSE,<3.7;420>,TRUE,,7,1.00%,,,300
2391,骑拉帝纳,2391,FALSE,FALSE,<4.5;750>,TRUE,,1,0.70%,,,301
2401,克雷色利亚,2401,FALSE,FALSE,<1.5;85.6>,TRUE,,13,0.80%,,,302
2411,菲欧娜,2411,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,303
2421,玛纳霏,2421,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,304
2431,达克莱伊,2431,FALSE,FALSE,<1.5;50.5>,TRUE,,8,1.00%,,,305
2441,谢米,2441,FALSE,FALSE,<0.2;2.1>,TRUE,,1,0.70%,,,306
2442,谢米·天空,2442,FALSE,FALSE,<0.2;2.1>,TRUE,,1,0.70%,,,307
2461,比克提尼,2461,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,308
2471,藤藤蛇,2471,FALSE,FALSE,<0.6;8.1>,TRUE,,8,0.27%,,,309
2472,青藤蛇,2472,FALSE,FALSE,<0.8;16>,TRUE,,8,0.27%,,,310
2473,君主蛇,2473,FALSE,FALSE,<3.3;63>,TRUE,,8,0.27%,,,311
2481,暖暖猪,2481,FALSE,FALSE,<0.5;9.9>,TRUE,,7,0.20%,,,312
2482,炒炒猪,2482,FALSE,FALSE,<1;55.5>,TRUE,,7,0.20%,,,313
2483,炎武王,2483,FALSE,FALSE,<1.6;150>,TRUE,,7,0.20%,,,314
2491,水水獭,2491,FALSE,FALSE,<0.5;5.9>,TRUE,,1,0.18%,,,315
2492,双刃丸,2492,FALSE,FALSE,<0.8;24.5>,TRUE,,1,0.18%,,,316
2493,大剑鬼,2493,FALSE,FALSE,<1.5;94.6>,TRUE,,1,0.18%,,,317
2591,石丸子,2591,FALSE,FALSE,<0.4;18>,TRUE,,9,0.20%,,,318
2592,地幔岩,2592,FALSE,FALSE,<0.9;102>,TRUE,,9,0.20%,,,319
2593,庞岩怪,2593,FALSE,FALSE,<1.7;260>,TRUE,,9,0.20%,,,320
2611,螺钉地鼠,2611,FALSE,FALSE,<0.3;8.5>,TRUE,,9,0.30%,,,321
2612,龙头地鼠,2612,FALSE,FALSE,<0.7;40.4>,TRUE,,9,0.30%,,,322
2631,搬运小匠,2631,FALSE,FALSE,<0.6;12.5>,TRUE,,9,0.20%,,,323
2632,铁骨土人,2632,FALSE,FALSE,<1.2;40>,TRUE,,9,0.20%,,,324
2633,修建老匠,2633,FALSE,FALSE,<1.4;87>,TRUE,,9,0.20%,,,325
2681,百足蜈蚣,2681,FALSE,FALSE,<0.4;5.3>,TRUE,,1,0.13%,,,326
2682,车轮球,2682,FALSE,FALSE,<1.2;58.5>,TRUE,,1,0.13%,,,327
2683,蜈蚣王,2683,FALSE,FALSE,<2.5;200.5>,TRUE,,1,0.13%,,,328
2721,黑眼鳄,2721,FALSE,FALSE,<0.7;15.2>,TRUE,,1,0.18%,,,329
2722,混混鳄,2722,FALSE,FALSE,<1;33.4>,TRUE,,1,0.18%,,,330
2723,流氓鳄,2723,FALSE,FALSE,<1.5;96.3>,TRUE,,1,0.18%,,,331
2821,索罗亚,2821,FALSE,FALSE,<0.7;12.5>,TRUE,,1,0.28%,,,332
2822,索罗亚克,2822,FALSE,FALSE,<1.6;81.1>,TRUE,,1,0.28%,,,333
2831,泡沫栗鼠,2831,FALSE,FALSE,<0.4;5.8>,TRUE,,10,0.20%,,,334
2832,奇诺栗鼠,2832,FALSE,FALSE,<0.5;7.5>,TRUE,,10,0.20%,,,335
2841,哥德宝宝,2841,FALSE,FALSE,<0.4;5.8>,TRUE,,10,0.20%,,,336
2842,哥德小童,2842,FALSE,FALSE,<0.7;18>,TRUE,,10,0.20%,,,337
2843,哥德小姐,2843,FALSE,FALSE,<1.5;44>,TRUE,,10,0.20%,,,338
2871,迷你冰,2871,FALSE,FALSE,<0.4;5.7>,TRUE,,1,0.13%,,,339
2872,多多冰,2872,FALSE,FALSE,<1.1;41>,TRUE,,1,0.13%,,,340
2873,双倍多多冰,2873,FALSE,FALSE,<1.3;57.5>,TRUE,,1,0.13%,,,341
2891,电飞鼠,2891,FALSE,FALSE,<0.4;5>,TRUE,,13,0.60%,,,342
2921,轻飘飘·雌,2921,FALSE,FALSE,<1.2;33>,TRUE,,1,0.20%,,,343
2922,轻飘飘·雄,2922,FALSE,FALSE,<1.2;33>,TRUE,,1,0.20%,,,344
2923,胖嘟嘟·雌,2923,FALSE,FALSE,<2.2;135>,TRUE,,1,0.20%,,,345
2924,胖嘟嘟·雄,2924,FALSE,FALSE,<2.2;135>,TRUE,,1,0.20%,,,346
2961,齿轮儿,2961,FALSE,FALSE,<0.3;21>,TRUE,,9,0.20%,,,347
2962,齿轮组,2962,FALSE,FALSE,<0.6;51>,TRUE,,9,0.20%,,,348
2963,齿轮怪,2963,FALSE,FALSE,<0.6;81>,TRUE,,9,0.20%,,,349
2991,烛光灵,2991,FALSE,FALSE,<0.3;3.1>,TRUE,,10,0.27%,,,350
2992,灯火幽灵,2992,FALSE,FALSE,<0.6;13>,TRUE,,10,0.27%,,,351
2993,水晶灯火灵,2993,FALSE,FALSE,<1;34.3>,TRUE,,10,0.27%,,,352
3001,牙牙,3001,FALSE,FALSE,<0.6;18>,TRUE,,1,0.18%,,,353
3002,斧牙龙,3002,FALSE,FALSE,<1;36>,TRUE,,1,0.18%,,,354
3003,双斧战龙,3003,FALSE,FALSE,<1.8;105.5>,TRUE,,1,0.18%,,,355
3011,喷嚏熊,3011,FALSE,FALSE,<0.5;8.5>,TRUE,,1,0.20%,,,356
3012,冻原熊,3012,FALSE,FALSE,<2.6;260>,TRUE,,1,0.20%,,,357
3021,几何雪花,3021,FALSE,FALSE,<1.1;148>,TRUE,,10,0.80%,,,358
3051,功夫鼬,3051,FALSE,FALSE,<0.9;20>,TRUE,,7,0.40%,,,359
3052,师父鼬,3052,FALSE,FALSE,<1.4;35.5>,TRUE,,7,0.40%,,,360
3141,单首龙,3141,FALSE,FALSE,<0.8;17.3>,TRUE,,8,0.27%,,,361
3142,双首暴龙,3142,FALSE,FALSE,<1.4;50>,TRUE,,8,0.27%,,,362
3143,三首恶龙,3143,FALSE,FALSE,<1.8;160>,TRUE,,8,0.27%,,,363
3151,燃烧虫,3151,FALSE,FALSE,<1.1;28.8>,TRUE,,7,0.40%,,,364
3152,火神蛾,3152,FALSE,FALSE,<1.6;46>,TRUE,,7,0.40%,,,365
3161,勾帕路翁,3161,FALSE,FALSE,<2.1;250>,TRUE,,9,0.80%,,,366
3171,代拉基翁,3171,FALSE,FALSE,<1.9;260>,TRUE,,7,0.80%,,,367
3181,毕力吉翁,3181,FALSE,FALSE,<2;200>,TRUE,,10,0.80%,,,368
3191,龙卷云,3191,FALSE,FALSE,<1.5;63>,FALSE,,13,0.80%,,,369
3201,雷电云,3201,FALSE,FALSE,<1.5;65>,TRUE,,8,0.80%,,,370
3211,莱希拉姆,3211,FALSE,FALSE,<3.2;330>,TRUE,,8,1.00%,,,371
3221,捷克罗姆,3221,FALSE,FALSE,<2.9;345>,TRUE,,7,1.00%,,,372
3231,土地云,3231,FALSE,FALSE,<1.5;68>,FALSE,,7,0.80%,,,373
3241,酋雷姆,3241,FALSE,FALSE,<3;325>,TRUE,,1,0.70%,,,374
3242,焰白酋雷姆,3242,FALSE,FALSE,<3.6;325>,TRUE,,1,0.70%,,,375
3244,暗黑酋雷姆,3244,FALSE,FALSE,<3.6;325>,TRUE,,1,1.00%,,,376
3251,凯路迪欧,3251,FALSE,FALSE,<1.4;48.5>,TRUE,,13,0.80%,,,377
3261,美洛耶塔·歌声,3261,FALSE,FALSE,<0.6;6.5>,TRUE,,10,1.00%,,,378
3262,美洛耶塔·舞步,3262,FALSE,FALSE,<0.6;6.5>,TRUE,,10,1.00%,,,379
3271,盖诺赛克特,3271,FALSE,FALSE,<1.5;82.5>,TRUE,,7,1.00%,,,380
3281,哈力栗,3281,FALSE,FALSE,<0.4;9>,TRUE,,1,0.13%,,,381
3282,胖胖哈力,3282,FALSE,FALSE,<0.7;29>,TRUE,,1,0.13%,,,382
3283,布里卡隆,3283,FALSE,FALSE,<1.6;90>,TRUE,,1,0.13%,,,383
3291,火狐狸,3291,FALSE,FALSE,<0.4;9.4>,TRUE,,8,0.20%,,,384
3292,长尾火狐,3292,FALSE,FALSE,<1;14.5>,TRUE,,8,0.20%,,,385
3293,妖火红狐,3293,FALSE,FALSE,<1.9;39>,TRUE,,8,0.20%,,,386
3301,呱呱泡蛙,3301,FALSE,FALSE,<0.3;7>,TRUE,,10,0.27%,,,387
3302,呱头蛙,3302,FALSE,FALSE,<0.6;10.9>,TRUE,,10,0.27%,,,388
3303,甲贺忍蛙,3303,FALSE,FALSE,<1.5;40>,TRUE,,10,0.27%,,,389
3341,小狮狮,3341,FALSE,FALSE,<0.6;13.5>,TRUE,,10,0.30%,,,390
3342,火炎狮,3342,FALSE,FALSE,<1.5;81.5>,TRUE,,10,0.30%,,,391
3351,花蓓蓓,3351,FALSE,FALSE,<0.1;0.1>,TRUE,,1,0.18%,,,392
3352,花叶蒂,3352,FALSE,FALSE,<0.2;0.9>,TRUE,,1,0.18%,,,393
3353,花洁夫人,3353,FALSE,FALSE,<1.1;10>,TRUE,,1,0.18%,,,394
3411,独剑鞘,3411,FALSE,FALSE,<0.8;2>,TRUE,,9,0.27%,,,395
3412,双剑鞘,3412,FALSE,FALSE,<0.8;4.5>,TRUE,,9,0.27%,,,396
3413,坚盾剑怪·盾牌,3413,FALSE,FALSE,<1.7;53>,TRUE,,9,0.27%,,,397
3431,绵绵泡芙,3431,FALSE,FALSE,<0.4;3.5>,TRUE,,10,0.30%,,,398
3432,胖甜妮,3432,FALSE,FALSE,<0.8;5>,TRUE,,10,0.30%,,,399
3471,铁臂枪虾,3471,FALSE,FALSE,<0.5;8.3>,TRUE,,8,0.30%,,,400
3472,钢炮臂虾,3472,FALSE,FALSE,<1.3;35.3>,TRUE,,8,0.30%,,,401
3501,冰雪龙,3501,FALSE,FALSE,<1.3;25.2>,TRUE,,10,0.30%,,,402
3502,冰雪巨龙,3502,FALSE,FALSE,<2.7;225>,TRUE,,10,0.30%,,,403
3511,摔角鹰人,3511,FALSE,FALSE,<0.8;21.5>,TRUE,,7,0.60%,,,404
3541,黏黏宝,3541,FALSE,FALSE,<0.3;2.8>,TRUE,,9,0.27%,,,405
3542,黏美儿,3542,FALSE,FALSE,<0.8;17.5>,TRUE,,9,0.27%,,,406
3543,黏美龙,3543,FALSE,FALSE,<2;150.5>,TRUE,,9,0.27%,,,407
3561,小木灵,3561,FALSE,FALSE,<0.4;7>,TRUE,,10,0.20%,,,408
3562,朽木妖,3562,FALSE,FALSE,<1.5;71>,TRUE,,10,0.20%,,,409
3591,嗡蝠,3591,FALSE,FALSE,<0.5;8>,TRUE,,13,0.40%,,,410
3592,音波龙,3592,FALSE,FALSE,<1.5;85>,TRUE,,13,0.40%,,,411
3601,哲尔尼亚斯,3601,FALSE,FALSE,<3;215>,TRUE,,1,0.70%,,,412
3611,伊裴尔塔尔,3611,FALSE,FALSE,<5.8;203>,TRUE,,8,1.00%,,,413
3621,基格尔德·10％,3621,FALSE,FALSE,<1.2;33.5>,TRUE,,1,0.24%,,,414
3622,基格尔德·50％,3622,FALSE,FALSE,<5;305>,TRUE,,1,0.24%,,,415
3623,基格尔德·100%,3623,FALSE,FALSE,<4.5;610>,TRUE,,1,0.24%,,,416
3631,蒂安希,3631,FALSE,FALSE,<0.7;8.8>,TRUE,,1,0.70%,,,417
3632,超级蒂安希,3632,FALSE,FALSE,<1.1;27.8>,TRUE,,1,0.70%,,,418
3641,惩戒胡帕,3641,FALSE,FALSE,<0.5;9>,TRUE,,1,0.35%,,,419
3642,解放胡帕,3642,FALSE,FALSE,<6.5;490>,TRUE,,1,0.35%,,,420
3651,波尔凯尼恩,3651,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,421
3661,木木枭,3661,FALSE,FALSE,<0.3;1.5>,TRUE,,7,0.27%,,,422
3662,投羽枭,3662,FALSE,FALSE,<0.7;16>,TRUE,,7,0.27%,,,423
3663,狙射树枭,3663,FALSE,FALSE,<1.6;36.6>,TRUE,,7,0.27%,,,424
3671,火斑喵,3671,FALSE,FALSE,<0.4;1.3>,TRUE,,7,0.27%,,,425
3672,炎热喵,3672,FALSE,FALSE,<0.7;25>,TRUE,,7,0.27%,,,426
3673,炽焰咆哮虎,3673,FALSE,FALSE,<1.8;83>,TRUE,,7,0.27%,,,427
3681,球球海狮,3681,FALSE,FALSE,<0.4;7.5>,TRUE,,8,0.27%,,,428
3682,花漾海狮,3682,FALSE,FALSE,<0.6;17.5>,TRUE,,8,0.27%,,,429
3683,西狮海壬,3683,FALSE,FALSE,<1.8;44>,TRUE,,8,0.27%,,,430
3771,好坏星,3771,FALSE,FALSE,<0.4;8>,TRUE,,9,0.40%,,,431
3772,超坏星,3772,FALSE,FALSE,<0.7;14.5>,TRUE,,9,0.40%,,,432
3841,甜竹竹,3841,FALSE,FALSE,<0.3;3.2>,TRUE,,7,0.27%,,,433
3842,甜舞妮,3842,FALSE,FALSE,<0.7;8.2>,TRUE,,7,0.27%,,,434
3843,甜冷美后,3843,FALSE,FALSE,<1.2;21.4>,TRUE,,7,0.27%,,,435
3951,爆焰龟兽,3951,FALSE,FALSE,<2;212>,TRUE,,9,0.80%,,,436
3961,谜拟Ｑ,3961,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,437
4023,索尔迦雷欧,4023,FALSE,FALSE,<3.4;230>,TRUE,,7,1.00%,,,438
4024,露奈雅拉,4024,FALSE,FALSE,<3.4;230>,TRUE,,1,1.00%,,,439
4031,虚吾伊德,4031,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,440
4051,费洛美螂,4051,FALSE,FALSE,<1.5;44.5>,TRUE,,13,1.00%,,,441
4071,铁火辉夜,4071,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,442
4081,纸御剑,4081,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,443
4101,奈克洛兹玛,4101,FALSE,FALSE,<0.7;8.8>,TRUE,,8,2.00%,,,444
4111,玛机雅娜,4111,FALSE,FALSE,<0.6;1.8>,TRUE,,8,0.50%,,,445
4121,玛夏多,4121,FALSE,FALSE,<0.3;4>,TRUE,,7,1.00%,,,446
4131,毒贝比,4131,FALSE,FALSE,<0.6;1.8>,TRUE,,8,0.40%,,,447
4132,四颚针龙,4132,FALSE,FALSE,<3.6;150>,TRUE,,8,0.40%,,,448
4141,垒磊石,4141,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,449
4151,砰头小丑,4151,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,450
4161,捷拉奥拉,4161,FALSE,FALSE,<1.5;44.5>,TRUE,,13,1.00%,,,451
4171,美录坦,4171,FALSE,FALSE,<0.2;8>,TRUE,,9,0.50%,,,452
4172,美录梅塔,4172,FALSE,FALSE,<2.5;800>,TRUE,,9,0.50%,,,453
4181,阿罗拉六尾,4181,FALSE,FALSE,<0.6;9.9>,TRUE,,13,0.40%,,,454
4182,阿罗拉九尾,4182,FALSE,FALSE,<1.1;19.9>,TRUE,,13,0.40%,,,455
4191,小果然,4191,FALSE,FALSE,<0.6;14>,TRUE,,1,0.28%,,,456
4192,果然翁,4192,FALSE,FALSE,<1.3;28.5>,TRUE,,1,0.28%,,,457
4201,电束木,4201,FALSE,FALSE,<3.8;100>,TRUE,,8,0.80%,,,458
4211,由克希,4211,FALSE,FALSE,<0.3;0.3>,FALSE,,10,0.80%,,,459
4221,艾姆利多,4221,FALSE,FALSE,<0.3;0.3>,TRUE,,8,0.80%,,,460
4231,亚克诺姆,4231,FALSE,FALSE,<0.3;0.3>,FALSE,,13,0.80%,,,461
4241,老翁龙,4241,FALSE,FALSE,<3;185>,TRUE,,8,0.80%,,,462
4251,心鳞宝,4251,FALSE,FALSE,<0.6;29.7>,TRUE,,10,0.27%,,,463
4252,鳞甲龙,4252,FALSE,FALSE,<1.2;47>,TRUE,,10,0.27%,,,464
4253,杖尾鳞甲龙,4253,FALSE,FALSE,<1.6;78.2>,TRUE,,10,0.27%,,,465
4261,卡璞·鸣鸣,4261,FALSE,FALSE,<1.8;20.5>,TRUE,,7,0.80%,,,466
4271,卡璞·蝶蝶,4271,FALSE,FALSE,<1.2;18.6>,TRUE,,8,0.80%,,,467
4281,卡璞·哞哞,4281,FALSE,FALSE,<1.9;45.5>,TRUE,,7,0.80%,,,468
4291,恶食大王,4291,FALSE,FALSE,<5.5;888>,TRUE,,1,0.55%,,,469
4301,敲音猴,4301,FALSE,FALSE,<0.3;5>,TRUE,,1,0.18%,,,470
4302,啪咚猴,4302,FALSE,FALSE,<0.7;14>,TRUE,,1,0.18%,,,471
4303,轰擂金刚猩,4303,FALSE,FALSE,<2.1;90>,TRUE,,1,0.18%,,,472
4311,炎兔儿,4311,FALSE,FALSE,<0.3;4.5>,TRUE,,7,0.27%,,,473
4312,腾蹴小将,4312,FALSE,FALSE,<0.6;9>,TRUE,,7,0.27%,,,474
4313,闪焰王牌,4313,FALSE,FALSE,<1.4;33>,TRUE,,7,0.27%,,,475
4321,泪眼蜥,4321,FALSE,FALSE,<0.3;4>,TRUE,,8,0.27%,,,476
4322,变涩蜥,4322,FALSE,FALSE,<0.7;11.5>,TRUE,,8,0.27%,,,477
4323,千面避役,4323,FALSE,FALSE,<1.9;45.2>,TRUE,,8,0.27%,,,478
4331,苹裹龙,4331,FALSE,FALSE,<0.3;1>,TRUE,,7,0.80%,,,479
4341,捣蛋小妖,4341,FALSE,FALSE,<0.4;5.5>,TRUE,,7,0.27%,,,480
4342,诈唬魔,4342,FALSE,FALSE,<0.8;12.5>,TRUE,,7,0.27%,,,481
4343,长毛巨魔,4343,FALSE,FALSE,<1.5;61>,TRUE,,7,0.27%,,,482
4351,葱游兵,4351,FALSE,FALSE,<0.8;117>,TRUE,,8,0.80%,,,483
4361,鳃鱼龙,4361,FALSE,FALSE,<2.3;215>,TRUE,,7,0.80%,,,484
4371,多龙梅西亚,4371,FALSE,FALSE,<0.5;2>,TRUE,,13,0.27%,,,485
4372,多龙奇,4372,FALSE,FALSE,<1.4;11>,TRUE,,13,0.27%,,,486
4373,多龙巴鲁托,4373,FALSE,FALSE,<3;50>,TRUE,,13,0.27%,,,487
4391,雷吉艾勒奇,4391,FALSE,FALSE,<1.2;145>,TRUE,,13,0.80%,,,488
4401,雷吉铎拉戈,4401,FALSE,FALSE,<2.1;200>,TRUE,,1,0.55%,,,489
4411,雪暴马,4411,FALSE,FALSE,<2.2;800>,TRUE,,9,0.80%,,,490
4421,灵幽马,4421,FALSE,FALSE,<2;44.5>,TRUE,,8,0.80%,,,491
4431,呆火鳄,4431,FALSE,FALSE,<0.4;9.8>,TRUE,,8,0.27%,,,492
4432,炙烫鳄,4432,FALSE,FALSE,<1;30.7>,TRUE,,8,0.27%,,,493
4433,骨纹巨声鳄,4433,FALSE,FALSE,<1.6;326.5>,TRUE,,8,0.27%,,,494
4441,迷你芙,4441,FALSE,FALSE,<0.3;6.5>,TRUE,,8,0.27%,,,495
4442,奥利纽,4442,FALSE,FALSE,<0.6;11.9>,TRUE,,8,0.27%,,,496
4443,奥利瓦,4443,FALSE,FALSE,<1.4;48.2>,TRUE,,8,0.27%,,,497
4451,铁辙迹,4451,FALSE,FALSE,<0.9;240>,TRUE,,9,0.80%,,,498
4461,轰鸣月,4461,FALSE,FALSE,<2;380>,TRUE,,7,0.80%,,,499
4481,劈斧螳螂,4481,FALSE,FALSE,<1.8;89>,TRUE,,7,0.80%,,,500
4491,小锻匠,4491,FALSE,FALSE,<0.3;6.5>,TRUE,,1,0.18%,,,501
4492,巧锻匠,4492,FALSE,FALSE,<0.6;11.9>,TRUE,,1,0.18%,,,502
4493,巨锻匠,4493,FALSE,FALSE,<1.4;48.2>,TRUE,,1,0.18%,,,503
7071,爆肌蚊,7071,FALSE,FALSE,<2.4;333.6>,TRUE,,9,2.00%,,,504
9002,百变怪·橙色,9002,FALSE,FALSE,<0.3;4>,TRUE,,1,0.55%,,,505
9001,百变怪·紫色,9001,FALSE,FALSE,<0.3;4>,TRUE,,1,0.40%,,,506
7102,苍响,7102,FALSE,FALSE,<2.8;110>,TRUE,,13,2.00%,,,507
7101,藏玛然特,7101,FALSE,FALSE,<2.9;210>,TRUE,,7,2.00%,,,508
9131,无极汰那,9131,FALSE,FALSE,<20;950>,TRUE,,1,0.70%,,,509
4381,熊徒弟,4381,FALSE,FALSE,<0.6;12>,TRUE,,7,0.40%,,,510
4382,武道熊师·一击流,4382,FALSE,FALSE,<1.9;105>,TRUE,,7,0.40%,,,511
4383,武道熊师·连击流,4383,FALSE,FALSE,<1.9;105>,TRUE,,7,0.80%,,,512
9041,萨戮德,9041,FALSE,FALSE,<1.8;70>,TRUE,,1,1.00%,,,513
9111,蕾冠王·白马,9111,FALSE,FALSE,<2.4;809.1>,TRUE,,9,1.00%,,,514
9101,蕾冠王·黑马,9101,FALSE,FALSE,<2.4;53.6>,TRUE,,8,1.00%,,,515
9161,密勒顿,9161,FALSE,FALSE,<3.5;240>,TRUE,,8,1.00%,,,516
9191,故勒顿,9191,FALSE,FALSE,<2.5;303>,TRUE,,7,1.00%,,,517
7001,小智版皮卡丘,7001,FALSE,FALSE,<0.4;6>,TRUE,,8,0.80%,,,518
3304,小智版甲贺忍蛙,3304,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,519
7021,闪光超级耿鬼,7021,FALSE,FALSE,<1.5;40.5>,TRUE,,1,2.00%,,,520
1254,闪光超级班基拉斯,1254,FALSE,FALSE,<0.3;4>,TRUE,,13,1.00%,,,521
7081,起源梦幻,7081,FALSE,FALSE,<0.4;4>,TRUE,,1,2.00%,,,522
7091,闪光超级沙奈朵,7091,FALSE,FALSE,<1.6;48.4>,TRUE,,13,2.00%,,,523
7111,闪光超级艾路雷朵,7111,FALSE,FALSE,<1.6;56.4>,TRUE,,7,1.00%,,,524
3252,凯路迪欧·觉悟,3252,FALSE,FALSE,<1.4;48.5>,TRUE,,8,1.00%,,,525
9051,大吾超级巨金怪,9051,FALSE,FALSE,<2.5;942.9>,TRUE,,9,1.00%,,,526
9071,竹兰超级烈咬陆鲨,9071,FALSE,FALSE,<2.5;942.9>,TRUE,,7,1.00%,,,527
9121,假面超级火焰鸡,9121,FALSE,FALSE,<1.9;52>,TRUE,,7,1.00%,,,528
9061,闪光超级路卡利欧,9061,FALSE,FALSE,<1.3;57.5>,TRUE,,7,1.00%,,,529
9081,艾岚超级喷火龙X,9081,FALSE,FALSE,<1.7;110.5>,TRUE,,7,1.00%,,,530
9091,闪光超级暴雪王,9091,FALSE,FALSE,<2.2;135.5>,TRUE,,10,1.00%,,,531
9141,闪光超级蜥蜴王,9141,FALSE,FALSE,<1.9;55.2>,TRUE,,8,1.00%,,,532
9151,闪光超级妙蛙花,9151,FALSE,FALSE,<2;100>,TRUE,,9,1.00%,,,533
9181,冠军皮卡丘,9181,FALSE,FALSE,<0.4;6>,TRUE,,13,1.00%,,,534
9171,小刚超级大刚蛇,9171,FALSE,FALSE,<10.5;740>,TRUE,,9,1.00%,,,535
9201,希嘉娜超级暴飞龙,9201,FALSE,FALSE,<1.8;112.6>,TRUE,,7,1.00%,,,536
9211,黄昏之鬃,9211,FALSE,FALSE,<2;125>,TRUE,,7,1.00%,,,537
9221,红色闪电超级巨钳螳螂,9221,FALSE,FALSE,<2;125>,TRUE,,7,1.00%,,,538
9231,帝牙卢卡·起源,9231,FALSE,FALSE,<2;125>,TRUE,,9,1.00%,,,539
,虫王赫拉克罗斯,9241,FALSE,FALSE,<2.4;155.5>,TRUE,,7,1.00%,,,540
9003,百变怪·红色,9003,FALSE,FALSE,<0.3;4>,TRUE,,1,0.70%,,,541
