变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
50791,火球鼠·Z觉醒碎片,火球鼠Z招式碎片,Charmander Z-Move Shard,Mảnh Z-Move của Charmander,파이리 Z이동 조각,<cn;tw;en;vn;th;kr>,791,config/portrait/jinglingtouxiang/img_155_hqs@.png,用于提升火球鼠的Z觉醒养成,提升火球鼠Z招式的培育,Raising a Charmander with a Z-Move,Z 기술을 사용하는 꼬부기 육성,用于提升火球鼠的Z觉醒养成,提升火球鼠Z招式的培育,Raising Fire-type Pokémon with Z-Moves,Z기술을 사용하는 불꽃 타입 포켓몬 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50801,小锯鳄·Z觉醒碎片,小鋸鱷·Z招式碎片,Fletchling Z-Move Shard,Mảnh Z-Move của Fletchling,플레일 Z이동 조각,<cn;tw;en;vn;th;kr>,801,config/portrait/jinglingtouxiang/img_158_xje@.png,用于提升小锯鳄的Z觉醒养成,用於提升小鋸鱷的Z招式養成,For improving the Z-Move training of Totodile,토토dile의 Z 기술 훈련 향상을 위한,用于提升小锯鳄的Z觉醒养成,提升小鋸鱷Z招式養成的工具,Tool for raising a Croconaw's Z-Move,꼬지래의 Z 기술 육성을 위한 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50861,波克比·Z觉醒碎片,波克比Z招式碎片,Happiny Z-Move Shard,Mảnh Z-招式 Happiny,해피니 Z이벤트 조각,<cn;tw;en;vn;th;kr>,861,config/portrait/jinglingtouxiang/img_175_bkb@.png,用于提升波克比的Z觉醒养成,提升波克比Z招式養成的工具,Tool for raising the Z-Move of a Cleffa,피츄의 Z이동 레벨을 올리는 도구,用于提升波克比的Z觉醒养成,提升波克比Z招式養成的工具,Tool for raising the Z-Move growth of Togepi,토게피의 Z기술 성장을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50881,咩利羊·Z觉醒碎片,咩利羊·Z招式碎片,Mareanie Z-Move Shard,Mảnh Z-招式 của Mareanie,마레아니 Z기술 조각,<cn;tw;en;vn;th;kr>,881,config/portrait/jinglingtouxiang/img_179_mly@.png,用于提升咩利羊的Z觉醒养成,提升咩利羊Z招式養成的工具,Tool for raising the Z-Move of Wooloo,울리의 Z기술 육성을 위한 도구,用于提升咩利羊的Z觉醒养成,提升咩利羊Z招式的培育,Raising a Mamooswine's Z-Move,맘모꾸리의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50891,露力丽·Z觉醒碎片,露力麗·Z招式碎片,Lurantis Z-Move Shard,Mảnh Z-招式 của Lurantis,루카리오 Z이상의 조각,<cn;tw;en;vn;th;kr>,891,config/portrait/jinglingtouxiang/img_298_lll@.png,用于提升露力丽的Z觉醒养成,提升露力麗Z招式的培育,Raising a Lucario's Z-Move,루카리오의 Z기술 육성,用于提升露力丽的Z觉醒养成,提升露力麗Z招式的培育,Raising a Lucario's Z-Move,루카리오의 Z기술 육성,3,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
50971,梦妖·Z觉醒碎片,夢妖·Z招式碎片,Mimikyu Z-Move Shard,Mảnh Z-招式 của Mimikyu,미믹큐 Z이펙트 조각,<cn;tw;en;vn;th;kr>,971,config/portrait/jinglingtouxiang/img_200_my@.png,用于提升梦妖的Z觉醒养成,提升夢妖Z招式養成的工具,Tool for raising Mimikyu's Z-Move,미믹큐의 Z기술을 강화하는 도구,用于提升梦妖的Z觉醒养成,提升夢妖Z招式養成的工具,Tool for raising Mimikyu's Z-Move,미믹큐의 Z 기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51031,天蝎·Z觉醒碎片,天蠍Z招式碎片,Scorpion Z-Move Shard,Mảnh Z-Move của Skorupi,꼬리선 Z이펙트 조각,<cn;tw;en;vn;th;kr>,1031,config/portrait/jinglingtouxiang/img_207_tx@.png,用于提升天蝎的Z觉醒养成,提升天蠍Z招式養成的工具,Item for raising Scorbunny's Z-Move power,scorbunny의 Z기술을 강화하는 아이템,用于提升天蝎的Z觉醒养成,提升天蠍Z招式養成的工具,Tool for raising Scorbunny's Z-Move power,깜까미의 Z기술을 강화하는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51071,赫拉克罗斯·Z觉醒碎片,赫拉克羅斯Z招式碎片,Heracross Z-Move Shard,Mảnh Z-招式 Heracross,헤라크로스 Z이동 조각,<cn;tw;en;vn;th;kr>,1071,config/portrait/jinglingtouxiang/img_214_hlkls@.png,用于提升赫拉克罗斯的Z觉醒养成,提升赫拉克羅斯Z招式養成的道具,Item to power up Heracross's Z-Move,헤라크로스의 Z기술을 강화하는 아이템,用于提升赫拉克罗斯的Z觉醒养成,提升赫拉克羅斯Z招式養成的道具,Item for raising Heracross's Z-Move power,헤라크로스의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51072,超级赫拉克罗斯Z觉醒碎片,超級赫拉克羅斯Z招式碎片,Mega Heracross Z-Move Shard,Mảnh Z-Move của Mega Heracross,메가 헤라크로스 Z이동 조각,<cn;tw;en;vn;th;kr>,1072,config/portrait/jinglingtouxiang/img_214_cjhlkls@.png,用于提升超级赫拉克罗斯Z觉醒养成,用於提升超級赫拉克羅斯Z招式養成,Used to enhance Super Heracross Z-Move development,슈퍼 헤라크로스 Z기술 개발 향상에 사용,用于提升超级赫拉克罗斯Z觉醒养成,用於提升超級赫拉克羅斯Z招式養成,Used to improve Super Heracross Z-Move training.,슈퍼 헤라크로스 Z 기술 훈련 향상에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51081,狃拉·Z觉醒碎片,狃拉的Z招式碎片,Weavile Z-Move Shard,Mảnh Z-招式 của Weavile,Weavile Z이상의 조각,<cn;tw;en;vn;th;kr>,1081,config/portrait/jinglingtouxiang/img_215_nl@.png,用于提升狃拉的Z觉醒养成,提升狃拉Z招式的培育,Raising a Z-Move for Weavile,Weavile의 Z이벨 육성,用于提升狃拉的Z觉醒养成,提升狃拉Z招式的培育,Raising a Weavile's Z-Move,Weavile의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51171,戴鲁比·Z觉醒碎片,戴魯比Z招式碎片,Lucario Z-Move Shard,Mảnh Z-Move của Lucario,루카리오 Z이벨 조각,<cn;tw;en;vn;th;kr>,1171,config/portrait/jinglingtouxiang/img_228_dlb@.png,用于提升戴鲁比的Z觉醒养成,提升戴魯比Z招式養成的道具,Item for boosting the Z-Move training of Lycanroc,루카리오의 Z 기술 훈련을 향상시키는 아이템,用于提升戴鲁比的Z觉醒养成,提升戴魯比Z招式的培育,Raising a Delibird's Z-Move,딜리버드의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51173,超级黑鲁加Z觉醒碎片,超級黑魯加Z招式碎片,Ultra Necrozma Z-Move Shard,Mảnh Z-Move của Necrozma Siêu Hạng,울트라 네크로즈마 Z이벨트 조각,<cn;tw;en;vn;th;kr>,1173,config/portrait/jinglingtouxiang/img_229_cjhlj@.png,用于提升超级黑鲁加Z觉醒养成,用於提升超級黑魯加Z招式養成,Used to enhance Mega Houndoom Z-Move training.,메가 헬카이칸 Z 기술 훈련 향상에 사용됩니다.,用于提升超级黑鲁加Z觉醒养成,用於提升超級黑魯加Z招式養成,Used to enhance Super Black Lugia Z-Move development.,슈퍼 블랙 루기아 Z 기술 개발 향상에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51221,雷公·Z觉醒碎片,雷公·Z招式碎片,Thundurus Z-Move Shard,Mảnh Z-Move của Thundurus,썬더볼트 Z기술 조각,<cn;tw;en;vn;th;kr>,1221,config/portrait/jinglingtouxiang/img_243_lg@.png,用于提升雷公的Z觉醒养成,提升雷公Z招式的培育,Raising Thunderous Z-Move,썬더러스 Z기술 육성,用于提升雷公的Z觉醒养成,提升雷公Z招式的培育,Raising a Landorus with a Z-Move,랜드로스의 Z 기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51231,炎帝·Z觉醒碎片,炎帝·Z招式碎片,Entei Z-Move Shard,Mảnh Z-Move của Entei,앤테이 Z 기술 조각,<cn;tw;en;vn;th;kr>,1231,config/portrait/jinglingtouxiang/img_244_yd@.png,用于提升炎帝的Z觉醒养成,提升炎帝Z招式的培育,Raising Entei's Z-Move,앤테이의 Z기술 육성,用于提升炎帝的Z觉醒养成,提升炎帝Z招式的培育,Raising Entei's Z-Move,앤테이의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51241,水君·Z觉醒碎片,水君Z招式碎片,Suicune Z-Move Shard,Mảnh Z-招式 của Suicune,수이쿤 Z기술 조각,<cn;tw;en;vn;th;kr>,1241,config/portrait/jinglingtouxiang/img_245_sj@.png,用于提升水君的Z觉醒养成,用於提升水君的Z招式養成,For raising Suicune's Z-Move,수이쿤의 Z기술 육성을 위한,用于提升水君的Z觉醒养成,提升水君Z招式之培育,Raising Water-type Pokémon's Z-Move,수이쿤의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51251,幼基拉斯·Z觉醒碎片,幼基拉斯Z招式碎片,Tyranitar Z-Move Shard,Mảnh Z-Move của Tyranitar,티라노Z기술 조각,<cn;tw;en;vn;th;kr>,1251,config/portrait/jinglingtouxiang/img_246_yjls@.png,用于提升幼基拉斯的Z觉醒养成,提升幼基拉斯Z招式的培育,Raising a Gyarados's Z-Move,갸라도스의 Z기술 육성,用于提升幼基拉斯的Z觉醒养成,提升幼基拉斯Z招式的培育,Raising a Lucario with a Z-Move,루카리오의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51254,闪光超级班基拉斯Z觉醒碎片,閃光超極巨班基拉斯Z招式碎片,Shiny Gigantamax Tyranitar Z-Move Shard,Mảnh Z-Move của Tyranitar Siêu Khổng Lồ Lấp Lánh,빛나는 거대개굴닌자 Z기술 조각,<cn;tw;en;vn;th;kr>,1254,config/portrait/jinglingtouxiang/img_248_sgcjbjls@.png,用于提升闪光超级班基拉斯Z觉醒养成,用於提升閃光超級班基拉斯Z招式養成,For raising Shiny Mega Banette's Z-Move,빛나는 메가 꼬링크 Z 기술 육성을 위한,用于提升闪光超级班基拉斯Z觉醒养成,提升閃光超級班基拉斯Z招式養成,Raising Shiny Mega Banette's Z-Move,빛나는 메가 밤크러셔의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51261,洛奇亚·Z觉醒碎片,洛奇亞·Z招式碎片,Lugia Z-Move Shard,Mảnh Z-招式 của Lugia,루기아 Z기술 조각,<cn;tw;en;vn;th;kr>,1261,config/portrait/jinglingtouxiang/img_249_lqy@.png,用于提升洛奇亚的Z觉醒养成,提升洛奇亞Z招式養成的道具,Item for powering up Lugia's Z-Move,루기아의 Z 기술을 강화하는 아이템,用于提升洛奇亚的Z觉醒养成,提升洛奇亞Z招式的培育,"Raising a Pokémon's Z-Move power (specifically, Lugia's)",루기아의 Z 기술 강화 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51271,凤王·Z觉醒碎片,鳳王·Z招式碎片,Ho-Oh Z-Move Shard,Mảnh Z-Move của Ho-Oh,호오 Z기술 조각,<cn;tw;en;vn;th;kr>,1271,config/portrait/jinglingtouxiang/img_250_fw@.png,用于提升凤王的Z觉醒养成,用於提升鳳王的Z招式培育,Used to enhance Ho-Oh's Z-Move cultivation.,썬더볼트의 Z기술 육성에 사용됩니다.,用于提升凤王的Z觉醒养成,提升鳳王的Z招式養成,Raising a Ho-Oh's Z-Move,루기아의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51281,时拉比·Z觉醒碎片,時拉比·Z覺醒碎片,Jirachi Z-Move Shard,Mảnh Z-Move của Jirachi,지라치 Z이동 조각,<cn;tw;en;vn;th;kr>,1281,config/portrait/jinglingtouxiang/img_251_slb@.png,用于提升时拉比的Z觉醒养成,提升時拉比Z招式養成,Raising a Tsareena's Z-Move,짜랑고우 배틀 Z기술 육성,用于提升时拉比的Z觉醒养成,用於提升時拉比的Z招式養成,For raising the Z-Move of Tsareena,비퀸의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-Move에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51291,木守宫·Z觉醒碎片,木守宮·Z招式碎片,Grookey Z-Move Shard,Mảnh Z-招式 của Thảo Cát,모구리 Z이동 조각,<cn;tw;en;vn;th;kr>,1291,config/portrait/jinglingtouxiang/img_252_msg@.png,用于提升木守宫的Z觉醒养成,提升木守宮Z招式養成的工具,Tool for raising the Z-Move of Grookey,그루키의 Z 기술 육성을 위한 도구,用于提升木守宫的Z觉醒养成,提升木守宮Z招式養成的工具,For raising the Z-Move of Grookey,애벌레의 Z기술 육성을 위한 것,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51301,火稚鸡·Z觉醒碎片,火稚雞·Z招式碎片,Torchic Z-Move Shard,Mảnh Z-Move của Chim Lửa,토치키 Z이동 조각,<cn;tw;en;vn;th;kr>,1301,config/portrait/jinglingtouxiang/img_255_hzj@.png,用于提升火稚鸡的Z觉醒养成,提升火稚雞Z招式養成的工具,Tool for enhancing Charmander's Z-Move training,파이리의 Z이벨트 훈련 향상 도구,用于提升火稚鸡的Z觉醒养成,提升火稚雞Z招式養成的工具,Tool for enhancing Charmander's Z-Move training,파이리의 Z 기술 훈련을 향상시키는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51304,超级火焰鸡Z觉醒碎片,超級火焰雞Z招式碎片,Infernape Z-Move Shard,Mảnh Z-Chiêu của Infernape,Infernape Z이벤트 조각,<cn;tw;en;vn;th;kr>,1304,config/portrait/jinglingtouxiang/img_257_cjhyj@.png,用于提升超级火焰鸡Z觉醒养成,用於提升超級火焰雞Z招式養成,Used to enhance the Super Blaziken Z-Move training.,슈퍼 블레이범 Z 기술 육성에 사용됩니다.,用于提升超级火焰鸡Z觉醒养成,用於提升超級火焰雞Z招式養成,Used to enhance Blaziken Z-Move training.,번치코 Z이동 훈련 향상에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51311,水跃鱼·Z觉醒碎片,水躍魚·Z招式碎片,Splashing Fish Z-Move Shard,Mảnh Z-Move của Cá Nhảy Múa,물장구치는 물고기 Z기술 조각,<cn;tw;en;vn;th;kr>,1311,config/portrait/jinglingtouxiang/img_258_syy@.png,用于提升水跃鱼的Z觉醒养成,提升水躍魚Z招式的培育,Raising Water-type Pokémon with Z-Moves,Z 기술을 사용하는 물 타입 포켓몬 육성,用于提升水跃鱼的Z觉醒养成,提升水躍魚Z招式的培育,Raising Water-type Pokémon for Z-Move training,Z 기술 훈련을 위한 물 타입 포켓몬 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51351,莲叶童子·Z觉醒碎片,蓮葉童子·Z招式碎片,Lotus Pokémon Z-Move Shard,Mảnh Z-Move của Pokémon Sen,연꽃 포켓몬 Z기술 조각,<cn;tw;en;vn;th;kr>,1351,config/portrait/jinglingtouxiang/img_270_lytz@.png,用于提升莲叶童子的Z觉醒养成,提升蓮葉童子的Z招式養成,For raising the Z-Move of Lilligant,리리라의 Z기술 육성을 위한,用于提升莲叶童子的Z觉醒养成,用於提升蓮葉童子的Z招式養成,Used to enhance the Z-Move training of Morelull.,모레루루의 Z기술 육성에 사용됩니다.,3,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51391,拉鲁拉丝·Z觉醒碎片,拉魯拉絲·Z招式碎片,Ralts Z-Move Shard,Mảnh Z-Move của Ralts,랄토스 Z 기술 조각,<cn;tw;en;vn;th;kr>,1391,config/portrait/jinglingtouxiang/img_280_llls@.png,用于提升拉鲁拉丝的Z觉醒养成,提升拉魯拉斯Z招式的培育,Raising a Gardevoir's Z-Move,가디보어의 Z기술 육성,用于提升拉鲁拉丝的Z觉醒养成,提升拉魯拉絲Z招式養成的工具,Tool for enhancing the Z-Move training of Ralts,랄토스의 Z이동 훈련을 향상시키는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51397,超级艾路雷朵Z觉醒碎片,超級艾路雷朵Z招式碎片,Mega Gardevoir Z-Move Shard,Mảnh Z-Move Mega Gardevoir,메가 가디보아 Z이동 조각,<cn;tw;en;vn;th;kr>,1397,config/portrait/jinglingtouxiang/img_475_cjalld@.png,用于提升超级艾路雷朵Z觉醒养成,提升超級艾路雷朵Z招式培養,For raising Super Gardevoir's Z-Move cultivation,슈퍼 가디보아의 Z기술 육성을 위한,用于提升超级艾路雷朵Z觉醒养成,用於提升超級艾路雷朵Z招式培育,For raising Super Lucario Z-Move cultivation,슈퍼 루카리오 Z기술 육성 향상을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51421,懒人獭·Z觉醒碎片,懶人獺·Z覺醒碎片,Apatow·Z-Move Shard,Apatow·Mảnh Z-Move,애퍼토우·Z이벨 샤드,<cn;tw;en;vn;th;kr>,1421,config/portrait/jinglingtouxiang/img_287_lrt@.png,用于提升懒人獭的Z觉醒养成,用於提升懶人獺的Z招式養成,For enhancing the Z-Move training of the Indeedee.,꾸물꾸물이의 Z기술 훈련 향상을 위한,用于提升懒人獭的Z觉醒养成,用於提升懶人獺的Z招式養成,For improving the Z-Move training of the Indeedee.,릴리요의 Z기술 훈련 향상을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51441,咕妞妞·Z觉醒碎片,咕妞妞·Z覺醒碎片,Gligar Z-Move Shard,Mảnh Z-Move của Glalie,글라이거 Z이동 조각,<cn;tw;en;vn;th;kr>,1441,config/portrait/jinglingtouxiang/img_293_gzz@.png,用于提升咕妞妞的Z觉醒养成,用於提升咕妞妞的Z招式養成,For enhancing the Z-Move cultivation of Gimmighoul,기믹귀의 Z기술 연마 향상을 위한,用于提升咕妞妞的Z觉醒养成,用於提升咕妞妞的Z招式養成,Used to enhance the Z-Move training of Cutiefly,큐티플라이의 Z기술 육성에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51481,勾魂眼Z觉醒碎片,勾魂眼Z招式碎片,Reaper Cloth Z-Move Shard,Mảnh Z-Move Áo Choàng Tử Thần,데스윙 Z기술 조각,<cn;tw;en;vn;th;kr>,1481,config/portrait/jinglingtouxiang/img_302_ghy@.png,用于提升勾魂眼Z觉醒养成,用於提升勾魂眼Z招式養成,Used to enhance the Goukaizen Z-Move training.,고우카이젠 Z 기술 훈련 향상에 사용됩니다.,用于提升原始勾魂眼Z觉醒养成,用於提升原始勾魂眼Z招式養成,Used to enhance the original Gengar Z-Move training.,오리지널 망나뇽 Z기술 육성에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51501,可可多拉·Z觉醒碎片,可可多拉Z招式碎片,Kommo-o Z-Move Shard,Mảnh Z-Move của Kommo-o,코코모라 Z 기술 조각,<cn;tw;en;vn;th;kr>,1501,config/portrait/jinglingtouxiang/img_304_kkdl@.png,用于提升可可多拉的Z觉醒养成,用於提升可可多拉的Z招式養成,For raising the Z-Move power of Cramorant,크램오랑의 Z기술 육성을 위한,用于提升可可多拉的Z觉醒养成,提升可可多拉Z招式養成的工具,Item to enhance the Z-Move training of Croagunk,크로뱃의 Z 기술 훈련을 향상시키는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51611,呆火驼·Z觉醒碎片,呆火駝·Z招式碎片,Charizard Z-Move Shard,Mảnh Z-Chiêu của Charizard,리자몽 Z기술 조각,<cn;tw;en;vn;th;kr>,1611,config/portrait/jinglingtouxiang/img_322_dht@.png,用于提升呆火驼的Z觉醒养成,提升呆火駝Z招式養成的工具,Tool for raising the Z-Move level of the Charizard,리자몽의 Z 기술 레벨을 올리는 도구,用于提升呆火驼的Z觉醒养成,提升呆火駝Z招式養成的工具,Item for raising the Z-Move power of a Charizard,리자몽의 Z기술을 강화하는 아이템,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51641,晃晃斑·Z觉醒碎片,晃晃斑Z招式碎片,Kommo-o Z-Move Shard,Mảnh Z-Move của Kommo-o,코모오 Z이동 조각,<cn;tw;en;vn;th;kr>,1641,config/portrait/jinglingtouxiang/img_327_hhb@.png,用于提升晃晃斑的Z觉醒养成,提升晃晃斑Z招式養成的工具,Item to boost the Z-Move training of Bewear,비워의 Z 기술 훈련을 강화하는 아이템,用于提升晃晃斑的Z觉醒养成,提升晃晃斑Z招式養成的工具,Tool for raising the Z-Move of Bewear,비워의 Z기술을 올리는 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
