变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,type,activeType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
10083,追打,追打,Follow-up Attack,Đòn đánh theo,추격 공격,Ataque de Seguimento,การโจมตีติดตาม,,2,1,双斧战龙在场时有一定概率触发：使得己方随机一个后排单位也附带连击效果,雙斧戰龍在場時有一定概率觸發：使得我方隨機一個後排單位也附帶連擊效果,"When Double Axe War Dragon is on the field, there is a certain probability to trigger: making a random back row unit on the ally side also have a combo effect.","Khi Rồng Chiến Đấu Song Phủ hiện diện, có xác suất nhất định kích hoạt: khiến một đơn vị ngẫu nhiên ở hàng sau của phe ta cũng có hiệu ứng liên kích.",이중도끼 전룡이 필드에 있을 때 특정 확률로 발동: 아군 후열 유닛 중 무작위로 한 유닛에게도 연격 효과 부여,"Quando o Dragão Guerreiro de Machado Duplo estiver em campo, há uma certa probabilidade de ativar: fazendo com que uma unidade aleatória da retaguarda aliada também tenha um efeito de combo.",เมื่อมังกรสงครามสองขวานอยู่ในสนาม จะมีโอกาสที่จะกระตุ้น: ทำให้หน่วยหลังแถวหลังแบบสุ่มฝ่ายเดียวกันได้รับผลการโจมตีต่อเนื่องด้วย,1,10001,{},3,<4011083>,<>,1,23003,1,10,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10084,合纵连横,合縱連橫,Alliance and Counter-Alliance,Liên minh và phản liên minh,연합과 반연합,Aliança e Contraliança,พันธมิตรและการต่อต้านพันธมิตร,,2,1,三首恶龙在场时有一定概率触发：自身每次攻击后获得额外行动回合,三隻惡龍同時存在時，自身每次攻擊後有一定機率獲得額外行動回合。,"When three evil dragons are present, there is a certain probability that an additional turn will be gained after each attack.","Khi ba con rồng ác đang hiện diện, sẽ có một xác suất nhất định để nhận được lượt hành động thêm sau mỗi lần tấn công.","세 마리의 악룡이 모두 존재할 때, 공격 후 일정 확률로 추가 행동 턴을 얻습니다.","Quando três dragões malévolos estiverem presentes, há uma certa probabilidade de ganhar um turno extra após cada ataque.",เมื่อมังกรร้ายทั้งสามปรากฏตัวพร้อมกัน จะมีโอกาสได้รับเทิร์นการกระทำเพิ่มเติมหลังการโจมตีแต่ละครั้ง,1,10001,{},3,<4011084>,<>,1,23143,1,10,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10085,黏泡泡,黏泡泡,Sticky Bubble,Bong bóng dính,끈적끈적 거품,Bolha pegajosa,ฟองเหนียว,,2,1,黏美龙在场时有一定概率触发：封锁目标怒气3回合,黏美龍出場時有一定機率觸發：封鎖目標怒氣3回合,"When Slurpuff is on the field, there is a certain probability to trigger: Seal the target's rage for 3 turns.","Khi Slurpuff xuất hiện trên chiến trường, có một xác suất nhất định để kích hoạt: Phong ấn sát khí của mục tiêu trong 3 lượt.",슬러퍼프가 필드에 있을 때 특정 확률로 발동: 대상의 분노를 3턴 동안 봉인합니다.,"Quando Slurpuff está em campo, há uma certa probabilidade de ativar: Sela a fúria do alvo por 3 turnos.",เมื่อสลัวร์พัฟอยู่บนสนาม มีโอกาสที่จะกระตุ้น: ปิดผนึกความโกรธของเป้าหมายเป็นเวลา 3 เทิร์น,1,10001,{},3,<4011085>,<>,1,23543,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10086,女王的威严,女王的威嚴,Queen's Majesty,Vẻ uy nghiêm của nữ hoàng,여왕의 위엄,Majestade da Rainha,พระราชอำนาจของราชินี,,2,1,甜冷美后在场时有一定概率触发：每个大回合结束给敌方添加随机debuff,甜冷美后在场時有一定概率觸發：每個大回合結束給敵方添加隨機debuff,"When Sweet Cold Beauty is on the field, there is a certain probability to trigger: at the end of each major round, add a random debuff to the enemy.","Khi Mỹ nhân Tuyệt sắc xuất hiện trên chiến trường, có một xác suất nhất định kích hoạt: Cuối mỗi lượt lớn, thêm một hiệu ứng bất lợi ngẫu nhiên cho kẻ thù.",스윗 콜드 뷰티가 필드에 있을 때 특정 확률로 발동: 각 메이저 라운드 종료 시 적에게 랜덤 디버프 부여,"Quando a Bela Fria Doce estiver em campo, há uma certa probabilidade de ativar: no final de cada grande rodada, adicione um debuff aleatório ao inimigo.",เมื่อความงามหวานเย็นอยู่บนสนาม จะมีโอกาสที่จะเรียกใช้: ในตอนท้ายของแต่ละรอบใหญ่ เพิ่ม debuff แบบสุ่มให้กับศัตรู,1,10001,{},3,<4011086>,<>,1,23843,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10087,回音察觉,回音察覺,Echo Perception,Nhận thức tiếng vọng,메아리 인식,Percepção de Eco,การรับรู้เสียงสะท้อน,,2,1,音波龙在场时有一定概率触发：回怒飞速加快,音波龍出場時有一定機率觸發：回怒飛速加快,"When Lapras is on the field, there is a certain probability to trigger: Rage return speed is greatly increased.","Khi Lapras xuất hiện trên chiến trường, có một xác suất nhất định để kích hoạt: Tốc độ hồi phục giận dữ tăng mạnh.",라프라스가 필드에 있을 때 특정 확률로 발동: 분노 회복 속도 대폭 증가,"Quando Lapras está em campo, há uma certa probabilidade de disparar: A velocidade de retorno da fúria aumenta muito.",เมื่อลาพราสอยู่ในสนาม มีโอกาสที่จะเรียกใช้: ความเร็วในการฟื้นฟูกำลังโกรธเพิ่มขึ้นอย่างมาก,1,10001,{},3,<4011087>,<>,1,23592,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10088,UB：刺针,UB：刺針,UB: Sting,UB: Nọc độc,UB: 침,UB: Ferrão,UB: พิษ,,2,1,四颚针龙在场时有一定概率触发：每回合降低目标10%血量,四顎針龍在場時有一定概率觸發：每回合降低目標10%血量,"When Tetranodon is present, there is a certain probability to trigger: Reduce the target's HP by 10% each turn.","Khi Tetranodon xuất hiện, có một xác suất nhất định để kích hoạt: Giảm 10% máu của mục tiêu mỗi lượt.",테트라노돈이 있을 때 특정 확률로 발동: 매턴 대상의 체력을 10% 감소시킵니다.,"Quando o Tetranodon estiver presente, há uma certa probabilidade de ativar: Reduz o HP do alvo em 10% a cada turno.",เมื่อมีเตตราโนดอนอยู่ จะมีโอกาสในการกระตุ้น: ลดพลังชีวิตเป้าหมาย 10% ในแต่ละเทิร์น,1,10001,{},3,<4011088>,<>,1,24132,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10089,冰霜之怒,冰霜之怒,Frost Fury,Cơn thịnh nộ băng giá,혹한의 분노,Fúria de Gelo,ความเดือดดาลแห่งน้ำแข็ง,,2,1,急冻鸟在场时有一定概率触发：必杀技伤害巨高,急凍鳥出場時有一定機率觸發：必殺技傷害巨高,"When Articuno is on the field, there is a certain probability of triggering: ultimate skill damage is extremely high","Khi Articuno xuất hiện trên sân, sẽ có một xác suất nhất định kích hoạt: sát thương kỹ năng chí mạng cực cao",Articuno가 필드에 있을 때 특정 확률로 발동: 궁극기 데미지 매우 높음,"Quando Articuno está em campo, há uma certa probabilidade de ativar: o dano da habilidade definitiva é extremamente alto",เมื่อ Articuno อยู่บนสนาม จะมีโอกาสในการกระตุ้น: ความเสียหายจากท่าไม้ตายสูงมาก,1,10001,{},3,<4011089>,<>,1,20721,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10090,闪电,閃電,Lightning,Tia chớp,번개,Raio,ฟ้าผ่า,,2,1,闪电鸟在场时有一定概率触发：治疗量提升,閃電鳥在場時有一定機率觸發：治療量提升,"When Zapdos is present, there is a certain probability to trigger: Healing amount increase","Khi Zapdos xuất hiện, có một xác suất nhất định để kích hoạt: Tăng lượng hồi phục",썬더볼트가 출현 시 일정 확률로 발동: 치유량 증가,"Quando Zapdos está presente, há uma certa probabilidade de ativar: Aumento da quantidade de cura",เมื่อแซปโดสปรากฏตัว จะมีโอกาสในการกระตุ้น: เพิ่มปริมาณการรักษา,1,10001,{},3,<4011090>,<>,1,20731,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10091,圣鸟守护,聖鳥守護,Sacred Bird Guardian,Vệ binh Chim Thánh,성조 수호,Guardião da Ave Sagrada,ผู้พิทักษ์นกศักดิ์สิทธิ์,,2,1,火焰鸟在场时有一定概率触发：血量最低伤害越高,火焰鳥在場時有一定概率觸發：血量最低傷害越高,"When Moltres is present, there's a certain probability to trigger: the lower the HP, the higher the damage.","Khi Moltres xuất hiện, có một xác suất nhất định để kích hoạt: Máu càng thấp, sát thương càng cao.",파이어버드가 있을 때 특정 확률로 발동: 체력이 낮을수록 피해량이 높아짐,"Quando Moltres está presente, há uma certa probabilidade de disparar: quanto menor o HP, maior o dano.",เมื่อมีไฟเยอร์เบิร์ดอยู่ จะมีโอกาสที่จะกระตุ้นผลดังนี้: ยิ่งเลือดน้อย ยิ่งดาเมจสูง,1,10001,{},3,<4011091>,<>,1,20741,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10092,梦幻,夢幻,Dream,Giấc mơ,꿈,Sonho,ความฝัน,,2,1,梦幻在场时有一定概率触发：死亡回复怒气,當夢幻出場時，有一定機率觸發：死亡回復怒氣,"When Dream appears on the field, there is a certain probability to trigger: Death restores rage.","Khi Dream xuất hiện trên sân, có một xác suất nhất định để kích hoạt: Chết khôi phục nội năng.","드림이 필드에 등장했을 때, 특정 확률로 발동: 사망 시 분노 회복","Quando Dream aparece em campo, há uma certa probabilidade de ativar: Morte recupera raiva.",เมื่อดรีมปรากฏตัวในสนาม มีโอกาสที่จะทริกเกอร์: การตายฟื้นฟูความโกรธ,1,10001,{},3,<4011092>,<>,1,20771,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10093,追打,追打,Follow-up Attack,Tấn công tiếp theo,추격 공격,Ataque de Seguimento,การโจมตีติดตาม,,2,1,赫拉克罗斯在场时有一定概率触发：控制率提升,赫拉克羅斯出場時有一定機率觸發：控制率提升,"When Heracross is on the field, there's a certain probability to trigger: control rate increase.","Khi Heracross xuất hiện trên sân, có một xác suất nhất định để kích hoạt: tỷ lệ khống chế tăng lên.",헤라크로스가 필드에 있을 때 특정 확률로 발동: 제어율 증가,"Quando Heracross está em campo, há uma certa probabilidade de ativar: aumento da taxa de controle.",เมื่อเฮอราครอสอยู่ในสนาม จะมีโอกาสในการกระตุ้น: อัตราการควบคุมเพิ่มขึ้น,1,10001,{},3,<4011093>,<>,1,21071,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10094,雷霆之力,雷霆之力,Thunderbolt Power,Sức mạnh sấm sét,천둥 힘,Poder do Trovão,พลังแห่งสายฟ้า,,2,1,雷公在场时有一定概率触发：第二回合全体护盾,雷公在場時有一定概率觸發：第二回合全體護盾,"When Raikou is present, there is a certain probability to trigger: a shield for all allies in the second round.","Khi Raikou hiện diện, có một xác suất nhất định để kích hoạt: khiên chắn cho tất cả đồng minh ở lượt thứ hai.",라이코우가 있을 때 특정 확률로 발동: 2라운드 전체 보호막,"Quando Raikou estiver presente, há uma certa probabilidade de ativar: um escudo para todos os aliados na segunda rodada.",เมื่อไรโกอยู่ มีโอกาสที่จะกระตุ้น: โล่ป้องกันให้กับทุกคนในรอบที่สอง,1,10001,{},3,<4011094>,<>,1,21221,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10095,火神庇护,火神庇護,Vulcan's Protection,Sự bảo hộ của thần lửa,화신의 보호,Proteção do Deus do Fogo,การคุ้มครองของเทพแห่งไฟ,,2,1,炎帝在场时有一定概率触发：全队30%反弹,炎帝出場時有一定機率觸發：全隊30%反彈,"When Yandi is on the field, there is a certain probability to trigger: 30% damage reflection for the whole team.","Khi Yan Đế xuất hiện trên chiến trường, có một xác suất nhất định để kích hoạt: Phản hồi 30% sát thương cho toàn đội.",염제가 필드에 있을 때 특정 확률로 발동: 전팀 30% 반사,"Quando Yandi está em campo, há uma certa probabilidade de ativar: 30% de dano refletido para toda a equipe.",เมื่อหยานตี้ปรากฏตัวในสนาม จะมีโอกาสที่จะทริกเกอร์:สะท้อนความเสียหาย 30% ให้กับทั้งทีม,1,10001,{},3,<4011095>,<>,1,21231,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10096,潮汐之力,潮汐之力,Tidal Force,Sức mạnh thủy triều,조수의 힘,Força das Marés,พลังแห่งน้ำขึ้นน้ำลง,,2,1,水君在场时有一定概率触发：死亡附带自爆伤害,水君在場時有一定概率觸發：死亡附帶自爆傷害,"When Suicune is present, there is a certain probability of triggering: death with self-destruct damage.","Khi Suicune hiện diện, có một xác suất nhất định kích hoạt: chết kèm theo sát thương tự nổ.",수이쿤이 있을 때 특정 확률로 발동: 사망 시 자폭 데미지 발생,"Quando Suicune está presente, há uma certa probabilidade de acionar: morte com dano de autodestruição.",เมื่อซุยคูนอยู่ในสนาม จะมีโอกาสในการกระตุ้น: การตายพร้อมกับความเสียหายจากการระเบิดตัวเอง,1,10001,{},3,<4011096>,<>,1,21241,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10097,岩石守备,岩石守備,Rock Defense,Phòng thủ đá,암석 방어,Defesa de Rocha,ป้องกันหิน,,2,1,雷吉洛克在场时有一定概率触发：有极大概率变身,雷吉洛克在場時有一定概率觸發：有極大概率變身,"When Regice is on the field, there is a certain probability to trigger: a very high probability of transformation.","Khi Regice xuất hiện trên trường, có một xác suất nhất định để kích hoạt: xác suất biến hình rất cao.","레지아이스가 필드에 있을 때, 특정 확률로 발동: 매우 높은 확률로 변신합니다.","Quando Regice está em campo, há uma certa probabilidade de ativar: uma probabilidade muito alta de transformação.",เมื่อเรจิไอซ์อยู่ในสนาม มีโอกาสที่จะทริกเกอร์: โอกาสสูงมากที่จะแปลงร่าง,1,10001,{},3,<4011097>,<>,1,21911,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10098,冰冻之躯,冰凍之軀,Frozen Body,Thân thể đóng băng,얼어붙은 몸,Corpo Congelado,ร่างกายที่แข็งตัว,,2,1,雷吉艾斯在场时有一定概率触发：隐身1回合,雷吉艾斯在場時有一定概率觸發：隱身1回合,"When Regice is present, there is a certain probability to trigger: Invisibility for 1 turn","Khi Regice xuất hiện, có một xác suất nhất định để kích hoạt: Tàng hình 1 lượt",레지아이스가 있을 때 일정 확률로 발동: 1턴간 은신,"Quando Regice está presente, há uma certa probabilidade de ativar: Invisibilidade por 1 turno",เมื่อเรจิไอซ์ปรากฏตัว จะมีโอกาสที่จะใช้ทักษะ:  พรางตัว 1 เทิร์น,1,10001,{},3,<4011098>,<>,1,21921,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10099,钢铁吸收,鋼鐵吸收,Steel Absorption,Hấp thụ Thép,강철 흡수,Absorção de Aço,การดูดซับเหล็กกล้า,,2,1,雷吉斯奇鲁在场时有一定概率触发：全体必然闪避1回合,雷吉斯奇魯出場時有一定機率觸發：全體必定閃避1回合,"When Regice is on the field, there is a certain probability to trigger: All units will surely evade for 1 turn.","Khi Regice xuất hiện trên sân, có một xác suất nhất định để kích hoạt: Tất cả đơn vị chắc chắn né tránh trong 1 lượt.",레지아이스가 필드에 있을 때 특정 확률로 발동: 모든 유닛이 1턴 동안 회피.,"Quando Regice está em campo, há uma certa probabilidade de ativar: Todas as unidades certamente irão esquivar por 1 turno.",เมื่อเรจิอายส์อยู่ในสนาม จะมีโอกาสในการกระตุ้น: หน่วยทั้งหมดจะหลบหลีกได้อย่างแน่นอนเป็นเวลา 1 เทิร์น,1,10001,{},3,<4011099>,<>,1,21931,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10100,月相光环,月相光環,Lunar Phase Halo,Quầng sáng Mặt Trăng,월상 광륜,Halo da Fase Lunar,รัศมีแสงจันทรา,,2,1,克雷色利亚在场时有一定概率触发：敌方全体防御降低40%,克雷色利亚在場時有一定概率觸發：敵方全体防禦降低40%,"When Cresselia is present, there is a certain probability to trigger: All enemy defense decreased by 40%","Khi Cresselia hiện diện, có một xác suất nhất định để kích hoạt: Giảm 40% phòng thủ của toàn bộ kẻ thù",크레세리아가 있을 때 일정 확률로 발동: 적 전체 방어력 40% 감소,"Quando Cresselia está presente, há uma certa probabilidade de ativar: Defesa de todos os inimigos reduzida em 40%",เมื่อมีเครเซเลียอยู่ จะมีโอกาสในการกระตุ้น: ลดค่าป้องกันของศัตรูทั้งหมดลง 40%,1,10001,{},3,<4011100>,<>,1,22401,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10101,正义之心,正義之心,Heart of Justice,Trái tim công lý,정의의 심장,Coração da Justiça,หัวใจแห่งความยุติธรรม,,2,1,凯路迪欧在场时有一定概率触发：封锁目标怒气3回合,凱路迪歐在場時有一定機率觸發：封鎖目標怒氣3回合,"When Keldeo is present, there is a certain probability of triggering: Locking the target's rage for 3 turns.","Khi Keldeo hiện diện, có một xác suất nhất định để kích hoạt: Khóa trạng thái giận dữ của mục tiêu trong 3 lượt.",켈디오가 있을 때 일정 확률로 발동: 대상의 분노를 3턴 동안 봉쇄,"Quando Keldeo está presente, há uma certa probabilidade de disparar: Bloqueia a fúria do alvo por 3 turnos.",เมื่อมีเคลเดโออยู่ มีโอกาสที่จะทริกเกอร์: ล็อคความโกรธของเป้าหมาย 3 เทิร์น,1,10001,{},3,<4011101>,<>,1,23251,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10102,自我再生,自我再生,Self Regeneration,Tự hồi phục,자기 재생,Regeneração própria,การฟื้นฟูตัวเอง,,2,1,洛奇亚在场时有一定概率触发：每个大回合结束给敌方添加随机debuff,洛奇亞出場時有一定機率觸發：每回合結束時，給予敵方隨機一個減益效果。,"When Lugia is on the field, there is a certain probability of triggering: at the end of each big turn, add a random debuff to the enemy.","Khi Lugia xuất hiện trên chiến trường, sẽ có một xác suất nhất định kích hoạt: vào cuối mỗi lượt lớn, thêm một hiệu ứng bất lợi ngẫu nhiên cho đối phương.",루기아가 필드에 있을 때 특정 확률로 발동: 매 라운드 종료 시 적에게 랜덤 디버프 부여.,"Quando Lugia está em campo, há uma certa probabilidade de acionar: no final de cada grande turno, adiciona um debuff aleatório ao inimigo.",เมื่อโลเกียอยู่ในสนาม มีโอกาสที่จะทริกเกอร์: ในตอนท้ายของแต่ละเทิร์นใหญ่ จะเพิ่มดีบัฟแบบสุ่มให้กับศัตรู,1,10001,{},3,<4011102>,<>,1,21261,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10103,海洋庇护,海洋庇護,Ocean Shelter,Nơi trú ẩn của đại dương,바다의 피난처,Abrigo do Oceano,ที่พักพิงแห่งมหาสมุทร,,2,1,盖欧卡在场时有一定概率触发：回怒飞速加快,蓋歐卡在场時有一定概率觸發：回怒飛速加快,"When Kyogre is present, there is a certain probability of triggering: Rage recovery speed increase","Khi Kyogre xuất hiện, có một xác suất nhất định kích hoạt: Tốc độ hồi phục giận dữ tăng lên",가이오가가 필드에 있을 때 일정 확률로 발동: 분노 회복 속도 증가,"Quando Kyogre está presente, há uma certa probabilidade de disparar: Aumento da velocidade de recuperação da fúria",เมื่อไกออวก้าอยู่บนสนาม จะมีโอกาสในการกระตุ้น: เพิ่มความเร็วในการฟื้นฟูความโกรธ,1,10001,{},3,<4011103>,<>,1,21961,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10104,慢启动,慢啟動,Slow Start,Khởi đầu chậm,느린 시작,Início lento,เริ่มต้นช้า,,2,1,雷吉奇卡斯在场时有一定概率触发：每回合降低目标10%血量,雷吉奇卡斯在場時有一定概率觸發：每回合降低目標10%血量,"When Regigigas is present, there is a certain probability to trigger: Reduce the target's HP by 10% per turn.","Khi Regigigas xuất hiện, có một xác suất nhất định để kích hoạt: Giảm 10% máu của mục tiêu mỗi lượt.",레지기가스가 있을 때 특정 확률로 발동: 매 턴마다 대상의 체력을 10% 감소시킵니다.,"Quando Regigigas estiver presente, há uma certa probabilidade de acionar: Reduz 10% do HP do alvo por turno.",เมื่อเรจิกิคาสอยู่ในสนาม จะมีโอกาสในการกระตุ้น: ลดพลังชีวิตของเป้าหมาย 10% ต่อเทิร์น,1,10001,{},3,<4011104>,<>,1,22381,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10105,鬼影重重,鬼影重重,Ghostly Figures,Hình Bóng Ma Quái,유령들,Figuras Fantasmagóricas,เงาอำมหิต,,2,1,骑拉帝纳在场时有一定概率触发：必杀技伤害巨高,騎拉帝納出場時有一定機率觸發：必殺技傷害巨高,"When Giratina is on the field, there is a certain probability of triggering: ultimate skill damage is extremely high","Khi Giratina xuất hiện trên chiến trường, có một xác suất nhất định sẽ kích hoạt: sát thương kỹ năng chí mạng cực cao",기라티나가 필드에 있을 때 특정 확률로 발동: 필살기 데미지가 매우 높음,"Quando Giratina estiver em campo, há uma certa probabilidade de ativar: o dano da habilidade definitiva é extremamente alto",เมื่อกิราตินาอยู่ในสนาม มีโอกาสที่จะทริกเกอร์: ความเสียหายจากท่าไม้ตายสูงมาก,1,10001,{},3,<4011105>,<>,1,22391,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10106,入梦,入夢,Entering a dream,Vào giấc mơ,꿈속으로,Entrando em um sonho,เข้าสู่ความฝัน,,2,1,达克莱伊在场时有一定概率触发：治疗量提升,達克萊伊出場時有一定概率觸發：治療量提升,"When Darkrai is on the field, there is a certain probability to trigger: Healing amount increase","Khi Darkrai xuất hiện trên trường, có một xác suất nhất định để kích hoạt: Tăng lượng hồi phục",다크라이가 필드에 있을 때 특정 확률로 발동: 치유량 증가,"Quando Darkrai está em campo, há uma certa probabilidade de ativar: Aumento da quantidade de cura",เมื่อดาร์ครายอยู่บนสนาม จะมีโอกาสในการกระตุ้น: เพิ่มปริมาณการรักษา,1,10001,{},3,<4011106>,<>,1,22431,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10107,天空之花,天空之花,Sky Flower,Hoa Trời,하늘의 꽃,Flor do Céu,ดอกไม้แห่งท้องฟ้า,,2,1,谢米·天空在场时有一定概率触发：血量最低伤害越高,謝米·天空在場時有一定概率觸發：血量最低傷害越高,"When Shaymin Sky Forme is on the field, there is a certain probability to trigger: the lower the HP, the higher the damage.","Khi Shaymin dạng Bầu Trời xuất hiện trên sân, có một xác suất nhất định để kích hoạt: Máu càng thấp, sát thương càng cao.","셰이미 스카이폼이 필드에 있을 때, 특정 확률로 발동: 체력이 낮을수록 피해량이 높아짐.","Quando Shaymin Forma Céu estiver em campo, há uma certa probabilidade de ativar: quanto menor o HP, maior o dano.",เมื่อเชอมีฟอร์มท้องฟ้าอยู่ในสนาม มีโอกาสที่จะทริกเกอร์: ยิ่งพลังชีวิตน้อยเท่าไหร่ ความเสียหายก็ยิ่งสูงขึ้นเท่านั้น,1,10001,{},3,<4011107>,<>,1,22442,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10108,青焰火墙,青焰火牆,Azure Flame Wall,Tường Lửa Lam Ngọn,청염화벽,Muro de Chamas Azure,กำแพงเพลิงสีฟ้าอมเขียว,,2,1,莱希拉姆在场时有一定概率触发：死亡回复怒气,萊希拉姆在场時有一定概率觸發：死亡回復怒氣,"When Reshiram is on the field, there is a certain probability to trigger: Death restores rage.","Khi Reshiram hiện diện trên trường, có một xác suất nhất định để kích hoạt: Chết hồi phục nội năng.",레시라姆이 필드에 있을 때 특정 확률로 발동: 사망 시 분노 회복,"Quando Reshiram está em campo, há uma certa probabilidade de acionar: Morte recupera fúria.",เมื่อเรชิแรมอยู่ในสนาม มีโอกาสที่จะกระตุ้น: การตายฟื้นฟูความโกรธ,1,10001,{},3,<4011108>,<>,1,23211,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10109,兆级电压,兆級電壓,Gigavolt,Gigavolt,기가볼트,Gigavolt,กิกะโวลต์,,2,1,捷克罗姆在场时有一定概率触发：控制率提升,捷克羅姆在場時有一定概率觸發：控制率提升,"When Zekrom is present, there is a certain probability of triggering: control rate increase.","Khi Zekrom xuất hiện, có một xác suất nhất định để kích hoạt: tỷ lệ khống chế tăng lên.",제크롬이 있을 때 특정 확률로 발동: 제어율 증가,"Quando Zekrom está presente, há uma certa probabilidade de ativar: aumento da taxa de controle.",เมื่อมีเจ็คโครมอยู่ จะมีโอกาสที่จะทริกเกอร์: อัตราการควบคุมเพิ่มขึ้น,1,10001,{},3,<4011109>,<>,1,23221,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10110,深寒领域,深寒領域,Deep Cold Domain,Vùng đất giá băng,혹한의 영역,Domínio do Frio Glacial,อาณาเขตน้ำแข็งเยือกแข็ง,,2,1,酋雷姆在场时有一定概率触发：第二回合全体护盾,酋雷姆在場時有一定概率觸發：第二回合全員護盾,"When Kyurem is present, there is a certain probability to trigger: a shield for all allies in the second turn.","Khi Kyurem hiện diện, có một xác suất nhất định để kích hoạt: khiên bảo vệ cho tất cả đồng minh ở lượt thứ hai.",큐레임이 있을 때 일정 확률로 발동: 2턴째 전체 보호막,"Com Kyurem presente, há uma certa probabilidade de ativar: um escudo para todos os aliados no segundo turno.",เมื่อคิเรมอยู่บนสนาม จะมีโอกาสในการกระตุ้น:โล่ป้องกันสำหรับทุกคนในเทิร์นที่สอง,1,10001,{},3,<4011110>,<>,1,23241,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10111,神秘护身,神秘護身,Mystic Protection,Sự bảo vệ huyền bí,신비한 보호,Proteção Mística,การป้องกันลึกลับ,,2,1,蒂安希在场时有一定概率触发：全队30%反弹,蒂安希在場時有一定概率觸發：全隊30%反彈,"When Diancie is present, there is a certain probability to trigger: 30% damage reflection for the whole team.","Khi Diancie xuất hiện, có một xác suất nhất định để kích hoạt: Phản đòn 30% sát thương cho toàn đội.",디안시가 있을 때 일정 확률로 발동: 전체 팀 30% 데미지 반사,"Quando Diancie está presente, há uma certa probabilidade de ativar: 30% de dano refletido para toda a equipe.",เมื่อไดแอนซีอยู่ในสนาม จะมีโอกาสที่จะกระตุ้น: สะท้อนความเสียหาย 30% ให้กับทั้งทีม,1,10001,{},3,<4011111>,<>,1,23631,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10112,惩戒光轮,懲戒光輪,Punishing Light Wheel,Vòng Quay Ánh Sáng Trừng Phạt,징벌 광륜,Roda de Luz Castigadora,วงล้อแห่งการลงโทษ,,2,1,惩戒胡帕在场时有一定概率触发：死亡附带自爆伤害,懲戒胡帕出場時有一定概率觸發：死亡附帶自爆傷害,"When Judgment Hoopa is present, there is a certain probability of triggering: death with self-destruct damage.","Khi Hoopa Trừng Phạt xuất hiện, có một xác suất nhất định kích hoạt: chết kèm theo sát thương tự nổ.","심판 후파가 출현했을 때, 특정 확률로 발동: 사망 시 자폭 피해를 입힙니다.","Quando Hoopa da Punição estiver presente, há uma certa probabilidade de disparar: morte com dano de autodestruição.",เมื่อฮูพาผู้ลงทัณฑ์ปรากฏตัว จะมีโอกาสในการกระตุ้น: การตายพร้อมกับความเสียหายจากการระเบิดตัวเอง,1,10001,{},3,<4011112>,<>,1,23641,1,3,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
