变量名,_beizhu,cardID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc1_tw,unlockdesc1_en,unlockdesc1_vn,unlockdesc1_kr,unlockdesc1_pt,unlockdesc1_th,unlockdesc2,unlockdesc2_tw,unlockdesc2_en,unlockdesc2_vn,unlockdesc2_kr,unlockdesc2_pt,unlockdesc2_th,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
22683,,2683,蜈蚣王,蜈蚣王,Centipede King,Vua Rết,지네왕,Rei Centopéia,ราชาตะขาบ,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
22723,,2723,流氓鳄,流氓鱷,Rogue Crocodile,Cá sấu côn đồ,악당 악어,Crocodilo Vagabundo,จระเข้อันธพาล,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
22843,,2843,哥德小姐,戈德小姐,Miss Goede,Cô Goede,고데 씨,Senhorita Goede,มิสโกเด,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
22873,,2873,双倍多多冰,雙倍多多冰,Double Double Ice,Đôi Đôi Đá,더블 더블 아이스,Duplo Duplo Gelo,ดับเบิ้ล ดับเบิ้ล น้ำแข็ง,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
22963,,2963,齿轮怪,齒輪怪,Gear Monster,Quái vật bánh răng,기어 몬스터,Monstro de engrenagem,มอนสเตอร์เกียร์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
22993,,2993,水晶灯火灵,水晶燈火靈,Crystal Fire Spirit,Linh Hồn Lửa Pha Lê,크리스탈 불의 정령,Espírito de Fogo de Cristal,วิญญาณไฟคริสตัล,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23003,,3003,双斧战龙,雙斧戰龍,Double Axe War Dragon,Rồng chiến đấu hai rìu,이중 도끼 전쟁 용,Dragão de Guerra de Machado Duplo,มังกรสงครามขวานคู่,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23143,,3143,三首恶龙,三頭惡龍,Three Evil Dragons,Ba con rồng độc ác,세 마리 악룡,Três Dragões Malignos,มังกรร้ายสามตน,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23211,,3211,莱希拉姆,萊希拉姆,Reshiram,Reshiram,레시라姆,Reshiram,เรชิรัม,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
23221,,3221,捷克罗姆,捷克羅姆,Zekrom,Zekrom,제크롬,Zekrom,เซ็คโรม,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
23241,,3241,酋雷姆,酋雷姆,Kyurem,Kyurem,큐레무,Kyurem,คิวเรม,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
23251,,3251,凯路迪欧,凱路迪歐,Keldeo,Keldeo,켈디오,Keldeo,เคลเดโอ,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23543,,3543,黏美龙,黏美龍,Glalie,Glalie,글레이시아,Glalie,กลาไล,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23592,,3592,音波龙,音波龍,Sonic Dragon,Rồng Siêu Âm,음파 드래곤,Dragão Sônico,มังกรโซนิค,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
23631,,3631,蒂安希,蒂安希,Diancie,Diancie,디안시,Diancie,เดียนซี,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
23641,,3641,惩戒胡帕,懲戒胡帕,Punishing Hoopa,Trừng phạt Hoopa,후파 처벌,Punindo Hoopa,ลงโทษฮูพา,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
23843,,3843,甜冷美后,甜冷美后,Sweet Cold Beauty,Người đẹp lạnh lùng ngọt ngào,달콤한 냉미녀,Beleza doce e fria,ความงามหวานเย็น,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
24132,,4132,四颚针龙,四顎針龍,Tetraceratops,Tetraceratops,테트라케라톱스,Tetraceratops,เททราเซราทอปส์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
30003,,3,妙蛙花,妙蛙花,Venusaur,Venusaur,피카츄,Venusaur,เวนุซอร์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30013,,13,喷火龙,噴火龍,Charizard,Charizard,리자몽,Charizard,แชมเปี้ยน,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30023,,23,水箭龟,水箭龜,Blastoise,Blastoise,거북왕,Blastoise,บลาสโตส,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30031,,31,绿毛虫,綠毛蟲,Caterpie,Caterpie,캐터피,Caterpie,แคทเทอร์ปี,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,1,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30263,,263,胡地,胡地,Alakazam,Alakazam,후딘,Alakazam,เอเลคแซม,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30333,,333,自爆磁怪,自爆磁怪,Self-Destructing Magnetic Monster,Quái vật từ tính tự hủy,자폭 자석 괴물,Monstro Magnético Autodestrutivo,สัตว์ประหลาดแม่เหล็กทำลายตัวเอง,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30552,,552,宝石海星,寶石海星,Jewel starfish,Sao biển ngọc,보석 불가사리,Estrela-do-mar joia,ดาวทะเลอัญมณี,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30572,,572,巨钳螳螂,巨鉗螳螂,Giant Mantis,Bọ Ngựa Khổng Lồ,거대사마귀,Louva-a-deus Gigante,ตั๊กแตนตำข้าวยักษ์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30593,,593,电击魔兽,電擊獸,Raikou,Raikou,라이코,Raikou,ไรโค,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30761,,761,超梦,超夢,Mewtwo,Mewtwo,뮤츠,Mewtwo,Mewtwo,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,挑战完成【超梦，我就在这里】副本后极大概率解锁,挑戰完成【超夢，我就在這裡】副本後極大概率解鎖,"Completing the 【Mewtwo, I'm right here】 challenge has a very high chance of unlocking","Hoàn thành thử thách 【Mewtwo, tôi ở đây】 có xác suất rất cao mở khóa","【뮤츠, 바로 여기 있어】 챌린지를 완료하면 매우 높은 확률로 잠금 해제됩니다.","Completar o desafio 【Mewtwo, estou aqui】 tem uma chance muito alta de desbloquear","การสำเร็จภารกิจ 【Mewtwo, ฉันอยู่ตรงนี้】 มีโอกาสสูงมากที่จะปลดล็อค",恭喜解锁超梦，你已经超过20%的玩家,恭喜解鎖超夢，你已經超過20%的玩家！,Congratulations on unlocking Mewtwo! You've surpassed 20% of players.,Chúc mừng đã mở khóa Mewtwo! Bạn đã vượt qua 20% người chơi.,뮤츠 해금 축하합니다! 20% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Mewtwo! Você superou 20% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อก Mewtwo! คุณทำได้ดีกว่าผู้เล่น 20% แล้ว,4,17,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,<cn>
30783,,783,大竺葵,大蜀葵,Hollyhock,Hoa dâm bụt,접시꽃,Malva-rosa,ชบา,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30793,,793,火暴兽,火暴獸,Blazing Beast,Thú Hoang Hỏa,불꽃 짐승,Besta Flamejante,อสูรเพลิง,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30803,,803,大力鳄,大力鱷,Feraligatr,Feraligatr,강철포켓몬,Feraligatr,เฟอราลิเกเตอร์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
30893,,893,玛力露丽,瑪力露麗,Marill,Marill,마릴,Marill,มาริลล์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,1,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31253,,1253,班基拉斯,班基拉斯,Houndoom,Houndoom,헌드룸,Houndoom,ฮาวน์ดูม,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31271,,1271,凤王,鳳王,Phoenix King,Vua Phượng Hoàng,피닉스 킹,Rei Fênix,ราชาฟีนิกซ์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计认输6次后解锁,玩法週期內累計認輸6次後解鎖,Unlocks after accumulating 6 surrenders within a gameplay cycle.,Mở khóa sau khi tích lũy 6 lần đầu hàng trong một chu kỳ chơi.,게임 플레이 주기 내에 6회 항복 누적 시 해제됩니다.,Desbloqueia após acumular 6 rendições dentro de um ciclo de jogo.,ปลดล็อกหลังจากสะสมการยอมแพ้ 6 ครั้งภายในรอบการเล่น,恭喜解锁凤王，你已经超过30%的玩家,恭喜解鎖鳳王，你已經超過30%的玩家！,Congratulations on unlocking Ho-Oh! You've surpassed 30% of players.,Chúc mừng đã mở khóa Ho-Oh! Bạn đã vượt qua 30% người chơi.,鳳王 해금 축하드립니다! 30% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Ho-Oh! Você superou 30% dos jogadores.,ยินดีด้วยที่ปลดล็อกโฮโอห์! คุณทำได้ดีกว่าผู้เล่น 30% แล้ว,2,6,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,<cn>
31293,,1293,蜥蜴王,蜥蜴王,Lizard King,Vua Thằn Lằn,도마뱀 왕,Rei Lagarto,ราชาจิ้งจก,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31303,,1303,火焰鸡,火焰雞,Blaziken,Blaziken,번치코,Blaziken,เบลดซิเคน,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31313,,1313,巨沼怪,巨沼怪,Swamp Thing,Quái vật đầm lầy,늪괴물,Coisa do Pântano,สัตว์ในหนองน้ำ,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31443,,1443,爆音怪,爆音怪,Sound-burst monster,Quái vật âm thanh bùng nổ,폭음 괴물,Monstro de estrondo sonoro,มอนสเตอร์เสียงระเบิด,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31503,,1503,波士可多拉,波士可多拉,Bosskadora,Bosskadora,보스카도라,Bosskadora,บอสส์คาโดรา,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31893,,1893,暴飞龙,暴飛龍,Tyrantrum,Tyrantrum,폭타입,Tyrantrum,ไทแรนทรัม,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31903,,1903,巨金怪,巨金怪,Regice,Regice,레지아이스,Regice,เรจิไอซ์,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
31941,,1941,拉帝亚斯,拉帝亞斯,Latias,Latias,라티아스,Latias,ลาเทียส,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,获得徽章【合体之谜I】后解锁,獲得徽章【合體之謎I】後解鎖,Unlocked after obtaining the badge 【The Mystery of Fusion I】,Mở khóa sau khi nhận được huy hiệu 【Bí Ẩn Hợp Thể I】,【합체의 수수께끼 I】 배지를 획득한 후 잠금 해제,Desbloqueado após obter o distintivo 【O Mistério da Fusão I】,ปลดล็อกหลังจากได้รับตราสัญลักษณ์ 【ปริศนาแห่งการรวมร่าง I】,恭喜解锁拉帝亚斯，你已经超过70%的玩家,恭喜解鎖拉帝亞斯，你已經超過70%的玩家！,Congratulations on unlocking Latias! You've surpassed 70% of players.,Chúc mừng bạn đã mở khóa Latias! Bạn đã vượt qua 70% người chơi.,라티아스 해금 축하드립니다! 70% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Latias! Você superou 70% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อคลาติอัส! คุณทำได้ดีกว่าผู้เล่น 70% แล้ว,3,5101,1,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,<cn>
