变量名,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,rDesc_pt,rDesc_th,type,independent,desc,_desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,冒险通行证,,501,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1002;canBuyExp=1;card=1271},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},1002,1,0,<20160101;20990101>,<20160101;20990101>,20230330,500,0,0,20230530,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,502,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1003;exchangeShop=1;canBuyExp=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=2},1003,1,0,<20160101;20990101>,<20160101;20990101>,20230601,500,0,0,20230730,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,503,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1004;exchangeShop=1;canBuyExp=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=3},1004,1,0,<20160101;20990101>,<20160101;20990101>,20230801,500,0,0,20231001,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,504,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1005;exchangeShop=1;canBuyExp=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=4},1005,1,0,<20160101;20990101>,<20160101;20990101>,20231001,500,0,0,20231201,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,505,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=5},1007,1,0,<20160101;20990101>,<20160101;20990101>,20230601,500,0,0,20230615,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,506,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=6;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1008,1,0,<20160101;20990101>,<20160101;20990101>,20240601,500,0,0,20240615,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,507,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=7;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1009,1,0,<20160101;20990101>,<20160101;20990101>,20240615,500,0,0,20240701,500,0,0,<0;9999>,480,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,508,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=8;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1010,1,0,<20160101;20990101>,<20160101;20990101>,20240701,500,0,0,20240801,500,0,0,<0;9999>,744,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,509,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=9;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1011,1,0,<20160101;20990101>,<20160101;20990101>,20240801,500,0,0,20240901,500,0,0,<0;9999>,744,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,510,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=8;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1012,1,0,<20160101;20990101>,<20160101;20990101>,20240901,500,0,0,20241001,500,0,0,<0;9999>,720,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,511,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=9;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1013,1,0,<20160101;20990101>,<20160101;20990101>,20241001,500,0,0,20241101,500,0,0,<0;9999>,744,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,512,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=8;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1014,1,0,<20160101;20990101>,<20160101;20990101>,20241101,500,0,0,20241201,500,0,0,<0;9999>,720,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,冒险通行证,,513,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=9;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1015,1,0,<20160101;20990101>,<20160101;20990101>,20241201,500,0,0,20250101,500,0,0,<0;9999>,744,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,限时神兽,,1032,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=13;key=limitTenText1;cardId=7021},1008,1,0,<20160101;20990101>,<20160101;20990101>,20240610,500,0,0,20240613,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1033,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=762},1009,1,0,<20160101;20990101>,<20160101;20990101>,20240614,500,0,0,20240617,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1034,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=762},1010,1,0,<20160101;20990101>,<20160101;20990101>,20240617,500,0,0,20240620,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1035,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=13;key=limitTenText1;cardId=1972},1011,1,0,<20160101;20990101>,<20160101;20990101>,20240620,500,0,0,20240623,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1036,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1962},1012,1,0,<20160101;20990101>,<20160101;20990101>,20240623,500,0,0,20240626,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1037,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1982},1013,1,0,<20160101;20990101>,<20160101;20990101>,20240626,500,0,0,20240629,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1038,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3632},1014,1,0,<20160101;20990101>,<20160101;20990101>,20240629,500,0,0,20240702,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1039,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3242},1015,1,0,<20160101;20990101>,<20160101;20990101>,20240702,500,0,0,20240705,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1040,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7102},1001,1,0,<20160101;20990101>,<20160101;20990101>,20240705,500,0,0,20240708,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1041,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7101},1002,1,0,<20160101;20990101>,<20160101;20990101>,20240708,500,0,0,20240711,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1042,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3304},1003,1,0,<20160101;20990101>,<20160101;20990101>,20240711,500,0,0,20240714,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1043,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=13;key=limitTenText1;cardId=7081},1004,1,0,<20160101;20990101>,<20160101;20990101>,20240714,500,0,0,20240717,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1044,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=9081},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240717,500,0,0,20240720,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1045,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7021},1006,1,0,<20160101;20990101>,<20160101;20990101>,20240720,500,0,0,20240723,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1046,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=9051},1007,1,0,<20160101;20990101>,<20160101;20990101>,20240723,500,0,0,20240726,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1047,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=9061},1008,1,0,<20160101;20990101>,<20160101;20990101>,20240726,500,0,0,20240729,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1048,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1981},1009,1,0,<20160101;20990101>,<20160101;20990101>,20240729,500,0,0,20240801,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1049,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3211},1010,1,0,<20160101;20990101>,<20160101;20990101>,20240801,500,0,0,20240804,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1050,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=13;key=limitTenText1;cardId=4101},1011,1,0,<20160101;20990101>,<20160101;20990101>,20240804,500,0,0,20240807,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1051,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=4024},1012,1,0,<20160101;20990101>,<20160101;20990101>,20240807,500,0,0,20240810,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1052,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7081},1013,1,0,<20160101;20990101>,<20160101;20990101>,20240810,500,0,0,20240813,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1053,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=4023},1014,1,0,<20160101;20990101>,<20160101;20990101>,20240813,500,0,0,20240816,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1054,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7111},1015,1,0,<20160101;20990101>,<20160101;20990101>,20240816,500,0,0,20240819,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1055,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1254},1016,1,0,<20160101;20990101>,<20160101;20990101>,20240819,500,0,0,20240822,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1056,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7021},1017,1,0,<20160101;20990101>,<20160101;20990101>,20240822,500,0,0,20240825,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1057,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7091},1018,1,0,<20160101;20990101>,<20160101;20990101>,20240825,500,0,0,20240828,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1058,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3651},1019,1,0,<20160101;20990101>,<20160101;20990101>,20240828,500,0,0,20240831,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1059,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=2461},1020,1,0,<20160101;20990101>,<20160101;20990101>,20240831,500,0,0,20240903,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1060,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=7102},1021,1,0,<20160101;20990101>,<20160101;20990101>,20240903,500,0,0,20240906,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1061,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=2431},1022,1,0,<20160101;20990101>,<20160101;20990101>,20240906,500,0,0,20240909,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1062,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=2351},1023,1,0,<20160101;20990101>,<20160101;20990101>,20240909,500,0,0,20240912,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1063,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1971},1024,1,0,<20160101;20990101>,<20160101;20990101>,20240912,500,0,0,20240915,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1064,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3271},1025,1,0,<20160101;20990101>,<20160101;20990101>,20240915,500,0,0,20240918,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1065,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3641},1026,1,0,<20160101;20990101>,<20160101;20990101>,20240918,500,0,0,20240921,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1066,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3623},1027,1,0,<20160101;20990101>,<20160101;20990101>,20240921,500,0,0,20240924,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1067,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=3221},1028,1,0,<20160101;20990101>,<20160101;20990101>,20240924,500,0,0,20240927,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1068,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=4161},1029,1,0,<20160101;20990101>,<20160101;20990101>,20240927,500,0,0,20240930,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
,限时神兽,,1069,,,,,,,city/main/icon_xsss.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,20,2,,限时神兽,,,,,,,{QualifyServerOpenDays=0;RMB10=2180;Qualify=1;QualifyTime=2430;CheckCardCapacity=0;RMB1=240},{priviewId=33;key=limitTenText1;cardId=1991},1030,1,0,<20160101;20990101>,<20160101;20990101>,20240930,500,0,0,20241003,500,0,0,<0;9999>,500,45,0,<-1;9999>,<-1;9999>,,,1,17,1
