变量名,huodongID,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
5001,24013,,2,能量核心,免费礼包tw,2,,3,,,999,1,{5000=30},-1,30,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,300,
5002,24013,,2,高级好感度礼盒,免费礼包tw,2,,3,,,999,1,{902=10},-1,30,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,300,
5003,24013,,2,高级强化石,免费礼包tw,2,,3,,,999,1,{2103=5},-1,50,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,200,
5004,24013,,2,探险零件,免费礼包tw,2,,3,,,999,1,{4000=100},-1,10,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,50,
5005,24013,,2,饰品图纸,免费礼包tw,2,,3,,,999,1,{100=5},-1,30,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,200,
5006,24013,,2,紫晶潜能石,免费礼包tw,2,,3,,,999,1,{851=100},-1,30,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,300,
5007,24013,,2,符石精华,免费礼包tw,2,,3,,,999,1,{529=1000},-1,100,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,500,
5008,24013,,2,紫色晶片,免费礼包tw,2,,3,,,999,1,{124=15},-1,100,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,500,
5100,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=180;stamina=100;gold=300000},102,-1,0,FALSE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,
5101,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=300;519=10},106,-1,0,FALSE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,98,
5102,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{537=10;531=10;rmb=600},107,-1,0,FALSE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,198,
5103,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9002};rmb=980;gold=200000},108,-1,0,FALSE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,298,
5104,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{942=1;rmb=980;gold=500000},108,-1,0,FALSE,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,298,
5105,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{501=3;rmb=1980;6059=2},111,-1,0,FALSE,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,598,
5106,24014,,2,618特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9003};rmb=3280;gold=1000000},112,-1,0,FALSE,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,1298,
5200,24015,,2,超梦特惠礼包,免费礼包tw,2,,3,,,999,1,{2006=1;card={id=761};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5201,24015,,2,洛奇亚特惠礼包,免费礼包tw,2,,3,,,999,1,{2010=1;card={id=1261};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5202,24015,,2,时拉比特惠礼包,免费礼包tw,2,,3,,,999,1,{2055=1;gold=150000;card={id=1281}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5203,24015,,2,盖欧卡特惠礼包,免费礼包tw,2,,3,,,999,1,{2015=1;gold=150000;card={id=1961}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5204,24015,,2,固拉多特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=1971};rmb=10000;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5205,24015,,2,裂空座特惠礼包,免费礼包tw,2,,3,,,999,1,{2013=1;gold=150000;card={id=1981}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5206,24015,,2,帝牙卢卡特惠礼包,免费礼包tw,2,,3,,,999,1,{2042=1;card={id=2351};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5207,24015,,2,帕路奇亚特惠礼包,免费礼包tw,2,,3,,,999,1,{2043=1;card={id=2361};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5208,24015,,2,雷吉奇卡斯特惠礼包,免费礼包tw,2,,3,,,999,1,{2041=1;card={id=2381};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5209,24015,,2,骑拉帝纳特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=2391};2044=1;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5210,24015,,2,达克莱伊特惠礼包,免费礼包tw,2,,3,,,999,1,{2040=1;card={id=2431};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5211,24015,,2,谢米特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=2441};gold=150000;2045=1},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5212,24015,,2,莱希拉姆特惠礼包,免费礼包tw,2,,3,,,999,1,{2047=1;gold=150000;card={id=3211}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5213,24015,,2,捷克罗姆特惠礼包,免费礼包tw,2,,3,,,999,1,{2048=1;card={id=3221};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5214,24015,,2,酋雷姆特惠礼包,免费礼包tw,2,,3,,,999,1,{2049=1;card={id=3241};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5215,24015,,2,美洛耶塔·歌声特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=3261};2051=1;2050=1;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5216,24015,,2,伊裴尔塔尔特惠礼包,免费礼包tw,2,,3,,,999,1,{2054=1;card={id=3611};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5217,24015,,2,蒂安希特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=3631};rmb=10000;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5218,24015,,2,波尔凯尼恩特惠礼包,免费礼包tw,2,,3,,,999,1,{2081=1;card={id=3651};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5219,24015,,2,美录坦特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=4171};rmb=10000;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5220,24015,,2,胡帕特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=3641};2046=1;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5221,24015,,2,基格尔德特惠礼包,免费礼包tw,2,,3,,,999,1,{2092=1;card={id=3623};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5222,24015,,2,基拉祈特惠礼包,免费礼包tw,2,,3,,,999,1,{2052=1;card={id=1991};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5223,24015,,2,玛纳霏特惠礼包,免费礼包tw,2,,3,,,999,1,{2091=1;card={id=2421};gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5224,24015,,2,盖诺赛克特特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=3271};2056=1;gold=150000},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5225,24015,,2,小智版甲贺忍蛙特惠礼包,免费礼包tw,2,,3,,,999,1,{2093=1;gold=150000;card={id=3304}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5226,24015,,2,凤王特惠礼包,免费礼包tw,2,,3,,,999,1,{2007=1;gold=150000;card={id=1271}},102,-1,0,FALSE,0,activity/direct_gift/icon_year3.png,,100,
5299,24039,,2,时间侠盗·时拉比特惠礼包,免费礼包tw,2,,3,,,999,1,{8016=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5300,24039,,2,歌剧魅影特惠礼包,免费礼包tw,2,,3,,,999,1,{8030=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5301,24039,,2,胜利武装特惠礼包,免费礼包tw,2,,3,,,999,1,{8031=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5302,24039,,2,七彩神鹿特惠礼包,免费礼包tw,2,,3,,,999,1,{8032=1;rmb=100000;gold=300000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5303,24039,,2,乐动星使特惠礼包,免费礼包tw,2,,3,,,999,1,{8033=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5304,24039,,2,夜幕影忍特惠礼包,免费礼包tw,2,,3,,,999,1,{8034=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5305,24039,,2,霓虹闪电特惠礼包,免费礼包tw,2,,3,,,999,1,{8035=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5306,24039,,2,美录坦特惠礼包,免费礼包tw,2,,3,,,999,1,{8036=1;rmb=100000;gold=300000},104,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5307,24039,,2,烈焰机甲特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;rmb=200000;8038=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5308,24039,,2,大鱼海棠特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;8026=1;rmb=200000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5309,24039,,2,银霄战甲特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;8018=1;rmb=200000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5310,24039,,2,月满花繁特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;rmb=200000;8039=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5311,24039,,2,暗曜磁暴特惠礼包,免费礼包tw,2,,3,,,999,1,{8040=1;rmb=200000;521=888},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5312,24039,,2,偶像歌姬特惠礼包（一套两个）,免费礼包tw,2,,3,,,999,1,{8041=1;521=1288;rmb=300000;8042=1},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5313,24039,,2,玄音余韵特惠礼包,免费礼包tw,2,,3,,,999,1,{521=1288;rmb=300000;8043=1},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5314,24039,,2,煞行破邪特惠礼包,免费礼包tw,2,,3,,,999,1,{8044=1;539=1888;rmb=400000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5315,24039,,2,誓约之剑特惠礼包,免费礼包tw,2,,3,,,999,1,{8045=1;539=1888;rmb=400000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5316,24039,,2,星际追击特惠礼包,免费礼包tw,2,,3,,,999,1,{8046=1;539=1888;rmb=400000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5317,24039,,2,沙漠死神特惠礼包,免费礼包tw,2,,3,,,999,1,{8047=1;539=1888;rmb=400000},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5318,24039,,2,太极如御特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8048=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5319,24039,,2,魅惑女巫特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8049=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5320,24039,,2,夏日清凉特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8050=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5321,24039,,2,星际制裁者特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8051=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5322,24039,,2,次元骇客特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8052=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5323,24039,,2,复仇魔女特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8053=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5324,24039,,2,太极离火特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8054=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5325,24039,,2,摩诃伽罗特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8055=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5326,24039,,2,星际吞噬特惠礼包（一套三个）,免费礼包tw,2,,3,,,999,1,{8056=1;8057=1;539=1888;rmb=400000;8058=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5327,24039,,2,沧海明珠特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8059=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5328,24039,,2,恶魔侍卫特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8060=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5329,24039,,2,奶爸拳魂特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8061=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5330,24039,,2,般若鬼武特惠礼包,免费礼包tw,2,,3,,,999,1,{539=1888;rmb=400000;8062=1},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5400,24021,,2,捷拉奥拉特惠礼包,免费礼包tw,2,,3,,,999,1,{521=588;2058=1;card={id=4161}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5401,24021,,2,萨戮德特惠礼包,免费礼包tw,2,,3,,,999,1,{521=588;8201=1;card={id=9041}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5402,24021,,2,比克提尼特惠礼包,免费礼包tw,2,,3,,,999,1,{2080=1;521=588;card={id=2461}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
,,,2,变异体:暴鲤龙特惠礼包,免费礼包tw,2,,3,,,999,1,{521=588;rmb=100000;card={id=7061}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5404,24021,,2,玛机雅娜特惠礼包,免费礼包tw,2,,3,,,999,1,{521=588;2085=1;card={id=4111}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5405,24021,,2,玛夏多特惠礼包,免费礼包tw,2,,3,,,999,1,{521=588;2086=1;card={id=4121}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5406,24021,,2,原始固拉多特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;2033=1;card={id=1972}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5407,24021,,2,原始盖欧卡特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;2083=1;card={id=1962}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5408,24021,,2,超级裂空座特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;2026=1;card={id=1982}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5409,24021,,2,超级蒂安希特惠礼包,免费礼包tw,2,,3,,,999,1,{521=888;2082=1;card={id=3632}},106,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5410,24021,,2,奈克洛兹玛特惠礼包,免费礼包tw,2,,3,,,999,1,{2087=1;539=888;card={id=4101}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5411,24021,,2,索尔迦雷欧特惠礼包,免费礼包tw,2,,3,,,999,1,{539=888;2090=1;card={id=4023}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5412,24021,,2,露奈雅拉特惠礼包,免费礼包tw,2,,3,,,999,1,{2084=1;539=888;card={id=4024}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5413,24021,,2,哲尔尼亚斯特惠礼包,免费礼包tw,2,,3,,,999,1,{539=888;2057=1;card={id=3601}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5414,24021,,2,闪光超级耿鬼特惠礼包,免费礼包tw,2,,3,,,999,1,{539=888;2089=1;card={id=7021}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5415,24021,,2,超级超梦X,免费礼包tw,2,,3,,,999,1,{539=1288;2095=1;card={id=762}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5416,24021,,2,超级超梦Y,免费礼包tw,2,,3,,,999,1,{539=1288;9001=1;card={id=763}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5417,24021,,2,焰白酋雷姆,免费礼包tw,2,,3,,,999,1,{539=1288;9000=1;card={id=3242}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5418,24021,,2,起源梦幻,免费礼包tw,2,,3,,,999,1,{539=1288;2096=1;card={id=7081}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5419,24021,,2,凯路迪欧.觉悟,免费礼包tw,2,,3,,,999,1,{8195=1;539=1288;card={id=3252}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5420,24021,,2,闪光超级沙奈朵,免费礼包tw,2,,3,,,999,1,{539=1288;2099=1;card={id=7091}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5421,24021,,2,藏玛然特,免费礼包tw,2,,3,,,999,1,{539=1288;2098=1;card={id=7101}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5422,24021,,2,苍响,免费礼包tw,2,,3,,,999,1,{539=1288;8194=1;card={id=7102}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5423,24021,,2,闪光超级艾路雷朵,免费礼包tw,2,,3,,,999,1,{539=1288;2097=1;card={id=7111}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5424,24021,,2,闪光超级路卡利欧,免费礼包tw,2,,3,,,999,1,{539=1288;9002=1;card={id=9061}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5425,24021,,2,闪光超级班基拉斯,免费礼包tw,2,,3,,,999,1,{539=1288;2088=1;card={id=1254}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5426,24021,,2,闪光超级巨金怪,免费礼包tw,2,,3,,,999,1,{539=1288;8203=1;card={id=9051}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5427,24021,,2,艾岚超级喷火龙X,免费礼包tw,2,,3,,,999,1,{9004=1;539=1288;card={id=9081}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5428,24021,,2,竹兰超级烈咬陆鲨,免费礼包tw,2,,3,,,999,1,{539=1288;9003=1;card={id=9071}},107,-1,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5500,24018,,2,超级沙奈朵免费礼包(永久领取一次),免费礼包tw,2,,3,,,1,1,{card={id=7091};8049=1;8050=1},-1,0,0,FALSE,0,activity/direct_gift/box_cr3.png,,100,
5501,24018,,2,每日免费福利礼包,免费礼包tw,2,,3,,,1,1,{500=5;rmb=10000;gold=200000},-1,0,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5502,24018,,2,热门精灵盲盒碎片A,免费礼包tw,2,,3,,,1,1,{8192=1;rmb=10000;gold=20000},102,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5503,24018,,2,热门精灵盲盒碎片B,免费礼包tw,2,,3,,,1,1,{8192=10;rmb=100000;gold=300000},107,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5504,24018,,2,热门精灵盲盒碎片C,免费礼包tw,2,,3,,,1,1,{8192=30;rmb=300000;gold=800000},109,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5505,24018,,2,热门精灵盲盒碎片D,免费礼包tw,2,,3,,,1,1,{8192=80;rmb=800000;gold=2000000},112,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5506,24018,,2,每日体力礼包A,免费礼包tw,2,,3,,,1,1,{500=20;rmb=10000;gold=20000},102,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5507,24018,,2,每日体力礼包B,免费礼包tw,2,,3,,,1,1,{500=200;rmb=100000;gold=300000},107,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5508,24018,,2,每日体力礼包C,免费礼包tw,2,,3,,,1,1,{500=800;rmb=400000;gold=1000000},111,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5509,24018,,2,每日神兽碎片礼包A,免费礼包tw,2,,3,,,1,1,{521=100;539=100;rmb=10000},102,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5510,24018,,2,每日神兽碎片礼包B,免费礼包tw,2,,3,,,1,1,{521=1000;539=1000;rmb=100000},107,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5511,24018,,2,每日神兽碎片礼包C,免费礼包tw,2,,3,,,1,1,{521=5000;539=5000;rmb=800000},112,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5512,24018,,2,每日神兽碎片礼包D,免费礼包tw,2,,3,,,1,1,{521=10000;539=10000;rmb=1600000},113,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5513,24018,,2,高级努力币礼包,免费礼包tw,2,,3,,,1,1,{gold=300000;rmb=50000;452=5000},106,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5514,24018,,2,高级强化石礼包,免费礼包tw,2,,3,,,1,1,{2103=2000;rmb=50000;gold=300000},106,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5515,24018,,2,素材红礼包A,免费礼包tw,2,,3,,,1,1,{29003=100;rmb=10000;gold=20000},102,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5516,24018,,2,素材红礼包B,免费礼包tw,2,,3,,,1,1,{29003=1000;rmb=100000;gold=300000},107,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5517,24018,,2,素材红礼包C,免费礼包tw,2,,3,,,1,1,{29003=2000;rmb=300000;gold=800000},109,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5518,24018,,2,金币礼包A,免费礼包tw,2,,3,,,1,1,{rmb=50000;gold=100000000},106,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5519,24018,,2,金币礼包B,免费礼包tw,2,,3,,,1,1,{rmb=200000;gold=500000000},108,-1,0,TRUE,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,100,
5600,24019,,2,普通橙色携带道具宝箱A,免费礼包tw,2,,3,,,999,1,{2103=1000;rmb=200000;6105=10},108,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5601,24019,,2,普通橙色携带道具宝箱B,免费礼包tw,2,,3,,,999,1,{2103=2000;rmb=400000;6105=30},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5602,24019,,2,稀有豪华橙色携带道具宝箱A,免费礼包tw,2,,3,,,999,1,{6914=10;rmb=400000;2103=1000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5603,24019,,2,稀有豪华橙色携带道具宝箱B,免费礼包tw,2,,3,,,999,1,{6914=30;rmb=800000;2103=2000},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5604,24019,,2,稀有豪华橙色携带道具宝箱C,免费礼包tw,2,,3,,,999,1,{6914=80;rmb=1600000;2103=4000},113,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5605,24019,,2,橙色万能石礼包A,免费礼包tw,2,,3,,,999,1,{2153=10;rmb=400000;gold=1000000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5606,24019,,2,橙色万能石礼包B,免费礼包tw,2,,3,,,999,1,{2153=30;rmb=800000;gold=2000000},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5607,24019,,2,橙色万能石礼包C,免费礼包tw,2,,3,,,999,1,{2153=80;rmb=1600000;gold=4000000},113,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5608,24019,,2,徽章特惠礼包A（上限99万，使用后再购买）,免费礼包tw,2,,3,,,999,1,{151=150000;rmb=400000;gold=1000000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5609,24019,,2,徽章特惠礼包B（上限99万，使用后再购买）,免费礼包tw,2,,3,,,999,1,{151=400000;rmb=800000;gold=2000000},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5610,24019,,2,徽章特惠礼包C（上限99万，使用后再购买）,免费礼包tw,2,,3,,,999,1,{151=900000;rmb=1600000;gold=4000000},113,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5611,24019,,2,彩虹喷漆礼包A,免费礼包tw,2,,3,,,999,1,{gold=500000;rmb=200000;152=3000},108,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5612,24019,,2,彩虹喷漆礼包B,免费礼包tw,2,,3,,,999,1,{gold=1000000;rmb=400000;152=8000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5613,24019,,2,彩虹喷漆礼包C,免费礼包tw,2,,3,,,999,1,{gold=2000000;rmb=800000;152=20000},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5614,24019,,2,性格薄荷礼包A,免费礼包tw,2,,3,,,999,1,{gold=500000;rmb=200000;937=10},108,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5615,24019,,2,性格薄荷礼包B,免费礼包tw,2,,3,,,999,1,{gold=1000000;rmb=400000;937=20},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5616,24019,,2,翡翠星石礼包A,免费礼包tw,2,,3,,,999,1,{501=500;rmb=200000;gold=500000},108,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5617,24019,,2,翡翠星石礼包B,免费礼包tw,2,,3,,,999,1,{501=1200;rmb=400000;gold=1000000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5618,24019,,2,饰品觉醒礼包A,免费礼包tw,2,,3,,,999,1,{501=200;rmb=200000;6059=100},108,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
5619,24019,,2,饰品觉醒礼包B,免费礼包tw,2,,3,,,999,1,{501=600;rmb=400000;6059=300},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
