变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
768,8,68,7,2157,8,2157,0,
769,8,69,7,2178,8,2178,0,
770,8,70,7,2199,8,2199,0,
771,8,71,7,2325,8,2325,0,
772,8,72,7,2348,8,2348,0,
773,8,73,7,2370,8,2370,0,
774,8,74,7,2393,8,2393,0,
775,8,75,7,2415,8,2415,0,
776,8,76,7,2438,8,2438,0,
777,8,77,7,2460,8,2460,0,
778,8,78,7,2483,8,2483,0,
779,8,79,7,2505,8,2505,0,
780,8,80,7,2528,8,2528,0,
781,8,81,7,2670,8,2670,0,
782,8,82,7,2694,8,2694,0,
783,8,83,7,2718,8,2718,0,
784,8,84,7,2742,8,2742,0,
785,8,85,7,2766,8,2766,0,
786,8,86,7,2790,8,2790,0,
787,8,87,7,2814,8,2814,0,
788,8,88,7,2838,8,2838,0,
789,8,89,7,2862,8,2862,0,
790,8,90,7,2886,8,2886,0,
791,8,91,7,3045,8,3045,0,
792,8,92,7,3071,8,3071,0,
793,8,93,7,3096,8,3096,0,
794,8,94,7,3122,8,3122,0,
795,8,95,7,3147,8,3147,0,
796,8,96,7,3173,8,3173,0,
797,8,97,7,3198,8,3198,0,
798,8,98,7,3224,8,3224,0,
799,8,99,7,3249,8,3249,0,
800,8,100,7,3275,8,3275,0,
801,9,1,9,525,10,525,0,
802,9,2,9,533,10,533,0,
803,9,3,9,542,10,542,0,
804,9,4,9,550,10,550,0,
805,9,5,9,559,10,559,0,
806,9,6,9,567,10,567,0,
807,9,7,9,575,10,575,0,
808,9,8,9,584,10,584,0,
809,9,9,9,592,10,592,0,
810,9,10,9,601,10,601,0,
811,9,11,9,620,10,620,0,
812,9,12,9,629,10,629,0,
813,9,13,9,638,10,638,0,
814,9,14,9,648,10,648,0,
815,9,15,9,657,10,657,0,
816,9,16,9,667,10,667,0,
817,9,17,9,676,10,676,0,
818,9,18,9,686,10,686,0,
819,9,19,9,695,10,695,0,
820,9,20,9,705,10,705,0,
821,9,21,9,735,10,735,0,
822,9,22,9,746,10,746,0,
823,9,23,9,756,10,756,0,
824,9,24,9,767,10,767,0,
825,9,25,9,777,10,777,0,
826,9,26,9,788,10,788,0,
827,9,27,9,798,10,798,0,
828,9,28,9,809,10,809,0,
829,9,29,9,819,10,819,0,
830,9,30,9,830,10,830,0,
831,9,31,9,872,10,872,0,
832,9,32,9,883,10,883,0,
833,9,33,9,895,10,895,0,
834,9,34,9,906,10,906,0,
835,9,35,9,918,10,918,0,
836,9,36,9,929,10,929,0,
837,9,37,9,941,10,941,0,
838,9,38,9,952,10,952,0,
839,9,39,9,964,10,964,0,
840,9,40,9,975,10,975,0,
841,9,41,9,1029,10,1029,0,
842,9,42,9,1042,10,1042,0,
843,9,43,9,1054,10,1054,0,
844,9,44,9,1067,10,1067,0,
845,9,45,9,1079,10,1079,0,
846,9,46,9,1092,10,1092,0,
847,9,47,9,1105,10,1105,0,
848,9,48,9,1117,10,1117,0,
849,9,49,9,1130,10,1130,0,
850,9,50,9,1142,10,1142,0,
851,9,51,9,1208,10,1208,0,
852,9,52,9,1221,10,1221,0,
853,9,53,9,1235,10,1235,0,
854,9,54,9,1248,10,1248,0,
855,9,55,9,1262,10,1262,0,
856,9,56,9,1276,10,1276,0,
857,9,57,9,1289,10,1289,0,
858,9,58,9,1303,10,1303,0,
859,9,59,9,1317,10,1317,0,
860,9,60,9,1330,10,1330,0,
861,9,61,9,1407,10,1407,0,
862,9,62,9,1422,10,1422,0,
863,9,63,9,1436,10,1436,0,
864,9,64,9,1451,10,1451,0,
865,9,65,9,1466,10,1466,0,
866,9,66,9,1481,10,1481,0,
867,9,67,9,1495,10,1495,0,
868,9,68,9,1510,10,1510,0,
869,9,69,9,1525,10,1525,0,
870,9,70,9,1539,10,1539,0,
871,9,71,9,1628,10,1628,0,
872,9,72,9,1643,10,1643,0,
873,9,73,9,1659,10,1659,0,
874,9,74,9,1675,10,1675,0,
875,9,75,9,1691,10,1691,0,
876,9,76,9,1706,10,1706,0,
877,9,77,9,1722,10,1722,0,
878,9,78,9,1738,10,1738,0,
879,9,79,9,1754,10,1754,0,
880,9,80,9,1769,10,1769,0,
881,9,81,9,1869,10,1869,0,
882,9,82,9,1886,10,1886,0,
883,9,83,9,1903,10,1903,0,
884,9,84,9,1919,10,1919,0,
885,9,85,9,1936,10,1936,0,
886,9,86,9,1953,10,1953,0,
887,9,87,9,1970,10,1970,0,
888,9,88,9,1987,10,1987,0,
889,9,89,9,2003,10,2003,0,
890,9,90,9,2020,10,2020,0,
891,9,91,9,2132,10,2132,0,
892,9,92,9,2149,10,2149,0,
893,9,93,9,2167,10,2167,0,
894,9,94,9,2185,10,2185,0,
895,9,95,9,2203,10,2203,0,
896,9,96,9,2221,10,2221,0,
897,9,97,9,2239,10,2239,0,
898,9,98,9,2256,10,2256,0,
899,9,99,9,2274,10,2274,0,
900,9,100,9,2292,10,2292,0,
901,10,1,1,1890,7,375,8,375
902,10,2,1,1920,7,381,8,381
903,10,3,1,1951,7,387,8,387
904,10,4,1,1981,7,393,8,393
905,10,5,1,2011,7,399,8,399
906,10,6,1,2041,7,405,8,405
907,10,7,1,2072,7,411,8,411
908,10,8,1,2102,7,417,8,417
909,10,9,1,2132,7,423,8,423
910,10,10,1,2162,7,429,8,429
911,10,11,1,2230,7,443,8,443
912,10,12,1,2264,7,450,8,450
913,10,13,1,2298,7,456,8,456
914,10,14,1,2333,7,463,8,463
915,10,15,1,2367,7,470,8,470
916,10,16,1,2401,7,477,8,477
917,10,17,1,2435,7,483,8,483
918,10,18,1,2469,7,490,8,490
919,10,19,1,2503,7,497,8,497
920,10,20,1,2537,7,504,8,504
921,10,21,1,2646,7,525,8,525
922,10,22,1,2684,7,533,8,533
923,10,23,1,2722,7,540,8,540
924,10,24,1,2760,7,548,8,548
925,10,25,1,2797,7,555,8,555
926,10,26,1,2835,7,563,8,563
927,10,27,1,2873,7,570,8,570
928,10,28,1,2911,7,578,8,578
929,10,29,1,2949,7,585,8,585
930,10,30,1,2986,7,593,8,593
931,10,31,1,3138,7,623,8,623
932,10,32,1,3179,7,631,8,631
933,10,33,1,3221,7,639,8,639
934,10,34,1,3262,7,648,8,648
935,10,35,1,3304,7,656,8,656
936,10,36,1,3346,7,664,8,664
937,10,37,1,3387,7,672,8,672
938,10,38,1,3429,7,681,8,681
939,10,39,1,3470,7,689,8,689
940,10,40,1,3512,7,697,8,697
941,10,41,1,3705,7,735,8,735
942,10,42,1,3750,7,744,8,744
943,10,43,1,3795,7,753,8,753
944,10,44,1,3841,7,762,8,762
945,10,45,1,3886,7,771,8,771
946,10,46,1,3931,7,780,8,780
947,10,47,1,3977,7,789,8,789
948,10,48,1,4022,7,798,8,798
949,10,49,1,4068,7,807,8,807
950,10,50,1,4113,7,816,8,816
951,10,51,1,4347,7,863,8,863
952,10,52,1,4396,7,873,8,873
953,10,53,1,4446,7,882,8,882
954,10,54,1,4495,7,892,8,892
955,10,55,1,4544,7,902,8,902
956,10,56,1,4593,7,912,8,912
957,10,57,1,4642,7,921,8,921
958,10,58,1,4691,7,931,8,931
959,10,59,1,4740,7,941,8,941
960,10,60,1,4790,7,951,8,951
961,10,61,1,5065,7,1005,8,1005
962,10,62,1,5118,7,1016,8,1016
963,10,63,1,5171,7,1026,8,1026
964,10,64,1,5224,7,1037,8,1037
965,10,65,1,5277,7,1047,8,1047
966,10,66,1,5330,7,1058,8,1058
967,10,67,1,5383,7,1068,8,1068
968,10,68,1,5436,7,1079,8,1079
969,10,69,1,5489,7,1089,8,1089
970,10,70,1,5542,7,1100,8,1100
971,10,71,1,5859,7,1163,8,1163
972,10,72,1,5916,7,1174,8,1174
973,10,73,1,5973,7,1185,8,1185
974,10,74,1,6029,7,1197,8,1197
975,10,75,1,6086,7,1208,8,1208
976,10,76,1,6143,7,1219,8,1219
977,10,77,1,6199,7,1230,8,1230
978,10,78,1,6256,7,1242,8,1242
979,10,79,1,6313,7,1253,8,1253
980,10,80,1,6370,7,1264,8,1264
981,10,81,1,6729,7,1335,8,1335
982,10,82,1,6789,7,1347,8,1347
983,10,83,1,6850,7,1359,8,1359
984,10,84,1,6910,7,1371,8,1371
985,10,85,1,6971,7,1383,8,1383
986,10,86,1,7031,7,1395,8,1395
987,10,87,1,7092,7,1407,8,1407
988,10,88,1,7152,7,1419,8,1419
989,10,89,1,7212,7,1431,8,1431
990,10,90,1,7273,7,1443,8,1443
991,10,91,1,7674,7,1523,8,1523
992,10,92,1,7738,7,1536,8,1536
993,10,93,1,7802,7,1548,8,1548
994,10,94,1,7866,7,1561,8,1561
995,10,95,1,7931,7,1574,8,1574
996,10,96,1,7995,7,1587,8,1587
997,10,97,1,8059,7,1599,8,1599
998,10,98,1,8123,7,1612,8,1612
999,10,99,1,8188,7,1625,8,1625
1000,10,100,1,8252,7,1638,8,1638
1001,11,1,9,525,10,525,0,
1002,11,2,9,533,10,533,0,
1003,11,3,9,542,10,542,0,
1004,11,4,9,550,10,550,0,
1005,11,5,9,559,10,559,0,
1006,11,6,9,567,10,567,0,
1007,11,7,9,575,10,575,0,
1008,11,8,9,584,10,584,0,
1009,11,9,9,592,10,592,0,
1010,11,10,9,601,10,601,0,
1011,11,11,9,620,10,620,0,
1012,11,12,9,629,10,629,0,
1013,11,13,9,638,10,638,0,
1014,11,14,9,648,10,648,0,
1015,11,15,9,657,10,657,0,
1016,11,16,9,667,10,667,0,
1017,11,17,9,676,10,676,0,
1018,11,18,9,686,10,686,0,
1019,11,19,9,695,10,695,0,
1020,11,20,9,705,10,705,0,
1021,11,21,9,735,10,735,0,
1022,11,22,9,746,10,746,0,
1023,11,23,9,756,10,756,0,
1024,11,24,9,767,10,767,0,
1025,11,25,9,777,10,777,0,
1026,11,26,9,788,10,788,0,
1027,11,27,9,798,10,798,0,
1028,11,28,9,809,10,809,0,
1029,11,29,9,819,10,819,0,
1030,11,30,9,830,10,830,0,
1031,11,31,9,872,10,872,0,
1032,11,32,9,883,10,883,0,
1033,11,33,9,895,10,895,0,
1034,11,34,9,906,10,906,0,
1035,11,35,9,918,10,918,0,
1036,11,36,9,929,10,929,0,
1037,11,37,9,941,10,941,0,
1038,11,38,9,952,10,952,0,
1039,11,39,9,964,10,964,0,
1040,11,40,9,975,10,975,0,
1041,11,41,9,1029,10,1029,0,
1042,11,42,9,1042,10,1042,0,
1043,11,43,9,1054,10,1054,0,
1044,11,44,9,1067,10,1067,0,
1045,11,45,9,1079,10,1079,0,
1046,11,46,9,1092,10,1092,0,
1047,11,47,9,1105,10,1105,0,
1048,11,48,9,1117,10,1117,0,
1049,11,49,9,1130,10,1130,0,
1050,11,50,9,1142,10,1142,0,
1051,11,51,9,1208,10,1208,0,
1052,11,52,9,1221,10,1221,0,
1053,11,53,9,1235,10,1235,0,
1054,11,54,9,1248,10,1248,0,
1055,11,55,9,1262,10,1262,0,
1056,11,56,9,1276,10,1276,0,
1057,11,57,9,1289,10,1289,0,
1058,11,58,9,1303,10,1303,0,
1059,11,59,9,1317,10,1317,0,
1060,11,60,9,1330,10,1330,0,
1061,11,61,9,1407,10,1407,0,
1062,11,62,9,1422,10,1422,0,
1063,11,63,9,1436,10,1436,0,
1064,11,64,9,1451,10,1451,0,
1065,11,65,9,1466,10,1466,0,
1066,11,66,9,1481,10,1481,0,
1067,11,67,9,1495,10,1495,0,
1068,11,68,9,1510,10,1510,0,
1069,11,69,9,1525,10,1525,0,
1070,11,70,9,1539,10,1539,0,
1071,11,71,9,1628,10,1628,0,
1072,11,72,9,1643,10,1643,0,
1073,11,73,9,1659,10,1659,0,
1074,11,74,9,1675,10,1675,0,
1075,11,75,9,1691,10,1691,0,
1076,11,76,9,1706,10,1706,0,
1077,11,77,9,1722,10,1722,0,
1078,11,78,9,1738,10,1738,0,
1079,11,79,9,1754,10,1754,0,
1080,11,80,9,1769,10,1769,0,
1081,11,81,9,1869,10,1869,0,
1082,11,82,9,1886,10,1886,0,
1083,11,83,9,1903,10,1903,0,
1084,11,84,9,1919,10,1919,0,
1085,11,85,9,1936,10,1936,0,
1086,11,86,9,1953,10,1953,0,
1087,11,87,9,1970,10,1970,0,
1088,11,88,9,1987,10,1987,0,
1089,11,89,9,2003,10,2003,0,
1090,11,90,9,2020,10,2020,0,
1091,11,91,9,2132,10,2132,0,
1092,11,92,9,2149,10,2149,0,
1093,11,93,9,2167,10,2167,0,
1094,11,94,9,2185,10,2185,0,
1095,11,95,9,2203,10,2203,0,
1096,11,96,9,2221,10,2221,0,
1097,11,97,9,2239,10,2239,0,
1098,11,98,9,2256,10,2256,0,
1099,11,99,9,2274,10,2274,0,
1100,11,100,9,2292,10,2292,0,
1101,12,1,1,1890,7,375,8,375
1102,12,2,1,1920,7,381,8,381
1103,12,3,1,1951,7,387,8,387
1104,12,4,1,1981,7,393,8,393
1105,12,5,1,2011,7,399,8,399
1106,12,6,1,2041,7,405,8,405
1107,12,7,1,2072,7,411,8,411
1108,12,8,1,2102,7,417,8,417
1109,12,9,1,2132,7,423,8,423
1110,12,10,1,2162,7,429,8,429
1111,12,11,1,2230,7,443,8,443
1112,12,12,1,2264,7,450,8,450
1113,12,13,1,2298,7,456,8,456
1114,12,14,1,2333,7,463,8,463
1115,12,15,1,2367,7,470,8,470
1116,12,16,1,2401,7,477,8,477
1117,12,17,1,2435,7,483,8,483
1118,12,18,1,2469,7,490,8,490
1119,12,19,1,2503,7,497,8,497
1120,12,20,1,2537,7,504,8,504
1121,12,21,1,2646,7,525,8,525
1122,12,22,1,2684,7,533,8,533
1123,12,23,1,2722,7,540,8,540
1124,12,24,1,2760,7,548,8,548
1125,12,25,1,2797,7,555,8,555
1126,12,26,1,2835,7,563,8,563
1127,12,27,1,2873,7,570,8,570
1128,12,28,1,2911,7,578,8,578
1129,12,29,1,2949,7,585,8,585
1130,12,30,1,2986,7,593,8,593
1131,12,31,1,3138,7,623,8,623
1132,12,32,1,3179,7,631,8,631
1133,12,33,1,3221,7,639,8,639
1134,12,34,1,3262,7,648,8,648
1135,12,35,1,3304,7,656,8,656
1136,12,36,1,3346,7,664,8,664
1137,12,37,1,3387,7,672,8,672
1138,12,38,1,3429,7,681,8,681
1139,12,39,1,3470,7,689,8,689
1140,12,40,1,3512,7,697,8,697
1141,12,41,1,3705,7,735,8,735
1142,12,42,1,3750,7,744,8,744
1143,12,43,1,3795,7,753,8,753
1144,12,44,1,3841,7,762,8,762
1145,12,45,1,3886,7,771,8,771
1146,12,46,1,3931,7,780,8,780
1147,12,47,1,3977,7,789,8,789
1148,12,48,1,4022,7,798,8,798
1149,12,49,1,4068,7,807,8,807
1150,12,50,1,4113,7,816,8,816
1151,12,51,1,4347,7,863,8,863
1152,12,52,1,4396,7,873,8,873
1153,12,53,1,4446,7,882,8,882
1154,12,54,1,4495,7,892,8,892
1155,12,55,1,4544,7,902,8,902
1156,12,56,1,4593,7,912,8,912
1157,12,57,1,4642,7,921,8,921
1158,12,58,1,4691,7,931,8,931
1159,12,59,1,4740,7,941,8,941
1160,12,60,1,4790,7,951,8,951
1161,12,61,1,5065,7,1005,8,1005
1162,12,62,1,5118,7,1016,8,1016
1163,12,63,1,5171,7,1026,8,1026
1164,12,64,1,5224,7,1037,8,1037
1165,12,65,1,5277,7,1047,8,1047
1166,12,66,1,5330,7,1058,8,1058
1167,12,67,1,5383,7,1068,8,1068
1168,12,68,1,5436,7,1079,8,1079
1169,12,69,1,5489,7,1089,8,1089
1170,12,70,1,5542,7,1100,8,1100
1171,12,71,1,5859,7,1163,8,1163
1172,12,72,1,5916,7,1174,8,1174
1173,12,73,1,5973,7,1185,8,1185
1174,12,74,1,6029,7,1197,8,1197
1175,12,75,1,6086,7,1208,8,1208
1176,12,76,1,6143,7,1219,8,1219
1177,12,77,1,6199,7,1230,8,1230
1178,12,78,1,6256,7,1242,8,1242
1179,12,79,1,6313,7,1253,8,1253
1180,12,80,1,6370,7,1264,8,1264
1181,12,81,1,6729,7,1335,8,1335
1182,12,82,1,6789,7,1347,8,1347
1183,12,83,1,6850,7,1359,8,1359
1184,12,84,1,6910,7,1371,8,1371
1185,12,85,1,6971,7,1383,8,1383
1186,12,86,1,7031,7,1395,8,1395
1187,12,87,1,7092,7,1407,8,1407
1188,12,88,1,7152,7,1419,8,1419
1189,12,89,1,7212,7,1431,8,1431
1190,12,90,1,7273,7,1443,8,1443
1191,12,91,1,7674,7,1523,8,1523
1192,12,92,1,7738,7,1536,8,1536
1193,12,93,1,7802,7,1548,8,1548
1194,12,94,1,7866,7,1561,8,1561
1195,12,95,1,7931,7,1574,8,1574
1196,12,96,1,7995,7,1587,8,1587
1197,12,97,1,8059,7,1599,8,1599
1198,12,98,1,8123,7,1612,8,1612
1199,12,99,1,8188,7,1625,8,1625
1200,12,100,1,8252,7,1638,8,1638
1201,13,1,1,5545,0,,0,
1202,13,2,1,5634,0,,0,
1203,13,3,1,5722,0,,0,
1204,13,4,1,5811,0,,0,
1205,13,5,1,5900,0,,0,
1206,13,6,1,5989,0,,0,
1207,13,7,1,6077,0,,0,
1208,13,8,1,6166,0,,0,
1209,13,9,1,6255,0,,0,
1210,13,10,1,6343,0,,0,
1211,13,11,1,6543,0,,0,
1212,13,12,1,6643,0,,0,
1213,13,13,1,6743,0,,0,
1214,13,14,1,6843,0,,0,
1215,13,15,1,6942,0,,0,
1216,13,16,1,7042,0,,0,
1217,13,17,1,7142,0,,0,
1218,13,18,1,7242,0,,0,
1219,13,19,1,7342,0,,0,
1220,13,20,1,7441,0,,0,
1221,13,21,1,7763,0,,0,
1222,13,22,1,7874,0,,0,
1223,13,23,1,7985,0,,0,
1224,13,24,1,8096,0,,0,
1225,13,25,1,8207,0,,0,
1226,13,26,1,8318,0,,0,
1227,13,27,1,8428,0,,0,
1228,13,28,1,8539,0,,0,
1229,13,29,1,8650,0,,0,
1230,13,30,1,8761,0,,0,
1231,13,31,1,9205,0,,0,
1232,13,32,1,9327,0,,0,
1233,13,33,1,9449,0,,0,
1234,13,34,1,9571,0,,0,
1235,13,35,1,9693,0,,0,
1236,13,36,1,9815,0,,0,
1237,13,37,1,9937,0,,0,
1238,13,38,1,10059,0,,0,
1239,13,39,1,10181,0,,0,
1240,13,40,1,10303,0,,0,
1241,13,41,1,10868,0,,0,
1242,13,42,1,11001,0,,0,
1243,13,43,1,11134,0,,0,
1244,13,44,1,11267,0,,0,
1245,13,45,1,11401,0,,0,
1246,13,46,1,11534,0,,0,
1247,13,47,1,11667,0,,0,
1248,13,48,1,11800,0,,0,
1249,13,49,1,11933,0,,0,
1250,13,50,1,12066,0,,0,
1251,13,51,1,12754,0,,0,
1252,13,52,1,12898,0,,0,
1253,13,53,1,13042,0,,0,
1254,13,54,1,13186,0,,0,
1255,13,55,1,13330,0,,0,
1256,13,56,1,13474,0,,0,
1257,13,57,1,13619,0,,0,
1258,13,58,1,13763,0,,0,
1259,13,59,1,13907,0,,0,
1260,13,60,1,14051,0,,0,
1261,13,61,1,14861,0,,0,
1262,13,62,1,15016,0,,0,
1263,13,63,1,15171,0,,0,
1264,13,64,1,15326,0,,0,
1265,13,65,1,15482,0,,0,
1266,13,66,1,15637,0,,0,
1267,13,67,1,15792,0,,0,
1268,13,68,1,15947,0,,0,
1269,13,69,1,16103,0,,0,
1270,13,70,1,16258,0,,0,
1271,13,71,1,17190,0,,0,
1272,13,72,1,17356,0,,0,
1273,13,73,1,17522,0,,0,
1274,13,74,1,17689,0,,0,
1275,13,75,1,17855,0,,0,
1276,13,76,1,18021,0,,0,
1277,13,77,1,18188,0,,0,
1278,13,78,1,18354,0,,0,
1279,13,79,1,18520,0,,0,
1280,13,80,1,18687,0,,0,
1281,13,81,1,19740,0,,0,
1282,13,82,1,19918,0,,0,
1283,13,83,1,20095,0,,0,
1284,13,84,1,20273,0,,0,
1285,13,85,1,20450,0,,0,
1286,13,86,1,20627,0,,0,
1287,13,87,1,20805,0,,0,
1288,13,88,1,20982,0,,0,
1289,13,89,1,21160,0,,0,
1290,13,90,1,21337,0,,0,
1291,13,91,1,22513,0,,0,
1292,13,92,1,22701,0,,0,
1293,13,93,1,22890,0,,0,
1294,13,94,1,23078,0,,0,
1295,13,95,1,23267,0,,0,
1296,13,96,1,23455,0,,0,
1297,13,97,1,23644,0,,0,
1298,13,98,1,23832,0,,0,
1299,13,99,1,24021,0,,0,
1300,13,100,1,24209,0,,0,
1301,14,1,7,1100,8,1100,0,
1302,14,2,7,1118,8,1118,0,
1303,14,3,7,1135,8,1135,0,
1304,14,4,7,1153,8,1153,0,
1305,14,5,7,1170,8,1170,0,
1306,14,6,7,1188,8,1188,0,
1307,14,7,7,1206,8,1206,0,
1308,14,8,7,1223,8,1223,0,
1309,14,9,7,1241,8,1241,0,
1310,14,10,7,1258,8,1258,0,
1311,14,11,7,1298,8,1298,0,
1312,14,12,7,1318,8,1318,0,
1313,14,13,7,1338,8,1338,0,
1314,14,14,7,1357,8,1357,0,
1315,14,15,7,1377,8,1377,0,
1316,14,16,7,1397,8,1397,0,
1317,14,17,7,1417,8,1417,0,
1318,14,18,7,1437,8,1437,0,
1319,14,19,7,1456,8,1456,0,
1320,14,20,7,1476,8,1476,0,
1321,14,21,7,1540,8,1540,0,
1322,14,22,7,1562,8,1562,0,
1323,14,23,7,1584,8,1584,0,
1324,14,24,7,1606,8,1606,0,
1325,14,25,7,1628,8,1628,0,
1326,14,26,7,1650,8,1650,0,
1327,14,27,7,1672,8,1672,0,
1328,14,28,7,1694,8,1694,0,
1329,14,29,7,1716,8,1716,0,
1330,14,30,7,1738,8,1738,0,
1331,14,31,7,1826,8,1826,0,
1332,14,32,7,1850,8,1850,0,
1333,14,33,7,1874,8,1874,0,
1334,14,34,7,1899,8,1899,0,
1335,14,35,7,1923,8,1923,0,
1336,14,36,7,1947,8,1947,0,
1337,14,37,7,1971,8,1971,0,
1338,14,38,7,1995,8,1995,0,
1339,14,39,7,2020,8,2020,0,
1340,14,40,7,2044,8,2044,0,
1341,14,41,7,2156,8,2156,0,
1342,14,42,7,2182,8,2182,0,
1343,14,43,7,2209,8,2209,0,
1344,14,44,7,2235,8,2235,0,
1345,14,45,7,2262,8,2262,0,
1346,14,46,7,2288,8,2288,0,
1347,14,47,7,2314,8,2314,0,
1348,14,48,7,2341,8,2341,0,
1349,14,49,7,2367,8,2367,0,
1350,14,50,7,2394,8,2394,0,
1351,14,51,7,2530,8,2530,0,
1352,14,52,7,2559,8,2559,0,
1353,14,53,7,2587,8,2587,0,
1354,14,54,7,2616,8,2616,0,
1355,14,55,7,2644,8,2644,0,
1356,14,56,7,2673,8,2673,0,
1357,14,57,7,2702,8,2702,0,
1358,14,58,7,2730,8,2730,0,
1359,14,59,7,2759,8,2759,0,
1360,14,60,7,2787,8,2787,0,
1361,14,61,7,2948,8,2948,0,
1362,14,62,7,2979,8,2979,0,
1363,14,63,7,3010,8,3010,0,
1364,14,64,7,3040,8,3040,0,
1365,14,65,7,3071,8,3071,0,
1366,14,66,7,3102,8,3102,0,
1367,14,67,7,3133,8,3133,0,
1368,14,68,7,3164,8,3164,0,
1369,14,69,7,3194,8,3194,0,
1370,14,70,7,3225,8,3225,0,
1371,14,71,7,3410,8,3410,0,
1372,14,72,7,3443,8,3443,0,
1373,14,73,7,3476,8,3476,0,
1374,14,74,7,3509,8,3509,0,
1375,14,75,7,3542,8,3542,0,
1376,14,76,7,3575,8,3575,0,
1377,14,77,7,3608,8,3608,0,
1378,14,78,7,3641,8,3641,0,
1379,14,79,7,3674,8,3674,0,
1380,14,80,7,3707,8,3707,0,
1381,14,81,7,3916,8,3916,0,
1382,14,82,7,3951,8,3951,0,
1383,14,83,7,3986,8,3986,0,
1384,14,84,7,4022,8,4022,0,
1385,14,85,7,4057,8,4057,0,
1386,14,86,7,4092,8,4092,0,
1387,14,87,7,4127,8,4127,0,
1388,14,88,7,4162,8,4162,0,
1389,14,89,7,4198,8,4198,0,
1390,14,90,7,4233,8,4233,0,
1391,14,91,7,4466,8,4466,0,
1392,14,92,7,4503,8,4503,0,
1393,14,93,7,4541,8,4541,0,
1394,14,94,7,4578,8,4578,0,
1395,14,95,7,4616,8,4616,0,
1396,14,96,7,4653,8,4653,0,
1397,14,97,7,4690,8,4690,0,
1398,14,98,7,4728,8,4728,0,
1399,14,99,7,4765,8,4765,0,
1400,14,100,7,4803,8,4803,0,
1401,15,1,9,770,10,770,0,
1402,15,2,9,782,10,782,0,
1403,15,3,9,795,10,795,0,
1404,15,4,9,807,10,807,0,
1405,15,5,9,819,10,819,0,
1406,15,6,9,832,10,832,0,
1407,15,7,9,844,10,844,0,
1408,15,8,9,856,10,856,0,
1409,15,9,9,869,10,869,0,
1410,15,10,9,881,10,881,0,
1411,15,11,9,909,10,909,0,
1412,15,12,9,922,10,922,0,
1413,15,13,9,936,10,936,0,
1414,15,14,9,950,10,950,0,
1415,15,15,9,964,10,964,0,
1416,15,16,9,978,10,978,0,
1417,15,17,9,992,10,992,0,
1418,15,18,9,1006,10,1006,0,
1419,15,19,9,1019,10,1019,0,
1420,15,20,9,1033,10,1033,0,
1421,15,21,9,1078,10,1078,0,
1422,15,22,9,1093,10,1093,0,
1423,15,23,9,1109,10,1109,0,
1424,15,24,9,1124,10,1124,0,
1425,15,25,9,1140,10,1140,0,
1426,15,26,9,1155,10,1155,0,
1427,15,27,9,1170,10,1170,0,
1428,15,28,9,1186,10,1186,0,
1429,15,29,9,1201,10,1201,0,
1430,15,30,9,1217,10,1217,0,
1431,15,31,9,1278,10,1278,0,
1432,15,32,9,1295,10,1295,0,
1433,15,33,9,1312,10,1312,0,
1434,15,34,9,1329,10,1329,0,
1435,15,35,9,1346,10,1346,0,
1436,15,36,9,1363,10,1363,0,
1437,15,37,9,1380,10,1380,0,
1438,15,38,9,1397,10,1397,0,
1439,15,39,9,1414,10,1414,0,
1440,15,40,9,1431,10,1431,0,
1441,15,41,9,1509,10,1509,0,
1442,15,42,9,1528,10,1528,0,
1443,15,43,9,1546,10,1546,0,
1444,15,44,9,1565,10,1565,0,
1445,15,45,9,1583,10,1583,0,
1446,15,46,9,1602,10,1602,0,
1447,15,47,9,1620,10,1620,0,
1448,15,48,9,1639,10,1639,0,
1449,15,49,9,1657,10,1657,0,
1450,15,50,9,1676,10,1676,0,
1451,15,51,9,1771,10,1771,0,
1452,15,52,9,1791,10,1791,0,
1453,15,53,9,1811,10,1811,0,
1454,15,54,9,1831,10,1831,0,
1455,15,55,9,1851,10,1851,0,
1456,15,56,9,1871,10,1871,0,
1457,15,57,9,1891,10,1891,0,
1458,15,58,9,1911,10,1911,0,
1459,15,59,9,1931,10,1931,0,
1460,15,60,9,1951,10,1951,0,
1461,15,61,9,2064,10,2064,0,
1462,15,62,9,2085,10,2085,0,
1463,15,63,9,2107,10,2107,0,
1464,15,64,9,2128,10,2128,0,
1465,15,65,9,2150,10,2150,0,
1466,15,66,9,2171,10,2171,0,
1467,15,67,9,2193,10,2193,0,
1468,15,68,9,2215,10,2215,0,
1469,15,69,9,2236,10,2236,0,
1470,15,70,9,2258,10,2258,0,
1471,15,71,9,2387,10,2387,0,
1472,15,72,9,2410,10,2410,0,
1473,15,73,9,2433,10,2433,0,
1474,15,74,9,2456,10,2456,0,
1475,15,75,9,2479,10,2479,0,
1476,15,76,9,2503,10,2503,0,
1477,15,77,9,2526,10,2526,0,
1478,15,78,9,2549,10,2549,0,
1479,15,79,9,2572,10,2572,0,
1480,15,80,9,2595,10,2595,0,
1481,15,81,9,2741,10,2741,0,
1482,15,82,9,2766,10,2766,0,
1483,15,83,9,2790,10,2790,0,
1484,15,84,9,2815,10,2815,0,
1485,15,85,9,2840,10,2840,0,
1486,15,86,9,2864,10,2864,0,
1487,15,87,9,2889,10,2889,0,
1488,15,88,9,2914,10,2914,0,
