变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,name_vn,name_pt,name_th,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,desc1_pt,desc1_th,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,isFinal,rebirthRMB,effect,sortType,sortValue
23961,谜拟Ｑ碎片,,,騎拉帝納碎片,Giratina Shard,미믹큐 조각,Mảnh vỡ Mimikyu,Fragmento do Mimikyu,เศษ Mimikyu,config/portrait/jinglingtouxiang/img_778_mnq@.png,集齐%d个碎片可以合成#C0xE77421#谜拟Q#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#謎擬Q#C0x55504D#,Collect %d Shards to synthesize Mimikyu #C0xE77421# #C0x55504D#,Thu thập %d mảnh ghép để tổng hợp Mimikyu #C0xE77421# #C0x55504D#,%d개의 조각을 모아 미믹큐 #C0xE77421# #C0x55504D#를 합성하세요,Colecione %d fragmentos para sintetizar Mimikyu #C0xE77421# #C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง มิมิกคิว #C0xE77421# #C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},3961,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24023,索尔迦雷欧碎片,,,索爾迦雷歐碎片,Solgaleo Shard,솔가레오 조각,Mảnh Solgaleo,Fragmento de Solgaleo,เศษซากโซลกาเลโอ,config/portrait/jinglingtouxiang/img_791_sejla@.png,集齐%d个碎片可以合成#C0xE77421#索尔迦雷欧#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#索爾迦雷歐#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Solgaleo#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Solgaleo#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#솔가레오#C0x55504D#를 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Solgaleo#C0x55504D#,รวบรวมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#โซลกาเลโอ#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=30},4023,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24024,露奈雅拉碎片,,,萊希拉姆碎片,Reshiram Shard,루나아라 조각,Mảnh Lunala,Fragmento de Lunala,เศษลูนาลา,config/portrait/jinglingtouxiang/img_792_lnyl@.png,集齐%d个碎片可以合成#C0xE77421#露奈雅拉#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#露奈雅拉#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Lunala#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Lunala#C0x55504D#,%d개의 조각을 모아 #C0xE77421#루나아라#C0x55504D#를 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Lunala#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#ลูนาลา#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=15},4024,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24031,虚吾伊德碎片,,,捷克羅姆碎片,Zekrom Shard,슈 우 이 드 조각,Mảnh vỡ Xu Wu Yi De,Fragmento de Xu Wu Yi De,เศษ Xu Wu Yi De,config/portrait/jinglingtouxiang/img_793_xwyd@.png,集齐%d个碎片可以合成#C0xE77421#虚吾伊德#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#虛吾伊德#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Xuwu Yide#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Xuwu Yide#C0x55504D#,%d개의 조각을 모아 #C0xE77421#허우 이드#C0x55504D#를 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Xuwu Yide#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#虛吾伊德#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4031,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24051,费洛美螂碎片,,,蓋諾賽克特碎片,Genesect Shard,파라글리프 조각,Mảnh vỡ Pharoglyph,Fragmento de Pharoglyph,เศษ Pharoglyph,config/portrait/jinglingtouxiang/img_795_flml@.png,集齐%d个碎片可以合成#C0xE77421#费洛美螂#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#費洛美螂#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Ferrothorn#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Ferrothorn#C0x55504D#,%d개의 조각을 모아 #C0xE77421#페로코체#C0x55504D#를 합성하세요.,Colecione %d Fragmentos para sintetizar #C0xE77421#Ferrothorn#C0x55504D#,รวบรวมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#เฟอร์โรธอร์น#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4051,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24071,铁火辉夜碎片,,,酋雷姆碎片,Kyurem Shard,철화 휴가 조각,Mảnh vỡ Huyết Hỏa Hyuga,Fragmento de Hyuga Fogo de Ferro,เศษเสี้ยวไฮคุยะไฟเหล็ก,config/portrait/jinglingtouxiang/img_797_thhy@.png,集齐%d个碎片可以合成#C0xE77421#铁火辉夜#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#鐵火輝夜#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Ironfire Hinata#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Hinata Thép Lửa#C0x55504D#,%d개의 조각을 모아 #C0xE77421#철화 히나타#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Hinata Ferro e Fogo#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#ฮินาตะไฟโลหะ#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4071,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24081,纸御剑碎片,,,懲戒胡帕碎片,Hoopa Confined Shard,종이 부적 검 조각,Mảnh kiếm giấy phù chú,Fragmento de Espada de Talismã de Papel,เศษดาบกระดาษ,config/portrait/jinglingtouxiang/img_798_zyj@.png,集齐%d个碎片可以合成#C0xE77421#纸御剑#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#紙御劍#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Paper Sword#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Kiếm Giấy#C0x55504D#,%d개의 조각을 모아 #C0xE77421#종이 검#C0x55504D#을 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Espada de Papel#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#กระดาษดาบ#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4081,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24101,奈克洛兹玛碎片,,,蓋諾賽克特碎片,Genesect Shard,네크로즈마 조각,Mảnh Necrozma,Fragmento de Necrozma,เศษเนโครซมา,config/portrait/jinglingtouxiang/img_800_nklzm@.png,集齐%d个碎片可以合成#C0xE77421#奈克洛兹玛#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#奈克洛茲瑪#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Necrozma#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Necrozma#C0x55504D#,%d개의 조각을 모아 #C0xE77421#네크로즈마#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Necrozma#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#เนโครซึมมา#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=15},4101,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24111,玛机雅娜碎片,,,索爾迦雷歐碎片,Solgaleo Shard,마키나 조각,Mảnh vỡ Machina,Fragmento de Machina,เศษ Machina,config/portrait/jinglingtouxiang/img_801_mjyn@.png,集齐%d个碎片可以合成#C0xE77421#玛机雅娜#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#瑪機雅娜#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Magearna#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Magearna#C0x55504D#,%d개의 조각을 모아 #C0xE77421#마기아나#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Magearna#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#มาเจอน่า#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=15},4111,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24121,玛夏多碎片,,,美錄坦碎片,Machado Shard,마샤도 조각,Mảnh vỡ Machado,Fragmento Machado,เศษแมคคาโด,config/portrait/jinglingtouxiang/img_802_mxd@.png,集齐%d个碎片可以合成#C0xE77421#玛夏多#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#瑪夏多#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Marshadow#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Marshadow#C0x55504D#,%d개의 조각을 모아 #C0xE77421#마섀도우#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Marshadow#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#มาร์ชาโดว์#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=15},4121,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24131,毒贝比碎片,,,毒貝比碎片,Poipole Shard,독 베이비 조각,Mảnh vỡ Baby Poison,Fragmento do Baby Veneno,เศษ Baby พิษ,config/portrait/jinglingtouxiang/img_803_dbb@.png,集齐%d个碎片可以合成#C0xE77421#毒贝比#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#毒貝比#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Toxic Baby#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Toxic Baby#C0x55504D#,%d개의 조각을 모아 #C0xE77421#독 베이비#C0x55504D#를 합성하세요.,Colecione %d Fragmentos para sintetizar #C0xE77421#Bebê Tóxico#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#ท็อกซิกเบเบ้#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},4131,50,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=huang_effect_loop},0,0
24141,垒磊石碎片,,,伊裴爾塔爾碎片,Yveltal Shard,돌 파편,Mảnh đá vụn,Fragmentos de rocha,เศษหิน,config/portrait/jinglingtouxiang/img_805_lls@.png,集齐%d个碎片可以合成#C0xE77421#垒磊石#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#壘磊石#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Leilei Stone#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Đá Leilei#C0x55504D#,%d개의 조각을 모아 #C0xE77421#레이레이 스톤#C0x55504D#을 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Pedra Leilei#C0x55504D#,รวบรวมเศษ%d ชิ้นเพื่อสังเคราะห์ #C0xE77421#หินเลย์เลย์#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4141,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24151,砰头小丑碎片,,,時拉比碎片,Celebi Shard,머리 쿵하는 광대 조각,Mảnh vỡ chú hề đập đầu,Fragmento do Palhaço Cabeça-de-Bate,เศษชิ้นส่วนตัวตลกหัวกระแทก,config/portrait/jinglingtouxiang/img_806_ptxc@.png,集齐%d个碎片可以合成#C0xE77421#砰头小丑#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#砰頭小丑#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Bang-Head Clown#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Chú hề đập đầu#C0x55504D#,%d개의 조각을 모아 #C0xE77421#머리 쿵하는 광대#C0x55504D#를 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Palhaço Cabeça-de-Bang#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#ตัวตลกหัวกระแทก#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,0,502,{coin5=15},4151,80,99999,<1>,<3>,1000,FALSE,shop-16,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
24161,捷拉奥拉碎片,,,捷拉奧拉碎片,Zeraora Shard,제라오라 조각,Mảnh Zeraora,Fragmento de Zeraora,เศษซากเซราโอรา,config/portrait/jinglingtouxiang/img_807_jlal@.png,集齐%d个碎片可以合成#C0xE77421#捷拉奥拉#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#捷拉奧拉#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Zeraora#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Zeraora#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#제라오라#C0x55504D#를 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Zeraora#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อรวมเป็น #C0xE77421#เซราโอรา#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,6,1,0,521,{coin5=30},4161,80,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
