变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,isWorldEnter,chapterType,res,baseMap,describe,ownerId,openLevel,seq,heroMapId,nightmareMapId,starAwardConds,starAwardIDs
213,废弃城市,廢棄城市,Abandoned City,Thành phố Bị bỏ hoang,버려진 도시,Cidade Abandonada,เมืองร้าง,FALSE,3,GKDT_ptgk3.json,city/gate/map/img_fqcs.png,,1,49,<30301;30302>,,,<0;0;6>,<0;0;6521>
214,度假岛,度假島,Resort Island,Đảo Nghỉ dưỡng,휴양섬,Ilha Resort,เกาะพักร้อน,FALSE,3,GKDT_ptgk4.json,city/gate/map/img_djd.png,,1,50,<30401;30402>,,,<0;0;6>,<0;0;6531>
215,砂石镇,砂石鎮,Sandstone Town,Thị trấn Cát Sỏi,모래돌 마을,Vila Sandstone,เมืองหินทราย,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_xbxz.png,,1,51,<30501;30502>,,,<0;0;6>,<0;0;6541>
216,雪原,雪原,Snowfield,Cánh đồng Tuyết,설원,Campo de Neve,ทุ่งหิมะ,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_spcj.png,,1,52,<30601;30602;30603>,,,<0;0;9>,<0;0;6551>
217,波尼岛,波尼島,Poni Island,Đảo Poni,포니섬,Ilha Poni,เกาะโพนี,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_bnd.png,,1,53,<30701;30702;30703>,,,<0;0;9>,<0;0;6561>
218,乌拉乌拉岛,烏拉烏拉島,Ula'ula Island,Đảo Ula'ula,울라울라섬,Ilha Ula'ula,เกาะอุลาอุลา,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_gbxs.png,,1,54,<30801;30802;30803>,,,<0;0;9>,<0;0;6571>
219,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,FALSE,3,GKDT_ptgk1.json,city/gate/map/img_akld.png,,1,55,<30901;30902;30903>,,,<0;0;9>,<0;0;6581>
220,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,FALSE,3,GKDT_ptgk2.json,city/gate/map/img_mlmld.png,,1,55,<31001;31002;31003>,,,<0;0;9>,<0;0;6591>
221,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,FALSE,3,GKDT_ptgk3.json,city/gate/map/img_alldqxx.png,,1,60,<31101;31102;31103;31104>,,,<0;0;12>,<0;0;6601>
222,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,FALSE,3,GKDT_ptgk4.json,city/gate/map/img_llajdhz.png,,1,60,<31201;31202;31203;31204>,,,<0;0;12>,<0;0;6611>
223,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_dzktq.png,,1,60,<31301;31302;31303;31304>,,,<0;0;12>,<0;0;6621>
224,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_yzs.png,,1,65,<31401;31402;31403;31404>,,,<0;0;12>,<0;0;6631>
225,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_jt.png,,1,65,<31501;31502;31503;31504>,,,<0;0;12>,<0;0;6641>
226,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_by.png,,1,70,<31601;31602;31603;31604>,,,<0;0;12>,<0;0;6651>
227,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_yly.png,,1,75,<31701;31702;31703;31704>,,,<0;0;12>,<0;0;6661>
228,饲育家学校,培育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_syjxx.png,,1,80,<31801;31802;31803;31804;31805>,,,<0;0;15>,<0;0;6671>
229,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_mxt.png,,1,85,<31901;31902;31903;31904;31905>,,,<0;0;15>,<0;0;6681>
230,暗影山,暗影山,Shadow Mountain,Núi Bóng tối,그림자 산,Montanha das Sombras,ภูเขาเงา,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_ays.png,,1,90,<32001;32002;32003;32004;32005>,,,<0;0;15>,<0;0;6691>
231,香薰市,香薰市,Aromassee,Thành phố Aromassee,아로마시티,Aromassee,เมืองอโรมัสซี,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_xxs.png,,1,95,<32101;32102;32103;32104;32105>,,,<0;0;15>,<0;0;6701>
232,枯叶市,枯葉市,Vermilion City,Thành phố Vermilion,갈색시티,Cidade de Vermilion,เมืองคุจิบะ,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_kys.png,,1,100,<32201;32202;32203;32204;32205>,,,<0;0;15>,<0;0;6711>
233,孔普斯镇,孔普斯鎮,Compus Town,Thị trấn Compus,콤푸스 마을,Vila Compus,เมืองคอมปัส,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_yly.png,,1,105,<32301;32302;32303;32304>,,,<0;0;12>,<0;0;6712>
234,灯火市,燈火市,Lumiose City,Thành phố Lumiose,미르시티,Cidade de Lumiose,เมืองมิอาร์,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_syjxx.png,,1,110,<32401;32402;32403;32404;32405>,,,<0;0;15>,<0;0;6713>
235,加布月镇,加布月鎮,Gabumoon Town,Thị trấn Gabumoon,가부문 마을,Vila Gabumoon,เมืองกาบุมูน,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_mxt.png,,1,115,<32501;32502;32503;32504;32505>,,,<0;0;15>,<0;0;6714>
236,菜草镇,菜草鎮,Greensod Town,Thị trấn Greensod,채초 마을,Vila Greensod,เมืองไช่เฉ่า,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_ays.png,,1,120,<32601;32602;32603;32604;32605>,,,<0;0;15>,<0;0;6715>
237,钟探镇,鐘探鎮,Bellchime Town,Thị trấn Bellchime,종탐 마을,Vila Bellchime,เมืองจงท่าน,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_xxs.png,,1,125,<32701;32702;32703;32704;32705>,,,<0;0;15>,<0;0;6716>
238,马拉町,馬拉町,Mela Town,Thị trấn Mela,마라 마을,Vila Mela,เมืองมาระ,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_kys.png,,1,130,<32801;32802;32803;32804;32805>,,,<0;0;15>,<0;0;6717>
239,焰摩镇,焰摩鎮,Flamora Town,Thị trấn Flamora,염마 마을,Vila Flamora,เมืองเฟลมโมรา,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_syjxx.png,,1,135,<32901;32902;32903;32904;32905>,,,<0;0;15>,<0;0;6718>
240,冻冻镇,凍凍鎮,Frozefield Town,Thị trấn Frozefield,동동 마을,Vila Frozefield,เมืองโฟรซฟิลด์,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_mxt.png,,1,140,<33001;33002;33003;33004;33005>,,,<0;0;15>,<0;0;6719>
241,宴宿镇,宴宿鎮,Festa Town,Thị trấn Festa,연숙 마을,Vila Festa,เมืองเฟสต้า,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_ays.png,,1,145,<33101;33102;33103;33104;33105>,,,<0;0;15>,<0;0;6720>
242,白铸镇,白鑄鎮,Blancast Town,Thị trấn Blancast,백주 마을,Vila Blancast,เมืองบลองคาสต์,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_xxs.png,,1,150,<33201;33202;33203;33204;33205>,,,<0;0;15>,<0;0;6721>
243,安溪镇,安溪鎮,Anxi Town,Thị trấn Anxi,안계 마을,Vila Anxi,เมืองอันซี,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_kys.png,,1,155,<33301;33302;33303;33304;33305>,,,<0;0;15>,<0;0;6722>
244,橙花学院,橙花學院,Naranja Academy,Học viện Naranja,오렌지아카데미,Academia Laranja,สถาบันอคาเดมีส้ม,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_yly.png,,1,160,<33401;33402;33403;33404>,,,<0;0;12>,<0;0;6723>
245,橙华镇,橙華市,Petalburg City,Thành phố Petalburg,등화도시,Cidade de Petalburg,เมืองโทกะ,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_syjxx.png,,1,165,<33501;33502;33503;33504;33505>,,,<0;0;15>,<0;0;6724>
246,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_mxt.png,,1,170,<33601;33602;33603;33604;33605>,,,<0;0;15>,<0;0;6725>
247,水影镇,水影鎮,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_ays.png,,1,175,<33701;33702;33703;33704;33705>,,,<0;0;15>,<0;0;6726>
248,烤烟镇,烤煙鎮,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_xxs.png,,1,180,<33801;33802;33803;33804;33805>,,,<0;0;15>,<0;0;6727>
249,苍星镇,蒼星鎮,Azuresky Town,Thị trấn Azuresky,창성 마을,Vila Azuresky,เมืองอะซูรสกาย,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_kys.png,,1,185,<33901;33902;33903;33904;33905>,,,<0;0;15>,<0;0;6728>
250,松针镇,松針鎮,Pinetip Town,Thị trấn Pinetip,송침 마을,Vila Pinetip,เมืองไพน์ทิป,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_syjxx.png,,1,190,<34001;34002;34003;34004;34005>,,,<0;0;15>,<0;0;6729>
251,湖天城,湖天城,Lacuna City,Thành phố Lacuna,호천성,Cidade de Lacuna,เมืองลาคูนา,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_mxt.png,,1,195,<34101;34102;34103;34104;34105>,,,<0;0;15>,<0;0;6730>
252,山葵镇,山葵鎮,Wasabi Town,Thị trấn Wasabi,와사비 마을,Vila Wasabi,เมืองวาซาบิ,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_ays.png,,1,200,<34201;34202;34203;34204;34205>,,,<0;0;15>,<0;0;6731>
253,韵律镇,韻律鎮,Rhythm Town,Thị trấn Rhythm,운율 마을,Vila Rhythm,เมืองริทึม,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_xxs.png,,1,205,<34301;34302;34303;34304;34305>,,,<0;0;15>,<0;0;6732>
254,斗士镇,鬥士鎮,Fighter Town,Thị trấn Fighter,투사 마을,Vila Fighter,เมืองไฟท์เตอร์,FALSE,3,GKDT_ptgk13.json,city/gate/map/img_kys.png,,1,210,<34401;34402;34403;34404;34405>,,,<0;0;15>,<0;0;6733>
255,北上镇,北上鎮,Kitakami,Kitakami,북신 마을,Kitakami,คิตาคามิ,FALSE,3,GKDT_ptgk5.json,city/gate/map/img_yly.png,,1,215,<34501;34502;34503;34504>,,,<0;0;12>,<0;0;6734>
