变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
604,,80132,{11=1.1},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
605,,80132,{11=1.1},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
606,,80132,{11=1.1},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
607,,80132,{11=1.1},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
608,,80132,{11=1.1},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
609,,80132,{11=1.1},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
610,,80132,{11=1.1},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
611,,80132,{11=1.1},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
612,,80132,{11=1.1},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
613,,80133,{11=1.1},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
614,,80133,{11=1.1},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
615,,80133,{11=1.1},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
616,,80133,{11=1.1},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
617,,80133,{11=1.1},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
618,,80133,{11=1.1},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
619,,80133,{11=1.1},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
620,,80133,{11=1.1},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
621,,80133,{11=1.1},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
622,,80133,{11=1.1},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
623,,80133,{11=1.1},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
624,,80133,{11=1.1},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
625,,80134,{11=2.7},1,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
626,,80134,{11=2.7},2,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
627,,80134,{11=2.7},3,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
628,,80134,{11=2.7},4,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
629,,80134,{11=2.7},5,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
630,,80134,{11=2.7},6,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
631,,80134,{11=2.7},7,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
632,,80134,{11=2.7},8,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
633,,80134,{11=2.7},9,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
634,,80134,{11=2.7},10,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
635,,80134,{11=2.7},11,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
636,,80134,{11=2.7},12,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
637,,80135,{},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
638,,80135,{},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
639,,80135,{},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
640,,80135,{},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
641,,80135,{},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
642,,80135,{},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
643,,80135,{},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
644,,80135,{},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
645,,80135,{},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
646,,80135,{},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
647,,80135,{},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
648,,80135,{},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
649,,80136,{},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
650,,80136,{},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
651,,80136,{},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
652,,80136,{},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
653,,80136,{},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
654,,80136,{},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
655,,80136,{},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
656,,80136,{},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
657,,80136,{},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
658,,80136,{},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
659,,80136,{},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
660,,80136,{},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
661,,80141,{11=1.3},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
662,,80141,{11=1.3},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
663,,80141,{11=1.3},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
664,,80141,{11=1.3},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
665,,80141,{11=1.3},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
666,,80141,{11=1.3},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
667,,80141,{11=1.3},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
668,,80141,{11=1.3},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
669,,80141,{11=1.3},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
670,,80141,{11=1.3},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
671,,80141,{11=1.3},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
672,,80141,{11=1.3},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
673,,80142,{11=1.1},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
674,,80142,{11=1.1},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
675,,80142,{11=1.1},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
676,,80142,{11=1.1},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
677,,80142,{11=1.1},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
678,,80142,{11=1.1},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
679,,80142,{11=1.1},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
680,,80142,{11=1.1},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
681,,80142,{11=1.1},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
682,,80142,{11=1.1},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
683,,80142,{11=1.1},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
684,,80142,{11=1.1},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
685,,80143,{11=1.1},1,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
686,,80143,{11=1.1},2,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
687,,80143,{11=1.1},3,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
688,,80143,{11=1.1},4,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
689,,80143,{11=1.1},5,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
690,,80143,{11=1.1},6,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
691,,80143,{11=1.1},7,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
692,,80143,{11=1.1},8,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
693,,80143,{11=1.1},9,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
694,,80143,{11=1.1},10,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
695,,80143,{11=1.1},11,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
696,,80143,{11=1.1},12,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
697,,80144,{},1,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
698,,80144,{},2,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
699,,80144,{},3,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
700,,80144,{},4,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
701,,80144,{},5,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
702,,80144,{},6,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
703,,80144,{},7,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
704,,80144,{},8,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
705,,80144,{},9,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
706,,80144,{},10,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
707,,80144,{},11,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
708,,80144,{},12,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
709,,80145,{},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
710,,80145,{},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
711,,80145,{},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
712,,80145,{},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
713,,80145,{},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
714,,80145,{},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
715,,80145,{},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
716,,80145,{},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
717,,80145,{},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
718,,80145,{},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
719,,80145,{},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
720,,80145,{},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
721,,80146,{},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
722,,80146,{},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
723,,80146,{},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
724,,80146,{},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
725,,80146,{},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
726,,80146,{},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
727,,80146,{},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
728,,80146,{},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
729,,80146,{},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
730,,80146,{},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
731,,80146,{},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
732,,80146,{},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
