变量名,_beizhu,count,award,drawType
默认值,,0,{},0
ID,备注,计数,奖励,抽卡类型（1 活动限制的抽卡2钻石抽卡3芯片代币及钻石抽卡）
10279,,9300,{14=30;925=1;gold=300000},1
10280,,9330,{502=5;gold=300000;14=30},1
10281,,9360,{502=5;gold=300000;14=30},1
10282,,9400,{14=30;925=1;gold=300000},1
10283,,9430,{502=5;gold=300000;14=30},1
10284,,9460,{502=5;gold=300000;14=30},1
10285,,9500,{14=30;925=1;gold=300000},1
10286,,9530,{502=5;gold=300000;14=30},1
10287,,9560,{502=5;gold=300000;14=30},1
10288,,9600,{14=30;925=1;gold=300000},1
10289,,9630,{502=5;gold=300000;14=30},1
10290,,9660,{502=5;gold=300000;14=30},1
10291,,9700,{14=30;925=1;gold=300000},1
10292,,9730,{502=5;gold=300000;14=30},1
10293,,9760,{502=5;gold=300000;14=30},1
10294,,9800,{14=30;925=1;gold=300000},1
10295,,9830,{502=5;gold=300000;14=30},1
10296,,9860,{502=5;gold=300000;14=30},1
10297,,9900,{14=30;925=1;gold=300000},1
10298,,9930,{502=5;gold=300000;14=30},1
10299,,9960,{502=5;gold=300000;14=30},1
10300,,10000,{14=30;925=1;gold=300000},1
20001,,100,{7323=1;gold=300000;121=5},6
20002,,200,{7323=1;gold=300000;121=5},6
20003,,300,{7324=1;121=5;gold=300000},6
20004,,400,{7323=1;gold=300000;121=5},6
20005,,500,{7323=1;gold=300000;121=5},6
20006,,600,{7324=1;121=5;gold=300000},6
20007,,700,{7323=1;gold=300000;121=5},6
20008,,800,{7323=1;gold=300000;121=5},6
20009,,900,{7324=1;121=5;gold=300000},6
20010,,1000,{7323=1;gold=300000;121=5},6
20011,,1100,{7323=1;gold=300000;121=5},6
20012,,1200,{7324=1;121=5;gold=300000},6
20013,,1300,{7323=1;gold=300000;121=5},6
20014,,1400,{7323=1;gold=300000;121=5},6
20015,,1500,{7324=1;121=5;gold=300000},6
20016,,1600,{7323=1;gold=300000;121=5},6
20017,,1700,{7323=1;gold=300000;121=5},6
20018,,1800,{7324=1;121=5;gold=300000},6
20019,,1900,{7323=1;gold=300000;121=5},6
20020,,2000,{7323=1;gold=300000;121=5},6
20021,,2100,{7324=1;121=5;gold=300000},6
20022,,2200,{7323=1;gold=300000;121=5},6
20023,,2300,{7323=1;gold=300000;121=5},6
20024,,2400,{7324=1;121=5;gold=300000},6
20025,,2500,{7323=1;gold=300000;121=5},6
20026,,2600,{7323=1;gold=300000;121=5},6
20027,,2700,{7324=1;121=5;gold=300000},6
20028,,2800,{7323=1;gold=300000;121=5},6
20029,,2900,{7323=1;gold=300000;121=5},6
20030,,3000,{7324=1;121=5;gold=300000},6
20031,,3100,{7323=1;gold=300000;121=5},6
20032,,3200,{7323=1;gold=300000;121=5},6
20033,,3300,{7324=1;121=5;gold=300000},6
20034,,3400,{7323=1;gold=300000;121=5},6
20035,,3500,{7323=1;gold=300000;121=5},6
20036,,3600,{7324=1;121=5;gold=300000},6
20037,,3700,{7323=1;gold=300000;121=5},6
20038,,3800,{7323=1;gold=300000;121=5},6
20039,,3900,{7324=1;121=5;gold=300000},6
20040,,4000,{7323=1;gold=300000;121=5},6
20041,,4100,{7323=1;gold=300000;121=5},6
20042,,4200,{7324=1;121=5;gold=300000},6
20043,,4300,{7323=1;gold=300000;121=5},6
20044,,4400,{7323=1;gold=300000;121=5},6
20045,,4500,{7324=1;121=5;gold=300000},6
20046,,4600,{7323=1;gold=300000;121=5},6
20047,,4700,{7323=1;gold=300000;121=5},6
20048,,4800,{7324=1;121=5;gold=300000},6
20049,,4900,{7323=1;gold=300000;121=5},6
20050,,5000,{7323=1;gold=300000;121=5},6
20051,,5100,{7324=1;121=5;gold=300000},6
20052,,5200,{7323=1;gold=300000;121=5},6
20053,,5300,{7323=1;gold=300000;121=5},6
20054,,5400,{7324=1;121=5;gold=300000},6
20055,,5500,{7323=1;gold=300000;121=5},6
20056,,5600,{7323=1;gold=300000;121=5},6
20057,,5700,{7324=1;121=5;gold=300000},6
20058,,5800,{7323=1;gold=300000;121=5},6
20059,,5900,{7323=1;gold=300000;121=5},6
20060,,6000,{7324=1;121=5;gold=300000},6
20061,,6100,{7323=1;gold=300000;121=5},6
20062,,6200,{7323=1;gold=300000;121=5},6
20063,,6300,{7324=1;121=5;gold=300000},6
20064,,6400,{7323=1;gold=300000;121=5},6
20065,,6500,{7323=1;gold=300000;121=5},6
20066,,6600,{7324=1;121=5;gold=300000},6
20067,,6700,{7323=1;gold=300000;121=5},6
20068,,6800,{7323=1;gold=300000;121=5},6
20069,,6900,{7324=1;121=5;gold=300000},6
20070,,7000,{7323=1;gold=300000;121=5},6
20071,,7100,{7323=1;gold=300000;121=5},6
20072,,7200,{7324=1;121=5;gold=300000},6
20073,,7300,{7323=1;gold=300000;121=5},6
20074,,7400,{7323=1;gold=300000;121=5},6
20075,,7500,{7324=1;121=5;gold=300000},6
20076,,7600,{7323=1;gold=300000;121=5},6
20077,,7700,{7323=1;gold=300000;121=5},6
20078,,7800,{7324=1;121=5;gold=300000},6
20079,,7900,{7323=1;gold=300000;121=5},6
20080,,8000,{7323=1;gold=300000;121=5},6
20081,,8100,{7324=1;121=5;gold=300000},6
20082,,8200,{7323=1;gold=300000;121=5},6
20083,,8300,{7323=1;gold=300000;121=5},6
20084,,8400,{7324=1;121=5;gold=300000},6
20085,,8500,{7323=1;gold=300000;121=5},6
20086,,8600,{7323=1;gold=300000;121=5},6
20087,,8700,{7324=1;121=5;gold=300000},6
20088,,8800,{7323=1;gold=300000;121=5},6
20089,,8900,{7323=1;gold=300000;121=5},6
20090,,9000,{7324=1;121=5;gold=300000},6
20091,,9100,{7323=1;gold=300000;121=5},6
20092,,9200,{7323=1;gold=300000;121=5},6
20093,,9300,{7324=1;121=5;gold=300000},6
20094,,9400,{7323=1;gold=300000;121=5},6
20095,,9500,{7323=1;gold=300000;121=5},6
20096,,9600,{7324=1;121=5;gold=300000},6
20097,,9700,{7323=1;gold=300000;121=5},6
20098,,9800,{7323=1;gold=300000;121=5},6
20099,,9900,{7324=1;121=5;gold=300000},6
20100,,10000,{7323=1;gold=300000;121=5},6
20101,,10100,{7323=1;gold=300000;121=5},6
20102,,10200,{7324=1;121=5;gold=300000},6
20103,,10300,{7323=1;gold=300000;121=5},6
20104,,10400,{7323=1;gold=300000;121=5},6
20105,,10500,{7324=1;121=5;gold=300000},6
20106,,10600,{7323=1;gold=300000;121=5},6
20107,,10700,{7323=1;gold=300000;121=5},6
20108,,10800,{7324=1;121=5;gold=300000},6
20109,,10900,{7323=1;gold=300000;121=5},6
20110,,11000,{7323=1;gold=300000;121=5},6
20111,,11100,{7324=1;121=5;gold=300000},6
20112,,11200,{7323=1;gold=300000;121=5},6
20113,,11300,{7323=1;gold=300000;121=5},6
20114,,11400,{7324=1;121=5;gold=300000},6
20115,,11500,{7323=1;gold=300000;121=5},6
20116,,11600,{7323=1;gold=300000;121=5},6
20117,,11700,{7324=1;121=5;gold=300000},6
20118,,11800,{7323=1;gold=300000;121=5},6
20119,,11900,{7323=1;gold=300000;121=5},6
20120,,12000,{7324=1;121=5;gold=300000},6
20121,,12100,{7323=1;gold=300000;121=5},6
20122,,12200,{7323=1;gold=300000;121=5},6
20123,,12300,{7324=1;121=5;gold=300000},6
20124,,12400,{7323=1;gold=300000;121=5},6
20125,,12500,{7323=1;gold=300000;121=5},6
20126,,12600,{7324=1;121=5;gold=300000},6
20127,,12700,{7323=1;gold=300000;121=5},6
20128,,12800,{7323=1;gold=300000;121=5},6
20129,,12900,{7324=1;121=5;gold=300000},6
20130,,13000,{7323=1;gold=300000;121=5},6
20131,,13100,{7323=1;gold=300000;121=5},6
20132,,13200,{7324=1;121=5;gold=300000},6
20133,,13300,{7323=1;gold=300000;121=5},6
20134,,13400,{7323=1;gold=300000;121=5},6
20135,,13500,{7324=1;121=5;gold=300000},6
20136,,13600,{7323=1;gold=300000;121=5},6
20137,,13700,{7323=1;gold=300000;121=5},6
20138,,13800,{7324=1;121=5;gold=300000},6
20139,,13900,{7323=1;gold=300000;121=5},6
20140,,14000,{7323=1;gold=300000;121=5},6
20141,,14100,{7324=1;121=5;gold=300000},6
20142,,14200,{7323=1;gold=300000;121=5},6
20143,,14300,{7323=1;gold=300000;121=5},6
20144,,14400,{7324=1;121=5;gold=300000},6
20145,,14500,{7323=1;gold=300000;121=5},6
20146,,14600,{7323=1;gold=300000;121=5},6
20147,,14700,{7324=1;121=5;gold=300000},6
20148,,14800,{7323=1;gold=300000;121=5},6
20149,,14900,{7323=1;gold=300000;121=5},6
20150,,15000,{7324=1;121=5;gold=300000},6
20151,,15100,{7323=1;gold=300000;121=5},6
20152,,15200,{7323=1;gold=300000;121=5},6
20153,,15300,{7324=1;121=5;gold=300000},6
20154,,15400,{7323=1;gold=300000;121=5},6
20155,,15500,{7323=1;gold=300000;121=5},6
20156,,15600,{7324=1;121=5;gold=300000},6
20157,,15700,{7323=1;gold=300000;121=5},6
20158,,15800,{7323=1;gold=300000;121=5},6
20159,,15900,{7324=1;121=5;gold=300000},6
20160,,16000,{7323=1;gold=300000;121=5},6
20161,,16100,{7323=1;gold=300000;121=5},6
20162,,16200,{7324=1;121=5;gold=300000},6
20163,,16300,{7323=1;gold=300000;121=5},6
20164,,16400,{7323=1;gold=300000;121=5},6
20165,,16500,{7324=1;121=5;gold=300000},6
20166,,16600,{7323=1;gold=300000;121=5},6
20167,,16700,{7323=1;gold=300000;121=5},6
20168,,16800,{7324=1;121=5;gold=300000},6
20169,,16900,{7323=1;gold=300000;121=5},6
20170,,17000,{7323=1;gold=300000;121=5},6
20171,,17100,{7324=1;121=5;gold=300000},6
20172,,17200,{7323=1;gold=300000;121=5},6
20173,,17300,{7323=1;gold=300000;121=5},6
20174,,17400,{7324=1;121=5;gold=300000},6
20175,,17500,{7323=1;gold=300000;121=5},6
20176,,17600,{7323=1;gold=300000;121=5},6
20177,,17700,{7324=1;121=5;gold=300000},6
20178,,17800,{7323=1;gold=300000;121=5},6
20179,,17900,{7323=1;gold=300000;121=5},6
20180,,18000,{7324=1;121=5;gold=300000},6
20181,,18100,{7323=1;gold=300000;121=5},6
20182,,18200,{7323=1;gold=300000;121=5},6
20183,,18300,{7324=1;121=5;gold=300000},6
20184,,18400,{7323=1;gold=300000;121=5},6
20185,,18500,{7323=1;gold=300000;121=5},6
20186,,18600,{7324=1;121=5;gold=300000},6
20187,,18700,{7323=1;gold=300000;121=5},6
20188,,18800,{7323=1;gold=300000;121=5},6
20189,,18900,{7324=1;121=5;gold=300000},6
20190,,19000,{7323=1;gold=300000;121=5},6
20191,,19100,{7323=1;gold=300000;121=5},6
20192,,19200,{7324=1;121=5;gold=300000},6
20193,,19300,{7323=1;gold=300000;121=5},6
20194,,19400,{7323=1;gold=300000;121=5},6
20195,,19500,{7324=1;121=5;gold=300000},6
20196,,19600,{7323=1;gold=300000;121=5},6
20197,,19700,{7323=1;gold=300000;121=5},6
20198,,19800,{7324=1;121=5;gold=300000},6
20199,,19900,{7323=1;gold=300000;121=5},6
20200,,20000,{7323=1;gold=300000;121=5},6
20201,,20100,{7324=1;121=5;gold=300000},6
20202,,20200,{7323=1;gold=300000;121=5},6
20203,,20300,{7323=1;gold=300000;121=5},6
20204,,20400,{7324=1;121=5;gold=300000},6
20205,,20500,{7323=1;gold=300000;121=5},6
20206,,20600,{7323=1;gold=300000;121=5},6
20207,,20700,{7324=1;121=5;gold=300000},6
20208,,20800,{7323=1;gold=300000;121=5},6
20209,,20900,{7323=1;gold=300000;121=5},6
20210,,21000,{7324=1;121=5;gold=300000},6
20211,,21100,{7323=1;gold=300000;121=5},6
20212,,21200,{7323=1;gold=300000;121=5},6
20213,,21300,{7324=1;121=5;gold=300000},6
20214,,21400,{7323=1;gold=300000;121=5},6
20215,,21500,{7323=1;gold=300000;121=5},6
20216,,21600,{7324=1;121=5;gold=300000},6
20217,,21700,{7323=1;gold=300000;121=5},6
20218,,21800,{7323=1;gold=300000;121=5},6
20219,,21900,{7324=1;121=5;gold=300000},6
20220,,22000,{7323=1;gold=300000;121=5},6
20221,,22100,{7323=1;gold=300000;121=5},6
20222,,22200,{7324=1;121=5;gold=300000},6
20223,,22300,{7323=1;gold=300000;121=5},6
20224,,22400,{7323=1;gold=300000;121=5},6
20225,,22500,{7324=1;121=5;gold=300000},6
20226,,22600,{7323=1;gold=300000;121=5},6
20227,,22700,{7323=1;gold=300000;121=5},6
20228,,22800,{7324=1;121=5;gold=300000},6
20229,,22900,{7323=1;gold=300000;121=5},6
20230,,23000,{7323=1;gold=300000;121=5},6
20231,,23100,{7324=1;121=5;gold=300000},6
20232,,23200,{7323=1;gold=300000;121=5},6
20233,,23300,{7323=1;gold=300000;121=5},6
20234,,23400,{7324=1;121=5;gold=300000},6
20235,,23500,{7323=1;gold=300000;121=5},6
20236,,23600,{7323=1;gold=300000;121=5},6
20237,,23700,{7324=1;121=5;gold=300000},6
20238,,23800,{7323=1;gold=300000;121=5},6
20239,,23900,{7323=1;gold=300000;121=5},6
20240,,24000,{7324=1;121=5;gold=300000},6
20241,,24100,{7323=1;gold=300000;121=5},6
20242,,24200,{7323=1;gold=300000;121=5},6
20243,,24300,{7324=1;121=5;gold=300000},6
20244,,24400,{7323=1;gold=300000;121=5},6
20245,,24500,{7323=1;gold=300000;121=5},6
20246,,24600,{7324=1;121=5;gold=300000},6
20247,,24700,{7323=1;gold=300000;121=5},6
20248,,24800,{7323=1;gold=300000;121=5},6
20249,,24900,{7324=1;121=5;gold=300000},6
20250,,25000,{7323=1;gold=300000;121=5},6
20251,,25100,{7323=1;gold=300000;121=5},6
20252,,25200,{7324=1;121=5;gold=300000},6
20253,,25300,{7323=1;gold=300000;121=5},6
20254,,25400,{7323=1;gold=300000;121=5},6
20255,,25500,{7324=1;121=5;gold=300000},6
20256,,25600,{7323=1;gold=300000;121=5},6
20257,,25700,{7323=1;gold=300000;121=5},6
20258,,25800,{7324=1;121=5;gold=300000},6
20259,,25900,{7323=1;gold=300000;121=5},6
20260,,26000,{7323=1;gold=300000;121=5},6
20261,,26100,{7324=1;121=5;gold=300000},6
20262,,26200,{7323=1;gold=300000;121=5},6
20263,,26300,{7323=1;gold=300000;121=5},6
20264,,26400,{7324=1;121=5;gold=300000},6
20265,,26500,{7323=1;gold=300000;121=5},6
20266,,26600,{7323=1;gold=300000;121=5},6
20267,,26700,{7324=1;121=5;gold=300000},6
20268,,26800,{7323=1;gold=300000;121=5},6
20269,,26900,{7323=1;gold=300000;121=5},6
20270,,27000,{7324=1;121=5;gold=300000},6
20271,,27100,{7323=1;gold=300000;121=5},6
20272,,27200,{7323=1;gold=300000;121=5},6
20273,,27300,{7324=1;121=5;gold=300000},6
20274,,27400,{7323=1;gold=300000;121=5},6
20275,,27500,{7323=1;gold=300000;121=5},6
20276,,27600,{7324=1;121=5;gold=300000},6
20277,,27700,{7323=1;gold=300000;121=5},6
20278,,27800,{7323=1;gold=300000;121=5},6
20279,,27900,{7324=1;121=5;gold=300000},6
20280,,28000,{7323=1;gold=300000;121=5},6
20281,,28100,{7323=1;gold=300000;121=5},6
20282,,28200,{7324=1;121=5;gold=300000},6
20283,,28300,{7323=1;gold=300000;121=5},6
20284,,28400,{7323=1;gold=300000;121=5},6
20285,,28500,{7324=1;121=5;gold=300000},6
20286,,28600,{7323=1;gold=300000;121=5},6
20287,,28700,{7323=1;gold=300000;121=5},6
20288,,28800,{7324=1;121=5;gold=300000},6
20289,,28900,{7323=1;gold=300000;121=5},6
20290,,29000,{7323=1;gold=300000;121=5},6
20291,,29100,{7324=1;121=5;gold=300000},6
20292,,29200,{7323=1;gold=300000;121=5},6
20293,,29300,{7323=1;gold=300000;121=5},6
20294,,29400,{7324=1;121=5;gold=300000},6
20295,,29500,{7323=1;gold=300000;121=5},6
20296,,29600,{7323=1;gold=300000;121=5},6
20297,,29700,{7324=1;121=5;gold=300000},6
20298,,29800,{7323=1;gold=300000;121=5},6
20299,,29900,{7323=1;gold=300000;121=5},6
20300,,30000,{7324=1;121=5;gold=300000},6
