变量名,roleId,level,_beizhu,skills,fight_soul,roleForce,star,activeSkill,classify,hp,mp1,mp2,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,dodge,hit,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint
1021,71,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1022,72,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1023,81,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1024,82,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1025,92,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1026,102,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1027,131,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1028,191,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1029,192,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1030,231,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1031,232,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1032,261,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1033,262,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1034,263,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1035,264,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1036,271,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1037,272,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1038,273,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1039,301,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1040,302,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1041,333,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1042,351,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1043,352,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1044,391,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1045,392,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1046,393,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1047,394,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1048,452,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1049,471,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1050,472,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1051,481,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1052,482,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1053,491,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1054,492,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1055,493,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1056,552,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1057,591,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1058,592,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1059,601,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1060,602,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1061,603,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1062,781,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1063,782,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1064,783,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1065,791,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1066,792,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1067,793,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1068,881,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1069,882,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1070,883,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1071,891,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1072,892,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1073,893,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1074,1081,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1075,1082,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1076,1171,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1077,1172,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1078,1221,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1079,1231,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1080,1241,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1081,1291,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1082,1292,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1083,1351,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1084,1352,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1085,1353,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1086,1421,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1087,1422,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1088,1423,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1089,1441,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1090,1442,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1091,1443,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1092,1501,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1093,1502,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1094,1503,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1095,1611,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1096,1612,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1097,1813,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1098,1861,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1099,1862,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1100,1863,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1101,2011,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1102,2012,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1103,2071,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1104,2072,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1105,2073,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1106,2232,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1107,2233,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1108,2271,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1109,2272,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1110,2303,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1111,2481,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1112,2631,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1113,2632,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1114,2633,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1115,2681,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1116,2682,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1117,2683,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1118,2871,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1119,2872,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1120,2873,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1121,2961,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1122,2962,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1123,2963,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1124,3002,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1125,3003,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1126,3011,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1127,3012,25,,{},{},2,5,0,3,2117,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1128,3411,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1129,3412,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1130,3471,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1131,3472,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1132,3541,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1133,3542,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
1134,3543,25,,{},{},2,5,0,3,5000,1000,1,1,1,1,546,546,154,154,39,39,90,500,15000,1,1,1,1,500,10000,1,1,0,0,1,1,0,0,1,1
