变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
1435,limit_box_rmb10_3051,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1436,limit_box_rmb10_3051,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1440,limit_box_rmb1_3121,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1441,limit_box_rmb1_3121,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1451,limit_box_rmb10_3121,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1452,limit_box_rmb10_3121,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1453,limit_box_rmb10_3121,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1454,limit_box_rmb10_3121,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1455,limit_box_rmb10_3121,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1456,limit_box_rmb10_3121,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1460,limit_box_rmb1_3211,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1461,limit_box_rmb1_3211,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1471,limit_box_rmb10_3211,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1472,limit_box_rmb10_3211,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1473,limit_box_rmb10_3211,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1474,limit_box_rmb10_3211,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1475,limit_box_rmb10_3211,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1476,limit_box_rmb10_3211,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1480,limit_box_rmb1_3361,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1481,limit_box_rmb1_3361,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1491,limit_box_rmb10_3361,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1492,limit_box_rmb10_3361,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1493,limit_box_rmb10_3361,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1494,limit_box_rmb10_3361,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1495,limit_box_rmb10_3361,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1496,limit_box_rmb10_3361,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
2001,limit_up_rmb1_1071,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2002,limit_up_rmb1_1071,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2003,limit_up_rmb1_1071,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2004,limit_up_rmb1_1071,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2005,limit_up_rmb1_1071,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2011,limit_up_rmb10_1071,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1200=1},100,{205=4;206=5;1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2012,limit_up_rmb10_1071,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;206=6;1200=1},150,{205=4;206=5;1200=1},100,{205=5;206=4;1200=1},50,{205=3;206=5;1200=2},30,{205=4;206=4;1200=2},20,{205=5;206=3;1200=2},10,{205=2;206=5;1200=3},0,{205=3;206=4;1200=3},0,{205=4;206=3;1200=3},0,{},0
2013,limit_up_rmb10_1071,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1201=1},150,{205=4;206=5;1201=1},100,{205=5;206=4;1201=1},50,{205=3;206=5;1201=2},30,{205=4;206=4;1201=2},20,{205=5;206=3;1201=2},10,{205=2;206=5;1201=3},0,{205=3;206=4;1201=3},0,{205=4;206=3;1201=3},0,{},0
2021,limit_up_rmb1_1161,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2022,limit_up_rmb1_1161,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2023,limit_up_rmb1_1161,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1202=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2024,limit_up_rmb1_1161,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1202=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2025,limit_up_rmb1_1161,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1202=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2031,limit_up_rmb10_1161,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1202=1},100,{205=4;206=5;1202=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2032,limit_up_rmb10_1161,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;206=6;1202=1},150,{205=4;206=5;1202=1},100,{205=5;206=4;1202=1},50,{205=3;206=5;1202=2},30,{205=4;206=4;1202=2},20,{205=5;206=3;1202=2},10,{205=2;206=5;1202=3},0,{205=3;206=4;1202=3},0,{205=4;206=3;1202=3},0,{},0
2033,limit_up_rmb10_1161,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1203=1},150,{205=4;206=5;1203=1},100,{205=5;206=4;1203=1},50,{205=3;206=5;1203=2},30,{205=4;206=4;1203=2},20,{205=5;206=3;1203=2},10,{205=2;206=5;1203=3},0,{205=3;206=4;1203=3},0,{205=4;206=3;1203=3},0,{},0
2041,limit_up_rmb1_1251,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2042,limit_up_rmb1_1251,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2043,limit_up_rmb1_1251,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2044,limit_up_rmb1_1251,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2045,limit_up_rmb1_1251,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2051,limit_up_rmb10_1251,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;1204=1;206=6},100,{205=4;1204=1;206=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2052,limit_up_rmb10_1251,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;1204=1;206=6},150,{205=4;1204=1;206=5},100,{205=5;1204=1;206=4},50,{205=3;1204=2;206=5},30,{205=4;1204=2;206=4},20,{205=5;1204=2;206=3},10,{205=2;1204=3;206=5},0,{205=3;1204=3;206=4},0,{205=4;1204=3;206=3},0,{},0
2053,limit_up_rmb10_1251,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;1205=1;206=6},150,{205=4;1205=1;206=5},100,{205=5;1205=1;206=4},50,{205=3;1205=2;206=5},30,{205=4;1205=2;206=4},20,{205=5;1205=2;206=3},10,{205=2;1205=3;206=5},0,{205=3;1205=3;206=4},0,{205=4;1205=3;206=3},0,{},0
2061,limit_up_rmb1_1330,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2062,limit_up_rmb1_1330,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2063,limit_up_rmb1_1330,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2064,limit_up_rmb1_1330,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2065,limit_up_rmb1_1330,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2071,limit_up_rmb10_1330,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1200=1},100,{205=4;206=5;1200=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
2072,limit_up_rmb10_1330,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;206=6;1200=1},150,{205=4;206=5;1200=1},100,{205=5;206=4;1200=1},50,{205=3;206=5;1200=2},30,{205=4;206=4;1200=2},20,{205=5;206=3;1200=2},10,{205=2;206=5;1200=3},0,{205=3;206=4;1200=3},0,{205=4;206=3;1200=3},0,{},0
2073,limit_up_rmb10_1330,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;206=6;1201=1},150,{205=4;206=5;1201=1},100,{205=5;206=4;1201=1},50,{205=3;206=5;1201=2},30,{205=4;206=4;1201=2},20,{205=5;206=3;1201=2},10,{205=2;206=5;1201=3},0,{205=3;206=4;1201=3},0,{205=4;206=3;1201=3},0,{},0
5001,limit_rmb1_1256,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1111=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5002,limit_rmb1_1256,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5003,limit_rmb1_1256,,2,70,0,0,1,63,0.1,0.05,0.4,9,99999,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5004,limit_rmb1_1256,,2,135,0,0,999,123,0.1,0.05,0.4,9,70,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5011,limit_rmb1_1335,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1115=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5012,limit_rmb1_1335,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5013,limit_rmb1_1335,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5014,limit_rmb1_1335,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5021,limit_rmb1_1385,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1117=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5022,limit_rmb1_1385,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5023,limit_rmb1_1385,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1116=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5024,limit_rmb1_1385,,2,155,0,0,999,141,0.1,0.05,0.4,9,68,{1116=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5031,limit_rmb1_1431,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1111=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5032,limit_rmb1_1431,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5033,limit_rmb1_1431,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5034,limit_rmb1_1431,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5041,limit_rmb1_1516,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1115=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5042,limit_rmb1_1516,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5043,limit_rmb1_1516,,2,70,0,0,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5044,limit_rmb1_1516,,2,140,0,0,999,146,0.1,0.05,0.4,9,73,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5051,limit_rmb1_1571,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1117=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5052,limit_rmb1_1571,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5053,limit_rmb1_1571,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1116=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5054,limit_rmb1_1571,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1116=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5061,limit_rmb1_1581,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1119=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5062,limit_rmb1_1581,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5063,limit_rmb1_1581,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1118=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5064,limit_rmb1_1581,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1118=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5071,limit_rmb1_1701,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1115=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5072,limit_rmb1_1701,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5073,limit_rmb1_1701,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5074,limit_rmb1_1701,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1114=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5081,limit_rmb1_1810,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1119=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5082,limit_rmb1_1810,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5083,limit_rmb1_1810,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1118=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5084,limit_rmb1_1810,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1118=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5091,limit_rmb1_1890,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1151=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5092,limit_rmb1_1890,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5093,limit_rmb1_1890,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5094,limit_rmb1_1890,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1150=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5101,limit_rmb1_1980,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1153=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5102,limit_rmb1_1980,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5103,limit_rmb1_1980,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1152=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5104,limit_rmb1_1980,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1152=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5111,limit_rmb1_2080,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1155=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5112,limit_rmb1_2080,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5113,limit_rmb1_2080,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1154=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5114,limit_rmb1_2080,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1154=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5121,limit_rmb1_2090,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1157=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5122,limit_rmb1_2090,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5123,limit_rmb1_2090,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1156=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5124,limit_rmb1_2090,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1156=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5131,limit_rmb1_2100,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1159=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5132,limit_rmb1_2100,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5133,limit_rmb1_2100,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1158=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5134,limit_rmb1_2100,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1158=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5141,limit_rmb1_2110,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1161=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5142,limit_rmb1_2110,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5143,limit_rmb1_2110,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1160=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5144,limit_rmb1_2110,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1160=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
5151,limit_rmb1_2120,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23012=1},0,{1105=1},200,{1107=1},625,{1163=1},150,{},0,{},0,{},0,{},0,{},0,{},0
5152,limit_rmb1_2120,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{23012=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
