变量名,level,skillID,cost,attrValue
827,40,7,{coin3=1350},8%
828,41,7,{coin3=1380},8.20%
829,42,7,{coin3=1410},8.40%
830,43,7,{coin3=1440},8.60%
831,44,7,{coin3=1470},8.80%
832,45,7,{coin3=1500},9%
833,46,7,{coin3=1530},9.20%
834,47,7,{coin3=1560},9.40%
835,48,7,{coin3=1590},9.60%
836,49,7,{coin3=1620},9.80%
837,50,7,{coin3=1650},10%
838,51,7,{coin3=1680},10.20%
839,52,7,{coin3=1710},10.40%
840,53,7,{coin3=1740},10.60%
841,54,7,{coin3=1770},10.80%
842,55,7,{coin3=1800},11.00%
843,56,7,{coin3=1830},11.20%
844,57,7,{coin3=1860},11.40%
845,58,7,{coin3=1890},11.60%
846,59,7,{coin3=1920},11.80%
847,60,7,{coin3=1950},12.00%
848,61,7,{coin3=1980},12.20%
849,62,7,{coin3=2010},12.40%
850,63,7,{coin3=2040},12.60%
851,64,7,{coin3=2070},12.80%
852,65,7,{coin3=2100},13.00%
853,66,7,{coin3=2130},13.20%
854,67,7,{coin3=2160},13.40%
855,68,7,{coin3=2190},13.60%
856,69,7,{coin3=2220},13.80%
857,70,7,{coin3=2250},14.00%
858,71,7,{coin3=2280},14.20%
859,72,7,{coin3=2310},14.40%
860,73,7,{coin3=2340},14.60%
861,74,7,{coin3=2370},14.80%
862,75,7,{coin3=2400},15.00%
863,76,7,{coin3=2430},15.20%
864,77,7,{coin3=2460},15.40%
865,78,7,{coin3=2490},15.60%
866,79,7,{coin3=2520},15.80%
867,80,7,{coin3=2550},16.00%
868,81,7,{coin3=2580},16.20%
869,82,7,{coin3=2610},16.40%
870,83,7,{coin3=2640},16.60%
871,84,7,{coin3=2670},16.80%
872,85,7,{coin3=2700},17.00%
873,86,7,{coin3=2730},17.20%
874,87,7,{coin3=2760},17.40%
875,88,7,{coin3=2790},17.60%
876,89,7,{coin3=2820},17.80%
877,90,7,{coin3=2850},18.00%
878,91,7,{coin3=2880},18.20%
879,92,7,{coin3=2910},18.40%
880,93,7,{coin3=2940},18.60%
881,94,7,{coin3=2970},18.80%
882,95,7,{coin3=3000},19.00%
883,96,7,{coin3=3030},19.20%
884,97,7,{coin3=3060},19.40%
885,98,7,{coin3=3090},19.60%
886,99,7,{coin3=3120},19.80%
887,100,7,{coin3=3150},20.00%
888,101,7,{coin3=3180},20.20%
889,102,7,{coin3=3210},20.40%
890,103,7,{coin3=3240},20.60%
891,104,7,{coin3=3270},20.80%
892,105,7,{coin3=3300},21.00%
893,106,7,{coin3=3330},21.20%
894,107,7,{coin3=3360},21.40%
895,108,7,{coin3=3390},21.60%
896,109,7,{coin3=3420},21.80%
897,110,7,{coin3=3450},22.00%
898,111,7,{coin3=3480},22.20%
899,112,7,{coin3=3510},22.40%
900,113,7,{coin3=3540},22.60%
901,114,7,{coin3=3570},22.80%
902,115,7,{coin3=3600},23.00%
903,116,7,{coin3=3630},23.20%
904,117,7,{coin3=3660},23.40%
905,118,7,{coin3=3690},23.60%
906,119,7,{coin3=3720},23.80%
907,120,7,{coin3=3750},24.00%
908,121,7,{coin3=3780},24.20%
909,122,7,{coin3=3810},24.40%
910,123,7,{coin3=3840},24.60%
911,124,7,{coin3=3870},24.80%
912,125,7,{coin3=3900},25.00%
913,126,7,{coin3=3930},25.20%
914,127,7,{coin3=3960},25.40%
915,128,7,{coin3=3990},25.60%
916,129,7,{coin3=4020},25.80%
917,130,7,{coin3=4050},26.00%
918,0,8,{coin3=150},0
919,1,8,{coin3=180},0.20%
920,2,8,{coin3=210},0.40%
921,3,8,{coin3=240},0.60%
922,4,8,{coin3=270},0.80%
923,5,8,{coin3=300},1%
924,6,8,{coin3=330},1.20%
925,7,8,{coin3=360},1.40%
926,8,8,{coin3=390},1.60%
927,9,8,{coin3=420},1.80%
928,10,8,{coin3=450},2%
929,11,8,{coin3=480},2.20%
930,12,8,{coin3=510},2.40%
931,13,8,{coin3=540},2.60%
932,14,8,{coin3=570},2.80%
933,15,8,{coin3=600},3%
934,16,8,{coin3=630},3.20%
935,17,8,{coin3=660},3.40%
936,18,8,{coin3=690},3.60%
937,19,8,{coin3=720},3.80%
938,20,8,{coin3=750},4%
939,21,8,{coin3=780},4.20%
940,22,8,{coin3=810},4.40%
941,23,8,{coin3=840},4.60%
942,24,8,{coin3=870},4.80%
943,25,8,{coin3=900},5%
944,26,8,{coin3=930},5.20%
945,27,8,{coin3=960},5.40%
946,28,8,{coin3=990},5.60%
947,29,8,{coin3=1020},5.80%
948,30,8,{coin3=1050},6%
949,31,8,{coin3=1080},6.20%
950,32,8,{coin3=1110},6.40%
951,33,8,{coin3=1140},6.60%
952,34,8,{coin3=1170},6.80%
953,35,8,{coin3=1200},7%
954,36,8,{coin3=1230},7.20%
955,37,8,{coin3=1260},7.40%
956,38,8,{coin3=1290},7.60%
957,39,8,{coin3=1320},7.80%
958,40,8,{coin3=1350},8%
959,41,8,{coin3=1380},8.20%
960,42,8,{coin3=1410},8.40%
961,43,8,{coin3=1440},8.60%
962,44,8,{coin3=1470},8.80%
963,45,8,{coin3=1500},9%
964,46,8,{coin3=1530},9.20%
965,47,8,{coin3=1560},9.40%
966,48,8,{coin3=1590},9.60%
967,49,8,{coin3=1620},9.80%
968,50,8,{coin3=1650},10%
969,51,8,{coin3=1680},10.20%
970,52,8,{coin3=1710},10.40%
971,53,8,{coin3=1740},10.60%
972,54,8,{coin3=1770},10.80%
973,55,8,{coin3=1800},11.00%
974,56,8,{coin3=1830},11.20%
975,57,8,{coin3=1860},11.40%
976,58,8,{coin3=1890},11.60%
977,59,8,{coin3=1920},11.80%
978,60,8,{coin3=1950},12.00%
979,61,8,{coin3=1980},12.20%
980,62,8,{coin3=2010},12.40%
981,63,8,{coin3=2040},12.60%
982,64,8,{coin3=2070},12.80%
983,65,8,{coin3=2100},13.00%
984,66,8,{coin3=2130},13.20%
985,67,8,{coin3=2160},13.40%
986,68,8,{coin3=2190},13.60%
987,69,8,{coin3=2220},13.80%
988,70,8,{coin3=2250},14.00%
989,71,8,{coin3=2280},14.20%
990,72,8,{coin3=2310},14.40%
991,73,8,{coin3=2340},14.60%
992,74,8,{coin3=2370},14.80%
993,75,8,{coin3=2400},15.00%
994,76,8,{coin3=2430},15.20%
995,77,8,{coin3=2460},15.40%
996,78,8,{coin3=2490},15.60%
997,79,8,{coin3=2520},15.80%
998,80,8,{coin3=2550},16.00%
999,81,8,{coin3=2580},16.20%
1000,82,8,{coin3=2610},16.40%
1001,83,8,{coin3=2640},16.60%
1002,84,8,{coin3=2670},16.80%
1003,85,8,{coin3=2700},17.00%
1004,86,8,{coin3=2730},17.20%
1005,87,8,{coin3=2760},17.40%
1006,88,8,{coin3=2790},17.60%
1007,89,8,{coin3=2820},17.80%
1008,90,8,{coin3=2850},18.00%
1009,91,8,{coin3=2880},18.20%
1010,92,8,{coin3=2910},18.40%
1011,93,8,{coin3=2940},18.60%
1012,94,8,{coin3=2970},18.80%
1013,95,8,{coin3=3000},19.00%
1014,96,8,{coin3=3030},19.20%
1015,97,8,{coin3=3060},19.40%
1016,98,8,{coin3=3090},19.60%
1017,99,8,{coin3=3120},19.80%
1018,100,8,{coin3=3150},20.00%
1019,101,8,{coin3=3180},20.20%
1020,102,8,{coin3=3210},20.40%
1021,103,8,{coin3=3240},20.60%
1022,104,8,{coin3=3270},20.80%
1023,105,8,{coin3=3300},21.00%
1024,106,8,{coin3=3330},21.20%
1025,107,8,{coin3=3360},21.40%
1026,108,8,{coin3=3390},21.60%
1027,109,8,{coin3=3420},21.80%
1028,110,8,{coin3=3450},22.00%
1029,111,8,{coin3=3480},22.20%
1030,112,8,{coin3=3510},22.40%
1031,113,8,{coin3=3540},22.60%
1032,114,8,{coin3=3570},22.80%
1033,115,8,{coin3=3600},23.00%
1034,116,8,{coin3=3630},23.20%
1035,117,8,{coin3=3660},23.40%
1036,118,8,{coin3=3690},23.60%
1037,119,8,{coin3=3720},23.80%
1038,120,8,{coin3=3750},24.00%
1039,121,8,{coin3=3780},24.20%
1040,122,8,{coin3=3810},24.40%
1041,123,8,{coin3=3840},24.60%
1042,124,8,{coin3=3870},24.80%
1043,125,8,{coin3=3900},25.00%
1044,126,8,{coin3=3930},25.20%
1045,127,8,{coin3=3960},25.40%
1046,128,8,{coin3=3990},25.60%
1047,129,8,{coin3=4020},25.80%
1048,130,8,{coin3=4050},26.00%
1049,0,9,{coin3=150},0
1050,1,9,{coin3=180},0.20%
1051,2,9,{coin3=210},0.40%
1052,3,9,{coin3=240},0.60%
1053,4,9,{coin3=270},0.80%
1054,5,9,{coin3=300},1%
1055,6,9,{coin3=330},1.20%
1056,7,9,{coin3=360},1.40%
1057,8,9,{coin3=390},1.60%
1058,9,9,{coin3=420},1.80%
1059,10,9,{coin3=450},2%
1060,11,9,{coin3=480},2.20%
1061,12,9,{coin3=510},2.40%
1062,13,9,{coin3=540},2.60%
1063,14,9,{coin3=570},2.80%
1064,15,9,{coin3=600},3%
1065,16,9,{coin3=630},3.20%
1066,17,9,{coin3=660},3.40%
1067,18,9,{coin3=690},3.60%
1068,19,9,{coin3=720},3.80%
1069,20,9,{coin3=750},4%
1070,21,9,{coin3=780},4.20%
1071,22,9,{coin3=810},4.40%
1072,23,9,{coin3=840},4.60%
1073,24,9,{coin3=870},4.80%
1074,25,9,{coin3=900},5%
1075,26,9,{coin3=930},5.20%
1076,27,9,{coin3=960},5.40%
1077,28,9,{coin3=990},5.60%
1078,29,9,{coin3=1020},5.80%
1079,30,9,{coin3=1050},6%
1080,31,9,{coin3=1080},6.20%
1081,32,9,{coin3=1110},6.40%
1082,33,9,{coin3=1140},6.60%
1083,34,9,{coin3=1170},6.80%
1084,35,9,{coin3=1200},7%
1085,36,9,{coin3=1230},7.20%
1086,37,9,{coin3=1260},7.40%
1087,38,9,{coin3=1290},7.60%
1088,39,9,{coin3=1320},7.80%
1089,40,9,{coin3=1350},8%
1090,41,9,{coin3=1380},8.20%
1091,42,9,{coin3=1410},8.40%
1092,43,9,{coin3=1440},8.60%
1093,44,9,{coin3=1470},8.80%
1094,45,9,{coin3=1500},9%
1095,46,9,{coin3=1530},9.20%
1096,47,9,{coin3=1560},9.40%
1097,48,9,{coin3=1590},9.60%
1098,49,9,{coin3=1620},9.80%
1099,50,9,{coin3=1650},10%
1100,51,9,{coin3=1680},10.20%
1101,52,9,{coin3=1710},10.40%
1102,53,9,{coin3=1740},10.60%
1103,54,9,{coin3=1770},10.80%
1104,55,9,{coin3=1800},11.00%
1105,56,9,{coin3=1830},11.20%
1106,57,9,{coin3=1860},11.40%
1107,58,9,{coin3=1890},11.60%
1108,59,9,{coin3=1920},11.80%
1109,60,9,{coin3=1950},12.00%
1110,61,9,{coin3=1980},12.20%
1111,62,9,{coin3=2010},12.40%
1112,63,9,{coin3=2040},12.60%
1113,64,9,{coin3=2070},12.80%
1114,65,9,{coin3=2100},13.00%
1115,66,9,{coin3=2130},13.20%
1116,67,9,{coin3=2160},13.40%
1117,68,9,{coin3=2190},13.60%
1118,69,9,{coin3=2220},13.80%
1119,70,9,{coin3=2250},14.00%
1120,71,9,{coin3=2280},14.20%
1121,72,9,{coin3=2310},14.40%
1122,73,9,{coin3=2340},14.60%
1123,74,9,{coin3=2370},14.80%
1124,75,9,{coin3=2400},15.00%
1125,76,9,{coin3=2430},15.20%
1126,77,9,{coin3=2460},15.40%
1127,78,9,{coin3=2490},15.60%
1128,79,9,{coin3=2520},15.80%
1129,80,9,{coin3=2550},16.00%
1130,81,9,{coin3=2580},16.20%
1131,82,9,{coin3=2610},16.40%
1132,83,9,{coin3=2640},16.60%
1133,84,9,{coin3=2670},16.80%
1134,85,9,{coin3=2700},17.00%
1135,86,9,{coin3=2730},17.20%
1136,87,9,{coin3=2760},17.40%
1137,88,9,{coin3=2790},17.60%
1138,89,9,{coin3=2820},17.80%
1139,90,9,{coin3=2850},18.00%
1140,91,9,{coin3=2880},18.20%
1141,92,9,{coin3=2910},18.40%
1142,93,9,{coin3=2940},18.60%
1143,94,9,{coin3=2970},18.80%
1144,95,9,{coin3=3000},19.00%
1145,96,9,{coin3=3030},19.20%
1146,97,9,{coin3=3060},19.40%
1147,98,9,{coin3=3090},19.60%
1148,99,9,{coin3=3120},19.80%
1149,100,9,{coin3=3150},20.00%
1150,101,9,{coin3=3180},20.20%
1151,102,9,{coin3=3210},20.40%
1152,103,9,{coin3=3240},20.60%
1153,104,9,{coin3=3270},20.80%
1154,105,9,{coin3=3300},21.00%
1155,106,9,{coin3=3330},21.20%
1156,107,9,{coin3=3360},21.40%
1157,108,9,{coin3=3390},21.60%
1158,109,9,{coin3=3420},21.80%
1159,110,9,{coin3=3450},22.00%
1160,111,9,{coin3=3480},22.20%
1161,112,9,{coin3=3510},22.40%
1162,113,9,{coin3=3540},22.60%
1163,114,9,{coin3=3570},22.80%
1164,115,9,{coin3=3600},23.00%
1165,116,9,{coin3=3630},23.20%
1166,117,9,{coin3=3660},23.40%
1167,118,9,{coin3=3690},23.60%
1168,119,9,{coin3=3720},23.80%
1169,120,9,{coin3=3750},24.00%
1170,121,9,{coin3=3780},24.20%
1171,122,9,{coin3=3810},24.40%
1172,123,9,{coin3=3840},24.60%
1173,124,9,{coin3=3870},24.80%
1174,125,9,{coin3=3900},25.00%
1175,126,9,{coin3=3930},25.20%
1176,127,9,{coin3=3960},25.40%
1177,128,9,{coin3=3990},25.60%
1178,129,9,{coin3=4020},25.80%
1179,130,9,{coin3=4050},26.00%
1180,0,10,{coin3=150},0
1181,1,10,{coin3=180},0.20%
1182,2,10,{coin3=210},0.40%
1183,3,10,{coin3=240},0.60%
1184,4,10,{coin3=270},0.80%
1185,5,10,{coin3=300},1%
1186,6,10,{coin3=330},1.20%
1187,7,10,{coin3=360},1.40%
1188,8,10,{coin3=390},1.60%
1189,9,10,{coin3=420},1.80%
1190,10,10,{coin3=450},2%
1191,11,10,{coin3=480},2.20%
1192,12,10,{coin3=510},2.40%
1193,13,10,{coin3=540},2.60%
1194,14,10,{coin3=570},2.80%
1195,15,10,{coin3=600},3%
1196,16,10,{coin3=630},3.20%
1197,17,10,{coin3=660},3.40%
1198,18,10,{coin3=690},3.60%
1199,19,10,{coin3=720},3.80%
1200,20,10,{coin3=750},4%
1201,21,10,{coin3=780},4.20%
1202,22,10,{coin3=810},4.40%
1203,23,10,{coin3=840},4.60%
1204,24,10,{coin3=870},4.80%
1205,25,10,{coin3=900},5%
1206,26,10,{coin3=930},5.20%
1207,27,10,{coin3=960},5.40%
1208,28,10,{coin3=990},5.60%
1209,29,10,{coin3=1020},5.80%
1210,30,10,{coin3=1050},6%
1211,31,10,{coin3=1080},6.20%
1212,32,10,{coin3=1110},6.40%
1213,33,10,{coin3=1140},6.60%
1214,34,10,{coin3=1170},6.80%
1215,35,10,{coin3=1200},7%
1216,36,10,{coin3=1230},7.20%
1217,37,10,{coin3=1260},7.40%
1218,38,10,{coin3=1290},7.60%
1219,39,10,{coin3=1320},7.80%
1220,40,10,{coin3=1350},8%
1221,41,10,{coin3=1380},8.20%
1222,42,10,{coin3=1410},8.40%
1223,43,10,{coin3=1440},8.60%
1224,44,10,{coin3=1470},8.80%
1225,45,10,{coin3=1500},9%
1226,46,10,{coin3=1530},9.20%
1227,47,10,{coin3=1560},9.40%
1228,48,10,{coin3=1590},9.60%
1229,49,10,{coin3=1620},9.80%
1230,50,10,{coin3=1650},10%
1231,51,10,{coin3=1680},10.20%
1232,52,10,{coin3=1710},10.40%
1233,53,10,{coin3=1740},10.60%
1234,54,10,{coin3=1770},10.80%
1235,55,10,{coin3=1800},11.00%
1236,56,10,{coin3=1830},11.20%
1237,57,10,{coin3=1860},11.40%
1238,58,10,{coin3=1890},11.60%
1239,59,10,{coin3=1920},11.80%
1240,60,10,{coin3=1950},12.00%
1241,61,10,{coin3=1980},12.20%
1242,62,10,{coin3=2010},12.40%
1243,63,10,{coin3=2040},12.60%
1244,64,10,{coin3=2070},12.80%
1245,65,10,{coin3=2100},13.00%
1246,66,10,{coin3=2130},13.20%
1247,67,10,{coin3=2160},13.40%
1248,68,10,{coin3=2190},13.60%
1249,69,10,{coin3=2220},13.80%
1250,70,10,{coin3=2250},14.00%
1251,71,10,{coin3=2280},14.20%
1252,72,10,{coin3=2310},14.40%
1253,73,10,{coin3=2340},14.60%
1254,74,10,{coin3=2370},14.80%
1255,75,10,{coin3=2400},15.00%
1256,76,10,{coin3=2430},15.20%
1257,77,10,{coin3=2460},15.40%
1258,78,10,{coin3=2490},15.60%
1259,79,10,{coin3=2520},15.80%
1260,80,10,{coin3=2550},16.00%
1261,81,10,{coin3=2580},16.20%
1262,82,10,{coin3=2610},16.40%
1263,83,10,{coin3=2640},16.60%
1264,84,10,{coin3=2670},16.80%
1265,85,10,{coin3=2700},17.00%
1266,86,10,{coin3=2730},17.20%
1267,87,10,{coin3=2760},17.40%
1268,88,10,{coin3=2790},17.60%
1269,89,10,{coin3=2820},17.80%
1270,90,10,{coin3=2850},18.00%
1271,91,10,{coin3=2880},18.20%
1272,92,10,{coin3=2910},18.40%
1273,93,10,{coin3=2940},18.60%
1274,94,10,{coin3=2970},18.80%
1275,95,10,{coin3=3000},19.00%
1276,96,10,{coin3=3030},19.20%
1277,97,10,{coin3=3060},19.40%
1278,98,10,{coin3=3090},19.60%
1279,99,10,{coin3=3120},19.80%
1280,100,10,{coin3=3150},20.00%
1281,101,10,{coin3=3180},20.20%
1282,102,10,{coin3=3210},20.40%
1283,103,10,{coin3=3240},20.60%
1284,104,10,{coin3=3270},20.80%
1285,105,10,{coin3=3300},21.00%
1286,106,10,{coin3=3330},21.20%
1287,107,10,{coin3=3360},21.40%
1288,108,10,{coin3=3390},21.60%
1289,109,10,{coin3=3420},21.80%
1290,110,10,{coin3=3450},22.00%
1291,111,10,{coin3=3480},22.20%
1292,112,10,{coin3=3510},22.40%
1293,113,10,{coin3=3540},22.60%
1294,114,10,{coin3=3570},22.80%
1295,115,10,{coin3=3600},23.00%
1296,116,10,{coin3=3630},23.20%
1297,117,10,{coin3=3660},23.40%
1298,118,10,{coin3=3690},23.60%
1299,119,10,{coin3=3720},23.80%
1300,120,10,{coin3=3750},24.00%
1301,121,10,{coin3=3780},24.20%
1302,122,10,{coin3=3810},24.40%
1303,123,10,{coin3=3840},24.60%
1304,124,10,{coin3=3870},24.80%
1305,125,10,{coin3=3900},25.00%
1306,126,10,{coin3=3930},25.20%
1307,127,10,{coin3=3960},25.40%
1308,128,10,{coin3=3990},25.60%
1309,129,10,{coin3=4020},25.80%
1310,130,10,{coin3=4050},26.00%
1311,0,11,{coin3=200},0
1312,1,11,{coin3=250},20
1313,2,11,{coin3=300},40
1314,3,11,{coin3=350},60
1315,4,11,{coin3=400},80
1316,5,11,{coin3=450},100
1317,6,11,{coin3=500},120
1318,7,11,{coin3=550},140
1319,8,11,{coin3=600},160
1320,9,11,{coin3=650},180
1321,10,11,{coin3=700},200
1322,11,11,{coin3=750},220
1323,12,11,{coin3=800},240
1324,13,11,{coin3=850},260
1325,14,11,{coin3=900},280
1326,15,11,{coin3=950},300
1327,16,11,{coin3=1000},320
1328,17,11,{coin3=1050},340
1329,18,11,{coin3=1100},360
1330,19,11,{coin3=1150},380
1331,20,11,{coin3=1200},400
1332,21,11,{coin3=1250},420
1333,22,11,{coin3=1300},440
1334,23,11,{coin3=1350},460
1335,24,11,{coin3=1400},480
1336,25,11,{coin3=1450},500
1337,26,11,{coin3=1500},520
1338,27,11,{coin3=1550},540
1339,28,11,{coin3=1600},560
1340,29,11,{coin3=1650},580
1341,30,11,{coin3=1700},600
1342,31,11,{coin3=1750},620
1343,32,11,{coin3=1800},640
1344,33,11,{coin3=1850},660
1345,34,11,{coin3=1900},680
1346,35,11,{coin3=1950},700
1347,36,11,{coin3=2000},720
1348,37,11,{coin3=2050},740
1349,38,11,{coin3=2100},760
1350,39,11,{coin3=2150},780
1351,40,11,{coin3=2200},800
1352,41,11,{coin3=2250},820
1353,42,11,{coin3=2300},840
1354,43,11,{coin3=2350},860
1355,44,11,{coin3=2400},880
1356,45,11,{coin3=2450},900
1357,46,11,{coin3=2500},920
1358,47,11,{coin3=2550},940
1359,48,11,{coin3=2600},960
1360,49,11,{coin3=2650},980
1361,50,11,{coin3=2700},1000
1362,51,11,{coin3=2750},1020
1363,52,11,{coin3=2800},1040
1364,53,11,{coin3=2850},1060
1365,54,11,{coin3=2900},1080
1366,55,11,{coin3=2950},1100
1367,56,11,{coin3=3000},1120
1368,57,11,{coin3=3050},1140
1369,58,11,{coin3=3100},1160
1370,59,11,{coin3=3150},1180
1371,60,11,{coin3=3200},1200
1372,61,11,{coin3=3250},1220
1373,62,11,{coin3=3300},1240
1374,63,11,{coin3=3350},1260
1375,64,11,{coin3=3400},1280
1376,65,11,{coin3=3450},1300
1377,66,11,{coin3=3500},1320
1378,67,11,{coin3=3550},1340
1379,68,11,{coin3=3600},1360
1380,69,11,{coin3=3650},1380
1381,70,11,{coin3=3700},1400
1382,71,11,{coin3=3750},1420
1383,72,11,{coin3=3800},1440
1384,73,11,{coin3=3850},1460
1385,74,11,{coin3=3900},1480
1386,75,11,{coin3=3950},1500
1387,76,11,{coin3=4000},1520
1388,77,11,{coin3=4050},1540
1389,78,11,{coin3=4100},1560
1390,79,11,{coin3=4150},1580
1391,80,11,{coin3=4200},1600
1392,81,11,{coin3=4250},1620
1393,82,11,{coin3=4300},1640
1394,83,11,{coin3=4350},1660
1395,84,11,{coin3=4400},1680
1396,85,11,{coin3=4450},1700
1397,86,11,{coin3=4500},1720
1398,87,11,{coin3=4550},1740
1399,88,11,{coin3=4600},1760
1400,89,11,{coin3=4650},1780
1401,90,11,{coin3=4700},1800
1402,91,11,{coin3=4750},1820
1403,92,11,{coin3=4800},1840
1404,93,11,{coin3=4850},1860
1405,94,11,{coin3=4900},1880
1406,95,11,{coin3=4950},1900
1407,96,11,{coin3=5000},1920
1408,97,11,{coin3=5050},1940
1409,98,11,{coin3=5100},1960
1410,99,11,{coin3=5150},1980
1411,100,11,{coin3=5200},2000
1412,101,11,{coin3=5250},2020
1413,102,11,{coin3=5300},2040
1414,103,11,{coin3=5350},2060
1415,104,11,{coin3=5400},2080
1416,105,11,{coin3=5450},2100
1417,106,11,{coin3=5500},2120
1418,107,11,{coin3=5550},2140
1419,108,11,{coin3=5600},2160
1420,109,11,{coin3=5650},2180
1421,110,11,{coin3=5700},2200
1422,111,11,{coin3=5750},2220
1423,112,11,{coin3=5800},2240
1424,113,11,{coin3=5850},2260
1425,114,11,{coin3=5900},2280
1426,115,11,{coin3=5950},2300
1427,116,11,{coin3=6000},2320
1428,117,11,{coin3=6050},2340
1429,118,11,{coin3=6100},2360
1430,119,11,{coin3=6150},2380
1431,120,11,{coin3=6200},2400
1432,121,11,{coin3=6250},2420
1433,122,11,{coin3=6300},2440
1434,123,11,{coin3=6350},2460
1435,124,11,{coin3=6400},2480
1436,125,11,{coin3=6450},2500
1437,126,11,{coin3=6500},2520
1438,127,11,{coin3=6550},2540
1439,128,11,{coin3=6600},2560
1440,129,11,{coin3=6650},2580
1441,130,11,{coin3=6700},2600
1442,0,12,{coin3=200},0
1443,1,12,{coin3=250},20
1444,2,12,{coin3=300},40
1445,3,12,{coin3=350},60
1446,4,12,{coin3=400},80
1447,5,12,{coin3=450},100
1448,6,12,{coin3=500},120
1449,7,12,{coin3=550},140
1450,8,12,{coin3=600},160
1451,9,12,{coin3=650},180
1452,10,12,{coin3=700},200
1453,11,12,{coin3=750},220
1454,12,12,{coin3=800},240
1455,13,12,{coin3=850},260
1456,14,12,{coin3=900},280
1457,15,12,{coin3=950},300
1458,16,12,{coin3=1000},320
1459,17,12,{coin3=1050},340
1460,18,12,{coin3=1100},360
1461,19,12,{coin3=1150},380
1462,20,12,{coin3=1200},400
1463,21,12,{coin3=1250},420
1464,22,12,{coin3=1300},440
1465,23,12,{coin3=1350},460
1466,24,12,{coin3=1400},480
1467,25,12,{coin3=1450},500
1468,26,12,{coin3=1500},520
1469,27,12,{coin3=1550},540
1470,28,12,{coin3=1600},560
1471,29,12,{coin3=1650},580
1472,30,12,{coin3=1700},600
1473,31,12,{coin3=1750},620
1474,32,12,{coin3=1800},640
1475,33,12,{coin3=1850},660
1476,34,12,{coin3=1900},680
1477,35,12,{coin3=1950},700
1478,36,12,{coin3=2000},720
1479,37,12,{coin3=2050},740
1480,38,12,{coin3=2100},760
1481,39,12,{coin3=2150},780
1482,40,12,{coin3=2200},800
1483,41,12,{coin3=2250},820
1484,42,12,{coin3=2300},840
1485,43,12,{coin3=2350},860
1486,44,12,{coin3=2400},880
1487,45,12,{coin3=2450},900
1488,46,12,{coin3=2500},920
1489,47,12,{coin3=2550},940
1490,48,12,{coin3=2600},960
1491,49,12,{coin3=2650},980
1492,50,12,{coin3=2700},1000
1493,51,12,{coin3=2750},1020
1494,52,12,{coin3=2800},1040
1495,53,12,{coin3=2850},1060
1496,54,12,{coin3=2900},1080
1497,55,12,{coin3=2950},1100
1498,56,12,{coin3=3000},1120
1499,57,12,{coin3=3050},1140
1500,58,12,{coin3=3100},1160
1501,59,12,{coin3=3150},1180
1502,60,12,{coin3=3200},1200
1503,61,12,{coin3=3250},1220
1504,62,12,{coin3=3300},1240
1505,63,12,{coin3=3350},1260
1506,64,12,{coin3=3400},1280
1507,65,12,{coin3=3450},1300
1508,66,12,{coin3=3500},1320
1509,67,12,{coin3=3550},1340
1510,68,12,{coin3=3600},1360
1511,69,12,{coin3=3650},1380
1512,70,12,{coin3=3700},1400
1513,71,12,{coin3=3750},1420
1514,72,12,{coin3=3800},1440
1515,73,12,{coin3=3850},1460
1516,74,12,{coin3=3900},1480
1517,75,12,{coin3=3950},1500
1518,76,12,{coin3=4000},1520
1519,77,12,{coin3=4050},1540
1520,78,12,{coin3=4100},1560
1521,79,12,{coin3=4150},1580
1522,80,12,{coin3=4200},1600
1523,81,12,{coin3=4250},1620
1524,82,12,{coin3=4300},1640
1525,83,12,{coin3=4350},1660
1526,84,12,{coin3=4400},1680
1527,85,12,{coin3=4450},1700
1528,86,12,{coin3=4500},1720
1529,87,12,{coin3=4550},1740
1530,88,12,{coin3=4600},1760
1531,89,12,{coin3=4650},1780
1532,90,12,{coin3=4700},1800
1533,91,12,{coin3=4750},1820
1534,92,12,{coin3=4800},1840
1535,93,12,{coin3=4850},1860
1536,94,12,{coin3=4900},1880
1537,95,12,{coin3=4950},1900
1538,96,12,{coin3=5000},1920
1539,97,12,{coin3=5050},1940
1540,98,12,{coin3=5100},1960
1541,99,12,{coin3=5150},1980
1542,100,12,{coin3=5200},2000
1543,101,12,{coin3=5250},2020
1544,102,12,{coin3=5300},2040
1545,103,12,{coin3=5350},2060
1546,104,12,{coin3=5400},2080
1547,105,12,{coin3=5450},2100
1548,106,12,{coin3=5500},2120
1549,107,12,{coin3=5550},2140
1550,108,12,{coin3=5600},2160
1551,109,12,{coin3=5650},2180
1552,110,12,{coin3=5700},2200
1553,111,12,{coin3=5750},2220
1554,112,12,{coin3=5800},2240
1555,113,12,{coin3=5850},2260
1556,114,12,{coin3=5900},2280
1557,115,12,{coin3=5950},2300
1558,116,12,{coin3=6000},2320
1559,117,12,{coin3=6050},2340
1560,118,12,{coin3=6100},2360
1561,119,12,{coin3=6150},2380
1562,120,12,{coin3=6200},2400
1563,121,12,{coin3=6250},2420
1564,122,12,{coin3=6300},2440
1565,123,12,{coin3=6350},2460
1566,124,12,{coin3=6400},2480
1567,125,12,{coin3=6450},2500
1568,126,12,{coin3=6500},2520
1569,127,12,{coin3=6550},2540
1570,128,12,{coin3=6600},2560
1571,129,12,{coin3=6650},2580
1572,130,12,{coin3=6700},2600
1573,0,13,{coin3=200},0
1574,1,13,{coin3=250},20
1575,2,13,{coin3=300},40
