变量名,attrNum1,attrNum2,attrNum3,attrNum4,attrNum5,attrNum6,attrNum7
默认值,<>,<>,<>,<>,<>,<>,<>
等级,属性加成值,属性加成值,属性加成值,属性加成值,属性加成值,属性加成值,属性加成值
105,<41335;827;8266;3305;8266;3305>,<41335;827;8266;3305;8266;3305>,<55114;1102;11023;4409;11023;4409>,<82670;1653;16533;6614;16533;6614>,<110227;2204;22046;8818;22046;8818>,<154317;3085;30863;12345;30863;12345>,<154317;3085;30863;12345;30863;12345>
106,<41748;835;8349;3338;8349;3338>,<41748;835;8349;3338;8349;3338>,<55665;1113;11134;4453;11134;4453>,<83497;1670;16699;6680;16699;6680>,<111329;2226;22266;8906;22266;8906>,<155860;3116;31172;12468;31172;12468>,<155860;3116;31172;12468;31172;12468>
107,<42166;843;8432;3372;8432;3372>,<42166;843;8432;3372;8432;3372>,<56221;1124;11245;4498;11245;4498>,<84332;1686;16866;6747;16866;6747>,<112443;2248;22489;8995;22489;8995>,<157419;3147;31484;12593;31484;12593>,<157419;3147;31484;12593;31484;12593>
108,<42588;852;8517;3405;8517;3405>,<42588;852;8517;3405;8517;3405>,<56784;1135;11357;4543;11357;4543>,<85175;1703;17034;6814;17034;6814>,<113567;2270;22714;9085;22714;9085>,<158993;3178;31798;12719;31798;12719>,<158993;3178;31798;12719;31798;12719>
109,<43014;860;8602;3439;8602;3439>,<43014;860;8602;3439;8602;3439>,<57351;1146;11471;4588;11471;4588>,<86027;1720;17205;6883;17205;6883>,<114703;2293;22941;9176;22941;9176>,<160583;3210;32116;12846;32116;12846>,<160583;3210;32116;12846;32116;12846>
110,<43444;869;8688;3474;8688;3474>,<43444;869;8688;3474;8688;3474>,<57925;1158;11586;4634;11586;4634>,<86887;1738;17377;6951;17377;6951>,<115850;2316;23170;9267;23170;9267>,<162189;3242;32438;12974;32438;12974>,<162189;3242;32438;12974;32438;12974>
111,<43878;877;8775;3509;8775;3509>,<43878;877;8775;3509;8775;3509>,<58504;1170;11702;4681;11702;4681>,<87756;1755;17550;7021;17550;7021>,<117008;2339;23402;9360;23402;9360>,<163811;3274;32762;13104;32762;13104>,<163811;3274;32762;13104;32762;13104>
112,<44317;886;8862;3544;8862;3544>,<44317;886;8862;3544;8862;3544>,<59089;1181;11819;4727;11819;4727>,<88634;1772;17726;7091;17726;7091>,<118178;2362;23636;9454;23636;9454>,<165449;3307;33090;13235;33090;13235>,<165449;3307;33090;13235;33090;13235>
113,<44760;895;8951;3579;8951;3579>,<44760;895;8951;3579;8951;3579>,<59680;1193;11937;4775;11937;4775>,<89520;1790;17903;7162;17903;7162>,<119360;2386;23872;9548;23872;9548>,<167103;3340;33420;13367;33420;13367>,<167103;3340;33420;13367;33420;13367>
114,<45208;904;9041;3615;9041;3615>,<45208;904;9041;3615;9041;3615>,<60277;1205;12056;4822;12056;4822>,<90415;1808;18082;7234;18082;7234>,<120554;2410;24111;9644;24111;9644>,<168774;3374;33755;13501;33755;13501>,<168774;3374;33755;13501;33755;13501>
115,<45660;913;9131;3651;9131;3651>,<45660;913;9131;3651;9131;3651>,<60880;1217;12177;4871;12177;4871>,<91319;1826;18263;7306;18263;7306>,<121759;2434;24352;9740;24352;9740>,<170462;3407;34092;13636;34092;13636>,<170462;3407;34092;13636;34092;13636>
116,<46116;922;9222;3688;9222;3688>,<46116;922;9222;3688;9222;3688>,<61488;1229;12298;4919;12298;4919>,<92233;1844;18446;7379;18446;7379>,<122977;2458;24596;9837;24596;9837>,<172167;3441;34433;13772;34433;13772>,<172167;3441;34433;13772;34433;13772>
117,<46577;931;9314;3724;9314;3724>,<46577;931;9314;3724;9314;3724>,<62103;1241;12421;4969;12421;4969>,<93155;1863;18630;7453;18630;7453>,<124207;2483;24842;9936;24842;9936>,<173888;3476;34777;13910;34777;13910>,<173888;3476;34777;13910;34777;13910>
118,<47043;941;9408;3762;9408;3762>,<47043;941;9408;3762;9408;3762>,<62724;1254;12546;5018;12546;5018>,<94086;1882;18817;7527;18817;7527>,<125449;2508;25090;10035;25090;10035>,<175627;3511;35125;14049;35125;14049>,<175627;3511;35125;14049;35125;14049>
119,<47514;950;9502;3799;9502;3799>,<47514;950;9502;3799;9502;3799>,<63352;1266;12671;5068;12671;5068>,<95027;1900;19005;7603;19005;7603>,<126703;2533;25341;10136;25341;10136>,<177384;3546;35476;14190;35476;14190>,<177384;3546;35476;14190;35476;14190>
120,<47989;960;9597;3837;9597;3837>,<47989;960;9597;3837;9597;3837>,<63985;1279;12798;5119;12798;5119>,<95978;1919;19195;7679;19195;7679>,<127970;2558;25594;10237;25594;10237>,<179157;3581;35831;14332;35831;14332>,<179157;3581;35831;14332;35831;14332>
121,<48469;969;9693;3876;9693;3876>,<48469;969;9693;3876;9693;3876>,<64625;1292;12926;5170;12926;5170>,<96937;1939;19387;7755;19387;7755>,<129250;2584;25850;10339;25850;10339>,<180949;3617;36190;14475;36190;14475>,<180949;3617;36190;14475;36190;14475>
122,<48953;979;9790;3914;9790;3914>,<48953;979;9790;3914;9790;3914>,<65271;1305;13055;5222;13055;5222>,<97907;1958;19581;7833;19581;7833>,<130542;2610;26109;10443;26109;10443>,<182758;3653;36551;14620;36551;14620>,<182758;3653;36551;14620;36551;14620>
123,<49443;989;9887;3954;9887;3954>,<49443;989;9887;3954;9887;3954>,<65924;1318;13186;5274;13186;5274>,<98886;1977;19776;7911;19776;7911>,<131848;2636;26370;10547;26370;10547>,<184586;3690;36917;14766;36917;14766>,<184586;3690;36917;14766;36917;14766>
124,<49937;999;9986;3993;9986;3993>,<49937;999;9986;3993;9986;3993>,<66583;1331;13317;5327;13317;5327>,<99875;1997;19974;7990;19974;7990>,<133166;2662;26634;10653;26634;10653>,<186432;3727;37286;14914;37286;14914>,<186432;3727;37286;14914;37286;14914>
125,<50437;1009;10086;4033;10086;4033>,<50437;1009;10086;4033;10086;4033>,<67249;1344;13451;5380;13451;5380>,<100873;2017;20174;8070;20174;8070>,<134498;2689;26900;10759;26900;10759>,<188296;3764;37659;15063;37659;15063>,<188296;3764;37659;15063;37659;15063>
126,<50941;1019;10187;4073;10187;4073>,<50941;1019;10187;4073;10187;4073>,<67921;1358;13585;5434;13585;5434>,<101882;2037;20376;8151;20376;8151>,<135843;2716;27169;10867;27169;10867>,<190179;3802;38036;15213;38036;15213>,<190179;3802;38036;15213;38036;15213>
127,<51451;1029;10289;4114;10289;4114>,<51451;1029;10289;4114;10289;4114>,<68601;1371;13721;5488;13721;5488>,<102901;2058;20579;8233;20579;8233>,<137201;2743;27441;10975;27441;10975>,<192081;3840;38416;15365;38416;15365>,<192081;3840;38416;15365;38416;15365>
128,<51965;1039;10392;4155;10392;4155>,<51965;1039;10392;4155;10392;4155>,<69287;1385;13858;5543;13858;5543>,<103930;2078;20785;8315;20785;8315>,<138573;2770;27715;11085;27715;11085>,<194002;3878;38800;15519;38800;15519>,<194002;3878;38800;15519;38800;15519>
129,<52485;1050;10496;4197;10496;4197>,<52485;1050;10496;4197;10496;4197>,<69980;1399;13997;5599;13997;5599>,<104969;2099;20993;8398;20993;8398>,<139959;2798;27992;11196;27992;11196>,<195942;3917;39188;15674;39188;15674>,<195942;3917;39188;15674;39188;15674>
130,<53010;1060;10601;4239;10601;4239>,<53010;1060;10601;4239;10601;4239>,<70679;1413;14137;5655;14137;5655>,<106019;2120;21203;8482;21203;8482>,<141359;2826;28272;11308;28272;11308>,<197901;3956;39580;15831;39580;15831>,<197901;3956;39580;15831;39580;15831>
131,<53540;1071;10707;4281;10707;4281>,<53540;1071;10707;4281;10707;4281>,<71386;1427;14278;5711;14278;5711>,<107079;2141;21415;8567;21415;8567>,<142772;2854;28555;11421;28555;11421>,<199880;3995;39976;15989;39976;15989>,<199880;3995;39976;15989;39976;15989>
132,<54075;1081;10814;4324;10814;4324>,<54075;1081;10814;4324;10814;4324>,<72100;1441;14421;5768;14421;5768>,<108150;2163;21629;8653;21629;8653>,<144200;2883;28840;11535;28840;11535>,<201879;4035;40376;16149;40376;16149>,<201879;4035;40376;16149;40376;16149>
133,<54616;1092;10922;4367;10922;4367>,<54616;1092;10922;4367;10922;4367>,<72821;1456;14565;5826;14565;5826>,<109231;2184;21845;8739;21845;8739>,<145642;2911;29129;11651;29129;11651>,<203898;4076;40779;16311;40779;16311>,<203898;4076;40779;16311;40779;16311>
134,<55162;1103;11031;4411;11031;4411>,<55162;1103;11031;4411;11031;4411>,<73549;1470;14711;5884;14711;5884>,<110324;2206;22064;8826;22064;8826>,<147098;2941;29420;11767;29420;11767>,<205937;4117;41187;16474;41187;16474>,<205937;4117;41187;16474;41187;16474>
135,<55714;1114;11141;4455;11141;4455>,<55714;1114;11141;4455;11141;4455>,<74285;1485;14858;5943;14858;5943>,<111427;2228;22284;8915;22284;8915>,<148569;2970;29714;11885;29714;11885>,<207996;4158;41599;16639;41599;16639>,<207996;4158;41599;16639;41599;16639>
136,<56271;1125;11253;4500;11253;4500>,<56271;1125;11253;4500;11253;4500>,<75028;1500;15006;6003;15006;6003>,<112541;2251;22507;9004;22507;9004>,<150055;3000;30011;12004;30011;12004>,<210076;4199;42015;16805;42015;16805>,<210076;4199;42015;16805;42015;16805>
137,<56833;1137;11365;4545;11365;4545>,<56833;1137;11365;4545;11365;4545>,<75778;1515;15157;6063;15157;6063>,<113667;2273;22732;9094;22732;9094>,<151556;3030;30311;12124;30311;12124>,<212177;4241;42435;16973;42435;16973>,<212177;4241;42435;16973;42435;16973>
138,<57402;1148;11479;4590;11479;4590>,<57402;1148;11479;4590;11479;4590>,<76536;1530;15308;6123;15308;6123>,<114803;2296;22960;9185;22960;9185>,<153071;3060;30615;12245;30615;12245>,<214299;4284;42859;17143;42859;17143>,<214299;4284;42859;17143;42859;17143>
139,<57976;1159;11594;4636;11594;4636>,<57976;1159;11594;4636;11594;4636>,<77301;1545;15461;6184;15461;6184>,<115951;2319;23189;9277;23189;9277>,<154602;3091;30921;12367;30921;12367>,<216442;4327;43288;17314;43288;17314>,<216442;4327;43288;17314;43288;17314>
140,<58555;1171;11710;4682;11710;4682>,<58555;1171;11710;4682;11710;4682>,<78074;1561;15616;6246;15616;6246>,<117111;2342;23421;9369;23421;9369>,<156148;3122;31230;12491;31230;12491>,<218606;4370;43721;17487;43721;17487>,<218606;4370;43721;17487;43721;17487>
141,<59141;1183;11827;4729;11827;4729>,<59141;1183;11827;4729;11827;4729>,<78855;1576;15772;6309;15772;6309>,<118282;2365;23655;9463;23655;9463>,<157709;3153;31542;12616;31542;12616>,<220792;4413;44158;17662;44158;17662>,<220792;4413;44158;17662;44158;17662>
142,<59732;1195;11945;4776;11945;4776>,<59732;1195;11945;4776;11945;4776>,<79643;1592;15930;6372;15930;6372>,<119465;2389;23892;9558;23892;9558>,<159286;3184;31858;12742;31858;12742>,<223000;4458;44600;17839;44600;17839>,<223000;4458;44600;17839;44600;17839>
143,<60330;1206;12065;4824;12065;4824>,<60330;1206;12065;4824;12065;4824>,<80440;1608;16089;6436;16089;6436>,<120660;2413;24131;9653;24131;9653>,<160879;3216;32176;12869;32176;12869>,<225230;4502;45046;18017;45046;18017>,<225230;4502;45046;18017;45046;18017>
144,<60933;1219;12185;4872;12185;4872>,<60933;1219;12185;4872;12185;4872>,<81244;1624;16250;6500;16250;6500>,<121866;2437;24372;9750;24372;9750>,<162488;3248;32498;12998;32498;12998>,<227482;4547;45496;18197;45496;18197>,<227482;4547;45496;18197;45496;18197>
145,<61542;1231;12307;4921;12307;4921>,<61542;1231;12307;4921;12307;4921>,<82057;1640;16412;6565;16412;6565>,<123085;2461;24616;9847;24616;9847>,<164113;3281;32823;13128;32823;13128>,<229757;4593;45951;18379;45951;18379>,<229757;4593;45951;18379;45951;18379>
146,<62158;1243;12430;4970;12430;4970>,<62158;1243;12430;4970;12430;4970>,<82877;1657;16576;6631;16576;6631>,<124316;2486;24862;9946;24862;9946>,<165754;3314;33151;13259;33151;13259>,<232055;4639;46411;18563;46411;18563>,<232055;4639;46411;18563;46411;18563>
147,<62779;1255;12554;5020;12554;5020>,<62779;1255;12554;5020;12554;5020>,<83706;1673;16742;6697;16742;6697>,<125559;2511;25111;10045;25111;10045>,<167412;3347;33483;13392;33483;13392>,<234375;4685;46875;18749;46875;18749>,<234375;4685;46875;18749;46875;18749>
148,<63407;1268;12680;5070;12680;5070>,<63407;1268;12680;5070;12680;5070>,<84543;1690;16910;6764;16910;6764>,<126814;2536;25362;10146;25362;10146>,<169086;3380;33818;13526;33818;13526>,<236719;4732;47343;18936;47343;18936>,<236719;4732;47343;18936;47343;18936>
149,<64041;1281;12807;5121;12807;5121>,<64041;1281;12807;5121;12807;5121>,<85388;1707;17079;6831;17079;6831>,<128083;2561;25615;10247;25615;10247>,<170777;3414;34156;13661;34156;13661>,<239086;4779;47817;19126;47817;19126>,<239086;4779;47817;19126;47817;19126>
150,<64682;1293;12935;5172;12935;5172>,<64682;1293;12935;5172;12935;5172>,<86242;1724;17250;6900;17250;6900>,<129363;2587;25872;10350;25872;10350>,<172484;3448;34497;13798;34497;13798>,<241477;4827;48295;19317;48295;19317>,<241477;4827;48295;19317;48295;19317>
151,<65328;1306;13064;5224;13064;5224>,<65328;1306;13064;5224;13064;5224>,<87105;1741;17422;6969;17422;6969>,<130657;2613;26130;10453;26130;10453>,<174209;3483;34842;13936;34842;13936>,<243892;4875;48778;19510;48778;19510>,<243892;4875;48778;19510;48778;19510>
152,<65982;1319;13195;5276;13195;5276>,<65982;1319;13195;5276;13195;5276>,<87976;1759;17596;7039;17596;7039>,<131964;2639;26392;10558;26392;10558>,<175951;3517;35191;14075;35191;14075>,<246331;4924;49266;19705;49266;19705>,<246331;4924;49266;19705;49266;19705>
153,<66642;1333;13327;5329;13327;5329>,<66642;1333;13327;5329;13327;5329>,<88855;1776;17772;7109;17772;7109>,<133283;2665;26656;10663;26656;10663>,<177711;3553;35543;14216;35543;14216>,<248794;4973;49758;19902;49758;19902>,<248794;4973;49758;19902;49758;19902>
154,<67308;1346;13460;5382;13460;5382>,<67308;1346;13460;5382;13460;5382>,<89744;1794;17950;7180;17950;7180>,<134616;2692;26922;10770;26922;10770>,<179488;3588;35898;14358;35898;14358>,<251282;5023;50256;20101;50256;20101>,<251282;5023;50256;20101;50256;20101>
155,<67981;1359;13595;5436;13595;5436>,<67981;1359;13595;5436;13595;5436>,<90641;1812;18129;7252;18129;7252>,<135962;2719;27191;10878;27191;10878>,<181283;3624;36257;14502;36257;14502>,<253795;5073;50759;20302;50759;20302>,<253795;5073;50759;20302;50759;20302>
156,<68661;1373;13731;5490;13731;5490>,<68661;1373;13731;5490;13731;5490>,<91548;1830;18311;7324;18311;7324>,<137322;2746;27463;10986;27463;10986>,<183096;3660;36620;14647;36620;14647>,<256333;5124;51266;20505;51266;20505>,<256333;5124;51266;20505;51266;20505>
157,<69348;1387;13868;5545;13868;5545>,<69348;1387;13868;5545;13868;5545>,<92463;1848;18494;7398;18494;7398>,<138695;2774;27738;11096;27738;11096>,<184927;3697;36986;14793;36986;14793>,<258896;5175;51779;20710;51779;20710>,<258896;5175;51779;20710;51779;20710>
158,<70041;1401;14007;5601;14007;5601>,<70041;1401;14007;5601;14007;5601>,<93388;1867;18679;7472;18679;7472>,<140082;2801;28015;11207;28015;11207>,<186776;3734;37356;14941;37356;14941>,<261485;5227;52297;20917;52297;20917>,<261485;5227;52297;20917;52297;20917>
159,<70741;1415;14147;5657;14147;5657>,<70741;1415;14147;5657;14147;5657>,<94322;1886;18866;7546;18866;7546>,<141483;2829;28295;11319;28295;11319>,<188644;3771;37729;15090;37729;15090>,<264100;5279;52820;21127;52820;21127>,<264100;5279;52820;21127;52820;21127>
160,<71449;1429;14288;5713;14288;5713>,<71449;1429;14288;5713;14288;5713>,<95265;1904;19054;7622;19054;7622>,<142898;2858;28578;11433;28578;11433>,<190530;3809;38106;15241;38106;15241>,<266741;5332;53348;21338;53348;21338>,<266741;5332;53348;21338;53348;21338>
161,<72163;1443;14431;5770;14431;5770>,<72163;1443;14431;5770;14431;5770>,<96218;1923;19245;7698;19245;7698>,<144327;2886;28864;11547;28864;11547>,<192435;3847;38487;15394;38487;15394>,<269408;5385;53881;21551;53881;21551>,<269408;5385;53881;21551;53881;21551>
162,<72885;1458;14575;5828;14575;5828>,<72885;1458;14575;5828;14575;5828>,<97180;1943;19437;7775;19437;7775>,<145770;2915;29153;11662;29153;11662>,<194360;3885;38872;15548;38872;15548>,<272102;5439;54420;21767;54420;21767>,<272102;5439;54420;21767;54420;21767>
163,<73614;1472;14721;5886;14721;5886>,<73614;1472;14721;5886;14721;5886>,<98152;1962;19632;7853;19632;7853>,<147228;2944;29444;11779;29444;11779>,<196303;3924;39261;15703;39261;15703>,<274824;5494;54964;21984;54964;21984>,<274824;5494;54964;21984;54964;21984>
164,<74350;1487;14868;5945;14868;5945>,<74350;1487;14868;5945;14868;5945>,<99133;1982;19828;7931;19828;7931>,<148700;2974;29739;11897;29739;11897>,<198266;3963;39654;15860;39654;15860>,<277572;5548;55514;22204;55514;22204>,<277572;5548;55514;22204;55514;22204>
165,<75093;1502;15017;6005;15017;6005>,<75093;1502;15017;6005;15017;6005>,<100125;2002;20026;8010;20026;8010>,<150187;3003;30036;12016;30036;12016>,<200249;4003;40050;16019;40050;16019>,<280347;5604;56069;22426;56069;22426>,<280347;5604;56069;22426;56069;22426>
166,<75844;1517;15167;6065;15167;6065>,<75844;1517;15167;6065;15167;6065>,<101126;2022;20226;8091;20226;8091>,<151689;3033;30336;12136;30336;12136>,<202252;4043;40451;16179;40451;16179>,<283151;5660;56630;22651;56630;22651>,<283151;5660;56630;22651;56630;22651>
167,<76603;1532;15319;6125;15319;6125>,<76603;1532;15319;6125;15319;6125>,<102137;2042;20429;8171;20429;8171>,<153206;3064;30640;12257;30640;12257>,<204274;4084;40855;16341;40855;16341>,<285982;5717;57196;22877;57196;22877>,<285982;5717;57196;22877;57196;22877>
168,<77369;1547;15472;6187;15472;6187>,<77369;1547;15472;6187;15472;6187>,<103158;2062;20633;8253;20633;8253>,<154738;3094;30946;12380;30946;12380>,<206317;4124;41264;16504;41264;16504>,<288842;5774;57768;23106;57768;23106>,<288842;5774;57768;23106;57768;23106>
169,<78143;1563;15627;6249;15627;6249>,<78143;1563;15627;6249;15627;6249>,<104190;2083;20839;8336;20839;8336>,<156285;3125;31256;12504;31256;12504>,<208380;4166;41676;16669;41676;16669>,<291731;5831;58346;23337;58346;23337>,<291731;5831;58346;23337;58346;23337>
170,<78924;1578;15783;6311;15783;6311>,<78924;1578;15783;6311;15783;6311>,<105232;2104;21048;8419;21048;8419>,<157848;3157;31568;12629;31568;12629>,<210464;4207;42093;16836;42093;16836>,<294648;5890;58929;23570;58929;23570>,<294648;5890;58929;23570;58929;23570>
171,<79713;1594;15941;6374;15941;6374>,<79713;1594;15941;6374;15941;6374>,<106284;2125;21258;8503;21258;8503>,<159426;3188;31884;12755;31884;12755>,<212568;4249;42514;17004;42514;17004>,<297594;5949;59518;23806;59518;23806>,<297594;5949;59518;23806;59518;23806>
172,<80510;1610;16100;6438;16100;6438>,<80510;1610;16100;6438;16100;6438>,<107347;2146;21471;8588;21471;8588>,<161021;3220;32203;12882;32203;12882>,<214694;4292;42939;17174;42939;17174>,<300570;6008;60114;24044;60114;24044>,<300570;6008;60114;24044;60114;24044>
173,<81315;1626;16261;6502;16261;6502>,<81315;1626;16261;6502;16261;6502>,<108421;2167;21685;8674;21685;8674>,<162631;3252;32525;13011;32525;13011>,<216841;4335;43369;17346;43369;17346>,<303576;6068;60715;24285;60715;24285>,<303576;6068;60715;24285;60715;24285>
174,<82129;1642;16424;6567;16424;6567>,<82129;1642;16424;6567;16424;6567>,<109505;2189;21902;8761;21902;8761>,<164257;3285;32850;13141;32850;13141>,<219009;4378;43802;17520;43802;17520>,<306612;6129;61322;24527;61322;24527>,<306612;6129;61322;24527;61322;24527>
175,<82950;1659;16588;6633;16588;6633>,<82950;1659;16588;6633;16588;6633>,<110600;2211;22121;8849;22121;8849>,<165900;3318;33179;13273;33179;13273>,<221200;4422;44240;17695;44240;17695>,<309678;6190;61935;24773;61935;24773>,<309678;6190;61935;24773;61935;24773>
176,<83779;1675;16754;6699;16754;6699>,<83779;1675;16754;6699;16754;6699>,<111706;2233;22343;8937;22343;8937>,<167559;3351;33510;13406;33510;13406>,<223412;4466;44683;17872;44683;17872>,<312775;6252;62554;25020;62554;25020>,<312775;6252;62554;25020;62554;25020>
177,<84617;1692;16922;6766;16922;6766>,<84617;1692;16922;6766;16922;6766>,<112823;2255;22566;9026;22566;9026>,<169234;3384;33845;13540;33845;13540>,<225646;4511;45130;18050;45130;18050>,<315903;6315;63180;25271;63180;25271>,<315903;6315;63180;25271;63180;25271>
178,<85463;1709;17091;6834;17091;6834>,<85463;1709;17091;6834;17091;6834>,<113951;2278;22792;9117;22792;9117>,<170927;3418;34184;13675;34184;13675>,<227902;4556;45581;18231;45581;18231>,<319062;6378;63812;25523;63812;25523>,<319062;6378;63812;25523;63812;25523>
179,<86318;1726;17262;6902;17262;6902>,<86318;1726;17262;6902;17262;6902>,<115091;2301;23020;9208;23020;9208>,<172636;3452;34526;13812;34526;13812>,<230181;4601;46037;18413;46037;18413>,<322252;6442;64450;25779;64450;25779>,<322252;6442;64450;25779;64450;25779>
180,<87181;1743;17434;6971;17434;6971>,<87181;1743;17434;6971;17434;6971>,<116241;2324;23250;9300;23250;9300>,<174362;3487;34871;13950;34871;13950>,<232483;4648;46497;18597;46497;18597>,<325475;6506;65094;26036;65094;26036>,<325475;6506;65094;26036;65094;26036>
181,<88053;1761;17609;7041;17609;7041>,<88053;1761;17609;7041;17609;7041>,<117404;2347;23482;9393;23482;9393>,<176106;3522;35220;14089;35220;14089>,<234808;4694;46962;18783;46962;18783>,<328729;6571;65745;26297;65745;26297>,<328729;6571;65745;26297;65745;26297>
182,<88933;1778;17785;7111;17785;7111>,<88933;1778;17785;7111;17785;7111>,<118578;2370;23717;9487;23717;9487>,<177867;3557;35572;14230;35572;14230>,<237156;4741;47432;18971;47432;18971>,<332017;6637;66403;26560;66403;26560>,<332017;6637;66403;26560;66403;26560>
183,<89823;1796;17963;7182;17963;7182>,<89823;1796;17963;7182;17963;7182>,<119764;2394;23954;9582;23954;9582>,<179646;3593;35928;14373;35928;14373>,<239527;4788;47906;19161;47906;19161>,<335337;6703;67067;26825;67067;26825>,<335337;6703;67067;26825;67067;26825>
184,<90721;1814;18142;7254;18142;7254>,<90721;1814;18142;7254;18142;7254>,<120961;2418;24194;9678;24194;9678>,<181442;3628;36287;14516;36287;14516>,<241923;4836;48385;19352;48385;19352>,<338690;6770;67738;27093;67738;27093>,<338690;6770;67738;27093;67738;27093>
185,<91628;1832;18324;7327;18324;7327>,<91628;1832;18324;7327;18324;7327>,<122171;2442;24436;9774;24436;9774>,<183256;3665;36650;14661;36650;14661>,<244342;4885;48869;19546;48869;19546>,<342077;6838;68415;27364;68415;27364>,<342077;6838;68415;27364;68415;27364>
186,<92545;1851;18507;7400;18507;7400>,<92545;1851;18507;7400;18507;7400>,<123393;2467;24680;9872;24680;9872>,<185089;3701;37016;14808;37016;14808>,<246785;4933;49358;19741;49358;19741>,<345498;6906;69099;27638;69099;27638>,<345498;6906;69099;27638;69099;27638>
187,<93470;1869;18692;7474;18692;7474>,<93470;1869;18692;7474;18692;7474>,<124627;2491;24927;9971;24927;9971>,<186940;3738;37386;14956;37386;14956>,<249253;4983;49851;19939;49851;19939>,<348953;6975;69790;27914;69790;27914>,<348953;6975;69790;27914;69790;27914>
188,<94405;1888;18879;7549;18879;7549>,<94405;1888;18879;7549;18879;7549>,<125873;2516;25176;10070;25176;10070>,<188809;3776;37760;15106;37760;15106>,<251746;5033;50350;20138;50350;20138>,<352442;7045;70488;28194;70488;28194>,<352442;7045;70488;28194;70488;28194>
189,<95349;1907;19068;7624;19068;7624>,<95349;1907;19068;7624;19068;7624>,<127132;2541;25428;10171;25428;10171>,<190697;3814;38138;15257;38138;15257>,<254263;5083;50853;20340;50853;20340>,<355967;7116;71193;28476;71193;28476>,<355967;7116;71193;28476;71193;28476>
190,<96302;1926;19258;7701;19258;7701>,<96302;1926;19258;7701;19258;7701>,<128403;2567;25682;10273;25682;10273>,<192604;3852;38519;15409;38519;15409>,<256806;5134;51362;20543;51362;20543>,<359527;7187;71905;28760;71905;28760>,<359527;7187;71905;28760;71905;28760>
191,<97265;1945;19451;7778;19451;7778>,<97265;1945;19451;7778;19451;7778>,<129687;2593;25939;10376;25939;10376>,<194530;3890;38904;15563;38904;15563>,<259374;5185;51875;20748;51875;20748>,<363122;7259;72624;29048;72624;29048>,<363122;7259;72624;29048;72624;29048>
192,<98238;1965;19645;7855;19645;7855>,<98238;1965;19645;7855;19645;7855>,<130984;2618;26198;10479;26198;10479>,<196476;3929;39293;15719;39293;15719>,<261968;5237;52394;20956;52394;20956>,<366753;7331;73350;29338;73350;29338>,<366753;7331;73350;29338;73350;29338>
193,<99220;1984;19842;7934;19842;7934>,<99220;1984;19842;7934;19842;7934>,<132294;2645;26460;10584;26460;10584>,<198440;3968;39686;15876;39686;15876>,<264587;5289;52918;21166;52918;21166>,<370421;7404;74084;29632;74084;29632>,<370421;7404;74084;29632;74084;29632>
194,<100212;2004;20040;8013;20040;8013>,<100212;2004;20040;8013;20040;8013>,<133617;2671;26725;10690;26725;10690>,<200425;4008;40083;16035;40083;16035>,<267233;5342;53447;21377;53447;21377>,<374125;7478;74824;29928;74824;29928>,<374125;7478;74824;29928;74824;29928>
195,<101215;2024;20241;8093;20241;8093>,<101215;2024;20241;8093;20241;8093>,<134953;2698;26992;10797;26992;10797>,<202429;4048;40484;16195;40484;16195>,<269906;5396;53982;21591;53982;21591>,<377866;7553;75573;30227;75573;30227>,<377866;7553;75573;30227;75573;30227>
196,<102227;2044;20443;8174;20443;8174>,<102227;2044;20443;8174;20443;8174>,<136302;2725;27262;10905;27262;10905>,<204453;4089;40889;16357;40889;16357>,<272605;5450;54521;21807;54521;21807>,<381645;7629;76328;30530;76328;30530>,<381645;7629;76328;30530;76328;30530>
197,<103249;2065;20647;8256;20647;8256>,<103249;2065;20647;8256;20647;8256>,<137665;2752;27535;11014;27535;11014>,<206498;4129;41298;16521;41298;16521>,<275331;5504;55067;22025;55067;22025>,<385461;7705;77092;30835;77092;30835>,<385461;7705;77092;30835;77092;30835>
198,<104281;2085;20854;8339;20854;8339>,<104281;2085;20854;8339;20854;8339>,<139042;2780;27810;11124;27810;11124>,<208563;4171;41711;16686;41711;16686>,<278084;5559;55617;22245;55617;22245>,<389316;7782;77863;31143;77863;31143>,<389316;7782;77863;31143;77863;31143>
199,<105324;2106;21062;8422;21062;8422>,<105324;2106;21062;8422;21062;8422>,<140432;2807;28088;11235;28088;11235>,<210649;4212;42128;16853;42128;16853>,<280865;5615;56174;22468;56174;22468>,<393209;7860;78641;31455;78641;31455>,<393209;7860;78641;31455;78641;31455>
200,<106378;2127;21273;8506;21273;8506>,<106378;2127;21273;8506;21273;8506>,<141837;2835;28369;11348;28369;11348>,<212755;4255;42549;17021;42549;17021>,<283673;5671;56735;22692;56735;22692>,<397141;7939;79428;31769;79428;31769>,<397141;7939;79428;31769;79428;31769>
