变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
55111,120001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
55121,120002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
55131,120003,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;500;200;266.6;466.6;333.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
55211,121001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
55221,121002,,,,<0.25;0.25;0.25;0.25>,,<0;266.6;266.6;233.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
55231,121006,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;566.6;466.6;366.6;266.6;200;200;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
56211,122001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,{lifeBar={show=true}}
56221,122002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,{lifeBar={show=true}}
56231,122004,,,,<0.5;0.5>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
56232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90>,,TRUE,,
56233,122091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,koudai_beijing/diqiuchengshi.skel,,,,TRUE,,
57111,123001,,,,<0.5;0.25;0.25>,,<0;400;533.33>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57121,123004,,,,<0.5;0.5>,,<0;700>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=400;x=0;delay=0;y=300};{t=400;rot=12;delay=0};{t=300;x=0;delay=400;y=0};{t=300;rot=0;delay=400}>,,,,,,,FALSE,,{lifeBar={show=true}}
57131,123006,,,,<0.5;0.5>,,<0;400>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
57132,123091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=100;absX=1500;delay=0;t=0};{t=0;scale=5;delay=0};{absY=200;scale=1;delay=5100;absX=150;t=0}>,<{hide=true;delay=0;lastTime=4266.67};{hide=true;delay=4966.67;lastTime=633.33}>,,,,<90;123092>,,TRUE,,
57133,123092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/paodong.skel,{scale=1.3;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=200;lastTime=6166.6;aniName=feitiantanglang_skill2},,,TRUE,,
57211,212001,,,,<0.25;0.25;0.25;0.25>,,<0;233.33;566.67;300>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57221,212005,,,,<0.3;0.3;0.4>,,<0;633.33;666.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57231,212008,,,,<0.4;0.6>,,<0;4333.33>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
57232,212091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;212092;212093;212094>,{bones=<Hitman_move>},TRUE,,
57233,212092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=450;lastTime=6266.67;aniName=juqiantanglang_skill2},,,TRUE,,
57234,212093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huangtu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-2;offsetX=-200;lastTime=6733.33;aniName=juqiantanglang_skill2},,,TRUE,,
57235,212094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-3;offsetX=0;lastTime=6733.33;aniName=juqiantanglang_skill2},,,TRUE,,
57311,212101,,,,<0.5;0.5>,,<0;966.7>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57321,212103,,,,<0.5;0.5>,,<0;500>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57331,212105,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;700;2566.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
57332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;212192>,{bones=<hitman_move>},TRUE,,
57333,212192,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_juqiantanglang_jietouquanshou/hero_juqiantanglang_jietouquanshou.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-3;offsetX=0;lastTime=12266.6;aniName=skill2_hou},,,TRUE,,
57411,212201,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57421,212202,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;233.3;400;200;466.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57431,212207,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;1033.3;2000;700;100;2466.6;266.6;300;633.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
57432,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;212292;212293>,{bones=<hitman_move>},TRUE,,
57433,212292,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=0.75;screenPos=0;offsetY=-500;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=-200;lastTime=11333.3;aniName=jqtlmega_skill2},,,TRUE,,
57434,212293,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.75;screenPos=0;offsetY=-350;addTolayer=-1;aniLoop=false;zorder=-2;offsetX=-200;lastTime=11333.3;aniName=jqtlmega_skill2},,,TRUE,,
57511,212301,,,,<0.5;0.5>,,<0;966.7>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57521,212303,,,,<0.5;0.5>,,<0;500>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
57531,212305,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;700;2566.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
57532,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;212392>,{bones=<hitman_move>},TRUE,,
57533,212392,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_juqiantanglangmega_pifu/hero_juqiantanglangmega_pifu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-3;offsetX=0;lastTime=12266.6;aniName=skill2_hou},,,TRUE,,
59111,239002,,,,<0.5;0.5>,,<0;233.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59121,239003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59131,239004,,,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;100;100;133.3;133.3;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
59211,125001,,,,<0.3;0.3;0.4>,,<0;200;533.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59221,125004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59231,125005,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
59311,466001,,,,<0.3;0.3;0.4>,,<0;233.3;533.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59321,466004,,,,<0.5;0.5>,,<0;600>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59331,466006,,,,<0.1;0.15;0.15;0.15;0.15;0.15;0.15>,,<0;233.3;166.6;133.3;100;166.6;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
60111,240001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60121,240002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60131,240003,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;266.6;266.6;266.6;266.6;266.6;266.6;266.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
60211,126001,,,,<0.5;0.5>,,<0;500>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60221,126003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60231,126004,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;266.67;266.67;266.67;266.67;266.67;266.67>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
60311,467001,,,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;100;66.6;66.6;66.6;200>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60321,467007,,,,<0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625>,,<0;133.3;133.3;433.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;166.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60331,467023,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
60332,467091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=0;scale=0.75;delay=5000;rot=-13;absX=1300}>,<{hide=true;delay=0;lastTime=5333.3}>,,,,<90;467092;467093>,,TRUE,,
60333,467092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=1;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=80;offsetX=0;lastTime=7566.6;delay=0;aniName=yazuiyanshou_skill2},,,TRUE,,
60334,467093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj.skel,{scale=1;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=60;offsetX=0;lastTime=7566.6;delay=0;aniName=yazuiyanshou_skill2},,,TRUE,,
61111,127001,,,,<0.5;0.5>,,<0;550>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
61121,127002,,,,<0.25;0.25;0.25;0.25>,,<0;300;800;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
61131,127005,,,,<0.4;0.6>,,<0;430>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
61132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;127091;127092>,{bones=<hitman_move>},TRUE,,
61133,127091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/senlin.skel,{scale=0.6;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=60;offsetX=0;lastTime=7228;delay=0;aniName=kailuosi_skill2},,,TRUE,,
61134,127092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_kailuosi/hero_kailuosi.skel,{scale=0.6;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=30;offsetX=0;lastTime=7228;delay=0;aniName=skill2_hou},,,TRUE,,
63211,130001,,,,<0.4;0.6>,,<0;1400>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
63221,130004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
63231,130005,,,,<0.5;0.5>,,<0;33.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
63232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=230;scale=1;delay=5000;t=0;x=100}>,<{hide=true;delay=0;lastTime=7333.3}>,,,,<90;130092;130093>,,TRUE,,
63233,130092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/haian.skel,{scale=0.66;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=5;offsetX=0;lastTime=8700;delay=0;aniName=baolilong_skill2},,,TRUE,,
63234,130093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong.skel,{scale=0.7;screenPos=0;offsetY=20;addTolayer=-1;aniLoop=false;zorder=1;offsetX=20;lastTime=8700;delay=0;aniName=baolilong_skill2},,,TRUE,,
63411,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
63421,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
63431,1,,,,<0.5;0.5>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;383092;383093>,{bones=<hitman_move>},TRUE,,
64111,131001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
64121,131002,,,,,<1>,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
64131,131003,,,,<0.2;0.2;0.2;0.2;0.2>,,<300;800;800;800;1400>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
64132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=99;delay=0;lastTime=10000}>,,<{hide=true;delay=0;lastTime=3330}>,,,,<90;131091;131092>,,TRUE,,
64133,131011,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=3330}>,,,,,{bones=<hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},FALSE,,
64134,131012,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=3330}>,,,,,{bones=<hitman_move>;notback=true},FALSE,,
64135,131013,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=3330}>,,,,,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},FALSE,,
64136,131091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/hailang.skel,{scale=0.83;screenPos=0;offsetY=70;addTolayer=1;aniLoop=false;zorder=99000;offsetX=40;lastTime=10000;delay=0;aniName=lapulasi_skill2},,,TRUE,,
64137,131092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/shamo.skel,{scale=0.85;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-99999;offsetX=0;lastTime=10000;delay=0;aniName=lapulasi_skill2},,,TRUE,,
65111,132201,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65121,132201,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65131,132201,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
65211,132101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65221,132101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65231,132101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
65311,132001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65321,132001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
65331,132001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
69111,140001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69121,140002,,,,<0.3;0.3;0.4>,,<0;100;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69131,140005,,,,<0.5;0.5>,,<0;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
69211,141001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69221,141002,,,,<0.5;0.1;0.1;0.1;0.1;0.1>,,<0;766.6;266.6;133.3;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69231,141008,,,,<0.15;0.15;0.15;0.15;0.15;0.25>,,<0;200;200;233.33;233.33;533.33>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
70111,142001,,,,<0.5;0.5>,,<0;566>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
70121,142003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
70131,142004,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
70132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=9999;delay=0;lastTime=10000}>,,<{hide=true;delay=0;lastTime=5527}>,,,,<90;142091;142092;142093;142094>,{bones=<hitman_move1>},TRUE,,
70133,142091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.7;offsetY=0;addTolayer=1;aniLoop=false;zorder=100;offsetX=0;lastTime=8658;delay=0;aniName=huashiyilong_skill2_qian},,,TRUE,,
70134,142092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.7;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=8658;delay=0;aniName=huashiyilong_skill2_hou},,,TRUE,,
70135,142093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/shanlin.skel,{scale=0.7;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-2;offsetX=0;lastTime=8658;delay=0;aniName=huashiyilong_skill2},,,TRUE,,
70136,142094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.7;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-3;offsetX=0;lastTime=8658;delay=0;aniName=huashiyilong_skill2},,,TRUE,,
71111,446001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71121,446002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71131,446003,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
71211,143001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71221,143002,,,,<0.5;0.5>,,<0;700>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71231,143004,,,,<0.33;0.33;0.34>,,<0;200;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
71232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=6468;lastTime=1160}>,,,,<90;143091;143092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
71233,143091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huangtu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=10;offsetX=-100;lastTime=7723;delay=0;aniName=kabishou_skill2},,,TRUE,,
71234,143092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=1;offsetX=0;lastTime=7723;delay=0;aniName=kabishou_skill2},,,TRUE,,
72111,144001,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
72121,144005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;200;200;200;200;200;200;600;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{y=200;t=500;delay=0};{y=0;t=500;delay=1233.33}>,,,,,,,FALSE,,
72131,144014,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;200;200;733.33;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
72132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=0;rot=15;delay=0};{t=0;x=-300;delay=0;absY=50};{t=0;scale=0.3;delay=0}>,<{hide=true;delay=0;lastTime=10400};{hide=true;delay=11200;lastTime=1800}>,,,,<90;144092;144093;144094>,,TRUE,,
72133,144092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huangtu.skel,{scale=0.67;screenPos=0;offsetY=-300;addTolayer=-1;aniLoop=false;zorder=100;offsetX=-200;lastTime=12900;delay=0;aniName=jidongniao_skill2},,,TRUE,,
