变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
2109,1351,,,,,8,1,0.22%,0,
2110,1351,,,,,9,1,0.28%,0,
2111,1351,,,,,10,1,0.35%,0,
2112,1351,,,,,11,1,0.42%,0,
2113,1351,,,,,12,1,0.50%,0,
2114,1351,,,,,13,1,0.60%,0,
2115,1351,,,,,14,1,0.70%,0,
2116,1351,,,,,15,1,0.80%,0,
2117,1351,,,,,16,1,1.00%,0,
2118,1351,,,,,17,1,1.20%,0,
2119,1351,,,,,18,1,1.40%,0,
2120,1361,,,,,1,0,0%,0,
2121,1361,,,,,2,0,0%,0,
2122,1361,,,,,3,0,0%,0,
2123,1361,,,,,4,0,0%,0,
2124,1361,,,,,5,0,0%,0,
2125,1361,,,,,6,0,0%,0,
2126,1361,,,,,7,0,0%,0,
2127,1361,,,,,8,0,0%,0,
2128,1361,,,,,9,0,0%,0,
2129,1361,,,,,10,0,0%,0,
2130,1361,,,,,11,0,0%,0,
2131,1361,,,,,12,0,0%,0,
2132,1371,,,,,1,0,0%,0,
2133,1371,,,,,2,0,0%,0,
2134,1371,,,,,3,0,0%,0,
2135,1371,,,,,4,0,0%,0,
2136,1371,,,,,5,0,0%,0,
2137,1371,,,,,6,0,0%,0,
2138,1371,,,,,7,0,0%,0,
2139,1371,,,,,8,0,0%,0,
2140,1371,,,,,9,0,0%,0,
2141,1371,,,,,10,0,0%,0,
2142,1371,,,,,11,0,0%,0,
2143,1371,,,,,12,0,0%,0,
2144,1381,,,,,1,0,0%,0,
2145,1381,,,,,2,0,0%,0,
2146,1381,,,,,3,0,0%,0,
2147,1381,,,,,4,0,0%,0,
2148,1381,,,,,5,0,0%,0,
2149,1381,,,,,6,0,0%,0,
2150,1381,,,,,7,0,0%,0,
2151,1381,,,,,8,0,0%,0,
2152,1381,,,,,9,0,0%,0,
2153,1381,,,,,10,0,0%,0,
2154,1381,,,,,11,0,0%,0,
2155,1381,,,,,12,0,0%,0,
2156,1391,,,,,1,1,0%,0,
2157,1391,,,,,2,1,0%,0,
2158,1391,,,,,3,1,0.07%,0,
2159,1391,,,,,4,1,0.18%,0,
2160,1391,,,,,5,1,0.28%,0,
2161,1391,,,,,6,1,0.49%,0,
2162,1391,,,,,7,1,0.70%,0,
2163,1391,,,,,8,1,0.91%,0,
2164,1391,,,,,9,1,1.23%,0,
2165,1391,,,,,10,1,1.54%,0,
2166,1391,,,,,11,1,1.86%,0,
2167,1391,,,,,12,1,2.28%,0,
2168,1391,,,,,13,1,2.70%,0,
2169,1391,,,,,14,1,3.12%,0,
2170,1391,,,,,15,1,3.54%,0,
2171,1391,,,,,16,1,3.96%,0,
2172,1391,,,,,17,1,4.38%,0,
2173,1391,,,,,18,1,4.80%,0,
2174,1401,,,,,1,0,0%,0,
2175,1401,,,,,2,0,0%,0,
2176,1401,,,,,3,0,0%,0,
2177,1401,,,,,4,0,0%,0,
2178,1401,,,,,5,0,0%,0,
2179,1401,,,,,6,0,0%,0,
2180,1401,,,,,7,0,0%,0,
2181,1401,,,,,8,0,0%,0,
2182,1401,,,,,9,0,0%,0,
2183,1401,,,,,10,0,0%,0,
2184,1401,,,,,11,0,0%,0,
2185,1401,,,,,12,0,0%,0,
2186,1411,,,,,1,0,0%,0,
2187,1411,,,,,2,0,0%,0,
2188,1411,,,,,3,0,0%,0,
2189,1411,,,,,4,0,0%,0,
2190,1411,,,,,5,0,0%,0,
2191,1411,,,,,6,0,0%,0,
2192,1411,,,,,7,0,0%,0,
2193,1411,,,,,8,0,0%,0,
2194,1411,,,,,9,0,0%,0,
2195,1411,,,,,10,0,0%,0,
2196,1411,,,,,11,0,0%,0,
2197,1411,,,,,12,0,0%,0,
2198,1421,,,,,1,7,0%,0,
2199,1421,,,,,2,7,0%,0,
2200,1421,,,,,3,7,0.10%,0,
2201,1421,,,,,4,7,0.25%,0,
2202,1421,,,,,5,7,0.40%,0,
2203,1421,,,,,6,7,0.70%,0,
2204,1421,,,,,7,7,1%,0,
2205,1421,,,,,8,7,1.30%,0,
2206,1421,,,,,9,7,1.75%,0,
2207,1421,,,,,10,7,2.20%,0,
2208,1421,,,,,11,7,2.65%,0,
2209,1421,,,,,12,7,3.25%,0,
2210,1421,,,,,13,7,3.85%,0,
2211,1421,,,,,14,7,4.45%,0,
2212,1421,,,,,15,7,5.05%,0,
2213,1421,,,,,16,7,5.65%,0,
2214,1421,,,,,17,7,6.25%,0,
2215,1421,,,,,18,7,6.85%,0,
2216,1431,,,,,1,0,0%,0,
2217,1431,,,,,2,0,0%,0,
2218,1431,,,,,3,0,0%,0,
2219,1431,,,,,4,0,0%,0,
2220,1431,,,,,5,0,0%,0,
2221,1431,,,,,6,0,0%,0,
2222,1431,,,,,7,0,0%,0,
2223,1431,,,,,8,0,0%,0,
2224,1431,,,,,9,0,0%,0,
2225,1431,,,,,10,0,0%,0,
2226,1431,,,,,11,0,0%,0,
2227,1431,,,,,12,0,0%,0,
2228,1441,,,,,1,1,0%,0,
2229,1441,,,,,2,1,0.06%,0,
2230,1441,,,,,3,1,0.11%,0,
2231,1441,,,,,4,1,0.17%,0,
2232,1441,,,,,5,1,0.28%,0,
2233,1441,,,,,6,1,0.39%,0,
2234,1441,,,,,7,1,0.56%,0,
2235,1441,,,,,8,1,0.73%,0,
2236,1441,,,,,9,1,0.95%,0,
2237,1441,,,,,10,1,1.18%,0,
2238,1441,,,,,11,1,1.40%,0,
2239,1441,,,,,12,1,1.68%,0,
2240,1441,,,,,13,1,2.00%,0,
2241,1441,,,,,14,1,2.40%,0,
2242,1441,,,,,15,1,2.80%,0,
2243,1441,,,,,16,1,3.20%,0,
2244,1441,,,,,17,1,3.80%,0,
2245,1441,,,,,18,1,4.20%,0,
2246,1451,,,,,1,0,0%,0,
2247,1451,,,,,2,0,0%,0,
2248,1451,,,,,3,0,0%,0,
2249,1451,,,,,4,0,0%,0,
2250,1451,,,,,5,0,0%,0,
2251,1451,,,,,6,0,0%,0,
2252,1451,,,,,7,0,0%,0,
2253,1451,,,,,8,0,0%,0,
2254,1451,,,,,9,0,0%,0,
2255,1451,,,,,10,0,0%,0,
2256,1451,,,,,11,0,0%,0,
2257,1451,,,,,12,0,0%,0,
2258,1461,,,,,1,0,0%,0,
2259,1461,,,,,2,0,0%,0,
2260,1461,,,,,3,0,0%,0,
2261,1461,,,,,4,0,0%,0,
2262,1461,,,,,5,0,0%,0,
2263,1461,,,,,6,0,0%,0,
2264,1461,,,,,7,0,0%,0,
2265,1461,,,,,8,0,0%,0,
2266,1461,,,,,9,0,0%,0,
2267,1461,,,,,10,0,0%,0,
2268,1461,,,,,11,0,0%,0,
2269,1461,,,,,12,0,0%,0,
2270,1471,,,,,1,0,0%,0,
2271,1471,,,,,2,0,0%,0,
2272,1471,,,,,3,0,0%,0,
2273,1471,,,,,4,0,0%,0,
2274,1471,,,,,5,0,0%,0,
2275,1471,,,,,6,0,0%,0,
2276,1471,,,,,7,0,0%,0,
2277,1471,,,,,8,0,0%,0,
2278,1471,,,,,9,0,0%,0,
2279,1471,,,,,10,0,0%,0,
2280,1471,,,,,11,0,0%,0,
2281,1471,,,,,12,0,0%,0,
2282,1481,,,,,1,0,0%,0,
2283,1481,,,,,2,0,0%,0,
2284,1481,,,,,3,0,0%,0,
2285,1481,,,,,4,0,0%,0,
2286,1481,,,,,5,0,0%,0,
2287,1481,,,,,6,0,0%,0,
2288,1481,,,,,7,0,0%,0,
2289,1481,,,,,8,0,0%,0,
2290,1481,,,,,9,0,0%,0,
2291,1481,,,,,10,0,0%,0,
2292,1481,,,,,11,0,0%,0,
2293,1481,,,,,12,0,0%,0,
2294,1491,,,,,1,0,0%,0,
2295,1491,,,,,2,0,0%,0,
2296,1491,,,,,3,0,0%,0,
2297,1491,,,,,4,0,0%,0,
2298,1491,,,,,5,0,0%,0,
2299,1491,,,,,6,0,0%,0,
2300,1491,,,,,7,0,0%,0,
2301,1491,,,,,8,0,0%,0,
2302,1491,,,,,9,0,0%,0,
2303,1491,,,,,10,0,0%,0,
2304,1491,,,,,11,0,0%,0,
2305,1491,,,,,12,0,0%,0,
2306,1501,,,,,1,9,0%,0,
2307,1501,,,,,2,9,0%,0,
2308,1501,,,,,3,9,0.10%,0,
2309,1501,,,,,4,9,0.25%,0,
2310,1501,,,,,5,9,0.40%,0,
2311,1501,,,,,6,9,0.70%,0,
2312,1501,,,,,7,9,1%,0,
2313,1501,,,,,8,9,1.30%,0,
2314,1501,,,,,9,9,1.75%,0,
2315,1501,,,,,10,9,2.20%,0,
2316,1501,,,,,11,9,2.65%,0,
2317,1501,,,,,12,9,3.25%,0,
2318,1501,,,,,13,9,3.85%,0,
2319,1501,,,,,14,9,4.45%,0,
2320,1501,,,,,15,9,5.05%,0,
2321,1501,,,,,16,9,5.65%,0,
2322,1501,,,,,17,9,6.25%,0,
2323,1501,,,,,18,9,6.85%,0,
2324,1511,,,,,1,0,0%,0,
2325,1511,,,,,2,0,0%,0,
2326,1511,,,,,3,0,0%,0,
2327,1511,,,,,4,0,0%,0,
2328,1511,,,,,5,0,0%,0,
2329,1511,,,,,6,0,0%,0,
2330,1511,,,,,7,0,0%,0,
2331,1511,,,,,8,0,0%,0,
2332,1511,,,,,9,0,0%,0,
2333,1511,,,,,10,0,0%,0,
2334,1511,,,,,11,0,0%,0,
2335,1511,,,,,12,0,0%,0,
2336,1521,,,,,1,0,0%,0,
2337,1521,,,,,2,0,0%,0,
2338,1521,,,,,3,0,0%,0,
2339,1521,,,,,4,0,0%,0,
2340,1521,,,,,5,0,0%,0,
2341,1521,,,,,6,0,0%,0,
2342,1521,,,,,7,0,0%,0,
2343,1521,,,,,8,0,0%,0,
2344,1521,,,,,9,0,0%,0,
2345,1521,,,,,10,0,0%,0,
2346,1521,,,,,11,0,0%,0,
2347,1521,,,,,12,0,0%,0,
2348,1531,,,,,1,0,0%,0,
2349,1531,,,,,2,0,0%,0,
2350,1531,,,,,3,0,0%,0,
2351,1531,,,,,4,0,0%,0,
2352,1531,,,,,5,0,0%,0,
2353,1531,,,,,6,0,0%,0,
2354,1531,,,,,7,0,0%,0,
2355,1531,,,,,8,0,0%,0,
2356,1531,,,,,9,0,0%,0,
2357,1531,,,,,10,0,0%,0,
2358,1531,,,,,11,0,0%,0,
2359,1531,,,,,12,0,0%,0,
2360,1541,,,,,1,0,0%,0,
2361,1541,,,,,2,0,0%,0,
2362,1541,,,,,3,0,0%,0,
2363,1541,,,,,4,0,0%,0,
2364,1541,,,,,5,0,0%,0,
2365,1541,,,,,6,0,0%,0,
2366,1541,,,,,7,0,0%,0,
2367,1541,,,,,8,0,0%,0,
2368,1541,,,,,9,0,0%,0,
2369,1541,,,,,10,0,0%,0,
2370,1541,,,,,11,0,0%,0,
2371,1541,,,,,12,0,0%,0,
2372,1551,,,,,1,0,0%,0,
2373,1551,,,,,2,0,0%,0,
2374,1551,,,,,3,0,0%,0,
2375,1551,,,,,4,0,0%,0,
2376,1551,,,,,5,0,0%,0,
2377,1551,,,,,6,0,0%,0,
2378,1551,,,,,7,0,0%,0,
2379,1551,,,,,8,0,0%,0,
2380,1551,,,,,9,0,0%,0,
2381,1551,,,,,10,0,0%,0,
2382,1551,,,,,11,0,0%,0,
2383,1551,,,,,12,0,0%,0,
2384,1561,,,,,1,0,0%,0,
2385,1561,,,,,2,0,0%,0,
2386,1561,,,,,3,0,0%,0,
2387,1561,,,,,4,0,0%,0,
2388,1561,,,,,5,0,0%,0,
2389,1561,,,,,6,0,0%,0,
2390,1561,,,,,7,0,0%,0,
2391,1561,,,,,8,0,0%,0,
2392,1561,,,,,9,0,0%,0,
2393,1561,,,,,10,0,0%,0,
2394,1561,,,,,11,0,0%,0,
2395,1561,,,,,12,0,0%,0,
2396,1571,,,,,1,0,0%,0,
2397,1571,,,,,2,0,0%,0,
2398,1571,,,,,3,0,0%,0,
2399,1571,,,,,4,0,0%,0,
2400,1571,,,,,5,0,0%,0,
2401,1571,,,,,6,0,0%,0,
2402,1571,,,,,7,0,0%,0,
2403,1571,,,,,8,0,0%,0,
2404,1571,,,,,9,0,0%,0,
2405,1571,,,,,10,0,0%,0,
2406,1571,,,,,11,0,0%,0,
2407,1571,,,,,12,0,0%,0,
2408,1581,,,,,1,0,0%,0,
2409,1581,,,,,2,0,0%,0,
2410,1581,,,,,3,0,0%,0,
2411,1581,,,,,4,0,0%,0,
2412,1581,,,,,5,0,0%,0,
2413,1581,,,,,6,0,0%,0,
2414,1581,,,,,7,0,0%,0,
2415,1581,,,,,8,0,0%,0,
2416,1581,,,,,9,0,0%,0,
2417,1581,,,,,10,0,0%,0,
2418,1581,,,,,11,0,0%,0,
2419,1581,,,,,12,0,0%,0,
2420,1591,,,,,1,0,0%,0,
2421,1591,,,,,2,0,0%,0,
2422,1591,,,,,3,0,0%,0,
2423,1591,,,,,4,0,0%,0,
2424,1591,,,,,5,0,0%,0,
2425,1591,,,,,6,0,0%,0,
2426,1591,,,,,7,0,0%,0,
2427,1591,,,,,8,0,0%,0,
2428,1591,,,,,9,0,0%,0,
2429,1591,,,,,10,0,0%,0,
2430,1591,,,,,11,0,0%,0,
2431,1591,,,,,12,0,0%,0,
2432,1601,,,,,1,0,0%,0,
2433,1601,,,,,2,0,0%,0,
2434,1601,,,,,3,0,0%,0,
2435,1601,,,,,4,0,0%,0,
2436,1601,,,,,5,0,0%,0,
2437,1601,,,,,6,0,0%,0,
2438,1601,,,,,7,0,0%,0,
2439,1601,,,,,8,0,0%,0,
2440,1601,,,,,9,0,0%,0,
2441,1601,,,,,10,0,0%,0,
2442,1601,,,,,11,0,0%,0,
2443,1601,,,,,12,0,0%,0,
2444,1611,,,,,1,10,0%,0,
2445,1611,,,,,2,10,0.08%,0,
2446,1611,,,,,3,10,0.16%,0,
2447,1611,,,,,4,10,0.24%,0,
2448,1611,,,,,5,10,0.40%,0,
2449,1611,,,,,6,10,0.56%,0,
2450,1611,,,,,7,10,0.80%,0,
2451,1611,,,,,8,10,1.04%,0,
2452,1611,,,,,9,10,1.36%,0,
2453,1611,,,,,10,10,1.68%,0,
2454,1611,,,,,11,10,2%,0,
2455,1611,,,,,12,10,2.40%,0,
2456,1611,,,,,13,10,2.80%,0,
2457,1611,,,,,14,10,3.20%,0,
2458,1611,,,,,15,10,3.60%,0,
2459,1611,,,,,16,10,4.00%,0,
2460,1611,,,,,17,10,4.50%,0,
2461,1611,,,,,18,10,5.00%,0,
2462,1621,,,,,1,0,0%,0,
2463,1621,,,,,2,0,0%,0,
2464,1621,,,,,3,0,0%,0,
2465,1621,,,,,4,0,0%,0,
2466,1621,,,,,5,0,0%,0,
2467,1621,,,,,6,0,0%,0,
2468,1621,,,,,7,0,0%,0,
2469,1621,,,,,8,0,0%,0,
2470,1621,,,,,9,0,0%,0,
2471,1621,,,,,10,0,0%,0,
2472,1621,,,,,11,0,0%,0,
2473,1621,,,,,12,0,0%,0,
2474,1631,,,,,1,0,0%,0,
2475,1631,,,,,2,0,0%,0,
2476,1631,,,,,3,0,0%,0,
2477,1631,,,,,4,0,0%,0,
2478,1631,,,,,5,0,0%,0,
2479,1631,,,,,6,0,0%,0,
2480,1631,,,,,7,0,0%,0,
2481,1631,,,,,8,0,0%,0,
2482,1631,,,,,9,0,0%,0,
2483,1631,,,,,10,0,0%,0,
2484,1631,,,,,11,0,0%,0,
2485,1631,,,,,12,0,0%,0,
2486,1641,,,,,1,9,0%,0,
2487,1641,,,,,2,9,0.04%,0,
2488,1641,,,,,3,9,0.06%,0,
2489,1641,,,,,4,9,0.08%,0,
2490,1641,,,,,5,9,0.12%,0,
2491,1641,,,,,6,9,0.18%,0,
2492,1641,,,,,7,9,0.24%,0,
2493,1641,,,,,8,9,0.32%,0,
2494,1641,,,,,9,9,0.40%,0,
2495,1641,,,,,10,9,0.50%,0,
2496,1641,,,,,11,9,0.60%,0,
2497,1641,,,,,12,9,0.72%,0,
2498,1641,,,,,13,9,0.80%,0,
2499,1641,,,,,14,9,0.90%,0,
2500,1641,,,,,15,9,1.00%,0,
2501,1641,,,,,16,9,1.10%,0,
2502,1641,,,,,17,9,1.30%,0,
2503,1641,,,,,18,9,1.60%,0,
2504,1651,,,,,1,0,0%,0,
2505,1651,,,,,2,0,0%,0,
2506,1651,,,,,3,0,0%,0,
2507,1651,,,,,4,0,0%,0,
2508,1651,,,,,5,0,0%,0,
2509,1651,,,,,6,0,0%,0,
2510,1651,,,,,7,0,0%,0,
2511,1651,,,,,8,0,0%,0,
2512,1651,,,,,9,0,0%,0,
2513,1651,,,,,10,0,0%,0,
2514,1651,,,,,11,0,0%,0,
2515,1651,,,,,12,0,0%,0,
2516,1661,,,,,1,0,0%,0,
2517,1661,,,,,2,0,0%,0,
2518,1661,,,,,3,0,0%,0,
2519,1661,,,,,4,0,0%,0,
2520,1661,,,,,5,0,0%,0,
2521,1661,,,,,6,0,0%,0,
2522,1661,,,,,7,0,0%,0,
2523,1661,,,,,8,0,0%,0,
2524,1661,,,,,9,0,0%,0,
2525,1661,,,,,10,0,0%,0,
2526,1661,,,,,11,0,0%,0,
2527,1661,,,,,12,0,0%,0,
2528,1671,,,,,1,0,0%,0,
2529,1671,,,,,2,0,0%,0,
2530,1671,,,,,3,0,0%,0,
2531,1671,,,,,4,0,0%,0,
2532,1671,,,,,5,0,0%,0,
2533,1671,,,,,6,0,0%,0,
2534,1671,,,,,7,0,0%,0,
2535,1671,,,,,8,0,0%,0,
2536,1671,,,,,9,0,0%,0,
2537,1671,,,,,10,0,0%,0,
2538,1671,,,,,11,0,0%,0,
2539,1671,,,,,12,0,0%,0,
2540,1681,,,,,1,0,0%,0,
2541,1681,,,,,2,0,0%,0,
2542,1681,,,,,3,0,0%,0,
2543,1681,,,,,4,0,0%,0,
2544,1681,,,,,5,0,0%,0,
2545,1681,,,,,6,0,0%,0,
2546,1681,,,,,7,0,0%,0,
2547,1681,,,,,8,0,0%,0,
2548,1681,,,,,9,0,0%,0,
2549,1681,,,,,10,0,0%,0,
2550,1681,,,,,11,0,0%,0,
2551,1681,,,,,12,0,0%,0,
2552,1691,,,,,1,0,0%,0,
2553,1691,,,,,2,0,0%,0,
2554,1691,,,,,3,0,0%,0,
2555,1691,,,,,4,0,0%,0,
2556,1691,,,,,5,0,0%,0,
2557,1691,,,,,6,0,0%,0,
2558,1691,,,,,7,0,0%,0,
2559,1691,,,,,8,0,0%,0,
2560,1691,,,,,9,0,0%,0,
2561,1691,,,,,10,0,0%,0,
2562,1691,,,,,11,0,0%,0,
2563,1691,,,,,12,0,0%,0,
2564,1701,,,,,1,0,0%,0,
2565,1701,,,,,2,0,0%,0,
2566,1701,,,,,3,0,0%,0,
2567,1701,,,,,4,0,0%,0,
2568,1701,,,,,5,0,0%,0,
2569,1701,,,,,6,0,0%,0,
2570,1701,,,,,7,0,0%,0,
2571,1701,,,,,8,0,0%,0,
2572,1701,,,,,9,0,0%,0,
2573,1701,,,,,10,0,0%,0,
2574,1701,,,,,11,0,0%,0,
2575,1701,,,,,12,0,0%,0,
2576,1711,,,,,1,0,0%,0,
2577,1711,,,,,2,0,0%,0,
2578,1711,,,,,3,0,0%,0,
2579,1711,,,,,4,0,0%,0,
2580,1711,,,,,5,0,0%,0,
2581,1711,,,,,6,0,0%,0,
2582,1711,,,,,7,0,0%,0,
2583,1711,,,,,8,0,0%,0,
2584,1711,,,,,9,0,0%,0,
2585,1711,,,,,10,0,0%,0,
2586,1711,,,,,11,0,0%,0,
2587,1711,,,,,12,0,0%,0,
2588,1721,,,,,1,0,0%,0,
2589,1721,,,,,2,0,0%,0,
2590,1721,,,,,3,0,0%,0,
2591,1721,,,,,4,0,0%,0,
2592,1721,,,,,5,0,0%,0,
2593,1721,,,,,6,0,0%,0,
2594,1721,,,,,7,0,0%,0,
2595,1721,,,,,8,0,0%,0,
2596,1721,,,,,9,0,0%,0,
2597,1721,,,,,10,0,0%,0,
2598,1721,,,,,11,0,0%,0,
2599,1721,,,,,12,0,0%,0,
2600,1731,,,,,1,0,0%,0,
2601,1731,,,,,2,0,0%,0,
2602,1731,,,,,3,0,0%,0,
2603,1731,,,,,4,0,0%,0,
2604,1731,,,,,5,0,0%,0,
2605,1731,,,,,6,0,0%,0,
2606,1731,,,,,7,0,0%,0,
2607,1731,,,,,8,0,0%,0,
2608,1731,,,,,9,0,0%,0,
2609,1731,,,,,10,0,0%,0,
2610,1731,,,,,11,0,0%,0,
2611,1731,,,,,12,0,0%,0,
2612,1741,,,,,1,0,0%,0,
2613,1741,,,,,2,0,0%,0,
2614,1741,,,,,3,0,0%,0,
2615,1741,,,,,4,0,0%,0,
2616,1741,,,,,5,0,0%,0,
2617,1741,,,,,6,0,0%,0,
2618,1741,,,,,7,0,0%,0,
2619,1741,,,,,8,0,0%,0,
2620,1741,,,,,9,0,0%,0,
2621,1741,,,,,10,0,0%,0,
2622,1741,,,,,11,0,0%,0,
2623,1741,,,,,12,0,0%,0,
2624,1751,,,,,1,0,0%,0,
2625,1751,,,,,2,0,0%,0,
2626,1751,,,,,3,0,0%,0,
2627,1751,,,,,4,0,0%,0,
2628,1751,,,,,5,0,0%,0,
2629,1751,,,,,6,0,0%,0,
2630,1751,,,,,7,0,0%,0,
2631,1751,,,,,8,0,0%,0,
2632,1751,,,,,9,0,0%,0,
2633,1751,,,,,10,0,0%,0,
2634,1751,,,,,11,0,0%,0,
2635,1751,,,,,12,0,0%,0,
2636,1761,,,,,1,0,0%,0,
2637,1761,,,,,2,0,0%,0,
2638,1761,,,,,3,0,0%,0,
2639,1761,,,,,4,0,0%,0,
2640,1761,,,,,5,0,0%,0,
2641,1761,,,,,6,0,0%,0,
2642,1761,,,,,7,0,0%,0,
2643,1761,,,,,8,0,0%,0,
2644,1761,,,,,9,0,0%,0,
2645,1761,,,,,10,0,0%,0,
2646,1761,,,,,11,0,0%,0,
2647,1761,,,,,12,0,0%,0,
2648,1771,,,,,1,10,0%,0,
2649,1771,,,,,2,10,0%,0,
2650,1771,,,,,3,10,0.10%,0,
2651,1771,,,,,4,10,0.25%,0,
2652,1771,,,,,5,10,0.40%,0,
2653,1771,,,,,6,10,0.70%,0,
2654,1771,,,,,7,10,1%,0,
2655,1771,,,,,8,10,1.30%,0,
2656,1771,,,,,9,10,1.75%,0,
2657,1771,,,,,10,10,2.20%,0,
2658,1771,,,,,11,10,2.65%,0,
2659,1771,,,,,12,10,3.25%,0,
2660,1771,,,,,13,10,3.85%,0,
2661,1771,,,,,14,10,4.45%,0,
2662,1771,,,,,15,10,5.05%,0,
2663,1771,,,,,16,10,5.65%,0,
2664,1771,,,,,17,10,6.25%,0,
2665,1771,,,,,18,10,6.85%,0,
2666,1781,,,,,1,0,0%,0,
2667,1781,,,,,2,0,0%,0,
2668,1781,,,,,3,0,0%,0,
2669,1781,,,,,4,0,0%,0,
2670,1781,,,,,5,0,0%,0,
2671,1781,,,,,6,0,0%,0,
2672,1781,,,,,7,0,0%,0,
2673,1781,,,,,8,0,0%,0,
2674,1781,,,,,9,0,0%,0,
2675,1781,,,,,10,0,0%,0,
2676,1781,,,,,11,0,0%,0,
2677,1781,,,,,12,0,0%,0,
2678,1791,,,,,1,0,0%,0,
2679,1791,,,,,2,0,0%,0,
2680,1791,,,,,3,0,0%,0,
2681,1791,,,,,4,0,0%,0,
2682,1791,,,,,5,0,0%,0,
2683,1791,,,,,6,0,0%,0,
2684,1791,,,,,7,0,0%,0,
2685,1791,,,,,8,0,0%,0,
2686,1791,,,,,9,0,0%,0,
2687,1791,,,,,10,0,0%,0,
2688,1791,,,,,11,0,0%,0,
2689,1791,,,,,12,0,0%,0,
2690,1801,,,,,1,13,0%,0,
2691,1801,,,,,2,13,0.08%,0,
2692,1801,,,,,3,13,0.16%,0,
2693,1801,,,,,4,13,0.24%,0,
2694,1801,,,,,5,13,0.40%,0,
2695,1801,,,,,6,13,0.56%,0,
2696,1801,,,,,7,13,0.80%,0,
2697,1801,,,,,8,13,1.04%,0,
2698,1801,,,,,9,13,1.36%,0,
2699,1801,,,,,10,13,1.68%,0,
2700,1801,,,,,11,13,2%,0,
2701,1801,,,,,12,13,2.40%,0,
2702,1801,,,,,13,13,2.72%,0,
2703,1801,,,,,14,13,3.06%,0,
2704,1801,,,,,15,13,3%,0,
2705,1801,,,,,16,13,3.75%,0,
2706,1801,,,,,17,13,4.10%,0,
2707,1801,,,,,18,13,4.44%,0,
2708,1811,,,,,1,1,0%,0,
2709,1811,,,,,2,1,0%,0,
2710,1811,,,,,3,1,0.07%,0,
2711,1811,,,,,4,1,0.18%,0,
2712,1811,,,,,5,1,0.28%,0,
2713,1811,,,,,6,1,0.49%,0,
2714,1811,,,,,7,1,0.70%,0,
2715,1811,,,,,8,1,0.91%,0,
2716,1811,,,,,9,1,1.23%,0,
2717,1811,,,,,10,1,1.54%,0,
2718,1811,,,,,11,1,1.86%,0,
2719,1811,,,,,12,1,2.28%,0,
2720,1811,,,,,13,1,2.70%,0,
2721,1811,,,,,14,1,3.12%,0,
2722,1811,,,,,15,1,3.54%,0,
2723,1811,,,,,16,1,3.96%,0,
2724,1811,,,,,17,1,4.38%,0,
2725,1811,,,,,18,1,4.80%,0,
2726,1821,,,,,1,0,0%,0,
2727,1821,,,,,2,0,0%,0,
2728,1821,,,,,3,0,0%,0,
2729,1821,,,,,4,0,0%,0,
2730,1821,,,,,5,0,0%,0,
2731,1821,,,,,6,0,0%,0,
2732,1821,,,,,7,0,0%,0,
2733,1821,,,,,8,0,0%,0,
2734,1821,,,,,9,0,0%,0,
2735,1821,,,,,10,0,0%,0,
2736,1821,,,,,11,0,0%,0,
2737,1821,,,,,12,0,0%,0,
2738,1831,,,,,1,0,0%,0,
2739,1831,,,,,2,0,0%,0,
2740,1831,,,,,3,0,0%,0,
2741,1831,,,,,4,0,0%,0,
2742,1831,,,,,5,0,0%,0,
2743,1831,,,,,6,0,0%,0,
2744,1831,,,,,7,0,0%,0,
2745,1831,,,,,8,0,0%,0,
2746,1831,,,,,9,0,0%,0,
2747,1831,,,,,10,0,0%,0,
2748,1831,,,,,11,0,0%,0,
2749,1831,,,,,12,0,0%,0,
2750,1841,,,,,1,1,0%,0,
2751,1841,,,,,2,1,0%,0,
2752,1841,,,,,3,1,0.07%,0,
2753,1841,,,,,4,1,0.18%,0,
2754,1841,,,,,5,1,0.28%,0,
2755,1841,,,,,6,1,0.49%,0,
2756,1841,,,,,7,1,0.70%,0,
2757,1841,,,,,8,1,0.91%,0,
2758,1841,,,,,9,1,1.23%,0,
2759,1841,,,,,10,1,1.54%,0,
2760,1841,,,,,11,1,1.86%,0,
2761,1841,,,,,12,1,2.28%,0,
2762,1841,,,,,13,1,2.70%,0,
2763,1841,,,,,14,1,3.12%,0,
2764,1841,,,,,15,1,3.54%,0,
2765,1841,,,,,16,1,3.96%,0,
2766,1841,,,,,17,1,4.38%,0,
2767,1841,,,,,18,1,4.80%,0,
2768,1851,,,,,1,8,0%,0,
2769,1851,,,,,2,8,0.08%,0,
2770,1851,,,,,3,8,0.16%,0,
2771,1851,,,,,4,8,0.24%,0,
2772,1851,,,,,5,8,0.40%,0,
2773,1851,,,,,6,8,0.56%,0,
2774,1851,,,,,7,8,0.80%,0,
2775,1851,,,,,8,8,1.04%,0,
2776,1851,,,,,9,8,1.36%,0,
2777,1851,,,,,10,8,1.68%,0,
2778,1851,,,,,11,8,2%,0,
2779,1851,,,,,12,8,2.40%,0,
2780,1851,,,,,13,8,2.80%,0,
2781,1851,,,,,14,8,3.20%,0,
2782,1851,,,,,15,8,3.60%,0,
2783,1851,,,,,16,8,4.00%,0,
2784,1851,,,,,17,8,4.50%,0,
2785,1851,,,,,18,8,5.00%,0,
2786,1861,,,,,1,10,0%,0,
