变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
709,12510,,1,<50463;50301;0;50452;51961;50072>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
710,12510,,2,<50191;0;50121;50033;50031;50043>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
711,12510,,3,<50882;60491;51423;60463;73631;60352>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
712,12601,,1,<50031;51351;50191;50112;0;53413>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
713,12601,,2,<50102;50121;52683;52233;50262;50072>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
714,12601,,3,<60731;62873;61901;0;71253;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
715,12602,,1,<50491;50571;0;50052;50371;50301>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
716,12602,,2,<50191;53631;50331;52631;50072;51312>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
717,12602,,3,<51612;0;51231;61611;72963;60301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
718,12603,,1,<50333;51252;52233;50691;0;50391>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
719,12603,,2,<50601;51393;53502;50803;50801;53341>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
720,12603,,3,<62962;0;62682;61443;70402;61353>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
721,12604,,1,<52891;50132;50122;53511;52723;52482>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
722,12604,,2,<51813;50883;0;50751;0;52722>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
723,12604,,3,<60102;0;62872;62682;70493;62873>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
724,12605,,1,<0;50471;52683;51353;0;50062>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
725,12605,,2,<50171;50123;51353;51071;50331;50281>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
726,12605,,3,<60273;61302;62072;0;71903;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
727,12606,,1,<50302;50471;0;52482;52482;52822>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
728,12606,,2,<50771;52272;52631;50332;51901;51391>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
729,12606,,3,<52683;60012;52963;60632;70333;60091>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
730,12607,,1,<50023;50052;53511;52962;0;50131>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
731,12607,,2,<52231;50463;52822;53283;53292;52682>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
732,12607,,3,<60471;0;60371;0;183413;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
733,12608,,1,<0;51353;52592;52242;51271;50351>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
734,12608,,2,<50471;51302;0;50023;50893;52723>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
735,12608,,3,<61071;0;60351;62633;71503;61901>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
736,12609,,1,<50592;53472;50002;51303;0;53431>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
737,12609,,2,<50092;50053;51292;50051;50192;52681>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
738,12609,,3,<60013;61503;63341;0;182242;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
739,12610,,1,<51612;51293;0;51862;53301;50351>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
740,12610,,2,<51903;50192;50602;52361;50351;50351>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
741,12610,,3,<52231;62231;52301;60023;181981;62073>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
742,12701,,1,<50282;50173;51901;52233;0;51311>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
743,12701,,2,<51231;53003;50262;51171;51903;52301>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
744,12701,,3,<60102;60542;62681;0;70222;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
745,12702,,1,<52593;50541;0;50803;50303;50803>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
746,12702,,2,<50542;53341;52593;50333;50392;53291>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
747,12702,,3,<50791;0;50072;60803;73303;60803>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
748,12703,,1,<50051;52681;52272;50003;0;53292>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
749,12703,,2,<50072;50771;50173;51903;51313;53561>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
750,12703,,3,<61071;0;62681;60572;70632;62483>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
751,12704,,1,<50051;53011;51241;50881;50893;51241>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
752,12704,,2,<52073;50281;50023;50331;0;51252>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
753,12704,,3,<60111;0;61902;60472;71241;60803>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
754,12705,,1,<53341;53301;50602;50781;0;50491>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
755,12705,,2,<50191;51293;50023;52301;52871;51442>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
756,12705,,3,<60333;60102;60792;0;72233;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
757,12706,,1,<50033;50031;0;51251;50464;52301>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
758,12706,,2,<50051;52722;52072;50792;50071;52963>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
759,12706,,3,<52481;60133;52681;60493;71303;60062>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
760,12707,,1,<53542;52961;50071;50133;0;51221>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
761,12707,,2,<53351;50592;50232;52633;50592;50113>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
762,12707,,3,<60093;0;60262;0;181082;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
763,12708,,1,<0;50033;50303;53002;50481;53543>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
764,12708,,2,<50051;51971;0;50542;53541;52873>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
765,12708,,3,<62633;0;60081;60272;73021;60001>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
766,12709,,1,<50883;51502;50053;50303;0;50301>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
767,12709,,2,<50021;54023;50072;50351;50091;50082>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
768,12709,,3,<62073;63011;61261;0;180721;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
769,12710,,1,<52073;50051;0;50792;50331;51221>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
770,12710,,2,<50091;50331;0;52073;51502;52302>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
771,12710,,3,<50022;60192;50023;61861;181961;60131>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
772,12801,,1,<50332;50092;52012;50591;0;51311>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
773,12801,,2,<53291;50262;50022;50133;0;50262>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
774,12801,,3,<60392;63292;63281;0;73562;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
775,12802,,1,<52012;51612;0;50891;50792;51252>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
776,12802,,2,<53301;52012;50012;50021;0;50602>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
777,12802,,3,<52012;0;50022;60593;73353;63542>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
778,12803,,1,<50022;50551;50471;50692;0;0>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
779,12803,,2,<50021;50021;50892;50132;0;50002>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
780,12803,,3,<60471;0;62012;60392;70891;63292>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
781,12804,,1,<52012;50262;50601;50472;52012;50022>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
782,12804,,2,<52012;50391;53472;50002;0;51172>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
783,12804,,3,<60271;0;60602;60092;71813;62012>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
784,12805,,1,<50792;50392;50301;50391;0;0>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
785,12805,,2,<52271;50602;52012;51813;53292;0>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
786,12805,,3,<60072;61421;60692;0;70131;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
787,12806,,1,<50052;50272;0;50051;51612;50263>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
788,12806,,2,<53542;50101;50052;50302;0;53021>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
789,12806,,3,<53541;60092;50331;60033;70393;60461>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
790,12807,,1,<50002;51421;51421;50191;0;50391>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
791,12807,,2,<50481;50092;50062;52682;50591;52482>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
792,12807,,3,<60452;0;61421;0;181392;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
793,12808,,1,<0;52232;51422;52242;50332;50091>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
794,12808,,2,<50471;51303;0;50803;0;50351>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
795,12808,,3,<61612;0;60071;62301;71394;62301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
796,12809,,1,<51421;53292;50132;51241;0;53291>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
797,12809,,2,<51421;53543;53301;50023;0;53561>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
798,12809,,3,<62482;61231;61612;0;180263;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
799,12810,,1,<50092;52872;0;50081;51171;50113>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
800,12810,,2,<50331;52822;53472;50351;0;50082>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
801,12810,,3,<51292;63341;50602;61812;180761;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
802,12901,,1,<50012;50601;53282;50012;0;53282>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
803,12901,,2,<50392;50452;50092;50392;50452;50092>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
804,12901,,3,<60472;60132;60472;0;72073;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
805,12902,,1,<50262;53292;0;50011;50011;50011>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
806,12902,,2,<50022;50891;50022;50301;50301;50301>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
807,12902,,3,<53301;61252;53301;60022;72683;60022>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
808,12903,,1,<51611;51611;51611;51612;0;51612>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
809,12903,,2,<50081;50081;50081;50551;50011;50551>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
810,12903,,3,<60472;0;60262;60472;71423;60262>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
811,12904,,1,<0;53541;51421;53541;50071;53541>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
812,12904,,2,<51421;50302;51421;50302;50452;50302>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
813,12904,,3,<60552;0;60552;61172;70463;61172>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
814,12905,,1,<50002;50101;50331;50002;0;50331>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
815,12905,,2,<50001;50481;53292;50001;50481;53292>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
816,12905,,3,<60552;60792;60552;0;73293;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
817,12906,,1,<51352;52481;0;50891;50891;50891>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
818,12906,,2,<50092;52012;50092;52012;52012;52012>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
819,12906,,3,<50021;60392;50021;62012;180771;62012>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
820,12907,,1,<50261;50261;50261;50132;0;50132>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
821,12907,,2,<51612;51612;51612;50002;50131;50002>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
822,12907,,3,<60092;0;60592;60092;70273;60592>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
823,12908,,1,<0;50061;52482;50061;50271;50061>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
824,12908,,2,<50052;50062;50052;50062;50043;50062>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
825,12908,,3,<60572;0;60572;60603;71172;60603>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
826,12909,,1,<50391;50272;50261;50391;0;50261>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
827,12909,,2,<53291;50792;50092;53291;50792;50092>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
828,12909,,3,<60793;63472;60793;0;181903;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
829,12910,,1,<50791;50551;0;50131;50131;50131>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
830,12910,,2,<53471;50132;53471;50391;50391;50391>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
831,12910,,3,<0;0;0;0;180264;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
832,13001,,1,<50793;50262;50793;50542;0;53282>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
833,13001,,2,<50461;52723;52232;50331;50051;53003>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
834,13001,,3,<60571;62822;60461;0;70463;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
835,13002,,1,<50351;50332;0;51813;50493;0>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
836,13002,,2,<52681;50262;50232;52822;52961;50283>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
837,13002,,3,<53293;0;53301;60092;70053;60302>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
838,13003,,1,<50043;50053;52612;50031;0;50281>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
839,13003,,2,<53282;0;50721;52963;50081;50051>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
840,13003,,3,<60302;0;60891;60001;71841;62891>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
841,13004,,1,<0;50171;51303;50002;50893;50601>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
842,13004,,2,<50281;50351;51443;51221;50461;50493>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
843,13004,,3,<60022;0;60172;62681;0;63292>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
844,13005,,1,<50782;50372;50072;53543;0;50541>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
845,13005,,2,<50081;51421;50263;50081;50331;51353>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
846,13005,,3,<60031;60372;60231;0;70793;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
847,13006,,1,<50452;50002;0;50331;51221;50552>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
848,13006,,2,<51303;50552;51303;50051;50022;53412>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
849,13006,,3,<50721;60031;50133;61893;70593;60263>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/night.csv,<>,<>,<>,<>,<>,<>,
850,13007,,1,<53562;50132;51893;50352;0;52683>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
851,13007,,2,<51392;50892;53562;50552;50391;51612>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
852,13007,,3,<60023;0;60033;63001;70303;62271>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
853,13008,,1,<0;52822;53292;50391;52723;50272>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
854,13008,,2,<50071;53282;0;50302;52592;50093>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
855,13008,,3,<60792;0;62303;62612;70133;63021>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/aml.csv,<>,<>,<>,<>,<>,<>,
856,13009,,1,<52891;50782;51961;0;0;50062>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
857,13009,,2,<0;52722;50451;50691;50471;50102>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
858,13009,,3,<60332;61171;63543;0;70173;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/grass.csv,<>,<>,<>,<>,<>,<>,
859,13010,,1,<50463;50301;0;50452;51961;50072>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
860,13010,,2,<50191;0;50121;50033;50031;50043>,,FALSE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
861,13010,,3,<50882;60491;51423;60463;73631;60352>,<0;0;0;0;1;0>,TRUE,,,,0.7,0.5,1,1,1,1,stage/tower.csv,<>,<>,<>,<>,<>,<>,
862,13101,,1,<50031;51351;50191;50112;0;53413>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
863,13101,,2,<50102;50121;52683;52233;50262;50072>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
864,13101,,3,<60731;62873;61901;0;71253;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
865,13102,,1,<50491;50571;0;50052;50371;50301>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
866,13102,,2,<50191;53631;50331;52631;50072;51312>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
867,13102,,3,<51612;0;51231;61611;72963;60301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/shm.csv,<>,<>,<>,<>,<>,<>,
868,13103,,1,<50333;51252;52233;50691;0;50391>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
869,13103,,2,<50601;51393;53502;50803;50801;53341>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
870,13103,,3,<62962;0;62682;61443;70402;61353>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
871,13104,,1,<52891;50132;50122;53511;52723;52482>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
872,13104,,2,<51813;50883;0;50751;0;52722>,,FALSE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
873,13104,,3,<60102;0;62872;62682;70493;62873>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,1,1,1,1,stage/city.csv,<>,<>,<>,<>,<>,<>,
